ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477ed85f-2401-4e83-b335-c317cdd70d17,2719,,,"[40.5, 60.9]",3900540,62,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hatem Ben Arfa,16462.0,Right Center Forward,119,OGC Nice,136,"['3d6f3142-388c-423f-bcf8-48054c6b12d5', '754a676d-29c5-40d5-b42b-33e3579e65f6']",24,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:17:24.486,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99794d72-1676-48df-9629-28d01520b8d5,2731,,,"[25.3, 56.0]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Paul Baysse,4443.0,Right Back,121,OGC Nice,136,['5db1e454-2862-446c-b16f-08167e4400e3'],10,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:10.518,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40f3ef73-e3c9-43b2-8800-4b6f5cb47e72,2734,,,"[51.6, 56.6]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Hatem Ben Arfa,16462.0,Right Center Forward,121,OGC Nice,136,['7f06f707-7f2b-43ea-85e8-4825b3474679'],13,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:13.906,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,058533dc-b187-42b8-8d06-502511d6f6c2,2736,,,"[61.4, 75.5]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Vincent Koziello,4264.0,Right Center Midfield,121,OGC Nice,136,['f58156d4-f9ff-45f3-873d-952cb9103aee'],16,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:16.337,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fc6ef67-31e6-47b5-89a7-0451f3bd2c60,2739,,,"[70.4, 75.5]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Hatem Ben Arfa,16462.0,Right Center Forward,121,OGC Nice,136,['ab8dab4c-ccad-4558-8356-903005d7f924'],19,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:19.793,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6494092-6557-4202-8d67-74b16c071e15,2742,,,"[65.3, 56.0]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Jean Michaël Seri,3359.0,Left Center Midfield,121,OGC Nice,136,['84c72c7e-ddfe-4acf-af7e-f79498f1b02d'],21,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:21.735,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25da8529-5717-46b3-9190-49583507ff08,2745,,,"[62.5, 27.1]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Maxime Le Marchand,3229.0,Left Center Back,121,OGC Nice,136,['e80c2828-60d9-48b3-968d-dd945fe64cdd'],26,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:26.263,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01fc0c18-26d5-4d22-bbcd-1ca24087eed3,2748,,,"[74.5, 6.6]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Olivier Boscagli,7323.0,Left Back,121,OGC Nice,136,['251263fe-1d95-4889-9fb7-2ecc0de01978'],28,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:28.752,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bbf606f0-a158-436f-a649-2b7829fae39f,2751,,,"[64.6, 26.3]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Nampalys Mendy,4506.0,Center Defensive Midfield,121,OGC Nice,136,['32deed8a-1db9-4ba8-bcc7-e7c60c42895f'],31,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:31.495,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8cb21a0f-00eb-4db6-a68d-4d1338a567ee,2754,,,"[80.5, 74.8]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Vincent Koziello,4264.0,Right Center Midfield,121,OGC Nice,136,['8e3c88cb-eacd-408f-a4f3-f0c6dd946522'],35,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:35.986,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206f4eab-dda0-458b-a86b-a736e032e99f,2757,,,"[65.1, 62.0]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Paul Baysse,4443.0,Right Back,121,OGC Nice,136,['ff2e3554-45aa-485e-a5db-95ce6dea23c3'],41,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:41.547,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0a5410f-11cf-4ee0-9f27-38d422d9af47,2761,,,"[70.0, 59.2]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Nampalys Mendy,4506.0,Center Defensive Midfield,121,OGC Nice,136,['1b421db0-6c34-4acf-8a94-ee3ea484aabe'],43,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:43.934,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08efaa5-ba61-4ac8-84ec-7feeb98f0347,2764,,,"[74.7, 69.7]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Vincent Koziello,4264.0,Right Center Midfield,121,OGC Nice,136,['c1dd61a6-b942-47df-a63c-d5df2a459914'],46,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:46.295,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912d8f13-f9d1-497d-b42b-7430d9d6d06a,2768,,,"[66.4, 61.3]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Nampalys Mendy,4506.0,Center Defensive Midfield,121,OGC Nice,136,['78c38a41-8081-4a20-89cd-3b37df74851d'],48,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:48.667,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ea5f74b-e080-4a10-a69e-0dfff2946f0d,2771,,,"[67.4, 44.9]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Jean Michaël Seri,3359.0,Left Center Midfield,121,OGC Nice,136,['9aa36217-8539-4168-a937-de0b42ac3ca8'],49,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:49.751,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9003005b-9750-4360-a835-28f080c43f55,2774,,,"[71.9, 27.1]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Hatem Ben Arfa,16462.0,Right Center Forward,121,OGC Nice,136,['97fe0abe-e719-41bd-a236-c13f3873b91b'],51,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:51.777,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343bb759-5eee-42f0-8c89-7f4715305cd0,2777,,,"[63.6, 46.6]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Nampalys Mendy,4506.0,Center Defensive Midfield,121,OGC Nice,136,['21a86562-cc4d-4eff-b7ab-b71c278ee5c0'],55,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:55.354,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76cb23d2-dc05-423c-a965-6d11fb0097ba,2780,,,"[83.7, 75.9]",3900540,64,,,,,,,,,,,,,,,,,,,,,,,2,Other,Paul Baysse,4443.0,Right Back,121,OGC Nice,136,['7f14c3bc-0737-4261-9b98-cfc8d22954a7'],59,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:19:59.992,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13350835-1f3c-47c6-9e98-930cbde2ebe3,2783,,,"[107.4, 49.6]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Other,Valère Germain,3210.0,Left Center Forward,121,OGC Nice,136,['532a357e-0e20-405a-b114-d7cbab52c62c'],3,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:20:03.660,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871c53c1-1841-4559-9cde-ce9a24a8c550,2785,,,"[3.9, 39.1]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kevin Trapp,4440.0,Goalkeeper,122,Paris Saint-Germain,131,['21e16c2e-9fdf-4451-9694-2b3ff5c33e76'],5,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:05.198,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbae1861-d48a-4213-8125-d29cefa0b4e9,2788,,,"[15.7, 55.8]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Serge Aurier,3481.0,Right Back,122,Paris Saint-Germain,131,['53451990-14b9-45ce-b0d2-c757f08db6bf'],7,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:07.791,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61f27396-db29-4154-b963-bcddba26e76e,2791,,,"[26.6, 53.0]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,122,Paris Saint-Germain,131,['74a1bb98-7fb4-4f2c-92da-5828a4a23007'],9,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:09.905,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994cbe5b-7e9c-45c7-8424-1f6528005879,2795,,,"[29.2, 32.0]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,122,Paris Saint-Germain,131,"['b5fb6a22-5693-4ed4-b125-e161b59078f2', 'bd736a91-1019-4fa1-baae-2f7166d11820']",11,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:11.430,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce964815-f584-4b32-8c83-c1f0a4e58c1f,2799,,,"[29.8, 42.5]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,122,Paris Saint-Germain,131,"['4b6ac84c-92e9-428a-954e-32f61ed24e3f', '98ff4ebe-fba8-4df2-a2e6-179555f4788a']",13,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:13.154,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cda6132-366f-453e-8e4f-46492954c6e2,2806,,,"[28.7, 62.6]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Serge Aurier,3481.0,Right Back,122,Paris Saint-Germain,131,['21b70e64-3804-4c0c-ac50-3c11eedb13f4'],16,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:16.095,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a15e4ad5-9aec-4f4b-839d-9bf592d134b8,2811,,,"[55.2, 70.9]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Stambouli,8515.0,Right Center Midfield,122,Paris Saint-Germain,131,['8d1e611b-b676-4000-a258-292a1b00733a'],23,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:23.763,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f84f247d-b911-46f1-84d7-d32eaf917a84,2817,,,"[56.7, 20.9]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,123,OGC Nice,136,['12171659-8b10-43a1-8966-c332987c06c7'],26,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:20:26.259,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639c4cb1-f9ad-4e22-82e9-3af1e5608399,2820,,,"[63.8, 25.6]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vincent Koziello,4264.0,Right Center Midfield,123,OGC Nice,136,['74f7cc51-9b8d-46ee-b672-65a2e7f7485f'],27,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:20:27.919,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc2ad9ae-521e-491d-8b33-fd0ed8c52583,2822,,,"[57.6, 20.9]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,123,OGC Nice,136,['e95af933-c6be-4d4b-9e3e-6b146886d8bb'],28,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:20:28.873,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ee400e9-43b7-49b6-abbc-9d3c3018d780,2825,,,"[60.1, 9.2]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Olivier Boscagli,7323.0,Left Back,123,OGC Nice,136,['954bb42f-d75a-4fb2-98b6-443e84c9297d'],30,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:20:30.940,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55d46e5c-3117-4534-9153-c2be5f5c2c46,2829,,,"[69.8, 3.4]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Valère Germain,3210.0,Left Center Forward,123,OGC Nice,136,['14d03aad-95b4-4f1f-9414-8b5c524910c0'],32,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:20:32.375,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9abc437-c3a5-4af3-8fad-f8982a23c719,2832,,,"[69.1, 3.4]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Olivier Boscagli,7323.0,Left Back,123,OGC Nice,136,['68d58b1e-20ae-4699-b9f8-aba10754de75'],34,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:20:34.265,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764fcb42-e224-4749-8e8a-fc10740edf21,2836,,,"[92.7, 33.1]",3900540,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hatem Ben Arfa,16462.0,Right Center Forward,123,OGC Nice,136,['33944e0d-001b-4770-ae7d-1cac23e1bda8'],40,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:20:40.404,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259f7580-c14d-4516-a2ab-6f70b1e7729a,2844,,,"[57.4, 72.7]",3900540,67,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Serge Aurier,3481.0,Right Back,125,Paris Saint-Germain,131,['251a8071-1a10-4e81-924a-ff7aaa133861'],17,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:22:17.197,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5826be62-3787-4814-afca-46e6b0e7f558,2849,,,"[54.2, 20.5]",3900540,67,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Vincent Koziello,4264.0,Right Center Midfield,126,OGC Nice,136,"['bba95549-be6f-45d8-86f7-7980e1fa7267', 'fef69b76-2032-4fd8-b466-bce270dea894']",24,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:22:24.329,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94b6c311-0b8c-4f4e-af55-eec51e4b9031,2854,,,"[85.8, 47.8]",3900540,67,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Zlatan Ibrahimović,3672.0,Center Forward,126,OGC Nice,136,['22fa83a5-f416-48d9-b849-e1966949f460'],27,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:22:27.227,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38bfdf69-1f03-491f-a248-a524a8b10e6c,2857,,,"[89.7, 36.7]",3900540,67,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Edinson Roberto Cavani Gómez,4319.0,Left Wing,126,OGC Nice,136,['4bba23ff-fab4-4282-8dde-db174f7a1ac5'],29,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:22:29.078,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5336c299-efdc-4e76-9b32-17fed8ec88a5,2859,,,"[38.1, 28.0]",3900540,67,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nampalys Mendy,4506.0,Center Defensive Midfield,126,OGC Nice,136,['e3ebfbe4-9bf8-4792-adcd-7e56385e3acf'],32,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:22:32.221,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c06723d8-f9ec-472d-8f03-97d9cfe8d94b,2862,,,"[39.2, 8.5]",3900540,67,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Olivier Boscagli,7323.0,Left Back,126,OGC Nice,136,['9f9b4b2e-fff6-4b5b-a88f-35be6e9ad280'],34,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:22:34.276,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868f0917-4823-4f21-8d52-3b421eee99bb,2865,,,"[31.1, 13.9]",3900540,67,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Maxime Le Marchand,3229.0,Left Center Back,127,OGC Nice,136,['bf344e99-37ff-42bc-954e-9e2d8a7e95e0'],43,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:22:43.314,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3915858f-afd0-4596-b26c-4690a90dc96b,2869,,,"[20.4, 34.2]",3900540,67,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mathieu Bodmer,4373.0,Right Center Back,127,OGC Nice,136,['dcbf99c1-5b4b-4749-a178-ef708b731218'],45,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:22:45.545,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7ef7299-45f9-4914-8eec-73346f01b20a,2872,,,"[42.8, 7.7]",3900540,67,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Olivier Boscagli,7323.0,Left Back,127,OGC Nice,136,['be535f65-cc1d-4723-908e-e00ac6a9f0aa'],47,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:22:47.800,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d87b7e-2d15-4709-815f-4f8f93798ec8,2876,,,"[63.6, 16.9]",3900540,67,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Valère Germain,3210.0,Left Center Forward,127,OGC Nice,136,['ea6a9c99-9128-40ba-af40-bf5ac8cc3c57'],50,,,,,,,,,,,,,,,,,,,OGC Nice,136,00:22:50.062,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dce227ad-da9a-4bb6-b648-e5d51f55524d,2880,,,"[23.4, 48.3]",3900540,67,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kevin Trapp,4440.0,Goalkeeper,128,Paris Saint-Germain,131,['df43f23b-9604-41e0-9145-bb6e85938bab'],54,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:22:54.774,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c07faa0b-af5b-43aa-8442-12a2ae18453f,2883,,,"[36.4, 45.1]",3900540,67,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thiago Emiliano da Silva,3295.0,Left Center Back,128,Paris Saint-Germain,131,['e7cb4502-7122-4acc-8f80-866064001c7c'],55,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:22:55.881,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37eb1f9e-598f-4781-967e-6d95ba63fecd,2886,,,"[46.7, 9.3]",3900540,67,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Layvin Kurzawa,4326.0,Left Back,128,Paris Saint-Germain,131,['c55f7eeb-fdfa-45e8-ae78-78e405f4011b'],59,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:22:59.582,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67ebcec3-1b3d-43ee-82f9-73baca0578cf,2889,,,"[68.5, 2.1]",3900540,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Edinson Roberto Cavani Gómez,4319.0,Left Wing,128,Paris Saint-Germain,131,['86dd6bb8-d61c-4e9c-9646-2417bb8d3f72'],5,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:23:05.964,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d87ad1a-d0aa-4466-95c2-3b2fcfd54c87,2891,,,"[39.6, 23.7]",3900540,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thiago Emiliano da Silva,3295.0,Left Center Back,128,Paris Saint-Germain,131,['2ca6be42-3052-4420-8d06-3f6c5f1d80c9'],8,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:23:08.198,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344378f-83a4-4881-a4d1-cbebedf430f7,2894,,,"[32.6, 7.4]",3900540,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Layvin Kurzawa,4326.0,Left Back,128,Paris Saint-Germain,131,['a3a57c81-88e5-4800-adf9-8dff397aed4b'],11,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:23:11.557,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b02e378-9b5f-45b1-83f8-b8a8e8f1165e,2897,,,"[6.3, 25.2]",3900540,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kevin Trapp,4440.0,Goalkeeper,128,Paris Saint-Germain,131,['4c4ba9bc-af5e-485d-9d20-11dee9192d88'],15,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:23:15.457,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05321b9d-256e-4c15-885b-e6f2f6bf3dd3,2899,,,"[27.2, 26.2]",3900540,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Stambouli,8515.0,Right Center Midfield,128,Paris Saint-Germain,131,['6f34c5e7-000c-4dc0-923e-e6384306537f'],16,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:23:16.920,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bff8afd0-5fbc-4c03-8666-fce0a1cef3f2,2902,,,"[39.2, 2.3]",3900540,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Layvin Kurzawa,4326.0,Left Back,128,Paris Saint-Germain,131,['8359f71a-a751-4559-919e-6c4b533d8481'],20,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:23:20.576,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b98486e-96bd-4ebe-9546-6610463b6477,2905,,,"[39.0, 26.9]",3900540,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,128,Paris Saint-Germain,131,['34444269-bf07-4d29-8ed5-1dd6df815b2a'],22,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:23:22.846,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f9e1c63-cffb-4874-b4a7-be343ef9e01a,2908,,,"[49.3, 66.9]",3900540,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Stambouli,8515.0,Right Center Midfield,128,Paris Saint-Germain,131,['289bae7d-0a12-451d-9e13-474ae8fb880c'],24,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:23:24.741,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76423d9c-3bfa-4217-aebe-b726606d87c3,2912,,,"[63.2, 61.1]",3900540,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,128,Paris Saint-Germain,131,['faa8ef58-591f-4e7a-b811-f7d2a61dd61e'],28,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:23:28.516,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f733cda-abd8-4891-b29e-73fd7fcbffa1,2914,,,"[52.3, 55.5]",3900540,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Stambouli,8515.0,Right Center Midfield,128,Paris Saint-Germain,131,['11086a4f-3b34-462e-9680-206daa58c5c3'],29,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:23:29.675,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278b54c5-93da-4389-8a44-ef6245cd917a,2918,,,"[29.8, 53.8]",3900540,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,128,Paris Saint-Germain,131,['44eb7e19-3f57-4851-b60b-e9524d428514'],32,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:23:32.074,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc3cff75-d02a-441a-8065-045d6807d177,2921,,,"[33.9, 29.2]",3900540,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thiago Emiliano da Silva,3295.0,Left Center Back,128,Paris Saint-Germain,131,['6a652971-4744-47c9-9232-153dadb01a5e'],34,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:23:34.675,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aee4b867-f71e-450f-a6fc-9bcb7a6a2887,2924,,,"[43.1, 32.4]",3900540,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,128,Paris Saint-Germain,131,['5979734d-6d09-4ab2-8f14-f2ab72c54529'],36,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:23:36.925,Ball Receipt*,
