50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.191556,,,,,,,,,,,,,,4b85a271-3c9e-43b8-8451-4d8348290698,16,,"[48.0, 17.5]",3901191,0,,,True,-0.2772834,,,,,,"[61.0, 13.8]",,Low Pass,,13.516287,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Maxime Le Marchand,3229.0,Left Center Back,2,Gazélec Ajaccio,160,"['04b8144f-7b76-4cd5-86ec-358f105c4809', '10f15065-b68c-4eba-be30-ffd26e9ec3cf', '8da024ed-b528-4f19-bf25-ca460a07bc23']",8,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:08.679,Pass,True
,,,,,,,,,,,,,,,,0.679794,,,,,,,,,,,,,,04b8144f-7b76-4cd5-86ec-358f105c4809,18,,"[59.1, 66.3]",3901191,0,,,,-1.5448282,,Right Foot,,,,"[59.3, 58.6]",,High Pass,,7.702597,,,,David Ducourtioux,401509.0,,,,,Recovery,1,From Kick Off,Alassane Touré,90746.0,Right Wing Back,2,Gazélec Ajaccio,160,"['1ac9f6b6-e338-476f-a04d-8c8610a83294', '4b85a271-3c9e-43b8-8451-4d8348290698']",10,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:10.871,Pass,
,,,,,,,,,,,,,,,,1.496768,,,,,,,,,,,,,,f40dcc03-262c-4e6b-9635-82038e5c3704,20,,"[59.3, 58.6]",3901191,0,,,,0.5043376,,Head,,,,"[74.7, 67.1]",,High Pass,,17.590054,,,,Khalid Boutaïb,5726.0,,,,,,1,From Kick Off,David Ducourtioux,401509.0,Right Center Midfield,2,Gazélec Ajaccio,160,['d2528a91-a9f2-4bc7-9045-f4c9d5a2acc8'],11,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:11.550,Pass,
,,,,,,,,,,,,,,,,1.107637,,,,,,,,,,,,,,661ef85f-3ad2-4967-8336-e5f8386bd489,23,,"[74.7, 67.1]",3901191,0,,,,2.4456105,,Right Foot,,,,"[66.8, 73.7]",,Low Pass,,10.294173,,,,Alassane Touré,90746.0,,,,,,1,From Kick Off,Khalid Boutaïb,5726.0,Right Center Forward,2,Gazélec Ajaccio,160,['0c335f69-de6d-4ab0-ba38-b05ee8aa21a4'],13,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:13.099,Pass,
,,,,,,,,,,,,,,,,2.397304,,,,,,,,,,,,,,2c311592-0756-44c7-8a0d-b0be41a4c2ab,26,,"[65.3, 74.8]",3901191,0,,,,-1.9040406,,Left Foot,,,,"[55.4, 46.2]",,Ground Pass,,30.264996,,,,Mohamed Larbi,10616.0,,,,,,1,From Kick Off,Alassane Touré,90746.0,Right Wing Back,2,Gazélec Ajaccio,160,['3e6f93b5-173c-4e31-9ebf-846d1267bd10'],16,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:16.159,Pass,
,,,,,,,,,,,,,,,,1.240427,,,,,,,,,,,,,,aacf763f-19d6-4761-81bc-2261392335fb,29,,"[55.4, 46.2]",3901191,0,,,,-2.8248925,,Right Foot,,,,"[43.5, 42.3]",,Ground Pass,,12.522779,,,,Jérémie Bréchet,7603.0,,,,,,1,From Kick Off,Mohamed Larbi,10616.0,Left Center Midfield,2,Gazélec Ajaccio,160,['96459794-1b8c-4f2a-a88e-3649d6d0f110'],18,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:18.605,Pass,
,,,,,,,,,,,,,,,,1.485395,,,,,,,,,,,,,,cd1fd2e1-f2fc-4995-9f0d-52dea69e172c,32,,"[46.7, 36.3]",3901191,0,,,,-1.6175249,,Right Foot,,,,"[45.4, 8.5]",,Ground Pass,,27.83038,,,,Pablo Jean Antoine Martínez,3207.0,,,,,,1,From Kick Off,Jérémie Bréchet,7603.0,Center Back,2,Gazélec Ajaccio,160,['f99c9d32-c63a-425f-8fbc-9734c462c534'],24,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:24.490,Pass,
,,,,,,,,,,,,,,,,1.598114,,,,,,,,,,,,,,2fe5dc40-a008-49b4-973c-87ff5af9f967,35,,"[44.5, 11.1]",3901191,0,,,,1.7521865,,Left Foot,,,,"[40.3, 34.0]",,Ground Pass,,23.281967,,,,Jérémie Bréchet,7603.0,,,,,,1,From Kick Off,Pablo Jean Antoine Martínez,3207.0,Left Center Back,2,Gazélec Ajaccio,160,['ae970b7e-9bb3-4d1d-9256-a0c989322f81'],28,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:28.000,Pass,
,,,,,,,,,,,,,,,,0.688361,,,,,,,,,,,,,,69b5ac1b-04a0-4751-aa7f-2a45360c63f7,38,,"[40.0, 37.4]",3901191,0,,,,0.44344833,,Left Foot,,,,"[48.0, 41.2]",,Ground Pass,,8.856636,,,,Jérôme Le Moigne,401507.0,,,,,,1,From Kick Off,Jérémie Bréchet,7603.0,Center Back,2,Gazélec Ajaccio,160,['0035fe1a-5424-4002-8d55-72c0ed275edf'],30,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:30.210,Pass,
,,,,,,,,,,,,,,,,1.04392,,,,,,,,,,,,,,c9fbb1b5-d171-4d4e-8f7e-fb036e2e8816,41,,"[48.0, 41.2]",3901191,0,,,,-2.5568473,,Right Foot,,,,"[40.9, 36.5]",,Ground Pass,,8.514693,,,,Jérémie Bréchet,7603.0,,,,,,1,From Kick Off,Jérôme Le Moigne,401507.0,Center Defensive Midfield,2,Gazélec Ajaccio,160,['da979f27-7e8d-42c4-b1a6-51ad6e68a256'],30,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:30.969,Pass,
,,,,,,,,,,,,,,,,1.706904,,,,,,,,,,,,,,98e25489-81df-4a51-acc5-154d5d930ea9,44,,"[55.0, 28.6]",3901191,0,,,,-0.98279375,,Left Foot,,,,"[70.4, 5.5]",,High Pass,,27.762745,,,,Issiaga Sylla,4352.0,,,,,,1,From Kick Off,Jérémie Bréchet,7603.0,Center Back,2,Gazélec Ajaccio,160,['bb43deb9-b793-4e60-a7de-ea1462c7ce7b'],37,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:37.151,Pass,
,,,,,,,,,,,,,,,,2.188583,,,,,,,,,,,,,,30b57d0c-d962-4fee-aff3-8b609f657fce,48,,"[67.0, 6.2]",3901191,0,,,,3.073697,,Right Foot,,,,"[42.0, 7.9]",,Ground Pass,,25.057734,,,,Pablo Jean Antoine Martínez,3207.0,,,,,,1,From Kick Off,Issiaga Sylla,4352.0,Left Wing Back,2,Gazélec Ajaccio,160,"['38a4d5d2-6feb-4717-8ab4-cc10aaadd7c8', 'b35745d8-2abe-4c7b-a7c5-efaff91259ce']",40,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:40.512,Pass,True
,,,,,,,,,,,,,,,,1.379957,,,,,,,,,,,,,,63176dde-ec51-4dfe-be9a-a06742930113,51,,"[42.0, 7.9]",3901191,0,,,,1.8651402,,Left Foot,,,,"[34.3, 33.3]",,Ground Pass,,26.541477,,,,Jérémie Bréchet,7603.0,,,,,,1,From Kick Off,Pablo Jean Antoine Martínez,3207.0,Left Center Back,2,Gazélec Ajaccio,160,['78de1872-9022-489c-92a4-c59de3a52d23'],43,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:43.737,Pass,
,,,,,,,,,,,,,,,,1.195383,,,,,,,,,,,,,,4cdee78a-25c8-46e6-badb-168d487010e8,54,,"[37.5, 34.2]",3901191,0,,,,0.9914703,,Left Foot,,,,"[44.5, 44.9]",,Ground Pass,,12.786321,,,,Jérôme Le Moigne,401507.0,,,,,,1,From Kick Off,Jérémie Bréchet,7603.0,Center Back,2,Gazélec Ajaccio,160,['1d92406a-6f07-4df7-b256-6804d0b21171'],46,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:46.406,Pass,
,,,,,,,,,,,,,,,,3.505252,,,,,,,,,,,,,,30c0e1a0-fbdf-41f8-af62-9a69f4a68e8c,57,,"[48.0, 51.7]",3901191,0,,,,-0.07615116,,Right Foot,,,,"[109.6, 47.0]",,High Pass,,61.77904,,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,1,From Kick Off,Jérôme Le Moigne,401507.0,Center Defensive Midfield,2,Gazélec Ajaccio,160,"['506dfb3d-ba7e-46f7-8a8d-c7d157d9103c', '97b5e357-171e-4efe-b500-44d9805605b3']",49,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:49.778,Pass,
,,,,,,,,,,,,,,,,1.396783,,,,,,,,,,,,,,77d86e69-65f8-443c-ab0e-052bea151203,61,,"[10.3, 25.4]",3901191,0,,,,-0.74098295,,Keeper Arm,,,,"[19.7, 16.8]",,Ground Pass,,12.740487,,,,Maxime Le Marchand,3229.0,,,,,,1,Regular Play,Yoan Cardinale,4257.0,Goalkeeper,3,OGC Nice,136,['25ec7c93-545b-4e83-8ef9-3f614cd7f66b'],54,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:54.675,Pass,
,,,,,,,,,,,,,,,,1.086591,,,,,,,,,,,,,,a2c85ce5-e9e1-4b03-ac1e-7ba2affc26ae,64,,"[20.2, 16.8]",3901191,0,,,,-0.58307654,,Left Foot,,,,"[39.0, 4.4]",,Ground Pass,,22.521101,,,,Jérémy Pied,4270.0,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,3,OGC Nice,136,['fc7bf927-18bb-467d-a258-98dd8f27b7ac'],57,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:57.309,Pass,
,,,,,,,,,,,,,,,,0.57526,,,,,,,,,,,,,,2cf3ae7b-0d20-4d59-a056-69b9399c43bd,67,,"[37.9, 3.8]",3901191,0,,,,1.6575347,,Left Foot,,,,"[36.9, 15.3]",,Ground Pass,,11.543396,,,,Jean Michaël Seri,3359.0,,,,,,1,Regular Play,Jérémy Pied,4270.0,Left Back,3,OGC Nice,136,['b87af7c8-17e8-46d1-9e86-6c13df296b96'],59,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:59.796,Pass,
,,,,,,,,,,,,,,,,1.426358,,,,,,,,,,,,,,12c0af26-3dba-4e2c-8595-d5e8d444c44a,70,,"[36.6, 17.0]",3901191,1,,,,2.6779451,,Right Foot,,,,"[26.6, 22.0]",,Ground Pass,,11.18034,,,,Nampalys Mendy,4506.0,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Left Center Midfield,3,OGC Nice,136,['4331a502-ef65-47d9-a00e-e745e6822006'],2,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:02.438,Pass,
,,,,,,,,,,,,,,,,2.157655,,,,,,,,,,,,,,62fe2ef1-751c-473d-995e-67e3ece65d89,73,,"[26.8, 22.0]",3901191,1,,,,1.5662302,,Right Foot,,,,"[27.0, 65.8]",,Ground Pass,,43.800457,,,,Paul Baysse,4443.0,,True,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,3,OGC Nice,136,['4be84fb0-9db0-411b-9397-e3175852de91'],4,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:04.864,Pass,
,,,,,,,,,,,,,,,,1.144299,,,,,,,,,,,,,,01560047-ed38-401f-a7cf-58bb50125aea,76,,"[29.2, 69.0]",3901191,1,,,,-1.5035222,,Right Foot,,,,"[31.1, 40.8]",,Ground Pass,,28.263935,,,,Nampalys Mendy,4506.0,,,,,,1,Regular Play,Paul Baysse,4443.0,Right Center Back,3,OGC Nice,136,['1e8fabc4-3047-423d-8305-77ed2dd435cb'],8,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:08.695,Pass,
,,,,,,,,,,,,,,,,1.260592,,,,,,,,,,,,,,a5db1dbb-cadc-40f5-a570-a4b4b54e0ae8,79,,"[35.8, 40.6]",3901191,1,,,,-1.2082521,,Right Foot,,,,"[43.5, 20.3]",,Ground Pass,,21.711287,,,,Jean Michaël Seri,3359.0,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,3,OGC Nice,136,['4b47bef2-61f3-4316-89dc-3fa099403260'],11,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:11.288,Pass,
,,,,,,,,,,,,,,,,1.102887,,,,,,,,,,,,,,bb022bae-c69a-44ef-8ac4-89f14acb7cee,82,,"[47.5, 7.2]",3901191,1,,,,-0.5205808,,Right Foot,,,,"[55.0, 2.9]",,Ground Pass,,8.64523,,,,Jérémy Pied,4270.0,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Left Center Midfield,3,OGC Nice,136,['3f2a7ef0-51b0-430c-87cb-541ea582df88'],14,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:14.119,Pass,
,,,,,,,,,,,,,,,,1.76605,,,,,,,,,,,,,,5d000872-b8a5-4217-96e5-b0528a71e14f,86,,"[55.0, 2.9]",3901191,1,,,,2.722489,,Right Foot,,,,"[33.9, 12.3]",,Ground Pass,,23.099134,,,,Maxime Le Marchand,3229.0,,,,,,1,Regular Play,Jérémy Pied,4270.0,Left Back,3,OGC Nice,136,['8d7a43f6-595d-4e14-b56b-1b50552cd2d1'],16,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:16.220,Pass,
,,,,,,,,,,,,,,,,2.080187,,,,,,,,,,,,,,42990961-4ac0-443b-bdc2-62425edd95f8,89,,"[36.4, 15.5]",3901191,1,,,,1.5203129,,Left Foot,,,,"[38.8, 63.0]",,Ground Pass,,47.560593,,,,Paul Baysse,4443.0,,True,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,3,OGC Nice,136,['5854b550-5c90-4a13-92f9-716fba9d00c7'],19,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:19.100,Pass,
,,,,,,,,,,,,,,,,1.463571,,,,,,,,,,,,,,e7a08d37-daea-4d06-a1ac-e7b8fea59ef6,92,,"[52.5, 69.5]",3901191,1,,,,0.27829966,,Left Foot,,,,"[65.1, 73.1]",,Ground Pass,,13.1041975,,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,Regular Play,Paul Baysse,4443.0,Right Center Back,3,OGC Nice,136,['ccbcf2e6-c1d2-429c-966f-f3a90d47f7c7'],23,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:23.278,Pass,
,,,,,,,,,,,,,,,,1.179645,,,,,,,,,,,,,,e72bc913-6f1a-435b-a77b-7c0597bde44e,95,,"[68.7, 72.7]",3901191,1,,,,-0.23554498,,Right Foot,,,,"[76.2, 70.9]",,Ground Pass,,7.712976,,,,Valère Germain,3210.0,,,,,,1,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Right Back,3,OGC Nice,136,['7a09714b-9089-4696-a976-ed6e1bfe1257'],24,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:24.979,Pass,
,,,,,,,,,,,,,,,,1.583573,,,,,,,,,,,,,,d2943f5e-be40-49a3-9d67-9fa6be1ab7dc,97,,"[75.7, 69.9]",3901191,1,,,,0.5569015,,Right Foot,,,,"[81.0, 73.2]",,Ground Pass,,6.2433963,,Unknown,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,Regular Play,Valère Germain,3210.0,Right Center Forward,3,OGC Nice,136,['d0713df0-4817-4531-8be6-5318f553a856'],26,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:26.159,Pass,
,,,,,,,,,,,,,,,,1.680045,,,,,,,,,,,,,,2a5a0a42-f3a8-47e2-8ad1-4572bdfcb5b2,103,,"[87.2, 75.0]",3901191,1,,,,-0.9408502,,Left Foot,True,,,"[109.8, 44.0]",,High Pass,,38.363525,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Hatem Ben Arfa,16462.0,Center Attacking Midfield,4,OGC Nice,136,['107aed68-efa3-4aeb-8f6f-0f08fdec73ea'],54,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:54.412,Pass,
,,,,,,,,,,,,,,,,2.570108,,,,,,,,,,,,,,ef25b72a-e89c-4378-b8bb-e6c0ba62b09c,108,,"[81.6, 28.8]",3901191,2,,,,-3.0957913,,Left Foot,,,,"[57.6, 27.7]",,Ground Pass,,24.025194,,,,Maxime Le Marchand,3229.0,,,,,,1,From Free Kick,Rémi Walter,3136.0,Right Center Midfield,4,OGC Nice,136,['a5437329-ac0d-4c30-bde5-be23a34f1b4c'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:00.486,Pass,
,,,,,,,,,,,,,,,,1.211161,,,,,,,,,,,,,,d4d1700e-6a82-4353-82ff-7e3f01fc3207,111,,"[57.0, 24.3]",3901191,2,,,,-0.5743048,,Right Foot,,,,"[65.5, 18.8]",,Ground Pass,,10.1242285,,,,Rémi Walter,3136.0,,,,,,1,From Free Kick,Maxime Le Marchand,3229.0,Left Center Back,4,OGC Nice,136,['086bc996-31ad-4880-9066-08ac24198023'],4,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:04.391,Pass,
,,,,,,,,,,,,,,,,1.266707,,,,,,,,,,,,,,e5de13ae-e90e-4953-8d53-46a83130284b,114,,"[67.4, 20.7]",3901191,2,,,,2.0091329,,Left Foot,,,,"[61.4, 33.5]",,Ground Pass,,14.136477,,,,Jean Michaël Seri,3359.0,,,,,,1,From Free Kick,Rémi Walter,3136.0,Right Center Midfield,4,OGC Nice,136,['9d968043-5cfa-4014-a7ea-1cab6e685ece'],6,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:06.622,Pass,
