50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,65314f7a-d9a2-482a-b013-088e2fb64ca3,17,,,"[23.4, 53.4]",3900559,0,,,,,-1.6561912,,Right Foot,,,"[21.2, 27.7]",,Ground Pass,,25.793991,,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Marseille,147,['6bed7949-f5c3-444c-a297-69aeb543d80c'],9,,,,,,,,,,,,,,,,,Marseille,147,00:00:09.970,Pass,
,,,,,,,,,,,,,,,,,1.199998,,,,,,,,,,,,,,,,9eb02ba7-0029-42d0-a50a-a125cdc24606,20,,,"[27.9, 28.6]",3900559,0,,,,,0.6409566,,Right Foot,,,"[40.5, 38.0]",,Ground Pass,,15.720051,,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,1,From Kick Off,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,2,Marseille,147,['d5323983-598e-4a8d-8b1c-f47f9a23ae6f'],15,,,,,,,,,,,,,,,,,Marseille,147,00:00:15.170,Pass,
,,,,,,,,,,,,,,,,,2.322933,,,,,,,,,,,,,,,,326d3037-a959-48b7-9b57-0433e5b7d051,23,,,"[43.1, 38.4]",3900559,0,,,,,-0.8109329,,Right Foot,,,"[67.9, 12.3]",,High Pass,,36.00347,,,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,1,From Kick Off,Mauricio Aníbal Isla Isla,18874.0,Left Defensive Midfield,2,Marseille,147,['e304348c-59a2-40a1-8ce0-7cb4a9cb9479'],17,,,,,,,,,,,,,,,,,Marseille,147,00:00:17.250,Pass,
,,,,,,,,,,,,,,,,,0.83202,,,,,,,,,,,,,,,,0733fcdd-f3cb-4d5d-9f71-b014b5361229,35,,,"[68.3, 27.1]",3900559,0,,,,,-2.4489508,,Right Foot,,,"[63.6, 23.2]",,Ground Pass,,6.1073728,,,,,Lassana Diarra,3181.0,,,,,,1,From Kick Off,Rémy Cabella,3420.0,Center Attacking Midfield,2,Marseille,147,['6b9842cf-8958-473a-9fc5-3925ec40cc60'],25,,,,,,,,,,,,,,,,,Marseille,147,00:00:25.037,Pass,
,,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,,,,3627192c-7307-455c-a050-ca02a1dfa8e8,38,,,"[62.7, 24.3]",3900559,0,,,,,2.1264908,,Right Foot,,,"[55.0, 36.7]",,Ground Pass,,14.596232,,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,1,From Kick Off,Lassana Diarra,3181.0,Right Defensive Midfield,2,Marseille,147,['01e54170-a38d-462b-9af8-b0e24fd55803'],26,,,,,,,,,,,,,,,,,Marseille,147,00:00:26.669,Pass,
,,,,,,,,,,,,,,,,,1.892181,,,,,,,,,,,,,,,,755b4686-31da-40eb-80ab-a51d2f0220bf,41,,,"[55.2, 38.2]",3900559,0,,,,,1.3089739,,Right Foot,,,"[63.4, 68.8]",,Ground Pass,,31.679646,,,,,Brice Dja Djédjé,7857.0,,,,,,1,From Kick Off,Mauricio Aníbal Isla Isla,18874.0,Left Defensive Midfield,2,Marseille,147,['0246a318-901a-40d4-9db9-468d0f3afb2c'],28,,,,,,,,,,,,,,,,,Marseille,147,00:00:28.669,Pass,
,,,,,,,,,,,,,,,,,0.943188,,,,,,,,,,,,,,,,ad6ce010-b116-4162-b567-a6e414bf7d4f,44,,,"[67.9, 70.3]",3900559,0,,,,,-1.487655,,Right Foot,,,"[68.7, 60.7]",,Ground Pass,,9.633276,,,,,Rémy Cabella,3420.0,,,,,,1,From Kick Off,Brice Dja Djédjé,7857.0,Right Back,2,Marseille,147,['a64073f1-8ee5-403a-b2b5-da86fd8c4632'],33,,,,,,,,,,,,,,,,,Marseille,147,00:00:33.321,Pass,
,,,,,,,,,,,,,,,,,0.668474,,,,,,,,,,,,,,,,9b9b0f72-b712-4b0b-a510-729841d5b8e3,47,,,"[68.7, 58.1]",3900559,0,,,,,-1.2739516,,Left Foot,,,"[71.3, 49.6]",,Ground Pass,,8.888757,,,,,Lassana Diarra,3181.0,,,,,,1,From Kick Off,Rémy Cabella,3420.0,Center Attacking Midfield,2,Marseille,147,['0e74fa9b-bbbd-4eaa-8d56-bc1e47da75d1'],35,,,,,,,,,,,,,,,,,Marseille,147,00:00:35.922,Pass,
,,,,,,,,,,,,,,,,,1.444935,,,,,,,,,,,,,,,,1a3a250e-9326-4be5-8658-e4012ff4a059,51,,,"[98.0, 65.6]",3900559,0,,,,,0.41129375,,Left Foot,,,"[107.4, 69.7]",,Ground Pass,,10.255242,,,Incomplete,,Abdelaziz Barrada,23933.0,,,,,,1,From Kick Off,Lassana Diarra,3181.0,Right Defensive Midfield,2,Marseille,147,"['82bc6136-2386-47d4-bdcf-48c407d2b5c4', 'da24f95a-256d-46c6-a330-9ce7043690e7']",41,,,,,,,,,,,,,,,,,Marseille,147,00:00:41.357,Pass,
,,,,,,,,,,,,,,,,,2.64097,,,,,,,,,,,,,,,,da24f95a-256d-46c6-a330-9ce7043690e7,53,,,"[12.7, 10.4]",3900559,0,,,,,0.17924793,,Left Foot,,,"[56.3, 18.3]",,High Pass,,44.309933,,,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,Recovery,1,From Kick Off,Issiaga Sylla,4352.0,Left Back,2,Marseille,147,"['1a3a250e-9326-4be5-8658-e4012ff4a059', '2caca02b-61ce-4d2a-b20e-14f015248192', '710da363-a8a4-4d16-98d6-76443604e97c']",42,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:42.802,Pass,
,,,,,,,,,,,,,,,,,1.770316,,,,,,,,,,,,,,,,2caca02b-61ce-4d2a-b20e-14f015248192,56,,,"[63.8, 61.8]",3900559,0,,,,True,0.53904396,,,,,"[74.5, 68.2]",,Low Pass,,12.467959,,,,,Brice Dja Djédjé,7857.0,,,,,Recovery,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Marseille,147,"['7a475253-7e30-436a-884a-8ef363a9d2b8', 'b73de195-b8de-48f2-aac9-ad3663fb2a46', 'da24f95a-256d-46c6-a330-9ce7043690e7']",45,,,,,,,,,,,,,,,,,Marseille,147,00:00:45.443,Pass,True
,,,,,,,,,,,,,,,,,0.556793,,,,,,,,,,,,,,,,e630af04-4927-4672-afb2-3e1ae7463e69,59,,,"[74.9, 68.4]",3900559,0,,,,,-1.0341887,,Right Foot,,,"[81.8, 56.8]",,Ground Pass,,13.497037,,,,,Rémy Cabella,3420.0,,,,,,1,From Kick Off,Brice Dja Djédjé,7857.0,Right Back,2,Marseille,147,['1a52102b-f77d-48f9-aad6-7e932a624a36'],48,,,,,,,,,,,,,,,,,Marseille,147,00:00:48.599,Pass,
,,,,,,,,,,,,,,,,,0.76098,,,,,,,,,,,,,,,,0a22d4be-a9e8-468b-bc51-9b65be5c4554,62,,,"[98.0, 72.2]",3900559,0,,,,,2.5748634,,Left Foot,,,"[92.5, 75.7]",,Ground Pass,,6.519202,,,,,Abdelaziz Barrada,23933.0,,,,,,1,From Kick Off,Rémy Cabella,3420.0,Center Attacking Midfield,2,Marseille,147,['45240c24-f7a9-474a-927c-c22ab8458382'],53,,,,,,,,,,,,,,,,,Marseille,147,00:00:53.152,Pass,
,,,,,,,,,,,,,,,,,1.043888,,,,,,,,,,,,,,,,7e8311c8-1a67-4e57-af74-590cb5d8e8f2,64,,,"[93.5, 75.7]",3900559,0,,,,,-2.782822,,Right Foot,,,"[87.1, 73.3]",,Ground Pass,,6.835203,,,,,Brice Dja Djédjé,7857.0,,,,,,1,From Kick Off,Abdelaziz Barrada,23933.0,Right Wing,2,Marseille,147,['2363dd3f-c22b-4347-beaa-b1e56f1d7d0c'],53,,,,,,,,,,,,,,,,,Marseille,147,00:00:53.913,Pass,
,,,,,,,,,,,,,,,,,0.518385,,,,,,,,,,,,,,,,6b28f838-efb7-435e-962f-0fbd97b5302b,67,,,"[87.5, 71.8]",3900559,0,,,,,-0.9205689,,Right Foot,,,"[92.9, 64.7]",,Ground Pass,,8.920202,,,,,Rémy Cabella,3420.0,,,,,,1,From Kick Off,Brice Dja Djédjé,7857.0,Right Back,2,Marseille,147,['53927650-4876-4bd7-a11b-cfcf91c8a63c'],55,,,,,,,,,,,,,,,,,Marseille,147,00:00:55.414,Pass,
,,,,,,,,,,,,,,,,,1.169601,,,,,,,,,,,,,,,,0a50cd23-b6d9-4f29-acf2-1a618260f2d4,69,,,"[92.9, 64.7]",3900559,0,,,,,-3.0474274,,Right Foot,,,"[74.9, 63.0]",,Ground Pass,,18.0801,,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,1,From Kick Off,Rémy Cabella,3420.0,Center Attacking Midfield,2,Marseille,147,['db0ec544-88a0-48fe-b5e5-7a2244f1e4f6'],55,,,,,,,,,,,,,,,,,Marseille,147,00:00:55.932,Pass,
,,,,,,,,,,,,,,,,,0.875259,,,,,,,,,,,,,,,,8cb9973b-dcc8-44b7-9595-596c575fb341,71,,,"[74.9, 63.0]",3900559,0,,,,,-1.1250039,,Right Foot,,,"[80.3, 51.7]",,Ground Pass,,12.523977,,,,,Lassana Diarra,3181.0,,,,,,1,From Kick Off,Mauricio Aníbal Isla Isla,18874.0,Left Defensive Midfield,2,Marseille,147,['fd63ef23-b279-473f-8f72-33b741043f35'],57,,,,,,,,,,,,,,,,,Marseille,147,00:00:57.102,Pass,
,,,,,,,,,,,,,,,,,1.005577,,,,,,,,,,,,,,,,0b67751f-b6a6-4b8d-b2b1-86480363aede,73,,,"[81.8, 51.3]",3900559,0,,,,,2.4980915,,Left Foot,,,"[75.8, 55.8]",,Ground Pass,,7.5,,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,1,From Kick Off,Lassana Diarra,3181.0,Right Defensive Midfield,2,Marseille,147,['7a640763-3a8e-49ec-a870-ba8f456b441d'],57,,,,,,,,,,,,,,,,,Marseille,147,00:00:57.977,Pass,
,,,,,,,,,,,,,,,,,2.228427,,,,,,,,,,,,,,,,37f68df3-168a-4e69-9759-a40458f5ab35,76,,,"[74.7, 54.3]",3900559,0,,,,,-2.581083,,Right Foot,,,"[55.9, 42.5]",,Ground Pass,,22.196396,,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Kick Off,Mauricio Aníbal Isla Isla,18874.0,Left Defensive Midfield,2,Marseille,147,"['6a72d230-1e8c-47eb-9897-7ea90cff3b0f', 'ae61972b-2244-43ec-bcf8-a27fec55d9bb']",58,,,,,,,,,,,,,,,,,Marseille,147,00:00:58.983,Pass,True
,,,,,,,,,,,,,,,,,1.280834,,,,,,,,,,,,,,,,e74bff4a-ba93-403f-8971-92f134524a6c,78,,,"[56.1, 42.5]",3900559,1,,,,,1.558527,,Right Foot,,,"[56.3, 58.8]",,Ground Pass,,16.301228,,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Kick Off,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,2,Marseille,147,['f5b9f0e6-5308-492b-870a-f74ccb10827a'],1,,,,,,,,,,,,,,,,,Marseille,147,00:01:01.211,Pass,
,,,,,,,,,,,,,,,,,1.462782,,,,,,,,,,,,,,,,26da382e-5950-441d-98f8-a8923f9a6db5,81,,,"[54.6, 54.9]",3900559,1,,,,,-1.6515726,,Right Foot,,,"[52.9, 33.9]",,Ground Pass,,21.068697,,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Marseille,147,['d2d11258-371d-4dc5-8dd9-0a53e720e7d5'],4,,,,,,,,,,,,,,,,,Marseille,147,00:01:04.172,Pass,
,,,,,,,,,,,,,,,,,1.640003,,,,,,,,,,,,,,,,7f577371-aa21-4d57-8808-a35d11d822b2,84,,,"[52.9, 33.3]",3900559,1,,,,,-1.5286136,,Right Foot,,,"[54.2, 2.5]",,Ground Pass,,30.827423,,,,,Benjamin Mendy,3261.0,,,,,,1,From Kick Off,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,2,Marseille,147,['3036c775-f37d-4b67-8314-4617c3a884fc'],6,,,,,,,,,,,,,,,,,Marseille,147,00:01:06.706,Pass,
,,,,,,,,,,,,,,,,,0.986459,,,,,,,,,,,,,,,,1e2b4677-4dbc-431e-b405-7a0678c6a534,87,,,"[55.9, 2.7]",3900559,1,,,,,-0.18763977,,Left Foot,,,"[63.8, 1.2]",,Ground Pass,,8.041144,,,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,1,From Kick Off,Benjamin Mendy,3261.0,Left Back,2,Marseille,147,['a0f8cfd7-e146-4e8a-8e0c-205ee6853ed1'],8,,,,,,,,,,,,,,,,,Marseille,147,00:01:08.981,Pass,
,,,,,,,,,,,,,,,,,0.650008,,,,,,,,,,,,,,,,2ebcdfec-63ce-42da-88b3-93af87cb01b5,90,,,"[70.2, 5.9]",3900559,1,,,,,2.2905953,,Right Foot,,,"[63.8, 13.2]",,Ground Pass,,9.708244,,,,,Lassana Diarra,3181.0,,,,,,1,From Kick Off,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,2,Marseille,147,['45c072fd-4305-4a62-b07c-9a14e73388bd'],12,,,,,,,,,,,,,,,,,Marseille,147,00:01:12.271,Pass,
,,,,,,,,,,,,,,,,,3.022703,,,,,,,,,,,,,,,,88433750-d0e3-48b8-802d-30e440dc4561,99,,,"[64.0, 33.1]",3900559,1,,,,,1.5646802,,Right Foot,,,"[64.2, 65.8]",,High Pass,,32.70061,,,,,Brice Dja Djédjé,7857.0,,,,,,1,From Kick Off,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,2,Marseille,147,['977a1770-f04c-4942-bd94-354ac5fefcb8'],17,,,,,,,,,,,,,,,,,Marseille,147,00:01:17.211,Pass,
,,,,,,,,,,,,,,,,,0.910809,,,,,,,,,,,,,,,,b3f1c2e5-e54a-4e02-ae5a-ffbf0d8cdffb,102,,,"[64.0, 64.7]",3900559,1,,,,,-0.5906204,,Right Foot,,,"[72.8, 58.8]",,Ground Pass,,10.5948105,,,,,Rémy Cabella,3420.0,,,,,,1,From Kick Off,Brice Dja Djédjé,7857.0,Right Back,2,Marseille,147,['b59cdd4b-8040-48ce-9266-120386cc85b9'],21,,,,,,,,,,,,,,,,,Marseille,147,00:01:21.199,Pass,
,,,,,,,,,,,,,,,,,2.436208,,,,,,,,,,,,,,,,e5c479bb-b4fc-4e9c-933a-18ae12defd72,108,,,"[71.3, 65.2]",3900559,1,,True,,,1.7774795,,Right Foot,,,"[68.7, 77.6]",,Ground Pass,,12.669649,,,,,Brice Dja Djédjé,7857.0,,,,,Free Kick,1,From Free Kick,Rémy Cabella,3420.0,Center Attacking Midfield,3,Marseille,147,['033396f3-3d78-41a9-8f5e-b687369fe1a5'],31,,,,,,,,,,,,,,,,,Marseille,147,00:01:31.796,Pass,
,,,,,,,,,,,,,,,,,1.174593,,,,,,,,,,,,,,,,293bff14-54cf-4fa4-8906-65b6e36ce71b,110,,,"[69.6, 75.4]",3900559,1,,,,,-2.3756473,,Right Foot,,,"[56.5, 62.8]",,Ground Pass,,18.176083,,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,From Free Kick,Brice Dja Djédjé,7857.0,Right Back,3,Marseille,147,['c8bd081d-7897-4cd0-b6ec-7d8fd22a8feb'],34,,,,,,,,,,,,,,,,,Marseille,147,00:01:34.993,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,c3419488-93ad-4633-ab5a-d9019639a2c8,113,,,"[55.7, 58.5]",3900559,1,,,,,-1.6318713,,Right Foot,,,"[54.0, 30.7]",,Ground Pass,,27.85193,,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Free Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,3,Marseille,147,['75847436-5dcb-43dc-ba85-90eab10ea169'],36,,,,,,,,,,,,,,,,,Marseille,147,00:01:36.967,Pass,
,,,,,,,,,,,,,,,,,1.256003,,,,,,,,,,,,,,,,b3206f3a-d1b1-4803-8cc1-da3ec59f9d25,116,,,"[49.9, 14.3]",3900559,1,,,,,-1.2443289,,Left Foot,,,"[54.2, 1.6]",,Ground Pass,,13.408206,,,,,Benjamin Mendy,3261.0,,,,,,1,From Free Kick,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,3,Marseille,147,['5f5afe71-b596-4538-92aa-9df16acda831'],41,,,,,,,,,,,,,,,,,Marseille,147,00:01:41.552,Pass,
,,,,,,,,,,,,,,,,,1.472376,,,,,,,,,,,,,,,,b152e7ed-a16e-476c-b33e-6bd08777a2d9,118,,,"[54.6, 1.9]",3900559,1,,,,,2.2088823,,Left Foot,,,"[48.0, 10.8]",,Ground Pass,,11.080162,,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,1,From Free Kick,Benjamin Mendy,3261.0,Left Back,3,Marseille,147,['000e9c40-02cf-46c3-b10d-7a4d3532fd7b'],42,,,,,,,,,,,,,,,,,Marseille,147,00:01:42.808,Pass,
