50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fdff85c7-44f9-4e15-800c-f290b1aae151,1,,,3901194,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4454, 'name': 'Farès Bahlouli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 18953, 'name': 'Vágner Silva de Souza'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,826d8da7-8d62-47c7-84a9-009bfc71f4f0,2,,,3901194,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3408, 'name': 'Thomas Touré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 29}, {'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,260d42ef-66e3-4531-87c1-7a95a1d9ea82,3,,,3901194,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['fce22b69-9cf3-4dd9-b6f8-0bba53174e60'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fce22b69-9cf3-4dd9-b6f8-0bba53174e60,4,,,3901194,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['260d42ef-66e3-4531-87c1-7a95a1d9ea82'],0,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7f9c9bb4-7321-4c8a-bee0-83f193de1ea4,2006,,,3901194,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,117,AS Monaco,129,['b022b526-8886-4dd5-9b2e-d17bb1d025f4'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b022b526-8886-4dd5-9b2e-d17bb1d025f4,2007,,,3901194,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,117,AS Monaco,129,['7f9c9bb4-7321-4c8a-bee0-83f193de1ea4'],0,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.772764,,,,,,,,,,,,,,,de8aef1a-86b0-4dcc-8f6b-2f0aed4fa04b,5,,"[61.0, 40.1]",3901194,0,,,,,1.8063413,,Right Foot,,,"[60.4, 42.6]",,Ground Pass,,2.570992,,,,Vágner Silva de Souza,18953.0,,,,,Kick Off,1,From Kick Off,Farès Bahlouli,4454.0,Center Attacking Midfield,2,AS Monaco,129,['7f9d1dd0-71f5-4c64-90f6-fc2b46135c35'],0,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.838,Pass,
,,,,,,,,,,,,,,,,,,1.271701,,,,,,,,,,,,,,,43fc109f-151c-4837-80af-e7a5af356289,8,,"[58.0, 38.5]",3901194,0,,,,,-2.3287504,,Right Foot,,,"[45.6, 25.4]",,Ground Pass,,18.038015,,,,Tiemoué Bakayoko,3955.0,,,,,,1,From Kick Off,Vágner Silva de Souza,18953.0,Center Forward,2,AS Monaco,129,['46de23f1-f97c-4854-9323-8b74a095e6f1'],2,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:02.706,Pass,
,,,,,,,,,,,,,,,,,,1.647091,,,,,,,,,,,,,,,40a6919b-d904-4194-a3fe-1c39297c6d19,11,,"[49.8, 20.3]",3901194,0,,,,,1.6786239,,Left Foot,,,"[47.7, 39.7]",,Ground Pass,,19.513329,,,,Jérémy Toulalan,3406.0,,,,,,1,From Kick Off,Tiemoué Bakayoko,3955.0,Left Defensive Midfield,2,AS Monaco,129,['89f4c07b-aae1-4eb3-a115-768ea9426636'],6,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:06.229,Pass,
,,,,,,,,,,,,,,,,,,1.953952,,,,,,,,,,,,,,,d7d61cd9-6d98-4e1f-affe-927d16f541ba,14,,"[47.4, 41.0]",3901194,0,,,,,2.0908906,,Right Foot,,,"[34.4, 63.7]",,Ground Pass,,26.158937,,,,Andrea Raggi,3374.0,,,,,,1,From Kick Off,Jérémy Toulalan,3406.0,Right Defensive Midfield,2,AS Monaco,129,['22a040dc-b2c9-434c-a110-4cd14818077f'],8,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:08.524,Pass,
