50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.809398,,,,,,,,,,,,59be9d69-3043-4fbc-8f18-0212f8bb3c57,1832,,"[33.1, 4.0]",3901258,39,,,,,0.5258772,,Left Foot,,"[58.6, 18.8]",,Ground Pass,,29.483725,True,,Incomplete,,Ludovic Blas,3235.0,,,,,,1,From Corner,Jimmy Briand,3213.0,Left Center Forward,79,OGC Nice,136,"['0b45608a-bc72-42f9-aff6-68011dcbaef9', '33bc4540-fa6c-4ef7-96c5-5c7ce8bd3002']",2,,,,,,,,,,,,,,,,,Guingamp,142,00:39:02.246,Pass,
,,,,,,,,,,,,,,,,2.40704,,,,,,,,,,,,1a12e81f-f8c1-4f6b-8e2e-21215389e6b9,1837,,"[55.9, 57.0]",3901258,39,,,,,-2.8491225,,Right Foot,,"[19.7, 46.1]",,Ground Pass,,37.805424,,,,,Yoan Cardinale,4257.0,,,,,,1,From Corner,Nampalys Mendy,4506.0,Center Defensive Midfield,79,OGC Nice,136,"['5c1b055d-d1e7-46a3-b1ab-09bc0d7438e6', 'a8ed8e0f-b45a-42a5-97d4-70d4b5906700']",6,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:06.302,Pass,True
,,,,,,,,,,,,,,,,1.290033,,,,,,,,,,,,978e8e28-59b5-4323-98fc-8c1035dc9a7c,1840,,"[19.8, 46.1]",3901258,39,,,,,0.56800526,,Right Foot,,"[35.0, 55.8]",,Ground Pass,,18.03136,,,,,Nampalys Mendy,4506.0,,,,,,1,From Corner,Yoan Cardinale,4257.0,Goalkeeper,79,OGC Nice,136,['837c91e1-5753-4d6f-b7d4-2a1fa4bf410d'],9,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:09.848,Pass,
,,,,,,,,,,,,,,,,0.937259,,,,,,,,,,,,1705bf26-d8d8-4bc0-ad55-c3906af5d2f6,1843,,"[35.0, 54.5]",3901258,39,,,,,-0.51488477,,Right Foot,,"[42.6, 50.2]",,Ground Pass,,8.732124,,,,,Paul Baysse,4443.0,,,,,,1,From Corner,Nampalys Mendy,4506.0,Center Defensive Midfield,79,OGC Nice,136,['8f055bf5-d910-49f5-89f5-a895cc43f96b'],11,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:11.889,Pass,
,,,,,,,,,,,,,,,,0.857607,,,,,,,,,,,,73164c70-5edd-4edc-b416-f16e28e43638,1845,,"[42.6, 50.2]",3901258,39,,,,,2.6620734,,Left Foot,,"[37.6, 52.8]",,Ground Pass,,5.635601,,,,,Nampalys Mendy,4506.0,,,,,,1,From Corner,Paul Baysse,4443.0,Left Center Back,79,OGC Nice,136,['66446b54-2fac-43d6-ab0b-e83d652446bc'],12,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:12.827,Pass,
,,,,,,,,,,,,,,,,1.009455,,,,,,,,,,,,213ec564-914d-42cd-9042-4973eb64c1bc,1848,,"[37.9, 52.8]",3901258,39,,,,,0.28728145,,Left Foot,,"[51.1, 56.7]",,Ground Pass,,13.764084,,,,,Vincent Koziello,4264.0,,,,,,1,From Corner,Nampalys Mendy,4506.0,Center Defensive Midfield,79,OGC Nice,136,['e3196026-11a8-4503-a401-88c5a64f03ec'],13,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:13.863,Pass,
,,,,,,,,,,,,,,,,1.184134,,,,,,,,,,,,35aadb40-e2bc-445e-9132-ad2e3075f04d,1851,,"[54.8, 59.4]",3901258,39,,,,,1.4104209,,Right Foot,,"[57.0, 73.0]",,Ground Pass,,13.776793,,,,,Jérémy Pied,4270.0,,,,,,1,From Corner,Vincent Koziello,4264.0,Right Center Midfield,79,OGC Nice,136,['94f5b0ca-c7ff-4756-a1e5-aed94cb27ef8'],17,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:17.549,Pass,
,,,,,,,,,,,,,,,,0.812797,,,,,,,,,,,,4c6d45b4-c670-408a-8677-4378ea9ce717,1853,,"[56.8, 73.0]",3901258,39,,,,,-0.65284663,,Right Foot,,"[67.0, 65.2]",,Low Pass,,12.840561,,,,,Hatem Ben Arfa,16462.0,,,,,,1,From Corner,Jérémy Pied,4270.0,Right Back,79,OGC Nice,136,['398fc944-3cb5-4ba9-9ab3-e8b9612afee5'],18,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:18.734,Pass,
,,,,,,,,,,,,,,,,1.03633,,,,,,,,,,,,50edd465-5ef6-4a26-8eed-4220f60410df,1855,,"[67.0, 65.2]",3901258,39,,,,,2.5412195,,Left Foot,,"[55.9, 72.8]",,Low Pass,,13.452509,,,,,Jérémy Pied,4270.0,,,,,,1,From Corner,Hatem Ben Arfa,16462.0,Center Attacking Midfield,79,OGC Nice,136,['c46ca7d4-f175-421a-a1e5-f6084da5f502'],19,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:19.546,Pass,
,,,,,,,,,,,,,,,,1.932148,,,,,,,,,,,,853ac9e9-5a70-4e06-8c63-b4202107c7ce,1859,,"[53.9, 75.8]",3901258,39,,,,,-2.5695632,,Left Foot,,"[39.3, 66.4]",,Ground Pass,,17.364332,,,,,Romain Genevois,2971.0,,,,,,1,From Corner,Jérémy Pied,4270.0,Right Back,79,OGC Nice,136,"['66ec2358-4278-46b6-b8df-8f1d58ca8567', 'f3838b98-5104-4760-9320-90f24e0244e0']",21,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:21.478,Pass,True
,,,,,,,,,,,,,,,,0.966807,,,,,,,,,,,,fe205fe5-f35b-4703-8f15-a0729735bc46,1862,,"[40.4, 63.3]",3901258,39,,,,,-0.8589495,,Right Foot,,"[49.2, 53.1]",,Ground Pass,,13.471452,,,,,Nampalys Mendy,4506.0,,,,,,1,From Corner,Romain Genevois,2971.0,Right Center Back,79,OGC Nice,136,['a8da091e-b0f6-4d6f-9b7a-a7baa9ef6e5e'],23,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:23.651,Pass,
,,,,,,,,,,,,,,,,1.457766,,,,,,,,,,,,46780c5c-fd95-49e0-a44c-1e9f1483b5e5,1865,,"[49.2, 53.1]",3901258,39,,,,,-1.345338,,Right Foot,,"[54.2, 31.3]",,Ground Pass,,22.366045,,,,,Jean Michaël Seri,3359.0,,,,,,1,From Corner,Nampalys Mendy,4506.0,Center Defensive Midfield,79,OGC Nice,136,['fd0698cb-80f4-4165-8bf2-f39a7c4442a2'],26,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:26.466,Pass,
,,,,,,,,,,,,,,,,1.628522,,,,,,,,,,,,cafaf77b-4804-48f2-8f7d-6e838c365dca,1869,,"[64.0, 40.8]",3901258,39,,,,,1.9938679,,Left Foot,,"[55.4, 59.9]",,Ground Pass,,20.946838,,,,,Romain Genevois,2971.0,,,,,,1,From Corner,Jean Michaël Seri,3359.0,Left Center Midfield,79,OGC Nice,136,"['23066057-01e4-4c93-a971-0d83ad54e62b', 'a0471c9a-c685-4012-89b8-fddd304555e2']",32,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:32.874,Pass,True
,,,,,,,,,,,,,,,,0.752601,,,,,,,,,,,,a3f7c1f8-f222-4cf4-a6f1-1a756b6973ce,1872,,"[55.1, 63.9]",3901258,39,,,,,0.6322445,,Right Foot,,"[63.7, 70.2]",,Ground Pass,,10.660675,,,,,Hatem Ben Arfa,16462.0,,,,,,1,From Corner,Romain Genevois,2971.0,Right Center Back,79,OGC Nice,136,['ab895804-9e9f-467e-9165-ab2aab20348b'],34,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:34.583,Pass,
,,,,,,,,,,,,,,,,1.878475,,,,,,,,,,,,314b51f2-bd39-4f20-ae8c-eefae2b6e6ff,1875,,"[63.1, 66.4]",3901258,39,,,,,-1.5805048,,Left Foot,,"[62.8, 35.5]",,Ground Pass,,30.901457,,,,,Nampalys Mendy,4506.0,,,,,,1,From Corner,Hatem Ben Arfa,16462.0,Center Attacking Midfield,79,OGC Nice,136,['c2ff5fc3-0e84-47a1-b502-123b7492d245'],37,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:37.598,Pass,
,,,,,,,,,,,,,,,,2.138788,,,,,,,,,,,,91c45803-2bd1-469e-8433-c62c635a53bd,1878,,"[86.5, 3.8]",3901258,39,,,,,0.050803702,,Right Foot,,"[110.1, 5.0]",,Ground Pass,,23.63049,,,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,From Corner,Nampalys Mendy,4506.0,Center Defensive Midfield,79,OGC Nice,136,['ae332cbc-abab-49f9-af26-8d6caa798b06'],45,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:45.296,Pass,
,,,,,,,,,,,,,,,,0.11445,,,,,,,,,,,,2c116fd3-5cba-4f13-8d85-fc9dfb4d5fe9,1882,,"[111.2, 5.0]",3901258,39,,,,,1.7942729,,Left Foot,,"[110.7, 7.2]",,Low Pass,,2.2561028,,,Incomplete,,,,,,,,,1,From Corner,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,79,OGC Nice,136,['4e4e8b75-2f2e-4bf2-bd71-35671506f9a3'],47,,,,,,,,,,,,,,,,,OGC Nice,136,00:39:47.555,Pass,
,,,,,,,,,,,,,,,,3.622617,,,,,,,,,,,,50ab9cc9-442b-479a-aab8-dfdf4e76759a,1886,,"[10.3, 47.6]",3901258,39,,,,,-0.26260906,,Right Foot,,"[75.4, 30.1]",,High Pass,,67.411125,,,,,Jimmy Briand,3213.0,,,,,,1,From Corner,Jonas Lössl,3322.0,Goalkeeper,79,OGC Nice,136,['87fa4e26-8989-4529-9cf0-26bc68dd1a25'],59,,,,,,,,,,,,,,,,,Guingamp,142,00:39:59.911,Pass,
,,,,,,,,,,,,,,,,3.26953,,,,,,,,,,,,c4bb2d6c-4cfc-48aa-b689-c3ad08cdbf3e,1889,,"[75.0, 30.1]",3901258,40,,,,True,1.2000654,,,,"[86.7, 60.2]",,High Pass,,32.29396,,,Incomplete,,,,,,,,,1,From Corner,Jimmy Briand,3213.0,Left Center Forward,79,OGC Nice,136,"['0966942b-ad0e-4328-8f3d-b79583b31d55', '385bdb89-e76f-4ea1-8c46-afbeaacfc251']",3,,,,,,,,,,,,,,,,,Guingamp,142,00:40:03.534,Pass,True
,,,,,,,,,,,,,,,,2.546419,,,,,,,,,,,,385bdb89-e76f-4ea1-8c46-afbeaacfc251,1890,,"[33.4, 19.9]",3901258,40,,,,,2.534787,,Head,,"[12.8, 34.2]",,Low Pass,,25.076881,,,,,Yoan Cardinale,4257.0,,,,,Recovery,1,From Corner,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,79,OGC Nice,136,"['b049764a-c807-4d4c-88d1-1a5cbaa11993', 'c4bb2d6c-4cfc-48aa-b689-c3ad08cdbf3e']",6,,,,,,,,,,,,,,,,,OGC Nice,136,00:40:06.804,Pass,
,,,,,,,,,,,,,,,,1.2276,,,,,,,,,,,,87cd2593-48d9-4872-8b98-e9dcc5602bc2,1893,,"[12.2, 34.4]",3901258,40,,,,,-0.26371184,,Keeper Arm,,"[22.2, 31.7]",,Ground Pass,,10.3580885,,,,,Paul Baysse,4443.0,,,,,,1,From Corner,Yoan Cardinale,4257.0,Goalkeeper,79,OGC Nice,136,['bb9c3627-cadc-4ee9-a1c4-5bedcb19ed4a'],10,,,,,,,,,,,,,,,,,OGC Nice,136,00:40:10.152,Pass,
,,,,,,,,,,,,,,,,2.084675,,,,,,,,,,,,e1d3b3cd-40ec-40a5-b796-b35942bb0ed6,1896,,"[23.6, 39.7]",3901258,40,,,,,1.279064,,Right Foot,,"[33.6, 73.0]",,Ground Pass,,34.769096,,,,,Jérémy Pied,4270.0,,,,,,1,From Corner,Paul Baysse,4443.0,Left Center Back,79,OGC Nice,136,['5454f37a-8987-41a4-8e76-9a278d39a7a9'],12,,,,,,,,,,,,,,,,,OGC Nice,136,00:40:12.555,Pass,
,,,,,,,,,,,,,,,,1.341949,,,,,,,,,,,,7f468913-6bbd-4da5-a742-a45adc378218,1899,,"[35.6, 66.0]",3901258,40,,,,,-1.474084,,Right Foot,,"[38.2, 39.2]",,Ground Pass,,26.925823,,,,,Nampalys Mendy,4506.0,,,,,,1,From Corner,Jérémy Pied,4270.0,Right Back,79,OGC Nice,136,['f1cf6c1e-df94-4539-9a18-706e91705a46'],16,,,,,,,,,,,,,,,,,OGC Nice,136,00:40:16.421,Pass,
,,,,,,,,,,,,,,,,0.711526,,,,,,,,,,,,32189ebc-8649-4e79-b4a2-a6ef0b5d33b0,1902,,"[55.1, 38.9]",3901258,40,,,,,1.0824624,,Right Foot,,"[63.6, 54.9]",,Ground Pass,,18.11767,,,,,Vincent Koziello,4264.0,,,,,,1,From Corner,Nampalys Mendy,4506.0,Center Defensive Midfield,79,OGC Nice,136,['05c2071a-4de3-42ab-84a1-afb8acd922e8'],22,,,,,,,,,,,,,,,,,OGC Nice,136,00:40:22.323,Pass,
,,,,,,,,,,,,,,,,1.321968,,,,,,,,,,,,871fa24c-0e25-4c05-8497-6a63f980b9e7,1906,,"[62.6, 57.4]",3901258,40,,,,,2.2916455,,Right Foot,,"[50.3, 71.4]",,Ground Pass,,18.63572,,,,,Jérémy Pied,4270.0,,,,,,1,From Corner,Vincent Koziello,4264.0,Right Center Midfield,79,OGC Nice,136,"['58950cb9-a2ad-4964-852c-459dee1b1591', '98ea3b1d-65de-414c-b654-ec2670333425']",23,,,,,,,,,,,,,,,,,OGC Nice,136,00:40:23.878,Pass,True
,,,,,,,,,,,,,,,,1.077986,,,,,,,,,,,,a6516f7d-74ef-43fa-a821-f7ef10380dc4,1909,,"[50.3, 71.4]",3901258,40,,,,,-0.266913,,Right Foot,,"[75.9, 64.4]",,Ground Pass,,26.539782,,,,,Valère Germain,3210.0,,,,,,1,From Corner,Jérémy Pied,4270.0,Right Back,79,OGC Nice,136,['deaa73e3-4bdb-439d-8a65-307ef7066704'],26,,,,,,,,,,,,,,,,,OGC Nice,136,00:40:26.288,Pass,
,,,,,,,,,,,,,,,,0.857015,,,,,,,,,,,,becad931-409c-466e-919a-3a917a777df6,1911,,"[74.5, 64.2]",3901258,40,,,,,-1.815775,,Right Foot,,"[72.6, 56.6]",,Ground Pass,,7.8339005,,,,,Vincent Koziello,4264.0,,,,,,1,From Corner,Valère Germain,3210.0,Left Center Forward,79,OGC Nice,136,['accfa731-8100-4a51-8e1f-80f492bd07bd'],27,,,,,,,,,,,,,,,,,OGC Nice,136,00:40:27.366,Pass,
,,,,,,,,,,,,,,,,0.581312,,,,,,,,,,,,c7c2fe41-0a33-4ae5-a56e-de5347721999,1914,,"[73.1, 54.9]",3901258,40,,,,,-0.17852987,,Right Foot,,"[86.4, 52.5]",,Ground Pass,,13.514807,,,,,Alassane Pléa,3230.0,,,,,,1,From Corner,Vincent Koziello,4264.0,Right Center Midfield,79,OGC Nice,136,['4493f94e-8785-4c14-94c3-aa4c92d21fd6'],28,,,,,,,,,,,,,,,,,OGC Nice,136,00:40:28.870,Pass,
,,,,,,,,,,,,,,,,2.006314,,,,,,,,,,,,cb06dc2f-ea96-416d-999c-e51302c17677,1917,,"[93.4, 52.5]",3901258,40,,,,,0.52644527,,Right Foot,,"[112.5, 63.6]",,Ground Pass,,22.091175,,,,,Valère Germain,3210.0,,,,,,1,From Corner,Alassane Pléa,3230.0,Right Center Forward,79,OGC Nice,136,['82b51f18-ebb3-4126-bb53-ccb19a61d0b7'],31,,,,,,,,,,,,,,,,,OGC Nice,136,00:40:31.532,Pass,
,,,,,,,,,,,,,,,,2.734222,,,,,,,,,,,,a3e55a79-4c3c-4475-866f-bd6b5c391e05,1920,,"[112.3, 64.2]",3901258,40,,,,,-1.7726862,,Right Foot,True,"[105.3, 30.0]",,High Pass,,34.909023,,,Incomplete,,,,,,,,,1,From Corner,Valère Germain,3210.0,Left Center Forward,79,OGC Nice,136,['9442c038-b452-4383-a908-d8398ce5b005'],33,,,,,,,,,,,,,,,,,OGC Nice,136,00:40:33.631,Pass,
,,,,,,,,,,,,,,,,1.340152,,,,,,,,,,,,782d40b6-cf60-4b7c-b6af-eeb4373d91a4,1927,,"[33.9, 80.0]",3901258,40,,,,,-0.20539539,,,,"[48.3, 77.0]",,High Pass,,14.709181,,,,,Ludovic Blas,3235.0,,,,,Throw-in,1,From Throw In,Jonathan Martins-Pereira,3364.0,Right Back,81,Guingamp,142,['c23e398a-c3b0-4351-aa2a-4983c0ee2ac5'],56,,,,,,,,,,,,,,,,,Guingamp,142,00:40:56.898,Pass,
,,,,,,,,,,,,,,,,1.554567,,,,,,,,,,,,96e8e63d-3f0a-4e6b-9d0b-1df5387bc5db,1929,,"[48.3, 77.0]",3901258,40,,,,,-0.20539539,,Head,,"[60.3, 74.5]",,High Pass,,12.25765,,,Incomplete,,Mevlüt Erdinç,20027.0,,,,,,1,From Throw In,Ludovic Blas,3235.0,Right Midfield,81,Guingamp,142,"['61ad6233-6b97-498d-b591-188c1edc0e33', 'c0566146-a7da-4bcb-b111-d520ac06b745']",58,,,,,,,,,,,,,,,,,Guingamp,142,00:40:58.238,Pass,
,,,,,,,,,,,,,,,,1.205868,,,,,,,,,,,,61ad6233-6b97-498d-b591-188c1edc0e33,1932,,"[59.8, 5.6]",3901258,40,,,,True,0.2573237,,,,"[69.3, 8.1]",,Low Pass,,9.8234415,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Paul Baysse,4443.0,Left Center Back,81,Guingamp,142,"['3314e1e9-5689-42d0-a5d5-03f914269e36', '96e8e63d-3f0a-4e6b-9d0b-1df5387bc5db', '9a23e4bf-ac6a-4d85-9ade-4104eabfe127']",59,,,,,,,,,,,,,,,,,OGC Nice,136,00:40:59.793,Pass,True
,,,,,,,,,,,,,,,,0.992846,,,,,,,,,,,,53e9dfaf-a821-4650-b2db-1d857e1b4f36,1936,,"[51.2, 70.6]",3901258,41,,,,,0.17759617,,Left Foot,,"[59.0, 72.0]",,High Pass,,7.924645,,,,,Mevlüt Erdinç,20027.0,,,,,,1,From Throw In,Younousse Sankharé,3348.0,Left Defensive Midfield,81,Guingamp,142,"['97b535a8-6210-4c76-a3b3-53a57b002883', 'e9f87f5a-588b-4469-bfa3-11eaa8ddb475']",1,,,,,,,,,,,,,,,,,Guingamp,142,00:41:01.504,Pass,True
,,,,,,,,,,,,,,,,1.311795,,,,,,,,,,,,8e26bd42-cb70-4e86-a225-4cd37754c549,1940,,"[56.2, 6.3]",3901258,41,,,,,-2.368242,,Other,,"[52.0, 2.2]",,Low Pass,,5.8694124,,,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,Recovery,1,Regular Play,Paul Baysse,4443.0,Left Center Back,82,OGC Nice,136,['4eb8af04-6803-43b3-9919-fefc584d4444'],3,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:03.888,Pass,
,,,,,,,,,,,,,,,,2.953954,,,,,,,,,,,,f79fe812-751e-4530-acfe-fb465cca9d76,1944,,"[45.4, 3.3]",3901258,41,,,,,2.58248,,Right Foot,,"[10.4, 25.2]",,Low Pass,,41.286922,,,,,Yoan Cardinale,4257.0,,,,,,1,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,82,OGC Nice,136,['6a38b01e-17c0-42c8-a45f-333f0c84e9c1'],8,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:08.137,Pass,
,,,,,,,,,,,,,,,,1.631728,,,,,,,,,,,,74bbe732-e4b0-4dc7-8c7a-0022e95dab07,1946,,"[10.1, 29.9]",3901258,41,,,,,-1.0373535,,Right Foot,,"[25.1, 4.5]",,Ground Pass,,29.498474,,,,,Paul Baysse,4443.0,,,,,,1,Regular Play,Yoan Cardinale,4257.0,Goalkeeper,82,OGC Nice,136,['ccc1c0d2-aa9a-456c-829d-ab55ee68be56'],11,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:11.091,Pass,
,,,,,,,,,,,,,,,,1.095,,,,,,,,,,,,23dddf48-e660-4215-b6af-c9d1c970efe5,1949,,"[24.5, 6.3]",3901258,41,,,,,0.7853982,,Right Foot,,"[30.9, 12.7]",,Ground Pass,,9.050967,,,,,Nampalys Mendy,4506.0,,,,,,1,Regular Play,Paul Baysse,4443.0,Left Center Back,82,OGC Nice,136,['063e4474-e246-496a-b34d-4927402033bc'],14,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:14.955,Pass,
,,,,,,,,,,,,,,,,2.226425,,,,,,,,,,,,5192f3bd-85dd-4f5d-bb25-55af2d383be1,1952,,"[32.9, 21.9]",3901258,41,,,,,1.5567127,,Right Foot,,"[33.4, 57.4]",,Ground Pass,,35.50352,,,,,Romain Genevois,2971.0,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,82,OGC Nice,136,['af199471-ef21-412e-8e7d-86dfa816e36f'],18,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:18.104,Pass,
,,,,,,,,,,,,,,,,2.07908,,,,,,,,,,,,3a9ffb68-9f6f-4dbc-a1be-123bb850a0c4,1955,,"[35.3, 62.0]",3901258,41,,,,,1.046877,,Right Foot,,"[43.1, 75.5]",,Ground Pass,,15.591344,,,,,Jérémy Pied,4270.0,,,,,,1,Regular Play,Romain Genevois,2971.0,Right Center Back,82,OGC Nice,136,['46767da0-3ac0-458e-a9bd-724ec0afc2e2'],21,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:21.777,Pass,
,,,,,,,,,,,,,,,,2.307487,,,,,,,,,,,,e62d1749-a2f7-4e01-ae16-ce1879c6dfb1,1959,,"[43.1, 73.8]",3901258,41,,,,,-2.17187,,Right Foot,,"[35.9, 63.3]",,Ground Pass,,12.731457,,,,,Romain Genevois,2971.0,,,,,,1,Regular Play,Jérémy Pied,4270.0,Right Back,82,OGC Nice,136,"['0be1ef6a-3b46-4ef3-ba16-150ad5ebb729', '47084c0b-f193-4d9e-8b1c-f61c8bd84d1b']",24,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:24.652,Pass,True
,,,,,,,,,,,,,,,,1.073933,,,,,,,,,,,,1abdd775-072e-4618-8839-7e58f43e3469,1962,,"[36.8, 59.9]",3901258,41,,,,,-1.0151019,,Right Foot,,"[44.5, 47.5]",,Ground Pass,,14.596232,,,,,Nampalys Mendy,4506.0,,,,,,1,Regular Play,Romain Genevois,2971.0,Right Center Back,82,OGC Nice,136,['641c6491-8f9e-4d80-b5e2-0ace031672e7'],26,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:26.989,Pass,
,,,,,,,,,,,,,,,,1.144745,,,,,,,,,,,,5564aa72-58c0-410e-9348-17245c3c89c6,1965,,"[56.5, 39.7]",3901258,41,,,,,-0.9672739,,Right Foot,,"[63.6, 29.4]",,Ground Pass,,12.509996,,,,,Jean Michaël Seri,3359.0,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,82,OGC Nice,136,['256279e4-33e7-434e-86d7-1d618db7b63d'],33,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:33.045,Pass,
,,,,,,,,,,,,,,,,1.738343,,,,,,,,,,,,635141f1-4326-43aa-bea2-c93ff3751548,1968,,"[62.3, 26.7]",3901258,41,,,,,-1.5219463,,Right Foot,,"[63.4, 4.2]",,Ground Pass,,22.526873,,,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Left Center Midfield,82,OGC Nice,136,['a72dd8cf-56f0-4316-9a57-67c4fcc3e54c'],35,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:35.144,Pass,
,,,,,,,,,,,,,,,,0.904122,,,,,,,,,,,,fdacdd65-5d88-472c-bce6-dbc0b42271d0,1971,,"[66.2, 2.5]",3901258,41,,,,,-0.124354996,,Right Foot,,"[73.4, 1.6]",,Ground Pass,,7.256032,,,,,Alassane Pléa,3230.0,,,,,,1,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,82,OGC Nice,136,['988cb231-86cf-4cd0-b2a6-478396ee5723'],37,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:37.384,Pass,
,,,,,,,,,,,,,,,,1.620852,,,,,,,,,,,,1fb05326-d12a-4d27-8f30-ea61c703fa44,1975,,"[57.2, 11.0]",3901258,41,,,,,0.7288547,,Right Foot,,"[71.2, 23.5]",,Ground Pass,,18.768324,,,,,Vincent Koziello,4264.0,,,,,,1,Regular Play,Alassane Pléa,3230.0,Right Center Forward,82,OGC Nice,136,['da653f2d-28c7-4e87-9a23-8dae199f12dc'],42,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:42.746,Pass,
,,,,,,,,,,,,,,,,2.433366,,,,,,,,,,,,b2f18e6f-46f7-4921-919a-1513daa42973,1977,,"[71.2, 23.5]",3901258,41,,,,,-2.5495167,,Right Foot,,"[48.6, 8.3]",,Ground Pass,,27.236006,,,,,Paul Baysse,4443.0,,,,,,1,Regular Play,Vincent Koziello,4264.0,Right Center Midfield,82,OGC Nice,136,['17c0ec04-a399-4979-8db0-a87c1a6640e9'],44,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:44.367,Pass,
,,,,,,,,,,,,,,,,1.526125,,,,,,,,,,,,671c8924-acd6-41a9-b6b3-4dec9ecf156f,1980,,"[46.1, 6.4]",3901258,41,,,,,0.99945885,,Left Foot,,"[49.7, 12.0]",,Ground Pass,,6.6573267,,,,,Jean Michaël Seri,3359.0,,,,,,1,Regular Play,Paul Baysse,4443.0,Left Center Back,82,OGC Nice,136,['30d61955-ad38-4254-a462-bdf960a904bc'],47,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:47.105,Pass,
,,,,,,,,,,,,,,,,1.468266,,,,,,,,,,,,08fa7397-e4d5-4958-b4e8-9bfc6a2802e7,1983,,"[50.4, 17.4]",3901258,41,,,,,1.4056476,,Right Foot,,"[53.7, 37.2]",,Ground Pass,,20.073116,,,,,Nampalys Mendy,4506.0,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Left Center Midfield,82,OGC Nice,136,['764f5d74-1e27-4752-825b-269889e8b5c1'],50,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:50.169,Pass,
,,,,,,,,,,,,,,,,0.965857,,,,,,,,,,,,08f7f372-59dc-4e95-8c27-d3ac2e711036,1986,,"[54.8, 38.8]",3901258,41,,,,,-0.6871242,,Right Foot,,"[58.7, 35.6]",,Ground Pass,,5.0447993,,,,,Hatem Ben Arfa,16462.0,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,82,OGC Nice,136,['38000ed0-1933-40f1-b6f4-be6a48b2f4bc'],52,,,,,,,,,,,,,,,,,OGC Nice,136,00:41:52.211,Pass,
