50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.319994,,,,,,,,,,,,387b4509-8de6-430a-b037-60035ef374a4,1329,,"[74.3, 49.5]",3901242,35,,,,,-1.3780956,,Left Foot,,,,"[77.5, 33.1]",,Ground Pass,,16.709278,,,Steven Fletcher,9554.0,,,,,,1,From Free Kick,Florian Thauvin,3254.0,Right Midfield,77,Marseille,147,['18cb0d3a-00a4-414f-a229-d0ecbbd6af0d'],0,,,,,,,,,,,,,,,,,Marseille,147,00:35:00.140,Pass,
,,,,,,,,,,,,,,,,,,0.266481,,,,,,,,,,,,934ce470-7c70-440c-8995-e60937221aa0,1332,,"[88.4, 29.4]",3901242,35,,,,,0.32175055,,Left Foot,,,,"[90.8, 30.2]",,Ground Pass,,2.529822,,Incomplete,Michy Batshuayi Tunga,3457.0,,,,,,1,From Free Kick,Steven Fletcher,9554.0,Right Center Forward,77,Marseille,147,"['334315d7-4246-45ca-989c-f520d2e39262', 'da599962-ef20-49cb-be7a-cebc3d7950e1']",2,,,,,,,,,,,,,,,,,Marseille,147,00:35:02.500,Pass,
,,,,,,,,,,,,,,,,,,0.726491,,,,,,,,,,,,3fcda42b-08d0-498c-bad4-183e37b55960,1339,,"[35.6, 56.7]",3901242,35,,,,,-0.15431878,,Right Foot,,,,"[53.6, 53.9]",,Ground Pass,,18.216476,,,Cheikh N''Doye,5676.0,,,,,Recovery,1,From Free Kick,Billy Ketkeophomphone,4441.0,Right Wing,77,Marseille,147,['dafff8f6-357e-4404-9532-5bfc07e83f5d'],6,,,,,,,,,,,,,,,,,Angers,145,00:35:06.174,Pass,
,,,,,,,,,,,,,,,,,,2.279986,,,,,,,,,,,,c72ba381-532e-4fb1-a7fd-a57db331f39f,1348,,"[30.1, 29.0]",3901242,35,,,,,1.1513677,,Right Foot,,,,"[40.4, 52.1]",,Ground Pass,,25.292292,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,Free Kick,1,From Free Kick,Steve Mandanda,3543.0,Goalkeeper,78,Marseille,147,['24fdea1a-4e88-49eb-912f-de59a1da6a6a'],28,,,,,,,,,,,,,,,,,Marseille,147,00:35:28.575,Pass,
,,,,,,,,,,,,,,,,,,1.039996,,,,,,,,,,,,a5f8f2a0-d5cf-45ab-93e5-da5285a23136,1351,,"[46.0, 64.0]",3901242,35,,,,,0.8032534,,Right Foot,,,,"[57.0, 75.4]",,Ground Pass,,15.841717,,,Javier Manquillo Gaitán,3075.0,,,,,,1,From Free Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,78,Marseille,147,['f670dc82-7c42-480a-8739-9c5d31262e40'],32,,,,,,,,,,,,,,,,,Marseille,147,00:35:32.375,Pass,
,,,,,,,,,,,,,,,,,,1.079995,,,,,,,,,,,,240d699b-0f04-4dd7-9458-dfa870bf8eea,1354,,"[57.0, 75.4]",3901242,35,,,,,-0.6688716,,Right Foot,,,,"[73.7, 62.2]",,Ground Pass,,21.28685,,,Florian Thauvin,3254.0,,,,,,1,From Free Kick,Javier Manquillo Gaitán,3075.0,Right Back,78,Marseille,147,['b8dadc7c-e309-4d05-9f88-58dd4bcc2244'],34,,,,,,,,,,,,,,,,,Marseille,147,00:35:34.215,Pass,
,,,,,,,,,,,,,,,,,,0.360446,,,,,,,,,,,,b3d865df-9b70-4971-a613-d7c6ec897bf3,1357,,"[73.7, 62.2]",3901242,35,,,,,0.4636476,,Left Foot,,,,"[77.3, 64.0]",,Low Pass,,4.0249224,,Incomplete,Javier Manquillo Gaitán,3075.0,,,,,,1,From Free Kick,Florian Thauvin,3254.0,Right Midfield,78,Marseille,147,"['95e78df8-7991-4d7d-b511-2b8252ba76ce', 'e37240e7-ff8e-45af-9585-78b6a4d21c72']",35,,,,,,,,,,,,,,,,,Marseille,147,00:35:35.335,Pass,
,,,,,,,,,,,,,,,,,,2.199995,,,,,,,,,,,,bb6a4ba5-b488-49d7-b4da-b9d40bc7eb41,1360,,"[80.3, 80.0]",3901242,35,,True,,,-0.331459,,,,,,"[111.1, 69.4]",,Low Pass,,32.572994,,,Michy Batshuayi Tunga,3457.0,,,,,Throw-in,1,From Throw In,Javier Manquillo Gaitán,3075.0,Right Back,79,Marseille,147,['57352845-b240-42b6-a80f-7db90e7cfcb7'],42,,,,,,,,,,,,,,,,,Marseille,147,00:35:42.127,Pass,
,,,,,,,,,,,,,,,,,,1.119998,,,,,,,,,,,,5baec23d-c7d0-457e-b568-07a1bc481efa,1366,,"[113.9, 80.0]",3901242,36,,,,,-1.2587543,,,,,,"[117.9, 67.6]",,Low Pass,,13.029198,,,Michy Batshuayi Tunga,3457.0,,,,,Throw-in,1,From Throw In,Javier Manquillo Gaitán,3075.0,Right Back,80,Marseille,147,['818e04f1-0a4f-4671-bc22-863f215ff1dd'],5,,,,,,,,,,,,,,,,,Marseille,147,00:36:05.567,Pass,
,,,,,,,,,,,,,,,,,,0.719998,,,,,,,,,,,,094efff5-fe1d-41af-8a4c-59bdfdf9b93f,1371,,"[117.9, 67.6]",3901242,36,,,,,1.7894653,,Right Foot,,,,"[115.9, 76.6]",,Ground Pass,,9.219544,,,Javier Manquillo Gaitán,3075.0,,,,,,1,From Throw In,Michy Batshuayi Tunga,3457.0,Left Center Forward,80,Marseille,147,"['5c860977-85d6-472e-953d-b5da6e52e17f', 'a8bd9921-a340-443c-82c2-210ac6279abd']",9,,,,,,,,,,,,,,,,,Marseille,147,00:36:09.207,Pass,True
,,,,,,,,,,,,,,,,,,5.801148,,,,,,,,,,,,1137de6e-0d6c-423c-b85d-b60591723cb1,1373,,"[115.7, 76.4]",3901242,36,,,,,-1.9922155,,Right Foot,True,,,"[96.2, 32.9]",,High Pass,,47.670746,,Incomplete,Romain Alessandrini,15296.0,,True,,,,1,From Throw In,Javier Manquillo Gaitán,3075.0,Right Back,80,Marseille,147,"['c29b0cad-f8cc-415a-936f-8a02703fd095', 'e499dd80-4673-44cb-a052-df07c579fef7']",9,,,,,,,,,,,,,,,,,Marseille,147,00:36:09.927,Pass,
,,,,,,,,,,,,,,,,,,3.690306,,,,,,,,,,,,a8f80cd3-139f-42bf-ab48-997cb194d81d,1378,,"[30.7, 61.3]",3901242,36,,,,,0.009216329,,Right Foot,,,,"[74.1, 61.7]",,High Pass,,43.401844,,Incomplete,,,,,,,,1,From Throw In,Yoann Andreu,3203.0,Right Back,80,Marseille,147,"['bf0158ba-f1d8-4181-a813-7a6cabca0319', 'ffd4fb88-3a15-46ba-bad0-98c6a56fdbd7']",16,,,,,,,,,,,,,,,,,Angers,145,00:36:16.488,Pass,True
,,,,,,,,,,,,,,,,,,3.399989,,,,,,,,,,,,5ca49d5a-22e6-4447-bf31-a5e2c099dd57,1381,,"[42.8, 20.6]",3901242,36,,,,,2.6361651,,Left Foot,,,,"[7.2, 40.3]",,Ground Pass,,40.68722,,,Steve Mandanda,3543.0,,,,,,1,From Throw In,Karim Rekik,8572.0,Left Center Back,80,Marseille,147,['2dab8c2b-1386-45ad-bcca-942efe8ddfb2'],20,,,,,,,,,,,,,,,,,Marseille,147,00:36:20.478,Pass,
,,,,,,,,,,,,,,,,,,3.255427,,,,,,,,,,,,f1292ade-d0ee-409d-a83d-431c55dd8a79,1384,,"[7.2, 40.3]",3901242,36,,,,,0.16840518,,Right Foot,,,,"[71.9, 51.3]",,High Pass,,65.628426,,Incomplete,Florian Thauvin,3254.0,,,,,,1,From Throw In,Steve Mandanda,3543.0,Goalkeeper,80,Marseille,147,"['60f1bbb0-e01e-4446-8aaa-8cde59fc80fb', '7d24a850-beff-4e4f-b1e1-80f6f1cc6eb4']",25,,,,,,,,,,,,,,,,,Marseille,147,00:36:25.918,Pass,
,,,,,,,,,,,,,,,,,,1.639322,,,,,,,,,,,,7d24a850-beff-4e4f-b1e1-80f6f1cc6eb4,1386,,"[48.2, 28.8]",3901242,36,,,,,0.24233317,,Head,,,,"[74.9, 35.4]",,High Pass,,27.503635,,,Mohamed Lamine Yattara,7337.0,,,,,Recovery,1,From Counter,Romain Thomas,3549.0,Left Center Back,81,Angers,145,"['f1292ade-d0ee-409d-a83d-431c55dd8a79', 'f31f5820-cd6c-4aa9-906f-bcb340e7a937']",29,,,,,,,,,,,,,,,,,Angers,145,00:36:29.174,Pass,
,,,,,,,,,,,,,,,,,,3.925012,,,,,,,,,,,,269210f4-98b9-418e-ba0c-7afd8a90f54d,1393,,"[92.4, 44.0]",3901242,36,,,,,-0.5467888,,Right Foot,,,,"[120.0, 27.2]",,Ground Pass,,32.31099,,Incomplete,Cheikh N''Doye,5676.0,,,,,,1,From Counter,Mohamed Lamine Yattara,7337.0,Center Forward,81,Angers,145,"['130af809-cb98-4855-a81f-0699a4b77d69', '36b56cb1-6ad9-4ea7-a225-d7df73d2f29e']",34,,,,,,,,,,,,,,,,,Angers,145,00:36:34.382,Pass,
,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,964ba0ec-879a-4aa5-8ce0-4028f6b7fa65,1397,,"[0.8, 53.3]",3901242,36,,,,,-1.2775109,,Keeper Arm,,,,"[11.4, 18.2]",,Ground Pass,,36.665653,,,Karim Rekik,8572.0,,,,,,1,Regular Play,Steve Mandanda,3543.0,Goalkeeper,82,Marseille,147,['7c2ff5bc-32fb-427b-8681-2a64f579b925'],47,,,,,,,,,,,,,,,,,Marseille,147,00:36:47.294,Pass,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,7d8c90eb-3672-46b1-9d8c-7a4c3e2a5592,1400,,"[23.5, 18.8]",3901242,36,,,,,1.0687062,,Left Foot,,,,"[31.9, 34.1]",,Ground Pass,,17.454226,,,Abdelaziz Barrada,23933.0,,,,,,1,Regular Play,Karim Rekik,8572.0,Left Center Back,82,Marseille,147,['ca807537-9689-4c7c-8484-088d6dbcca6d'],51,,,,,,,,,,,,,,,,,Marseille,147,00:36:51.963,Pass,
,,,,,,,,,,,,,,,,,,1.199998,,,,,,,,,,,,eb887a09-9917-4942-b9b6-fcbf35f2ab17,1404,,"[32.1, 33.1]",3901242,36,,,,,-1.7963976,,Right Foot,,,,"[27.9, 14.8]",,Ground Pass,,18.775782,,,Karim Rekik,8572.0,,,,,,1,Regular Play,Abdelaziz Barrada,23933.0,Right Defensive Midfield,82,Marseille,147,"['793bb916-f77b-4871-aa0c-41266e95ef45', 'bf0f8524-a20d-411f-a64f-dbb907df85af']",54,,,,,,,,,,,,,,,,,Marseille,147,00:36:54.003,Pass,True
,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,9ec236de-ae63-413f-b226-d1357713f621,1407,,"[27.9, 14.8]",3901242,36,,,,,1.5885723,,Left Foot,,,,"[27.5, 37.3]",,Ground Pass,,22.503555,,,Abdelaziz Barrada,23933.0,,,,,,1,Regular Play,Karim Rekik,8572.0,Left Center Back,82,Marseille,147,['fdf91df6-250b-4748-9353-87c8b05c156a'],57,,,,,,,,,,,,,,,,,Marseille,147,00:36:57.123,Pass,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,790587f2-65ff-4810-99bf-d2394a49a99b,1409,,"[27.5, 37.3]",3901242,36,,,,,1.0781558,,Right Foot,,,,"[47.2, 74.0]",,Ground Pass,,41.65309,,,Javier Manquillo Gaitán,3075.0,,,,,,1,Regular Play,Abdelaziz Barrada,23933.0,Right Defensive Midfield,82,Marseille,147,['f19fad8d-c611-470b-bce6-da3bf284e466'],59,,,,,,,,,,,,,,,,,Marseille,147,00:36:59.923,Pass,
,,,,,,,,,,,,,,,,,,1.639997,,,,,,,,,,,,daa151b5-1f79-4439-a0eb-21ce1396dff2,1411,,"[47.2, 74.0]",3901242,37,,,,,-2.9380014,,Right Foot,,,,"[31.7, 70.8]",,Ground Pass,,15.826876,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,Javier Manquillo Gaitán,3075.0,Right Back,82,Marseille,147,['97cf48a5-6b46-4057-9a83-9b640c4f269c'],1,,,,,,,,,,,,,,,,,Marseille,147,00:37:01.523,Pass,
,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,eb0574f8-c091-4576-a938-848e64792eef,1414,,"[31.1, 70.6]",3901242,37,,,,,-2.3215764,,Right Foot,,,,"[8.8, 46.7]",,Ground Pass,,32.68792,,,Steve Mandanda,3543.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,82,Marseille,147,['1b7e24b1-02c4-4566-9042-37be213e4031'],5,,,,,,,,,,,,,,,,,Marseille,147,00:37:05.923,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,45aa4654-7541-400f-b4a1-89e70924b8cc,1417,,"[8.4, 46.9]",3901242,37,,,,,-0.85551715,,Right Foot,,,,"[22.3, 30.9]",,Ground Pass,,21.194574,,,Karim Rekik,8572.0,,,,,,1,Regular Play,Steve Mandanda,3543.0,Goalkeeper,82,Marseille,147,['5b3c3233-d79a-47a4-a660-1514f6dc71ff'],9,,,,,,,,,,,,,,,,,Marseille,147,00:37:09.923,Pass,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,05437226-d696-44a4-8668-8a469502f5aa,1420,,"[22.3, 30.9]",3901242,37,,,,,-0.3797662,,Right Foot,,,,"[45.6, 21.6]",,Ground Pass,,25.087446,,,André-Frank Zambo Anguissa,3141.0,,,,,,1,Regular Play,Karim Rekik,8572.0,Left Center Back,82,Marseille,147,['94e0970c-fc4c-4097-8ac3-7450922a8290'],11,,,,,,,,,,,,,,,,,Marseille,147,00:37:11.923,Pass,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,743b95eb-6b0f-4971-8faa-26c0bcbf408b,1423,,"[45.6, 21.6]",3901242,37,,,,,2.5875328,,Right Foot,,,,"[31.7, 30.2]",,Ground Pass,,16.345335,,,Karim Rekik,8572.0,,,,,,1,Regular Play,André-Frank Zambo Anguissa,3141.0,Left Defensive Midfield,82,Marseille,147,['92485ea3-056b-46d7-be3d-9bad3c4ffa49'],16,,,,,,,,,,,,,,,,,Marseille,147,00:37:16.523,Pass,
,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,c5efbfcc-439b-4ec7-bab7-d8ae0612535e,1426,,"[31.7, 30.2]",3901242,37,,,,,1.7204623,,Left Foot,,,,"[27.9, 55.4]",,Ground Pass,,25.484898,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,Karim Rekik,8572.0,Left Center Back,82,Marseille,147,['76bdcf5d-9e32-424d-a717-0a829d31ddcf'],18,,,,,,,,,,,,,,,,,Marseille,147,00:37:18.523,Pass,
,,,,,,,,,,,,,,,,,,3.31999,,,,,,,,,,,,7c76f0e5-7b0e-4d48-afb0-451a12344bd6,1429,,"[47.0, 74.4]",3901242,37,,,,,-0.1665463,,Right Foot,,,,"[93.4, 66.6]",,High Pass,,47.051037,,,Florian Thauvin,3254.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,82,Marseille,147,['cf2a030a-4382-427b-8cf3-5361f549f823'],23,,,,,,,,,,,,,,,,,Marseille,147,00:37:23.723,Pass,
,,,,,,,,,,,,,,,,,,0.679998,,,,,,,,,,,,b5e5d00f-9e04-45b1-84be-98cdc99f0d10,1433,,"[76.7, 62.4]",3901242,37,,,,,-0.52685446,,Left Foot,,,,"[92.0, 53.5]",,Low Pass,,17.700283,,,Michy Batshuayi Tunga,3457.0,,,,,,1,Regular Play,Florian Thauvin,3254.0,Right Midfield,82,Marseille,147,['c56caee8-d0b7-4b56-8312-7139997f5b92'],29,,,,,,,,,,,,,,,,,Marseille,147,00:37:29.125,Pass,
,,,,,,,,,,,,,,,,,,0.689088,,,,,,,,,,,,b3a6eae9-0853-4aa4-9f8a-e96c3193d8e2,1436,,"[92.0, 53.5]",3901242,37,,,,,-2.2348425,,Other,,,,"[84.8, 44.3]",,Low Pass,,11.682466,,,Steven Fletcher,9554.0,,,,,,1,Regular Play,Michy Batshuayi Tunga,3457.0,Left Center Forward,82,Marseille,147,['939666f8-d100-4137-a8bc-a32cd836caa0'],29,,,,,,,,,,,,,,,,,Marseille,147,00:37:29.849,Pass,
,,,,,,,,,,,,,,,,,,2.879997,,,,,,,,,,,,24fb7286-2c50-4ec9-a413-3691e710a03c,1442,,"[88.6, 42.1]",3901242,37,,,,,-1.4317003,,Left Foot,,,,"[94.2, 2.1]",,Ground Pass,,40.3901,,,Benjamin Mendy,3261.0,,True,,,Recovery,1,Regular Play,Steven Fletcher,9554.0,Right Center Forward,82,Marseille,147,"['a3ef0107-5559-418a-8a7c-c35ee9077f78', 'bb256ae1-1e64-4f55-b4c6-8f997210db31']",33,,,,,,,,,,,,,,,,,Marseille,147,00:37:33.138,Pass,True
,,,,,,,,,,,,,,,,,,0.940844,,,,,,,,,,,,2b551f76-bc91-457c-b186-1b21115cf810,1445,,"[99.0, 2.9]",3901242,37,,,,,1.108648,,Left Foot,,,,"[112.3, 29.6]",,High Pass,,29.82918,,Incomplete,Steven Fletcher,9554.0,,,,,,1,Regular Play,Benjamin Mendy,3261.0,Left Back,82,Marseille,147,"['30bfb6c7-1ce7-4b9c-88a0-eeefb2b44920', 'c329b1ca-a3f3-41e6-a5c1-4d925f0c5258']",37,,,,,,,,,,,,,,,,,Marseille,147,00:37:37.418,Pass,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,18314d41-54ae-452b-af24-8e8564c8eb3b,1450,,"[76.9, 28.6]",3901242,37,,,,,1.899639,,Right Foot,,,,"[69.7, 49.7]",,Ground Pass,,22.294619,,,Abdelaziz Barrada,23933.0,,,,,,1,Regular Play,André-Frank Zambo Anguissa,3141.0,Left Defensive Midfield,82,Marseille,147,['84f1309e-bbf4-40b4-b9bd-5fe62dfc4ca3'],42,,,,,,,,,,,,,,,,,Marseille,147,00:37:42.563,Pass,
,,,,,,,,,,,,,,,,,,2.768067,,,,,,,,,,,,2c06fef4-0631-4617-b00d-0b0727583979,1453,,"[73.7, 50.5]",3901242,37,,,,,-0.17809294,,Right Foot,,,,"[113.7, 43.3]",,High Pass,,40.642834,,Incomplete,Javier Manquillo Gaitán,3075.0,,,Through Ball,True,,1,Regular Play,Abdelaziz Barrada,23933.0,Right Defensive Midfield,82,Marseille,147,"['261d2ed4-c18e-4432-989e-3e6533a48132', 'd91c05e1-1e54-479c-bff1-24e275f02250']",45,,,,,,,,,,,,,,,,,Marseille,147,00:37:45.283,Pass,
,,,,,,,,,,,,,,,,,,1.889325,,,,,,,,,,,,cf46e4a8-c140-4f70-9b9a-6a26c22b44c0,1456,,"[5.0, 30.4]",3901242,38,,True,,,0.41118982,,Drop Kick,,,,"[56.6, 52.9]",,High Pass,,56.292183,,,Cheikh N''Doye,5676.0,,,,,,1,From Keeper,Alexandre Letellier,3432.0,Goalkeeper,83,Angers,145,['0854e0c7-b990-4d14-9da6-d797b47afbfd'],1,,,,,,,,,,,,,,,,,Angers,145,00:38:01.575,Pass,
,,,,,,,,,,,,,,,,,,0.799998,,,,,,,,,,,,437173da-9b5a-446b-8074-9ee517494894,1459,,"[65.9, 20.6]",3901242,38,,,,,2.5319328,,Left Foot,,,,"[59.6, 25.0]",,Ground Pass,,7.6843996,,,André-Frank Zambo Anguissa,3141.0,,,,,Recovery,1,Regular Play,Romain Alessandrini,15296.0,Left Midfield,84,Marseille,147,['04ecf626-c82d-467c-8a44-bf1c9e632d45'],4,,,,,,,,,,,,,,,,,Marseille,147,00:38:04.504,Pass,
,,,,,,,,,,,,,,,,,,1.239998,,,,,,,,,,,,fdae0b1e-35b9-4985-9758-b0a75c9db512,1462,,"[59.6, 25.0]",3901242,38,,,,,-2.3884413,,Right Foot,,,,"[50.0, 16.0]",,Ground Pass,,13.159027,,,Benjamin Mendy,3261.0,,,,,,1,Regular Play,André-Frank Zambo Anguissa,3141.0,Left Defensive Midfield,84,Marseille,147,['0e7d0cb6-84e8-4684-8597-4aa191ff8e16'],5,,,,,,,,,,,,,,,,,Marseille,147,00:38:05.904,Pass,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,474125c2-2ded-4489-95ac-ac456fcab56e,1465,,"[57.2, 2.9]",3901242,38,,,,,2.0552742,,Left Foot,,,,"[50.2, 16.2]",,Ground Pass,,15.029637,,,André-Frank Zambo Anguissa,3141.0,,,,,,1,Regular Play,Benjamin Mendy,3261.0,Left Back,84,Marseille,147,['1f247a56-61db-4815-ad26-d417bc3c10ab'],9,,,,,,,,,,,,,,,,,Marseille,147,00:38:09.184,Pass,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,bbfe81af-acc0-48f5-8469-12aa4c779f2c,1468,,"[50.2, 16.2]",3901242,38,,,,,-3.0334885,,Right Foot,,,,"[37.3, 14.8]",,Ground Pass,,12.975746,,,Karim Rekik,8572.0,,,,,,1,Regular Play,André-Frank Zambo Anguissa,3141.0,Left Defensive Midfield,84,Marseille,147,['69e57ac1-4514-45e2-aaa3-53ba30b81a85'],11,,,,,,,,,,,,,,,,,Marseille,147,00:38:11.584,Pass,
,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,48ddc070-9f61-4599-b2dd-453cf7eb285f,1471,,"[37.3, 14.8]",3901242,38,,,,,2.1853414,,Left Foot,,,,"[13.8, 48.1]",,Ground Pass,,40.757084,,,Steve Mandanda,3543.0,,,,,,1,Regular Play,Karim Rekik,8572.0,Left Center Back,84,Marseille,147,['3ad8c97c-63cc-4da3-a5f5-d8da68f94451'],16,,,,,,,,,,,,,,,,,Marseille,147,00:38:16.602,Pass,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,e683e5df-9378-4bfd-8d8d-15c1cd25a3d7,1474,,"[13.8, 48.1]",3901242,38,,,,,0.7742875,,Left Foot,,,,"[22.9, 57.0]",,Ground Pass,,12.728707,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,Steve Mandanda,3543.0,Goalkeeper,84,Marseille,147,['ea9e5940-efbf-452b-b0eb-eb50fd27bd49'],20,,,,,,,,,,,,,,,,,Marseille,147,00:38:20.263,Pass,
,,,,,,,,,,,,,,,,,,3.169994,,,,,,,,,,,,5b453f4c-0bc8-4d6e-8d9b-c70c1aadbf1f,1478,,"[54.0, 74.0]",3901242,38,,,,,-0.19379845,,Right Foot,,,,"[96.8, 65.6]",,High Pass,,43.616512,,Incomplete,Michy Batshuayi Tunga,3457.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,84,Marseille,147,"['0ef92d8b-fe1a-49a7-a835-f00e47e06d39', '3578a1c0-ec29-4e2f-a3e5-f133b583ff8c', '9ad7c1bc-5968-4112-8522-ae2fb3a5de49']",27,,,,,,,,,,,,,,,,,Marseille,147,00:38:27.463,Pass,True
,,,,,,,,,,,,,,,,,,1.97621,,,,,,,,,,,,b223c22b-0444-47b7-861c-2a0f872dd4db,1481,,"[87.2, 80.0]",3901242,38,,,,,-1.1562895,,,,,,"[91.6, 70.0]",,Low Pass,,10.9252,,,Michy Batshuayi Tunga,3457.0,,,,,Throw-in,1,From Throw In,Javier Manquillo Gaitán,3075.0,Right Back,85,Marseille,147,['a2fe8896-de4f-4c22-a6cc-4f34df9e7a4d'],38,,,,,,,,,,,,,,,,,Marseille,147,00:38:38.178,Pass,
,,,,,,,,,,,,,,,,,,1.319998,,,,,,,,,,,,f9c35aca-3a96-45ee-bf49-c284483cecf3,1484,,"[91.6, 70.0]",3901242,38,,True,,,2.1794856,,Right Foot,,,,"[87.0, 76.6]",,Ground Pass,,8.044874,,,Javier Manquillo Gaitán,3075.0,,,,,,1,From Throw In,Michy Batshuayi Tunga,3457.0,Left Center Forward,85,Marseille,147,"['2407e0c2-a24e-4de1-9e5a-ac470fcbe9cd', '2db8fc3d-a092-458d-99a8-a49118e5ceeb']",40,,,,,,,,,,,,,,,,,Marseille,147,00:38:40.234,Pass,True
,,,,,,,,,,,,,,,,,,1.301937,,,,,,,,,,,,4f550dc7-0840-45ab-90a9-32bc0b834a16,1486,,"[87.0, 77.1]",3901242,38,,True,,,-0.14825483,,Right Foot,,,,"[102.4, 74.8]",,Ground Pass,,15.570806,,,Florian Thauvin,3254.0,,,,,,1,From Throw In,Javier Manquillo Gaitán,3075.0,Right Back,85,Marseille,147,['484253a7-2b3c-4cba-bc2e-94c0265d33df'],41,,,,,,,,,,,,,,,,,Marseille,147,00:38:41.554,Pass,
,,,,,,,,,,,,,,,,,,1.079999,,,,,,,,,,,,eb131137-709c-4383-8c16-5ed3eae93f93,1488,,"[102.4, 74.8]",3901242,38,,,,,-2.5930433,,Left Foot,,,,"[91.6, 68.2]",,Ground Pass,,12.657014,,,Javier Manquillo Gaitán,3075.0,,,,,,1,From Throw In,Florian Thauvin,3254.0,Right Midfield,85,Marseille,147,['400d121e-0916-4e55-9439-dbcca1a93d88'],42,,,,,,,,,,,,,,,,,Marseille,147,00:38:42.864,Pass,
,,,,,,,,,,,,,,,,,,0.839997,,,,,,,,,,,,6207fc29-aa83-4109-a206-d7bfc1cb1de8,1491,,"[91.6, 68.2]",3901242,38,,,,,-0.5191461,,Left Foot,,,,"[98.6, 64.2]",,Ground Pass,,8.062258,,,Michy Batshuayi Tunga,3457.0,,,,,,1,From Throw In,Javier Manquillo Gaitán,3075.0,Right Back,85,Marseille,147,['0f534b84-fb67-4f68-9a37-411f12252ea6'],44,,,,,,,,,,,,,,,,,Marseille,147,00:38:44.144,Pass,
,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,a61f89aa-e962-48db-a8b4-800d9fb8683d,1494,,"[98.6, 64.2]",3901242,38,,,,,2.9996955,,Right Foot,,,,"[90.2, 65.4]",,Ground Pass,,8.485281,,,Javier Manquillo Gaitán,3075.0,,,,,,1,From Throw In,Michy Batshuayi Tunga,3457.0,Left Center Forward,85,Marseille,147,['92e1d78b-8557-45ca-88ef-a0cf1e1e5def'],46,,,,,,,,,,,,,,,,,Marseille,147,00:38:46.064,Pass,
