50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,70b81c3f-226d-4855-9a29-f8325b9ac255,1,,,,3829510,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 14}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 12}, {'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 24}, {'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,51070756-8f11-4199-8f1d-f31cb217c045,2,,,,3829510,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 134561, 'name': 'Wallyson Teixeira Mallmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b5da2c71-2710-4f08-8f89-f2a849e25f6d,3,,,,3829510,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['c0b325bc-852a-411d-b52a-7fb1faac8e93'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c0b325bc-852a-411d-b52a-7fb1faac8e93,4,,,,3829510,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['b5da2c71-2710-4f08-8f89-f2a849e25f6d'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e2ced9d7-ccee-474b-9c72-85b45d9b3cfd,2006,,,,3829510,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Rennes,134,['6b9dd158-e334-4294-aeea-5c1c52de2736'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6b9dd158-e334-4294-aeea-5c1c52de2736,2007,,,,3829510,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Rennes,134,['e2ced9d7-ccee-474b-9c72-85b45d9b3cfd'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.926421,,,,,,,,,,,,,4e86814c-9136-4f57-ba26-70c015e3e082,5,,,"[61.0, 40.1]",3829510,0,,,,1.357858,,Right Foot,,,"[61.8, 43.8]",,Ground Pass,,3.7854986,,,,,Pedro Henrique Konzen Medina da Silva,16503.0,,,,,Kick Off,1,From Kick Off,Giovanni-Guy Yann Sio,3018.0,Right Center Forward,2,Rennes,134,['9661d505-9411-494e-ab1a-c59bf5c2755e'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.194,Pass,
,,,,,,,,,,,,,,,,1.685039,,,,,,,,,,,,,c188f324-7b79-4130-9f5e-2f29c6189aa3,8,,,"[59.8, 43.7]",3829510,0,,,,2.5217142,,Right Foot,,,"[34.3, 61.9]",,Ground Pass,,31.328741,,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,1,From Kick Off,Pedro Henrique Konzen Medina da Silva,16503.0,Left Center Forward,2,Rennes,134,['c8132f09-0316-4d4d-bf9e-3a514287e3e1'],1,,,,,,,,,,,,,,,,,Rennes,134,00:00:01.445,Pass,
,,,,,,,,,,,,,,,,1.773565,,,,,,,,,,,,,6c4262aa-70fa-42a8-b717-395b747d7c65,11,,,"[34.3, 61.9]",3829510,0,,,,1.027517,,Right Foot,,,"[43.6, 77.3]",,Ground Pass,,17.990274,,,,,Steven Moreira,7197.0,,,,,,1,From Kick Off,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,2,Rennes,134,['ca01f6db-a17a-4c73-859f-6f6193e16d55'],4,,,,,,,,,,,,,,,,,Rennes,134,00:00:04.376,Pass,
,,,,,,,,,,,,,,,,1.397697,,,,,,,,,,,,,39f431b5-ffe3-41ca-81c2-95164b8f620c,14,,,"[42.8, 77.3]",3829510,0,,,,-2.471071,,Right Foot,,,"[34.1, 70.4]",,Ground Pass,,11.1040535,,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,1,From Kick Off,Steven Moreira,7197.0,Right Wing Back,2,Rennes,134,['33ccd2fb-84f4-44af-9c6c-d6a2a4b06ecb'],6,,,,,,,,,,,,,,,,,Rennes,134,00:00:06.775,Pass,
