50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a873b68d-d525-4516-bac9-e4c38d0304b4,1,,,3901206,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 3036, 'name': 'Alexis Blin'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b301f646-1969-4182-9fec-e3c63cc2bb0f,2,,,3901206,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5550ea1e-eaaa-4bbc-a093-d04a494adaa2,3,,,3901206,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['b2b9b347-dba7-4101-a097-c8b8de8f0fc8'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b2b9b347-dba7-4101-a097-c8b8de8f0fc8,4,,,3901206,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['5550ea1e-eaaa-4bbc-a093-d04a494adaa2'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,38eb0e47-3b87-4968-8285-ce0db8b8a831,1677,,,3901206,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,106,Bastia,2736,['39381340-ce24-4112-a985-286c931d1e6d'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,39381340-ce24-4112-a985-286c931d1e6d,1678,,,3901206,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,106,Bastia,2736,['38eb0e47-3b87-4968-8285-ce0db8b8a831'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.354001,,,,,,,,,,,,,098c9027-37b3-4471-b3d7-b1c293678aa7,5,,"[61.0, 40.1]",3901206,0,,,,,1.8766752,,Left Foot,,,"[60.4, 42.0]",,Ground Pass,,1.9924859,,,,Tongo Hamed Doumbia,16522.0,,,,,,Kick Off,1,From Kick Off,Wissam Ben Yedder,6723.0,Center Forward,2,Toulouse,130,['f65e43c5-fc52-4b9e-a51a-601adb0ddf4b'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.662,Pass,
,,,,,,,,,,,,,,,,,,0.956744,,,,,,,,,,,,,c6a637ab-9b2e-4c66-a1d5-a23d5c3b15da,8,,"[59.9, 40.4]",3901206,0,,,,,3.0273383,,Right Foot,,,"[53.8, 41.1]",,Ground Pass,,6.140033,,,,Étienne Didot,3189.0,,,,,,,1,From Kick Off,Tongo Hamed Doumbia,16522.0,Left Center Midfield,2,Toulouse,130,['c7b50659-0174-49df-8995-ac9cd6d95e45'],1,,,,,,,,,,,,,,,,,Toulouse,130,00:00:01.176,Pass,
,,,,,,,,,,,,,,,,,,2.864357,,,,,,,,,,,,,b0288394-17b2-423e-8d8f-54d6af75539a,11,,"[56.8, 41.9]",3901206,0,,,,,-0.7575169,,Right Foot,,,"[95.5, 5.3]",,High Pass,,53.265842,,,Incomplete,Martin Braithwaite Christensen,4447.0,,,,,,,1,From Kick Off,Étienne Didot,3189.0,Right Center Midfield,2,Toulouse,130,"['78451a5a-3944-4943-9372-109390e11e90', '877f7934-4081-47d0-aa31-659d84732562']",3,,,,,,,,,,,,,,,,,Toulouse,130,00:00:03.264,Pass,
,,,,,,,,,,,,,,,,,,0.791781,,,,,,,,,,,,,cf3e6f5b-7e16-4556-9bdb-7d74d8ff4ce0,14,,"[92.5, 0.1]",3901206,0,,,,,1.9304434,,,,,"[87.8, 12.6]",,Low Pass,,13.3544,,,,Étienne Didot,3189.0,,,,,,Throw-in,1,From Throw In,Jacques François Moubandje,3024.0,Left Back,3,Toulouse,130,['ec756c21-8746-4d18-aa23-bf4a88f4d9f2'],13,,,,,,,,,,,,,,,,,Toulouse,130,00:00:13.759,Pass,
,,,,,,,,,,,,,,,,,,0.699892,,,,,,,,,,,,,92a760d5-f9ac-47e8-8560-e048488461eb,17,,"[87.1, 12.7]",3901206,0,,,,,2.1910458,,Right Foot,,,"[83.1, 18.3]",,Ground Pass,,6.8818603,,,,Alexis Blin,3036.0,,,,,,,1,From Throw In,Étienne Didot,3189.0,Right Center Midfield,3,Toulouse,130,['58d22b3a-63ef-4e49-a272-e0eaf5ae70e4'],16,,,,,,,,,,,,,,,,,Toulouse,130,00:00:16.057,Pass,
,,,,,,,,,,,,,,,,,,0.10141,,,,,,,,,,,,,76db242b-f211-4e62-b555-7d7ca9cf454a,20,,"[84.3, 22.7]",3901206,0,,,,,0.66596925,,Right Foot,,,"[87.1, 24.9]",,Low Pass,,3.5608988,,,Incomplete,Tongo Hamed Doumbia,16522.0,,,,,,,1,From Throw In,Alexis Blin,3036.0,Center Defensive Midfield,3,Toulouse,130,"['b61b57c9-4411-422a-b84e-a222137ae9ee', 'e575e63b-f9da-44d6-aa4f-97ff0e5f4ee8']",18,,,,,,,,,,,,,,,,,Toulouse,130,00:00:18.052,Pass,
,,,,,,,,,,,,,,,,,,0.145798,,,,,,,,,,,,,fd1c32e4-3624-4f35-a4eb-57cc45bfba29,24,,"[35.2, 52.2]",3901206,0,,,,,-1.7628443,,Right Foot,,,"[34.5, 48.6]",,Low Pass,,3.6674242,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Yannick Cahuzac,4350.0,Right Defensive Midfield,3,Toulouse,130,"['25dd2863-023c-41b7-93b0-6f3dd43b197c', '91a6ceca-2ff5-474c-8bdb-c066349e6368']",19,,,,,,,,,,,,,,,,,Bastia,2736,00:00:19.154,Pass,True
,,,,,,,,,,,,,,,,,,1.493957,,,,,,,,,,,,,ed34e7e4-d5ff-495c-85dd-1adc300394e4,27,,"[40.3, 47.4]",3901206,0,,,,True,-0.74837804,,,,,"[47.3, 40.9]",,Low Pass,,9.552486,,,,Seko Fofana,7791.0,,,,,,Recovery,1,From Throw In,Yannick Cahuzac,4350.0,Right Defensive Midfield,3,Toulouse,130,"['74174de2-b630-47dc-84c9-fc64cc345bd9', 'a203bd19-67a5-4f80-810a-12e212f58b37']",20,,,,,,,,,,,,,,,,,Bastia,2736,00:00:20.362,Pass,True
,,,,,,,,,,,,,,,,,,1.901311,,,,,,,,,,,,,8447d752-829a-4dca-9b75-889740bb3b28,35,,"[30.0, 71.8]",3901206,0,,,,,-0.32971397,,Right Foot,,,"[56.3, 62.8]",,High Pass,,27.797302,,,Incomplete,Wissam Ben Yedder,6723.0,,,,,,,1,From Throw In,Steeve Yago,3035.0,Right Back,3,Toulouse,130,"['5f9ef9b2-dca0-4a20-9050-1152920ea68c', '8a63ce6e-a976-4aa5-ba11-91c0d0d66f27', 'c0006a48-ee31-4f34-854a-5a3a83a5f8ac']",27,,,,,,,,,,,,,,,,,Toulouse,130,00:00:27.982,Pass,True
,,,,,,,,,,,,,,,,,,0.568751,,,,,,,,,,,,,c9ad121e-d958-4700-8a0f-45d170b57491,39,,"[63.8, 17.9]",3901206,0,,,,,1.735945,,Left Foot,,,"[62.7, 24.5]",,Ground Pass,,6.6910386,,,,Mehdi Mostefa Sbaa,10522.0,,,,,,,1,Regular Play,Julian Palmieri,4508.0,Left Back,4,Bastia,2736,['60fcf638-0cb7-4574-aadb-97640c81d470'],31,,,,,,,,,,,,,,,,,Bastia,2736,00:00:31.181,Pass,
