50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.810949,,,,,,,,,,,,,26f33db8-ac50-49f9-8dec-7b30178669b2,1357,,,"[12.5, 17.4]",3901152,29,,,,-0.18668933,,Right Foot,,,"[21.5, 15.7]",,Ground Pass,,9.159148,,,,Julien Féret,2959.0,,,,,,1,Regular Play,Damien Da Silva,4386.0,Left Center Back,59,Caen,140,"['472b5c02-a57e-4bb1-bd31-dcd22be646ad', 'ebb0f1e1-8a43-4a66-aeaf-ccfa352b3ee6']",11,,,,,,,,,,,,,,,,Caen,140,00:29:11.179,Pass,True
,,,,,,,,,,,,,,,,,1.648499,,,,,,,,,,,,,47b7ea3e-372c-403f-8891-69dff9ca6bd4,1360,,,"[29.5, 14.6]",3901152,29,,,,-1.5066642,,Right Foot,,,"[30.2, 3.7]",,Ground Pass,,10.922454,,,,Vincent Bessat,2992.0,,,,,,1,Regular Play,Julien Féret,2959.0,Left Defensive Midfield,59,Caen,140,['b2fbae7c-974c-4d46-ae9e-1faaa5af8b53'],13,,,,,,,,,,,,,,,,Caen,140,00:29:13.674,Pass,
,,,,,,,,,,,,,,,,,3.495776,,,,,,,,,,,,,b6e86f36-aeed-436d-8b85-efd46d82ad8c,1363,,,"[32.7, 4.1]",3901152,29,,,,-0.10654685,,Left Foot,,,"[70.1, 0.1]",,High Pass,,37.613297,,Out,,Andy Delort,3038.0,,,,,,1,Regular Play,Vincent Bessat,2992.0,Left Back,59,Caen,140,['7e3a2a27-1c46-4842-bc92-95219b30bc3b'],15,,,,,,,,,,,,,,,,Caen,140,00:29:15.446,Pass,
,,,,,,,,,,,,,,,,,2.561443,,,,,,,,,,,,,7ca9acad-d73c-42b7-bf2e-7a3311a8955c,1365,,,"[34.2, 80.0]",3901152,29,,,,-1.6855167,,,,,"[31.4, 55.7]",,High Pass,,24.460785,,,,Sylvain Armand,40699.0,,,,,Throw-in,1,From Throw In,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,60,Rennes,134,['6b1f9070-24e3-4e0f-8a83-d2a7331c66d2'],23,,,,,,,,,,,,,,,,Rennes,134,00:29:23.226,Pass,
,,,,,,,,,,,,,,,,,1.461072,,,,,,,,,,,,,c0ba678a-e261-4c1f-a4f9-d4298ede07cc,1368,,,"[33.4, 47.0]",3901152,29,,,,-0.48387605,,Left Foot,,,"[47.1, 39.8]",,Ground Pass,,15.476757,,,,Yoann Gourcuff,4602.0,,,,,,1,From Throw In,Sylvain Armand,40699.0,Left Center Back,60,Rennes,134,['280940b3-6c97-4b3a-ad6e-b92408d48c31'],27,,,,,,,,,,,,,,,,Rennes,134,00:29:27.573,Pass,
,,,,,,,,,,,,,,,,,1.41778,,,,,,,,,,,,,c07d6cdc-b62a-418c-a149-22e37d017488,1371,,,"[47.1, 39.8]",3901152,29,,,,1.360968,,Right Foot,,,"[49.4, 50.6]",,Ground Pass,,11.0421915,,,,Benjamin André,2990.0,,,,,,1,From Throw In,Yoann Gourcuff,4602.0,Left Center Midfield,60,Rennes,134,['b86acb40-91d1-4a2a-99bc-30667275d87d'],29,,,,,,,,,,,,,,,,Rennes,134,00:29:29.703,Pass,
,,,,,,,,,,,,,,,,,1.309727,,,,,,,,,,,,,798ae09f-9d72-41ec-ba3c-4be2d92889b8,1375,,,"[51.5, 39.6]",3901152,29,,,,0.0,,Left Foot,,,"[71.4, 39.6]",,Ground Pass,,19.9,,,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Benjamin André,2990.0,Center Defensive Midfield,60,Rennes,134,['dce85626-f780-4cda-83f3-d32087629267'],33,,,,,,,,,,,,,,,,Rennes,134,00:29:33.282,Pass,
,,,,,,,,,,,,,,,,,0.876991,,,,,,,,,,,,,a946e46e-c616-4e4f-b786-845646dbc5d0,1382,,,"[116.3, 13.2]",3901152,29,,,,1.5553535,,Left Foot,True,,"[116.7, 39.1]",,High Pass,,25.90309,,Incomplete,,,,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Midfield,60,Rennes,134,['079f91bb-2ae0-4b1a-9117-186ffec758ae'],42,,,,,,,,,,,,,,,,Rennes,134,00:29:42.823,Pass,
,,,,,,,,,,,,,,,,,2.383038,,,,,,,,,,,,,9f9c0fc6-0846-43e9-bf4c-5b3e23506eb7,1384,,,"[9.1, 5.8]",3901152,29,,,,0.0784901,,Left Foot,,,"[53.6, 9.3]",,Low Pass,,44.63743,,,,Andy Delort,3038.0,,,,,Recovery,1,Regular Play,Vincent Bessat,2992.0,Left Back,61,Caen,140,['e5c8d491-d6e1-4aa0-bad7-fd4f6a597bc9'],47,,,,,,,,,,,,,,,,Caen,140,00:29:47.185,Pass,
,,,,,,,,,,,,,,,,,5.380291,,,,,,,,,,,,,14c0c518-213c-408a-8c4e-a38aa441b2bb,1388,,,"[52.6, 13.9]",3901152,29,,,,0.9018793,,Right Foot,,,"[97.5, 70.7]",,High Pass,,72.40338,,,,Ronny Rodelin,2955.0,,True,,,,1,Regular Play,Andy Delort,3038.0,Right Center Forward,61,Caen,140,['ecd2f794-2c8b-42e5-a26c-5074b083e61f'],51,,,,,,,,,,,,,,,,Caen,140,00:29:51.131,Pass,
,,,,,,,,,,,,,,,,,1.476834,,,,,,,,,,,,,54bcd3d3-7830-46eb-920f-abd7da8d44cb,1391,,,"[105.2, 70.4]",3901152,29,,,,-1.47804,,Right Foot,True,,"[108.0, 40.3]",,High Pass,,30.229952,,Incomplete,,Andy Delort,3038.0,,,,,,1,Regular Play,Ronny Rodelin,2955.0,Left Center Forward,61,Caen,140,"['7f00f19e-8053-4420-9b27-4a1b1290e24e', '837a335f-339c-4b13-908d-2a8509f20e22']",57,,,,,,,,,,,,,,,,Caen,140,00:29:57.849,Pass,
,,,,,,,,,,,,,,,,,1.358557,,,,,,,,,,,,,01afaeef-1690-4060-aa33-daf31a3dbb2d,1394,,,"[113.5, 80.0]",3901152,30,True,,,-2.273457,,,,,"[104.1, 68.9]",,Low Pass,,14.545446,,,,Hervé Bazile,2991.0,,,,,Throw-in,1,From Throw In,Ronny Rodelin,2955.0,Left Center Forward,62,Caen,140,['5ecf3ac6-57bd-4333-a0e5-1a75b396a3e8'],4,,,,,,,,,,,,,,,,Caen,140,00:30:04.508,Pass,
,,,,,,,,,,,,,,,,,1.792099,,,,,,,,,,,,,e3212929-a551-4cdb-97b0-118348544481,1396,,,"[109.4, 69.5]",3901152,30,,,,-1.4540458,e6a002d5-75d7-48b8-adda-2e86805583ad,Left Foot,True,,"[113.2, 37.1]",,High Pass,,32.622078,,,,Saïdi Ntibazonkiza,106683.0,True,,,,,1,From Throw In,Hervé Bazile,2991.0,Right Midfield,62,Caen,140,['5bef837a-1b13-49de-93f1-914ce784b399'],9,,,,,,,,,,,,,,,,Caen,140,00:30:09.204,Pass,
,,,,,,,,,,,,,,,,,1.681559,,,,,,,,,,,,,1f9154e6-a1b0-4686-be04-1f2f81405345,1402,,,"[7.0, 44.1]",3901152,31,,,,0.6194264,,Right Foot,,,"[18.5, 52.3]",,Ground Pass,,14.124093,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,Goal Kick,1,From Goal Kick,Benoît Guy Robert Costil,3354.0,Goalkeeper,63,Rennes,134,['12886f07-a954-4f86-b98c-a2badd03af13'],42,,,,,,,,,,,,,,,,Rennes,134,00:31:42.475,Pass,
,,,,,,,,,,,,,,,,,2.294498,,,,,,,,,,,,,da391111-78b4-4a5f-b0a9-0d732e063516,1405,,,"[21.6, 57.1]",3901152,31,,,,-1.1589891,,Right Foot,,,"[33.0, 31.0]",,Ground Pass,,28.481047,,,,Sylvain Armand,40699.0,,,,,,1,From Goal Kick,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,63,Rennes,134,['63184fe0-e48d-41c7-be65-a357723a9a55'],45,,,,,,,,,,,,,,,,Rennes,134,00:31:45.226,Pass,
,,,,,,,,,,,,,,,,,1.7014,,,,,,,,,,,,,a9c9733f-708b-43a2-b886-98f856926fb9,1408,,,"[38.3, 30.1]",3901152,31,,,,1.3377017,,Left Foot,,,"[44.9, 57.9]",,Ground Pass,,28.572714,,,,Benjamin André,2990.0,,,,,,1,From Goal Kick,Sylvain Armand,40699.0,Left Center Back,63,Rennes,134,['d0613573-71c6-42ae-8aaf-6ea147f1772e'],48,,,,,,,,,,,,,,,,Rennes,134,00:31:48.498,Pass,
,,,,,,,,,,,,,,,,,1.798196,,,,,,,,,,,,,d0e446fa-8f90-4c50-adc8-42414e23d18b,1411,,,"[51.9, 61.3]",3901152,31,,,,0.7470689,,Right Foot,,,"[69.5, 77.6]",,Ground Pass,,23.988539,,,,Mehdi Zeffane,3195.0,,,,,,1,From Goal Kick,Benjamin André,2990.0,Center Defensive Midfield,63,Rennes,134,['13692d66-e8db-4668-8709-e037ab09b71e'],52,,,,,,,,,,,,,,,,Rennes,134,00:31:52.421,Pass,
,,,,,,,,,,,,,,,,,1.05691,,,,,,,,,,,,,887090ad-9604-46fc-a3e9-5ce061ff277a,1414,,,"[69.5, 77.6]",3901152,31,,,,-2.2142975,,Right Foot,,,"[64.4, 70.8]",,Ground Pass,,8.5,,,,Benjamin André,2990.0,,,,,,1,From Goal Kick,Mehdi Zeffane,3195.0,Right Back,63,Rennes,134,['cf68b167-f4ee-4ff0-bb2e-ba70fdab0ece'],54,,,,,,,,,,,,,,,,Rennes,134,00:31:54.988,Pass,
,,,,,,,,,,,,,,,,,0.724879,,,,,,,,,,,,,b35d1e46-d881-4a18-b806-2a56e8b8fd27,1416,,,"[64.4, 70.8]",3901152,31,,,,-0.05684925,,Right Foot,,,"[76.7, 70.1]",,Ground Pass,,12.319902,,,,Ousmane Dembélé,5477.0,,,,,,1,From Goal Kick,Benjamin André,2990.0,Center Defensive Midfield,63,Rennes,134,['75e28673-0109-46d3-8f6c-227afa0b5cdd'],56,,,,,,,,,,,,,,,,Rennes,134,00:31:56.045,Pass,
,,,,,,,,,,,,,,,,,0.593058,,,,,,,,,,,,,a1237369-f0d7-442a-940d-2e2995ce514f,1419,,,"[76.7, 70.1]",3901152,31,,,,0.7233311,,Right Foot,,,"[86.1, 78.4]",,Low Pass,,12.539936,,Incomplete,,,,,,,,,1,From Goal Kick,Ousmane Dembélé,5477.0,Right Midfield,63,Rennes,134,['d56ef3f7-511e-45a5-821d-495ac0ccd500'],56,,,,,,,,,,,,,,,,Rennes,134,00:31:56.850,Pass,
,,,,,,,,,,,,,,,,,0.819538,,,,,,,,,,,,,d56ef3f7-511e-45a5-821d-495ac0ccd500,1420,,,"[34.0, 1.7]",3901152,31,,,,0.2069922,,Left Foot,,,"[54.0, 5.9]",,Low Pass,,20.436243,,Incomplete,,Andy Delort,3038.0,,,,,Interception,1,From Goal Kick,Vincent Bessat,2992.0,Left Back,63,Rennes,134,"['741d705c-812a-4d97-a4cb-a99a9653b80c', 'a1237369-f0d7-442a-940d-2e2995ce514f', 'da1cc171-7789-46e7-a200-28fcc6ab433b']",57,,,,,,,,,,,,,,,,Caen,140,00:31:57.443,Pass,
,,,,,,,,,,,,,,,,,3.38097,,,,,,,,,,,,,10a70d47-4bd6-452e-9b7a-8c28d3a32e3b,1427,,,"[54.9, 3.4]",3901152,32,,,,0.7247983,,Right Foot,,,"[102.1, 45.2]",,High Pass,,63.048237,,Incomplete,,Andy Delort,3038.0,,True,,,Free Kick,1,From Free Kick,Damien Da Silva,4386.0,Left Center Back,64,Caen,140,"['788ecae2-212d-4b44-855e-5e5259e5413b', 'c0de546c-1b7d-4ad6-b1aa-ffbeff3ac2ff']",36,,,,,,,,,,,,,,,,Caen,140,00:32:36.797,Pass,
,,,,,,,,,,,,,,,,,1.33615,,,,,,,,,,,,,c0de546c-1b7d-4ad6-b1aa-ffbeff3ac2ff,1430,,,"[18.0, 34.9]",3901152,32,,,True,-0.29544082,,,,,"[22.6, 33.5]",,Low Pass,,4.8083262,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,Recovery,1,Regular Play,Sylvain Armand,40699.0,Left Center Back,65,Rennes,134,"['10a70d47-4bd6-452e-9b7a-8c28d3a32e3b', '2a7b7035-fc91-46cd-8ae4-2f54597251b2', '8f83c256-9235-4f07-af6f-73c0f91fa9b9']",40,,,,,,,,,,,,,,,,Rennes,134,00:32:40.178,Pass,True
,,,,,,,,,,,,,,,,,4.557189,,,,,,,,,,,,,4b963772-9507-41f5-8ad8-01fbe009b27e,1434,,,"[24.2, 32.0]",3901152,32,,,,-0.43240777,,Right Foot,,,"[61.9, 14.6]",,High Pass,,41.521683,,Unknown,,,,,,,,,1,Regular Play,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,65,Rennes,134,['c66e507a-fe53-4958-964a-7cf483a82265'],41,,,,,,,,,,,,,,,,Rennes,134,00:32:41.592,Pass,True
,,,,,,,,,,,,,,,,,4.56866,,,,,,,,,,,,,1dc3f9c9-7690-412a-87d8-367b65235265,1440,,,"[63.7, 12.5]",3901152,33,,,,0.43007815,,Left Foot,,,"[107.3, 32.5]",,High Pass,,47.968323,,Incomplete,,,,,,,,,1,Other,Paul-Georges Ntep de Madiba,4900.0,Left Midfield,67,Caen,140,['a29cb1eb-16d0-428c-950f-f9882f9f13d6'],58,,,,,,,,,,,,,,,,Rennes,134,00:33:58.540,Pass,
,,,,,,,,,,,,,,,,,5.216401,,,,,,,,,,,,,1e507e64-a01b-4335-9865-a9e1cdf9aaeb,1443,,,"[21.1, 48.4]",3901152,34,,,,0.008571219,,Right Foot,,,"[91.1, 49.0]",,High Pass,,70.00257,,,,Andy Delort,3038.0,,,,,,1,Other,Rémy Vercoutre,2963.0,Goalkeeper,67,Caen,140,['ec717a0e-37fa-48ff-825d-eaed8e215d69'],10,,,,,,,,,,,,,,,,Caen,140,00:34:10.389,Pass,
,,,,,,,,,,,,,,,,,3.268215,,,,,,,,,,,,,c18e5fbe-83ef-4e5d-a1dd-9fe8bbb8be95,1445,,,"[91.1, 49.0]",3901152,34,,,,0.9118869,,Head,,,"[106.2, 68.5]",,High Pass,,24.662928,,Incomplete,,Hervé Bazile,2991.0,,,,,,1,Other,Andy Delort,3038.0,Right Center Forward,67,Caen,140,"['aef5df0c-068b-4dab-92cb-b01a9b72441a', 'bc78a71c-30d3-406d-8859-28e64f8714da']",15,,,,,,,,,,,,,,,,Caen,140,00:34:15.725,Pass,
,,,,,,,,,,,,,,,,,1.342607,,,,,,,,,,,,,884cd40f-633b-40e6-bada-53ec0febf639,1449,,,"[105.5, 80.0]",3901152,34,,,,-1.0345005,,,,,"[114.0, 65.7]",,Low Pass,,16.635504,,,,Hervé Bazile,2991.0,,,,,Throw-in,1,From Throw In,Dennis Appiah,22111.0,Right Back,68,Caen,140,['baa13ba9-e4a2-42f9-bace-3fe0c8a4ad68'],25,,,,,,,,,,,,,,,,Caen,140,00:34:25.862,Pass,
,,,,,,,,,,,,,,,,,1.281604,,,,,,,,,,,,,bad0ac2c-b91c-45d1-898a-e680f64bcf19,1455,,,"[112.8, 80.0]",3901152,34,,,,-1.5707964,,,,,"[112.8, 66.7]",,Low Pass,,13.3,,,,Andy Delort,3038.0,,,,,Throw-in,1,From Throw In,Dennis Appiah,22111.0,Right Back,69,Caen,140,['574b6165-eb0e-4e65-9f90-b0a2b78932b2'],36,,,,,,,,,,,,,,,,Caen,140,00:34:36.366,Pass,
,,,,,,,,,,,,,,,,,1.23563,,,,,,,,,,,,,5815eb8f-22e3-45ae-8447-c402fdbcbb67,1459,,,"[115.9, 65.2]",3901152,34,,,,1.7907106,,Right Foot,,,"[114.0, 73.7]",,Low Pass,,8.7097645,,,,Dennis Appiah,22111.0,,,,,,1,From Throw In,Andy Delort,3038.0,Right Center Forward,69,Caen,140,['bfcfe2f8-cf84-4565-b3d6-03f5106ec93c'],39,,,,,,,,,,,,,,,,Caen,140,00:34:39.066,Pass,
,,,,,,,,,,,,,,,,,0.589322,,,,,,,,,,,,,51d75c25-a687-40f7-8ef0-059fe922e34b,1462,,,"[114.0, 72.7]",3901152,34,,,,-1.8209969,,Right Foot,,,"[109.4, 54.7]",,Low Pass,,18.578482,,Incomplete,,,,,,,,,1,From Throw In,Dennis Appiah,22111.0,Right Back,69,Caen,140,"['3e86bdaa-1578-4025-ab6c-9f50c8a8bd02', 'a38eedba-947e-473f-aa86-c745c418d9f1']",40,,,,,,,,,,,,,,,,Caen,140,00:34:40.302,Pass,True
,,,,,,,,,,,,,,,,,1.588896,,,,,,,,,,,,,eccf1cac-4056-4412-b199-33d761c7643b,1464,,,"[120.0, 80.0]",3901152,35,,,,-1.6975372,,Left Foot,,,"[115.4, 43.9]",,High Pass,True,36.391895,,Incomplete,,Alaeddine Yahia,7444.0,,,Inswinging,,Corner,1,From Corner,Hervé Bazile,2991.0,Right Midfield,70,Caen,140,"['7e6fb464-b9a7-4114-961c-7ec0b6d4eaec', 'dc0f42cb-ad6e-4a1f-a40c-0b13d05e591f']",14,,,,,,,,,,,,,,,,Caen,140,00:35:14.953,Pass,
,,,,,,,,,,,,,,,,,1.766841,,,,,,,,,,,,,d949b7e5-9a9a-4b3c-8f80-01b84d8844d8,1468,,,"[16.0, 29.3]",3901152,35,,,,0.47463617,,Right Foot,,,"[34.1, 38.6]",,High Pass,,20.349447,,Incomplete,,,,,,,,Recovery,1,From Corner,Yoann Gourcuff,4602.0,Left Center Midfield,70,Caen,140,['3d8e1874-7b49-4e30-9d26-7202fac730ba'],18,,,,,,,,,,,,,,,,Rennes,134,00:35:18.397,Pass,
,,,,,,,,,,,,,,,,,2.766688,,,,,,,,,,,,,3d8e1874-7b49-4e30-9d26-7202fac730ba,1469,,,"[86.0, 41.5]",3901152,35,,,,1.4991108,,Right Foot,,,"[88.7, 79.1]",,High Pass,,37.696815,,Out,,Hervé Bazile,2991.0,,,,,Recovery,1,From Corner,Julien Féret,2959.0,Left Defensive Midfield,70,Caen,140,"['d949b7e5-9a9a-4b3c-8f80-01b84d8844d8', 'f5f56224-3f98-4f1d-b63e-5f3294893b49']",20,,,,,,,,,,,,,,,,Caen,140,00:35:20.164,Pass,
,,,,,,,,,,,,,,,,,1.558234,,,,,,,,,,,,,21342422-c0c8-4f8e-85b2-1b4cf46b911c,1471,,,"[29.6, 0.1]",3901152,35,True,,,1.9631364,,,,,"[23.6, 14.6]",,Low Pass,,15.692355,,,,Sylvain Armand,40699.0,,,,,Throw-in,1,From Throw In,Cheikh M''Bengue,3424.0,Left Back,71,Rennes,134,['292f26bf-4510-48ba-b5c8-bb594a42d8c7'],31,,,,,,,,,,,,,,,,Rennes,134,00:35:31.037,Pass,
,,,,,,,,,,,,,,,,,2.175654,,,,,,,,,,,,,026e9132-61d7-4bf6-8b56-b9292016f8e8,1473,,,"[26.7, 26.1]",3901152,35,,,,1.460558,,Left Foot,,,"[29.6, 52.3]",,Ground Pass,,26.360008,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,1,From Throw In,Sylvain Armand,40699.0,Left Center Back,71,Rennes,134,['4119bcd7-6861-421c-97e2-99b17ed585bc'],35,,,,,,,,,,,,,,,,Rennes,134,00:35:35.696,Pass,
,,,,,,,,,,,,,,,,,1.546274,,,,,,,,,,,,,0553d492-967b-40f4-8bdd-e285767e1adb,1476,,,"[33.0, 58.6]",3901152,35,,,,-1.401018,,Right Foot,,,"[36.6, 37.6]",,Ground Pass,,21.306337,,,,Sylvain Armand,40699.0,,,,,,1,From Throw In,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,71,Rennes,134,['4d10253c-9f1e-45fb-9453-8e80fd31638a'],41,,,,,,,,,,,,,,,,Rennes,134,00:35:41.344,Pass,
,,,,,,,,,,,,,,,,,2.150086,,,,,,,,,,,,,a03484e1-c602-4039-99e2-be3cb50bab9b,1479,,,"[36.6, 37.6]",3901152,35,,,,2.1982846,,Left Foot,,,"[23.4, 55.8]",,Ground Pass,,22.482882,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,1,From Throw In,Sylvain Armand,40699.0,Left Center Back,71,Rennes,134,['86dd3be2-4622-40fd-8087-0e7cbdc97996'],45,,,,,,,,,,,,,,,,Rennes,134,00:35:45.459,Pass,
,,,,,,,,,,,,,,,,,0.968748,,,,,,,,,,,,,c7014040-499d-4182-9787-70d15ed7fdd3,1482,,,"[29.9, 56.5]",3901152,35,,,,0.029280333,,Right Foot,,,"[53.8, 57.2]",,Ground Pass,,23.91025,,,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,71,Rennes,134,['8d5c3be9-3214-462c-95e0-916710b86cf2'],50,,,,,,,,,,,,,,,,Rennes,134,00:35:50.448,Pass,
,,,,,,,,,,,,,,,,,1.163708,,,,,,,,,,,,,0a3f9358-627b-4bab-bc23-6976a5ff0f2d,1486,,,"[52.3, 56.9]",3901152,35,,,,-2.5514162,,Left Foot,,,"[41.7, 49.8]",,Ground Pass,,12.758135,,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Midfield,71,Rennes,134,"['964b8379-2f15-4eff-8867-5270ca25dce8', 'a8b44a9a-1c67-4455-9885-47cebadf4f5b']",52,,,,,,,,,,,,,,,,Rennes,134,00:35:52.083,Pass,True
,,,,,,,,,,,,,,,,,1.25065,,,,,,,,,,,,,f082782a-7ef7-49af-a575-43bbef7a23e4,1489,,,"[41.8, 49.6]",3901152,35,,,,-1.7598686,,Right Foot,,,"[38.7, 33.4]",,Ground Pass,,16.493938,,,,Sylvain Armand,40699.0,,,,,,1,From Throw In,Gélson da Conceição Tavares Fernandes,8672.0,Right Center Midfield,71,Rennes,134,['a54df7fe-cd3b-45fc-9cb2-ae3b7dfda697'],54,,,,,,,,,,,,,,,,Rennes,134,00:35:54.684,Pass,
,,,,,,,,,,,,,,,,,1.254045,,,,,,,,,,,,,d6964f8d-b533-48a7-9521-003482537a2d,1492,,,"[38.7, 33.4]",3901152,35,,,,-0.41863298,,Left Foot,,,"[61.4, 23.3]",,Low Pass,,24.845522,,,,Paul-Georges Ntep de Madiba,4900.0,,,,,,1,From Throw In,Sylvain Armand,40699.0,Left Center Back,71,Rennes,134,['6eeab582-4208-4133-8b87-a48d58c2e228'],57,,,,,,,,,,,,,,,,Rennes,134,00:35:57.135,Pass,
,,,,,,,,,,,,,,,,,1.338599,,,,,,,,,,,,,ccc45664-b44e-4b29-ab26-8709fb546759,1496,,,"[52.8, 24.8]",3901152,36,,,,-2.2336588,,Left Foot,,,"[43.9, 13.4]",,Ground Pass,,14.46271,,,,Cheikh M''Bengue,3424.0,,,,,,1,From Throw In,Paul-Georges Ntep de Madiba,4900.0,Left Midfield,71,Rennes,134,"['4b166617-27c0-49e6-a075-3b9f4bbe8664', 'bcdf4d52-832e-47e6-a85d-d5ea56a5c4cf']",0,,,,,,,,,,,,,,,,Rennes,134,00:36:00.750,Pass,True
,,,,,,,,,,,,,,,,,1.469898,,,,,,,,,,,,,67a34f88-6f09-4483-9570-019c0e8d99c1,1500,,,"[43.1, 13.0]",3901152,36,,,,2.2303326,,Left Foot,,,"[32.4, 26.8]",,Ground Pass,,17.462244,,,,Sylvain Armand,40699.0,,,,,,1,From Throw In,Cheikh M''Bengue,3424.0,Left Back,71,Rennes,134,"['43469223-d231-4a87-9293-db5cacd707f2', 'e62bf39d-7a8c-4ef1-8f90-3e744f759012']",2,,,,,,,,,,,,,,,,Rennes,134,00:36:02.828,Pass,True
,,,,,,,,,,,,,,,,,2.293419,,,,,,,,,,,,,ba142951-e6e0-44cb-976b-f4dc32aaa379,1503,,,"[32.8, 32.7]",3901152,36,,,,1.118797,,Left Foot,,,"[54.6, 77.6]",,High Pass,,49.912422,,,,Mehdi Zeffane,3195.0,,True,,,,1,From Throw In,Sylvain Armand,40699.0,Left Center Back,71,Rennes,134,['e968ad9e-31be-4ebf-b2cb-83c05d29ea14'],6,,,,,,,,,,,,,,,,Rennes,134,00:36:06.212,Pass,
,,,,,,,,,,,,,,,,,2.412871,,,,,,,,,,,,,49a16769-1ea8-479d-995d-d4103333a4fb,1515,,,"[91.1, 15.6]",3901152,36,,,,0.57623845,,Right Foot,True,,"[116.8, 32.3]",,Ground Pass,,30.649307,,Incomplete,,Ronny Rodelin,2955.0,,,Through Ball,True,Recovery,1,From Throw In,Saïdi Ntibazonkiza,106683.0,Left Midfield,71,Rennes,134,"['8e2a4a51-2550-4798-8e37-b0ae2ef829b2', 'f17f78c3-0982-4771-bfcd-eef14497bcdd']",17,,,,,,,,,,,,,,,,Caen,140,00:36:17.101,Pass,
,,,,,,,,,,,,,,,,,1.511198,,,,,,,,,,,,,d2cb9be0-0839-433f-bab6-0d295d502a21,1519,,,"[13.8, 51.0]",3901152,36,,,,0.2156417,,Keeper Arm,,,"[45.3, 57.9]",,High Pass,,32.24686,,,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Benoît Guy Robert Costil,3354.0,Goalkeeper,71,Rennes,134,['ec369562-f684-4ff4-b16b-bd1b133ecf8e'],24,,,,,,,,,,,,,,,,Rennes,134,00:36:24.511,Pass,
,,,,,,,,,,,,,,,,,0.805109,,,,,,,,,,,,,cae19c87-672a-46cf-9a95-5380a5a4da54,1522,,,"[48.1, 56.1]",3901152,36,,,,-0.62299925,,Right Foot,,,"[58.4, 48.7]",,Ground Pass,,12.682665,,Incomplete,,Benjamin André,2990.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Midfield,71,Rennes,134,"['3db1af90-78b5-475b-9025-1f5a73f9db47', '9435baaf-2db4-4a05-b7b9-576bd1c482d7']",27,,,,,,,,,,,,,,,,Rennes,134,00:36:27.420,Pass,
,,,,,,,,,,,,,,,,,2.821205,,,,,,,,,,,,,3db1af90-78b5-475b-9025-1f5a73f9db47,1525,,,"[61.7, 31.4]",3901152,36,,,,-0.95285785,,Left Foot,,,"[82.1, 2.7]",,High Pass,,35.211502,,Incomplete,,Saïdi Ntibazonkiza,106683.0,,,,,Recovery,1,From Throw In,Nicolas Seube,40698.0,Right Defensive Midfield,71,Rennes,134,"['3d885437-396c-42dc-85da-c3994cbe6257', 'adad7139-ddef-4d41-b319-b2c88584e578', 'b76451a6-5af1-4cd1-af09-d5a882d095b1', 'cae19c87-672a-46cf-9a95-5380a5a4da54']",28,,,,,,,,,,,,,,,,Caen,140,00:36:28.225,Pass,True
