bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8f14145c-5ece-4a93-9058-a180143de0a6,1,,,3829445,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 4469, 'name': ""Guy Adolphe N''Gosso Massouma""}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 4441, 'name': 'Billy Ketkeophomphone'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,46fc701b-7ca1-4d2f-9502-1aa7974c9474,2,,,3829445,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7323, 'name': 'Olivier Boscagli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 41041, 'name': 'Jonathan Correia Da Fonseca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 35}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,35714b73-b5ea-4b4e-996a-e78469920ea7,3,,,3829445,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,['f94269c4-6960-4f40-8ebf-75979952c4fd'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f94269c4-6960-4f40-8ebf-75979952c4fd,4,,,3829445,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,['35714b73-b5ea-4b4e-996a-e78469920ea7'],0,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7569a189-a203-47fc-ba3f-35b6c49e5226,1735,,,3829445,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,89,OGC Nice,136,['44eaed84-4bb7-496e-acde-4c694510130a'],0,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,44eaed84-4bb7-496e-acde-4c694510130a,1736,,,3829445,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,89,OGC Nice,136,['7569a189-a203-47fc-ba3f-35b6c49e5226'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.788032,,,,,,,,,,,,,1846d45c-2e4c-42ee-9466-4ebadd7e1d33,5,,"[61.0, 40.1]",3829445,0,,,,,-1.8417432,,Right Foot,,,"[60.5, 38.3]",,Ground Pass,,1.8681542,,,,Thomas Mangani,3185.0,,,,Kick Off,1,From Kick Off,Gilles Sunu,3111.0,Center Forward,2,Angers,145,['0220ca2f-5a8d-4520-9d42-f64d52cba941'],0,,,,,,,,,,,,,,,,,Angers,145,00:00:00.343,Pass,
,,,,,,,,,,,,,,,,1.188094,,,,,,,,,,,,,d87b21a0-8c76-42b2-82e8-2a9fae2b1e94,7,,"[60.5, 38.2]",3829445,0,,,,,2.5364392,,Left Foot,,,"[47.2, 47.4]",,Ground Pass,,16.171888,,,,Cheikh N''Doye,5676.0,,,,,1,From Kick Off,Thomas Mangani,3185.0,Left Center Midfield,2,Angers,145,['96341993-d843-4ba5-8472-6d6c0281c669'],1,,,,,,,,,,,,,,,,,Angers,145,00:00:01.131,Pass,
,,,,,,,,,,,,,,,,1.869802,,,,,,,,,,,,,91e77018-b46e-4316-937b-52764af69f4c,9,,"[49.4, 47.4]",3829445,0,,,,,-0.62548506,,Right Foot,,,"[78.2, 26.6]",,High Pass,,35.525764,,,,Abdoul Razzagui Camara,3078.0,,,,,1,From Kick Off,Cheikh N''Doye,5676.0,Right Center Midfield,2,Angers,145,['2b6b88cb-cbe0-41cb-841a-6e50fe8fe09c'],2,,,,,,,,,,,,,,,,,Angers,145,00:00:02.319,Pass,
,,,,,,,,,,,,,,,,4.324686,,,,,,,,,,,,,2130fd12-640f-48c9-b6c1-f45b4b9dc936,11,,"[78.2, 26.6]",3829445,0,,,,,0.8565757,,No Touch,,,"[103.6, 55.9]",,High Pass,,38.776928,True,Incomplete,,Gilles Sunu,3111.0,,,,,1,From Kick Off,Abdoul Razzagui Camara,3078.0,Left Midfield,2,Angers,145,"['63924725-2dc6-4751-8760-cbf96c116bc0', 'aab0a933-f2c1-4b7f-8d1f-feab4acab04b']",4,,,,,,,,,,,,,,,,,Angers,145,00:00:04.188,Pass,
