50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.77293,,,,,,,,,,,,,8057d303-1c3e-4243-af3a-aeb643798c74,17,,"[11.4, 45.7]",3901251,0,,,,,-1.4174055,,Right Foot,,,"[16.1, 15.3]",Low Pass,,30.761177,,,,,Karim Rekik,8572.0,,,,,,,1,From Kick Off,Steve Mandanda,3543.0,Goalkeeper,2,Marseille,147,['f81eada3-721c-458a-a896-a50b62cafaf8'],13,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:13.783,Pass,
,,,,,,,,,,,,,,,,,1.242401,,,,,,,,,,,,,ff7dfb09-730e-4303-91bc-f2e7f27fcb5e,20,,"[22.7, 15.3]",3901251,0,,,,,1.3413336,,Left Foot,,,"[25.9, 29.0]",Ground Pass,,14.06876,,,,,Lassana Diarra,3181.0,,,,,,,1,From Kick Off,Karim Rekik,8572.0,Left Center Back,2,Marseille,147,['7e7e7d61-2bf2-4d36-b7e4-8f10724bc234'],17,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:17.360,Pass,
,,,,,,,,,,,,,,,,,1.646825,,,,,,,,,,,,,5f35e029-22c5-4560-af85-35e4d23c8ca5,23,,"[25.5, 23.9]",3901251,0,,,,,-1.5314907,,Right Foot,,,"[26.2, 6.1]",Ground Pass,,17.813759,,,,,Karim Rekik,8572.0,,,,,,,1,From Kick Off,Lassana Diarra,3181.0,Left Defensive Midfield,2,Marseille,147,['24fddbc2-bd57-49d1-97b0-f1d44553d594'],19,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:19.818,Pass,
,,,,,,,,,,,,,,,,,2.532111,,,,,,,,,,,,,a141f2c7-136d-4a77-a5de-622d9f70c78c,26,,"[26.2, 12.1]",3901251,0,,,,,2.1271265,,Left Foot,,,"[11.4, 35.9]",Ground Pass,,28.026417,,,,,Steve Mandanda,3543.0,,,,,,,1,From Kick Off,Karim Rekik,8572.0,Left Center Back,2,Marseille,147,['4e58cd96-1ad9-4a64-8d92-3644cbf27c05'],21,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:21.850,Pass,
,,,,,,,,,,,,,,,,,1.468463,,,,,,,,,,,,,fc461c2e-7d34-4e77-a623-fe26d8748ebb,29,,"[13.1, 43.8]",3901251,0,,,,,1.0435092,,Right Foot,,,"[22.3, 59.6]",Ground Pass,,18.283325,,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,,1,From Kick Off,Steve Mandanda,3543.0,Goalkeeper,2,Marseille,147,['90a001d2-281b-4ddd-93cd-7fd16b43d8d9'],26,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:26.549,Pass,
,,,,,,,,,,,,,,,,,0.964489,,,,,,,,,,,,,9ba15080-032f-42c1-833c-684c56945d09,32,,"[25.1, 61.8]",3901251,0,,,,,-1.2964144,,Right Foot,,,"[28.9, 48.3]",Ground Pass,,14.024621,,,,,Lassana Diarra,3181.0,,,,,,,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Marseille,147,['19f66721-5754-47c5-9bad-6220ee1961c4'],28,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:28.961,Pass,
,,,,,,,,,,,,,,,,,1.236411,,,,,,,,,,,,,de1c2e00-8e91-4312-b8ac-19682a72b250,35,,"[29.8, 49.6]",3901251,0,,,,,1.0228168,,Right Foot,,,"[42.8, 70.9]",Ground Pass,,24.953756,,,,,Abdelaziz Barrada,23933.0,,,,,,,1,From Kick Off,Lassana Diarra,3181.0,Left Defensive Midfield,2,Marseille,147,['021b2c37-2e7f-46cb-ba59-3217dfb1d1c6'],31,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:31.684,Pass,
,,,,,,,,,,,,,,,,,0.687078,,,,,,,,,,,,,7566e2ea-7cd2-4ed1-81a1-58865b6aa864,38,,"[51.2, 76.7]",3901251,0,,,,,-0.606481,,Right Foot,,,"[62.3, 69.0]",Ground Pass,,13.509256,,,,,Florian Thauvin,3254.0,,,,,,,1,From Kick Off,Abdelaziz Barrada,23933.0,Right Defensive Midfield,2,Marseille,147,['cf2f1f98-da15-477c-a20c-80dab63a048d'],34,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:34.866,Pass,
,,,,,,,,,,,,,,,,,1.231691,,,,,,,,,,,,,fe3ce25f-0dfa-4199-8f36-abb007f2bbc2,41,,"[62.7, 68.4]",3901251,0,,,,,0.91252834,,Left Foot,,,"[68.5, 75.9]",Ground Pass,,9.481033,,,Incomplete,,Abdelaziz Barrada,23933.0,,,,,,,1,From Kick Off,Florian Thauvin,3254.0,Right Wing,2,Marseille,147,"['13f4cc9f-7530-42d0-b17f-bde769f7e9e3', 'e779dac6-1a67-4b4b-9227-70d19a29ba16']",35,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:35.633,Pass,
,,,,,,,,,,,,,,,,,1.890744,,,,,,,,,,,,,ba5d6dc6-2f7d-4243-8453-30bb16f1c85d,44,,"[66.6, 80.0]",3901251,0,,,,,-2.7203088,,,,,"[45.4, 70.5]",Low Pass,,23.23123,,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,Throw-in,1,From Throw In,Brice Dja Djédjé,7857.0,Right Back,3,Marseille,147,['a0bf0dbf-51e0-4599-85a4-af0b2062a48e'],51,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:51.153,Pass,
,,,,,,,,,,,,,,,,,2.366635,,,,,,,,,,,,,b9f087ba-f398-44bc-a401-caa5a1d9f25e,47,,"[40.9, 67.5]",3901251,0,,,,,-1.5883384,,Right Foot,,,"[40.3, 33.3]",Ground Pass,,34.20526,,,,,Karim Rekik,8572.0,,,,,,,1,From Throw In,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,3,Marseille,147,['16b3d5d5-32cd-4d9f-b580-9ef07f07fa00'],53,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:53.967,Pass,
,,,,,,,,,,,,,,,,,1.188139,,,,,,,,,,,,,d96e667b-e869-488a-930f-211c03fe76ef,50,,"[44.3, 28.0]",3901251,0,,,,,-0.13978587,,Left Foot,,,"[64.2, 25.2]",Ground Pass,,20.09602,,,Incomplete,,Steven Fletcher,9554.0,,,,,,,1,From Throw In,Karim Rekik,8572.0,Left Center Back,3,Marseille,147,"['7ae167ea-a6e4-4b6a-b435-de3e9b0bb842', 'c64a8f7d-ab26-4ab1-97dc-afd87ab16e19']",58,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:58.227,Pass,
,,,,,,,,,,,,,,,,,0.696241,,,,,,,,,,,,,32323552-f5cd-4156-88c3-114806fe1769,55,,"[68.5, 55.4]",3901251,1,,,,,-1.7798193,,Right Foot,,,"[67.8, 52.1]",Ground Pass,,3.3734255,,,,,Prince Oniangué,4545.0,,,,,,,1,Regular Play,Nicolas de Roussel de Préville,4383.0,Right Midfield,4,Stade de Reims,156,['cf986601-984c-43d0-99fe-d4cc1e406a6c'],2,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:02.296,Pass,
,,,,,,,,,,,,,,,,,0.995423,,,,,,,,,,,,,dad6da4d-3d34-4c22-9d67-0897c75fda7c,58,,"[68.5, 51.1]",3901251,1,,,,,-2.3276308,,Right Foot,,,"[63.4, 45.7]",Ground Pass,,7.427651,,,,,Jaba Kankava,46801.0,,,,,,,1,Regular Play,Prince Oniangué,4545.0,Right Center Midfield,4,Stade de Reims,156,['7252850c-d639-4a18-8940-f47ef82a6531'],3,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:03.514,Pass,
,,,,,,,,,,,,,,,,,1.685409,,,,,,,,,,,,,6e81d3b6-394e-404e-96ab-99ae8a3c7335,61,,"[68.7, 56.0]",3901251,1,,,,,1.5803199,,Left Foot,,,"[68.5, 77.0]",Ground Pass,,21.000952,,,,,Antoine Conte,131849.0,,,,,,,1,Regular Play,Jaba Kankava,46801.0,Left Center Midfield,4,Stade de Reims,156,['2eeed0f6-53db-4e04-a4b7-8f58cfd3b478'],6,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:06.588,Pass,
,,,,,,,,,,,,,,,,,1.297437,,,,,,,,,,,,,abb09d1c-8a4f-4bc8-a64f-c78445dad46e,64,,"[68.5, 77.2]",3901251,1,,,True,,0.5771922,,Right Foot,,,"[72.8, 80.0]",Ground Pass,,5.1312766,,,Injury Clearance,,,,,,,,,,1,Regular Play,Antoine Conte,131849.0,Right Back,4,Stade de Reims,156,,8,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:08.354,Pass,
,,,,,,,,,,,,,,,,,7.014808,,,,,,,,,,,,,7d599996-5f29-431d-ab5a-13bcbf3375a4,67,,"[48.2, 0.1]",3901251,1,,True,,,0.14897528,,,,,"[105.5, 8.7]",High Pass,,57.94178,,,Injury Clearance,,,,,,,,,Throw-in,1,From Throw In,Benjamin Mendy,3261.0,Left Back,5,Marseille,147,,22,,,,,,,,,,,,,,,,,,,Marseille,147,00:01:22.954,Pass,
,,,,,,,,,,,,,,,,,1.567461,,,,,,,,,,,,,867a5a78-21ee-4f0f-b81b-7aa4aa2218f1,69,,"[13.3, 57.5]",3901251,1,,,,,0.90338856,,Keeper Arm,,,"[27.8, 75.9]",Ground Pass,,23.426695,,,,,Aïssa Mandi,6648.0,,,,,,,1,Regular Play,Kossi Agassa,401454.0,Goalkeeper,6,Stade de Reims,156,['6551c758-af52-4ac7-aabb-2e5ce4506bda'],39,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:39.088,Pass,
,,,,,,,,,,,,,,,,,1.901381,,,,,,,,,,,,,54fb102e-d224-4741-a10f-69f9724a2f42,73,,"[44.1, 78.2]",3901251,1,,,,,-0.16962492,,Right Foot,,,"[80.3, 72.0]",High Pass,,36.7271,,,,,Grejohn Kyei,7367.0,,,,,,,1,Regular Play,Aïssa Mandi,6648.0,Right Center Back,6,Stade de Reims,156,['93c9e626-87c9-4159-8a9b-3f0c73a91151'],42,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:42.881,Pass,
,,,,,,,,,,,,,,,,,2.536513,,,,,,,,,,,,,c83c282c-0e57-4cb6-a67c-9ba7130740b2,76,,"[84.7, 73.5]",3901251,1,,,,,0.03584122,,Right Foot,,,"[109.8, 74.4]",Ground Pass,,25.11613,,,Incomplete,,Prince Oniangué,4545.0,,,,,,,1,Regular Play,Grejohn Kyei,7367.0,Center Forward,6,Stade de Reims,156,"['31c0acc1-d125-408d-a85c-260be26737af', '5f14cec5-ff95-4624-b263-2602354bfd5a']",47,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:47.472,Pass,
,,,,,,,,,,,,,,,,,1.335128,,,,,,,,,,,,,f3320c05-3aad-4e5a-ad25-e399b2524843,80,,"[94.2, 80.0]",3901251,1,,,,,-0.56759727,,,,,"[109.1, 70.5]",Low Pass,,17.67088,,,,,Grejohn Kyei,7367.0,,,,,,Throw-in,1,From Throw In,Antoine Conte,131849.0,Right Back,7,Stade de Reims,156,['44710dfc-e172-4870-9c57-19b30a12ad64'],58,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:58.909,Pass,
,,,,,,,,,,,,,,,,,0.950743,,,,,,,,,,,,,e0eb8eae-42fe-47c4-a63d-aaf78f9603b5,83,,"[110.2, 71.0]",3901251,2,,,,,2.2489157,,Right Foot,,,"[104.4, 78.2]",Ground Pass,,9.24554,,,,,Antoine Conte,131849.0,,,,,,,1,From Throw In,Grejohn Kyei,7367.0,Center Forward,7,Stade de Reims,156,['a1c37c43-0de1-4803-8b02-6e5c01c0c945'],2,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:02.127,Pass,
,,,,,,,,,,,,,,,,,1.539365,,,,,,,,,,,,,d9c5e289-cbf2-4335-88d5-4eabc929605f,86,,"[115.3, 78.0]",3901251,2,,,,,-1.6343898,99e2762b-b535-4260-8a2d-08194320037e,Right Foot,True,,"[112.6, 35.6]",High Pass,,42.48588,,,,,Diego Rigonato Rodrigues,7363.0,True,,True,,,,1,From Throw In,Antoine Conte,131849.0,Right Back,7,Stade de Reims,156,['febffe19-ad4b-4236-9b8b-0688a7de407d'],4,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:04.101,Pass,
,,,,,,,,,,,,,,,,,1.011072,,,,,,,,,,,,,b9c69738-787e-42a3-81c8-b936059c0aaa,90,,"[6.0, 44.0]",3901251,2,,True,,,1.5034138,,Left Foot,,,"[7.1, 60.3]",Ground Pass,,16.337074,,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,Goal Kick,1,From Goal Kick,Steve Mandanda,3543.0,Goalkeeper,8,Marseille,147,['8a2d99a8-7138-462e-b403-5fa5118c01fa'],20,,,,,,,,,,,,,,,,,,,Marseille,147,00:02:20.862,Pass,
,,,,,,,,,,,,,,,,,1.025234,,,,,,,,,,,,,25018494-1213-4e77-af80-7519b6fe429b,92,,"[7.1, 59.8]",3901251,2,,True,,,-1.7429872,,Right Foot,,,"[3.9, 41.4]",Ground Pass,,18.676188,,,,,Steve Mandanda,3543.0,,,,,,,1,From Goal Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,8,Marseille,147,['aef670aa-8808-45f0-b3da-e47b5e83d3e3'],21,,,,,,,,,,,,,,,,,,,Marseille,147,00:02:21.952,Pass,
,,,,,,,,,,,,,,,,,2.675545,,,,,,,,,,,,,03de51fe-c1d5-4a85-8be1-e8d4a24b932e,94,,"[19.5, 44.4]",3901251,2,,,,,0.8136038,,Left Foot,,,"[50.5, 77.2]",High Pass,,45.131363,,,,,Brice Dja Djédjé,7857.0,,,,,,,1,From Goal Kick,Steve Mandanda,3543.0,Goalkeeper,8,Marseille,147,['b4892b6a-3138-4bb6-b829-5e29f957fc19'],29,,,,,,,,,,,,,,,,,,,Marseille,147,00:02:29.155,Pass,
,,,,,,,,,,,,,,,,,0.854819,,,,,,,,,,,,,42c46a1d-f85b-4d57-81de-6f245ced0da3,97,,"[57.2, 73.1]",3901251,2,,,,,-0.45556152,,Right Foot,,,"[72.1, 65.8]",Ground Pass,,16.592167,,,,,Florian Thauvin,3254.0,,,,,,,1,From Goal Kick,Brice Dja Djédjé,7857.0,Right Back,8,Marseille,147,['1f366c02-3463-4ea7-816c-dcf00eb5a7d2'],33,,,,,,,,,,,,,,,,,,,Marseille,147,00:02:33.839,Pass,
,,,,,,,,,,,,,,,,,0.849237,,,,,,,,,,,,,f32f000f-351c-462d-a978-ae0502173ee7,100,,"[68.9, 69.9]",3901251,2,,,,,3.056691,,Left Foot,,,"[59.5, 70.7]",Ground Pass,,9.433981,,,,,Brice Dja Djédjé,7857.0,,,,,,,1,From Goal Kick,Florian Thauvin,3254.0,Right Wing,8,Marseille,147,['c61e2776-93fc-4e81-9b1f-c51f0bf5685a'],35,,,,,,,,,,,,,,,,,,,Marseille,147,00:02:35.489,Pass,
,,,,,,,,,,,,,,,,,0.816946,,,,,,,,,,,,,f7cf5960-3535-4153-b178-1901f15bf9a2,104,,"[59.5, 70.5]",3901251,2,,,,,-2.1152534,,Right Foot,,,"[52.9, 59.6]",Ground Pass,,12.742449,,,,,Abdelaziz Barrada,23933.0,,,,,,,1,From Goal Kick,Brice Dja Djédjé,7857.0,Right Back,8,Marseille,147,['d34a82a6-34e2-4106-b701-406c0c2ca61e'],36,,,,,,,,,,,,,,,,,,,Marseille,147,00:02:36.939,Pass,
,,,,,,,,,,,,,,,,,0.44852,,,,,,,,,,,,,299e8f38-cc10-4792-979a-c33d707ce1b6,108,,"[56.1, 46.3]",3901251,2,,,,,-0.5317241,,Left Foot,,,"[62.9, 42.3]",Ground Pass,,7.889233,,,Incomplete,,Steven Fletcher,9554.0,,,,,,,1,From Goal Kick,Abdelaziz Barrada,23933.0,Right Defensive Midfield,8,Marseille,147,"['af94e4fd-83b1-4269-aa8b-70c1bcd97456', 'e7c71026-84e4-4c0e-b7a2-46f6de71975c', 'ee792c77-b8e6-4ea6-b36c-709d3cd57854']",39,,,,,,,,,,,,,,,,,,,Marseille,147,00:02:39.604,Pass,True
,,,,,,,,,,,,,,,,,1.490365,,,,,,,,,,,,,17a4f786-65f2-4b82-a3a6-cb3c211d4892,111,,"[54.0, 47.4]",3901251,2,,,,,1.3854483,,Right Foot,,,"[58.5, 71.4]",Ground Pass,,24.41823,,,,,Brice Dja Djédjé,7857.0,,,,,,Recovery,1,From Goal Kick,Lassana Diarra,3181.0,Left Defensive Midfield,8,Marseille,147,['8c3016a6-40bd-4af8-aa68-88e50cb78e2f'],41,,,,,,,,,,,,,,,,,,,Marseille,147,00:02:41.519,Pass,
,,,,,,,,,,,,,,,,,1.401117,,,,,,,,,,,,,f63748fa-8d0c-40a1-9d91-44eb5e4684da,114,,"[62.7, 69.9]",3901251,2,,,,,-0.627539,,Right Foot,,,"[76.9, 59.6]",Ground Pass,,17.542234,,,Unknown,,,,,,,,,,1,From Goal Kick,Brice Dja Djédjé,7857.0,Right Back,8,Marseille,147,,43,,,,,,,,,,,,,,,,,,,Marseille,147,00:02:43.869,Pass,
,,,,,,,,,,,,,,,,,3.281503,,,,,,,,,,,,,f912c5aa-7a04-40f4-aa23-a29b5bef344a,118,,"[77.7, 58.3]",3901251,3,,True,,,-2.0934472,,Right Foot,,,"[72.4, 49.1]",Ground Pass,,10.617438,,,,,Lassana Diarra,3181.0,,,,,,Free Kick,1,From Free Kick,Abdelaziz Barrada,23933.0,Right Defensive Midfield,9,Marseille,147,['371ac57a-0e0b-4f24-977e-016df890a0c2'],2,,,,,,,,,,,,,,,,,,,Marseille,147,00:03:02.869,Pass,
