50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,be4263a1-44a5-491e-9278-958d14dbbf55,1,,,3901182,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 4380, 'name': 'Guillaume Gillet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 401478, 'name': 'Rémi Gomis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 31687, 'name': 'Adryan Oliveira Tavares'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3e2dd0ea-8b3f-41d0-9add-6565846a4b25,2,,,3901182,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3432, 'name': 'Alexandre Letellier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 401482, 'name': 'Gaël Angoula'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3071, 'name': 'Pierrick Capelle'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 4441, 'name': 'Billy Ketkeophomphone'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,77a4c272-ee5e-4bd7-85e5-b8ef6d98ed21,3,,,3901182,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['ed36f99b-e4a1-40c9-bb93-2383fca8c2b0'],0,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ed36f99b-e4a1-40c9-bb93-2383fca8c2b0,4,,,3901182,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['77a4c272-ee5e-4bd7-85e5-b8ef6d98ed21'],0,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,05def840-37d2-487c-b87c-a8a14c233816,1886,,,3901182,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,105,Nantes,144,['84a09b5f-ccb2-47bf-bea5-3ae24db11c2b'],0,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,84a09b5f-ccb2-47bf-bea5-3ae24db11c2b,1887,,,3901182,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,105,Nantes,144,['05def840-37d2-487c-b87c-a8a14c233816'],0,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.340932,,,,,,,,,,,,03f2fec2-4e6f-45da-a982-90c0328ffe9d,5,,"[60.0, 40.0]",3901182,0,,,,,1.8925469,,Right Foot,,,"[59.1, 42.7]",,Ground Pass,,2.8460498,,,,,Kolbeinn Sigþórsson,6284.0,,,,,Kick Off,1,From Kick Off,Emiliano Sala,3114.0,Right Center Forward,2,Nantes,144,['4851e1da-6aee-4ff7-841a-280024698527'],0,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.511,Pass,
,,,,,,,,,,,,,,,,,,1.084256,,,,,,,,,,,,0949458e-e870-45e3-a676-27247758a629,7,,"[59.5, 42.5]",3901182,0,,,,,-2.3498251,,Right Foot,,,"[43.9, 26.7]",,Ground Pass,,22.203604,,,,,Rémi Gomis,401478.0,,,,,,1,From Kick Off,Kolbeinn Sigþórsson,6284.0,Left Center Forward,2,Nantes,144,['5a71b306-0a9b-4293-b9f2-c9507a2dd1f7'],0,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.852,Pass,
,,,,,,,,,,,,,,,,,,2.194333,,,,,,,,,,,,38286ea2-a99a-4e11-a4b8-9e0bd9e08a93,9,,"[43.9, 25.2]",3901182,0,,,,,-1.4880165,,Right Foot,,,"[45.8, 2.3]",,Ground Pass,,22.978685,,,,,Wilfried Moimbé,4249.0,,,,,,1,From Kick Off,Rémi Gomis,401478.0,Left Defensive Midfield,2,Nantes,144,['e09d1cac-5ddd-4fee-90ab-18f85e2fff06'],1,,,,,,,,,,,,,,,,,,Nantes,144,00:00:01.936,Pass,
,,,,,,,,,,,,,,,,,,1.412697,,,,,,,,,,,,1a7ced30-5102-4020-a84f-4431dcd4f6fa,15,,"[47.8, 0.1]",3901182,0,,,,,0.08758026,,,,,"[68.3, 1.9]",,High Pass,,20.578873,,,,,Adryan Oliveira Tavares,31687.0,,,,,Throw-in,1,From Throw In,Wilfried Moimbé,4249.0,Left Back,3,Nantes,144,['7a349ed6-eb87-49c4-b720-9d8b9697adb6'],10,,,,,,,,,,,,,,,,,,Nantes,144,00:00:10.520,Pass,
