50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,80f09b31-7a19-444c-9178-84f3fb49b8b8,1,,,,3901240,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 12}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,15361688-9053-4391-9c38-8b810e1f7e4c,2,,,,3901240,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 40697, 'name': 'Mounir Obbadi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3425, 'name': 'Morgan Amalfitano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 31}, {'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c44e8853-cef2-43b6-8c66-784dac7d58da,3,,,,3901240,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['cabfa71e-3c69-4e57-b103-5f7d4a93eef2'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cabfa71e-3c69-4e57-b103-5f7d4a93eef2,4,,,,3901240,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['c44e8853-cef2-43b6-8c66-784dac7d58da'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6a808726-f585-455c-8775-9b01c0e2aeb3,2041,,,,3901240,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Lorient,165,['28cacbc7-7ffb-4c1b-9319-2c7160324301'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,28cacbc7-7ffb-4c1b-9319-2c7160324301,2042,,,,3901240,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Lorient,165,['6a808726-f585-455c-8775-9b01c0e2aeb3'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.119603,,,,,,,,,,,,,01a89418-ce79-4619-8175-f624fb24a464,5,,,"[60.0, 40.0]",3901240,0,,,,,1.7415315,,Right Foot,,,"[59.5, 42.9]",,Ground Pass,,2.942788,,,Sofiane Boufal,3625.0,,,,,Kick Off,1,From Kick Off,Éderzito António Macedo Lopes,15996.0,Center Forward,2,Lille,143,['91a67814-027d-44c2-abd7-51b7e5b63ffa'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.432,Pass,
,,,,,,,,,,,,,,,,,,0.736745,,,,,,,,,,,,,5e104a1a-ccaf-4498-96ce-253d16ac4bea,9,,,"[65.3, 17.5]",3901240,0,,,,,-2.1489568,,Right Foot,,,"[57.6, 5.7]",,Ground Pass,,14.090068,,,Mounir Obbadi,40697.0,,,,,,1,From Kick Off,Sofiane Boufal,3625.0,Left Wing,2,Lille,143,"['9b7d1dd2-8bf0-41bf-9e3f-ae07937f85b7', 'feadbbd5-448d-4e0a-a09e-37c9c06f36a2']",4,,,,,,,,,,,,,,,,,Lille,143,00:00:04.428,Pass,True
,,,,,,,,,,,,,,,,,,2.328923,,,,,,,,,,,,,70f11b3d-a225-4ed4-aee9-e625b38dff30,12,,,"[57.6, 5.7]",3901240,0,,,,,2.5666668,,Right Foot,,,"[30.9, 23.0]",,Ground Pass,,31.814777,,,Bakary Adama Soumaoro,3677.0,,,,,,1,From Kick Off,Mounir Obbadi,40697.0,Left Center Midfield,2,Lille,143,['5e89fe0d-9def-4501-b0b4-ac31d4fb29bd'],7,,,,,,,,,,,,,,,,,Lille,143,00:00:07.108,Pass,
,,,,,,,,,,,,,,,,,,1.020041,,,,,,,,,,,,,8e0551ef-5f02-4ba4-ade2-340d7666ff60,15,,,"[29.4, 23.2]",3901240,0,,,,,1.2036225,,Right Foot,,,"[36.9, 42.7]",,Ground Pass,,20.892582,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,1,From Kick Off,Bakary Adama Soumaoro,3677.0,Left Center Back,2,Lille,143,['68e47600-1274-4e6b-b98b-b2113d7316b7'],10,,,,,,,,,,,,,,,,,Lille,143,00:00:10.700,Pass,
