50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fd2eb013-7c91-4567-befa-ff2e2e3813df,1,,,,3901192,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 401489, 'name': 'Jussiê Ferreira Vieira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 3356, 'name': 'Valentín Vada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e7d2f385-a0aa-4e75-908b-5f4a6dc40b21,2,,,,3901192,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9b2913c4-f473-4559-b994-6a748e80b481,3,,,,3901192,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['ecf0ea2c-0ddb-478a-8337-45c1ab560575'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ecf0ea2c-0ddb-478a-8337-45c1ab560575,4,,,,3901192,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['9b2913c4-f473-4559-b994-6a748e80b481'],0,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ef37818e-9336-4db2-a13f-e9708b0df34b,1854,,,,3901192,45,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,93,Bordeaux,146,['02347b68-145e-47ae-bd8f-05347b451d3f'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,02347b68-145e-47ae-bd8f-05347b451d3f,1855,,,,3901192,45,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,93,Bordeaux,146,['ef37818e-9336-4db2-a13f-e9708b0df34b'],0,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.864197,,,,,,,,,,,,,,bb263a27-cd3a-4a7a-9e34-773d15816be2,5,,,"[60.0, 40.0]",3901192,0,True,,,1.6814536,,Right Foot,,,"[59.8, 41.8]",,Ground Pass,,1.811077,,,,Julian Palmieri,4508.0,,,,Kick Off,1,From Kick Off,Gaël Danic,7349.0,Center Attacking Midfield,2,Bastia,2736,['2d5e90b2-2393-43b2-8852-4ce7fec6b109'],0,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.338,Pass,
,,,,,,,,,,,,,,,1.88951,,,,,,,,,,,,,,cbfadcb6-e212-44c4-8c94-9bb2ff3aa9d1,7,,,"[59.1, 41.2]",3901192,0,,,,-2.887372,,Right Foot,,,"[46.4, 37.9]",,Ground Pass,,13.1217375,,,,François Modesto,401194.0,,,,,1,From Kick Off,Julian Palmieri,4508.0,Left Center Midfield,2,Bastia,2736,['5a22c2b3-2919-4f88-879c-0f083fb4e1e6'],1,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:01.202,Pass,
,,,,,,,,,,,,,,,3.145985,,,,,,,,,,,,,,5a309605-48b0-4924-8659-e604d8dadc86,10,,,"[46.4, 37.9]",3901192,0,,,,0.3298565,,Right Foot,,,"[87.0, 51.8]",,High Pass,,42.913517,,,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,1,From Kick Off,François Modesto,401194.0,Center Defensive Midfield,2,Bastia,2736,['60d56753-bc40-4b6b-8839-14c38686946c'],3,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:03.167,Pass,
,,,,,,,,,,,,,,,2.147281,,,,,,,,,,,,,,8668af20-f059-48f1-8134-e4fad8d7a9dd,13,,,"[87.2, 51.8]",3901192,0,,,True,1.033353,,,,,"[99.0, 71.6]",,High Pass,,23.049513,,,,Floyd Ayité,15689.0,,,,,1,From Kick Off,Evaeverson Lemos da Silva Brandão,401541.0,Left Center Forward,2,Bastia,2736,"['765c39d1-278d-4f77-b6a2-688ae59def59', 'a3abdd34-d1c9-474c-8651-5f7899db25bb']",6,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:06.313,Pass,True
