50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8dd32301-ee5a-4a4b-a7c5-1ba78bc0e1e8,1,,,3829501,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 4464, 'name': 'Adama Traoré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,82a9270c-b519-41b3-93d3-20f9bc3c96d2,2,,,3829501,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}, {'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4b2dee5d-9840-4493-9a04-c3f928a8fd70,3,,,3829501,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['235cd304-f00d-42b9-8656-8273155b5913'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,235cd304-f00d-42b9-8656-8273155b5913,4,,,3829501,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['4b2dee5d-9840-4493-9a04-c3f928a8fd70'],0,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,20227855-d152-46e7-946f-0a12005fcc91,1656,,,3829501,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,AS Monaco,129,['1fc0ae05-f469-4216-90de-3424b73c5e3d'],0,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1fc0ae05-f469-4216-90de-3424b73c5e3d,1657,,,3829501,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,AS Monaco,129,['20227855-d152-46e7-946f-0a12005fcc91'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.696894,,,,,,,,,,,,,,,aff371af-5c2a-4823-be3b-54f2633472bf,5,,"[60.0, 40.0]",3829501,0,,,,,-1.6730031,,Right Foot,,,,"[59.6, 36.1]",,Ground Pass,,3.9204593,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,Kick Off,1,From Kick Off,Stephan El Shaarawy,6979.0,Center Forward,2,AS Monaco,129,['185015b6-cb78-48a4-9ab8-fdb404afe5eb'],1,,,,,,,,,,,,,,,,AS Monaco,129,00:00:01.169,Pass,
,,,,,,,,,,,,,,,,1.916293,,,,,,,,,,,,,,,48528da5-770c-4fd4-8182-811f0171aafc,8,,"[57.2, 35.7]",3829501,0,,,,,-1.9030527,,Left Foot,,,,"[46.4, 4.4]",,Ground Pass,,33.110874,,,,Fábio Alexandre da Silva Coentrão,19047.0,,,,,,1,From Kick Off,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Center Attacking Midfield,2,AS Monaco,129,['c7c98239-b16a-49e3-acb8-3f148a3e2ef6'],2,,,,,,,,,,,,,,,,AS Monaco,129,00:00:02.632,Pass,
,,,,,,,,,,,,,,,,1.090336,,,,,,,,,,,,,,,fa2e3416-0747-4534-9a8c-5d03b98823e7,11,,"[47.0, 4.4]",3829501,0,,,,,1.0590575,,Left Foot,,,,"[55.2, 19.0]",,Ground Pass,,16.745148,,,,Adama Traoré,4464.0,,,,,,1,From Kick Off,Fábio Alexandre da Silva Coentrão,19047.0,Left Back,2,AS Monaco,129,['0ce87ba3-fc56-4978-a940-3393d17031bb'],5,,,,,,,,,,,,,,,,AS Monaco,129,00:00:05.286,Pass,
,,,,,,,,,,,,,,,,1.315897,,,,,,,,,,,,,,,14b4de7e-666d-47b8-96fd-ed754974aacb,14,,"[51.4, 15.6]",3829501,0,,,,,-3.0791738,,Left Foot,,,,"[29.0, 14.2]",,Ground Pass,,22.443707,,,,Andrea Raggi,3374.0,,,,,,1,From Kick Off,Adama Traoré,4464.0,Left Defensive Midfield,2,AS Monaco,129,['c459ce88-d434-42b7-8eb8-9c2726fe8707'],8,,,,,,,,,,,,,,,,AS Monaco,129,00:00:08.286,Pass,
,,,,,,,,,,,,,,,,1.946075,,,,,,,,,,,,,,,8a72486e-ebde-42c3-9353-954797fbf8da,17,,"[29.6, 15.9]",3829501,0,,,,,1.7159226,,Right Foot,,,,"[25.8, 41.9]",,Ground Pass,,26.276224,,,,Wallace Fortuna dos Santos,8277.0,,,,,,1,From Kick Off,Andrea Raggi,3374.0,Left Center Back,2,AS Monaco,129,['a8aef38b-d1dd-4976-9f12-6505017c565a'],10,,,,,,,,,,,,,,,,AS Monaco,129,00:00:10.786,Pass,
,,,,,,,,,,,,,,,,1.522853,,,,,,,,,,,,,,,6945533e-e487-4abe-a393-1a0e9ea30985,20,,"[42.8, 59.3]",3829501,0,,,,,0.6893979,,Left Foot,,,,"[57.6, 71.5]",,Ground Pass,,19.180199,,,,Fábio Henrique Tavares,3247.0,,,,,,1,From Kick Off,Wallace Fortuna dos Santos,8277.0,Right Center Back,2,AS Monaco,129,['a586cb0c-39d0-4ea1-bd22-63a0706685b2'],16,,,,,,,,,,,,,,,,AS Monaco,129,00:00:16.790,Pass,
,,,,,,,,,,,,,,,,1.527631,,,,,,,,,,,,,,,0d7ebc36-600d-46c3-85e4-5c70f5a59ec7,23,,"[61.9, 71.5]",3829501,0,,,,,-0.2019701,,Right Foot,,,,"[82.9, 67.2]",,Low Pass,,21.435719,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,1,From Kick Off,Fábio Henrique Tavares,3247.0,Right Back,2,AS Monaco,129,['dae6ac89-71a2-426e-9841-8677e2fb236c'],18,,,,,,,,,,,,,,,,AS Monaco,129,00:00:18.866,Pass,
,,,,,,,,,,,,,,,,1.10908,,,,,,,,,,,,,,,4dc5fd65-521c-449c-bf89-135cc00fed7c,29,,"[31.4, 12.3]",3829501,0,,,,,2.7703776,,Right Foot,,,,"[16.5, 18.1]",,Ground Pass,,15.9890585,,,,Sylvain Armand,40699.0,,,,,,1,Regular Play,Pedro Filipe Teodósio Mendes,3753.0,Left Defensive Midfield,3,Rennes,134,['f9d5325a-7d22-4f1c-83c9-f310aab49045'],22,,,,,,,,,,,,,,,,Rennes,134,00:00:22.374,Pass,
,,,,,,,,,,,,,,,,0.904941,,,,,,,,,,,,,,,4b825e54-f4cb-4a2b-a350-127855243928,32,,"[16.1, 17.1]",3829501,0,,,,,0.2981329,,Left Foot,,,,"[35.3, 23.0]",,High Pass,,20.086065,,,,Benjamin André,2990.0,,,,,,1,Regular Play,Sylvain Armand,40699.0,Left Center Back,3,Rennes,134,['496fe58d-5c95-472c-b35b-7d78ee538662'],24,,,,,,,,,,,,,,,,Rennes,134,00:00:24.738,Pass,
,,,,,,,,,,,,,,,,2.172306,,,,,,,,,,,,,,,6663c242-a3dd-4023-90c8-eadf34970bea,34,,"[35.6, 24.0]",3829501,0,,,,,0.40316018,,Head,,,,"[63.5, 35.9]",,High Pass,,30.331831,,Incomplete,,,,,,,,,1,Regular Play,Benjamin André,2990.0,Right Defensive Midfield,3,Rennes,134,['c767ec6c-4dfa-4f69-9b39-a47fd84bff98'],25,,,,,,,,,,,,,,,,Rennes,134,00:00:25.643,Pass,
,,,,,,,,,,,,,,,,0.841324,,,,,,,,,,,,,,,c767ec6c-4dfa-4f69-9b39-a47fd84bff98,35,,"[56.6, 44.2]",3829501,0,,,,,0.35595775,,Head,,,,"[64.4, 47.1]",,High Pass,,8.321658,,,,Jérémy Toulalan,3406.0,,,,,Recovery,1,Regular Play,Andrea Raggi,3374.0,Left Center Back,4,AS Monaco,129,"['6663c242-a3dd-4023-90c8-eadf34970bea', 'e9f7460a-57c3-46f7-bbad-6c4ca2e8f4ac']",27,,,,,,,,,,,,,,,,AS Monaco,129,00:00:27.815,Pass,
,,,,,,,,,,,,,,,,1.380712,,,,,,,,,,,,,,,3e45268b-d5f6-4a3e-a211-83938aa9a986,37,,"[64.4, 47.1]",3829501,0,,,,,-2.6675649,,Head,,,,"[52.9, 41.2]",,Low Pass,,12.925169,,,,Andrea Raggi,3374.0,,,,,,1,Regular Play,Jérémy Toulalan,3406.0,Right Defensive Midfield,4,AS Monaco,129,['4a85faa5-af24-4e81-852c-56a2e64a4955'],28,,,,,,,,,,,,,,,,AS Monaco,129,00:00:28.738,Pass,
,,,,,,,,,,,,,,,,2.01097,,,,,,,,,,,,,,,5f7619a1-9e0a-471a-9e71-d25f71f73296,40,,"[53.9, 35.4]",3829501,0,,,,,-1.6056254,,Right Foot,,,,"[52.9, 6.7]",,Ground Pass,,28.717417,,,,Fábio Alexandre da Silva Coentrão,19047.0,,,,,,1,Regular Play,Andrea Raggi,3374.0,Left Center Back,4,AS Monaco,129,['da5e7763-5856-4916-ba80-dcb0b107f18e'],30,,,,,,,,,,,,,,,,AS Monaco,129,00:00:30.933,Pass,
,,,,,,,,,,,,,,,,1.341902,,,,,,,,,,,,,,,de5282d3-8318-4e22-8f45-3f13018bcf08,43,,"[53.9, 6.0]",3829501,0,,,,,-0.12819928,,Left Foot,,,,"[79.5, 2.7]",,Ground Pass,,25.81182,,,,Thomas Lemar,3245.0,,,,,,1,Regular Play,Fábio Alexandre da Silva Coentrão,19047.0,Left Back,4,AS Monaco,129,['a664ad9e-a85e-45d4-a10a-dca3ebaa6b18'],34,,,,,,,,,,,,,,,,AS Monaco,129,00:00:34.254,Pass,
,,,,,,,,,,,,,,,,1.757277,,,,,,,,,,,,,,,12374465-0970-47fe-a0f3-127d9bb12d5c,51,,"[64.7, 10.1]",3829501,0,,,,,2.9783983,,Left Foot,,,,"[39.8, 14.2]",,Ground Pass,,25.235292,,,,Andrea Raggi,3374.0,,,,,,1,Regular Play,Thomas Lemar,3245.0,Left Wing,4,AS Monaco,129,['a3833770-0dd3-43da-b9e2-6ae6fbc39bcd'],42,,,,,,,,,,,,,,,,AS Monaco,129,00:00:42.168,Pass,
,,,,,,,,,,,,,,,,1.801212,,,,,,,,,,,,,,,8c2b3a99-0adc-4d66-848a-50eeead7cf55,54,,"[39.1, 17.3]",3829501,0,,,,,1.4618956,,Right Foot,,,,"[43.2, 54.8]",,Ground Pass,,37.72347,,,,Wallace Fortuna dos Santos,8277.0,,,,,,1,Regular Play,Andrea Raggi,3374.0,Left Center Back,4,AS Monaco,129,['278d4dc4-81cf-4b8a-a164-d912a562987b'],44,,,,,,,,,,,,,,,,AS Monaco,129,00:00:44.852,Pass,
,,,,,,,,,,,,,,,,1.374751,,,,,,,,,,,,,,,ab37abd0-e299-47d8-82de-a33604396b15,57,,"[71.8, 62.7]",3829501,0,,,,,0.6536359,,Left Foot,,,,"[85.9, 73.5]",,Ground Pass,,17.760912,,,,Fábio Henrique Tavares,3247.0,,,,,,1,Regular Play,Wallace Fortuna dos Santos,8277.0,Right Center Back,4,AS Monaco,129,['24dbcf56-30ba-46b2-9cde-d8da4ac1380f'],51,,,,,,,,,,,,,,,,AS Monaco,129,00:00:51.154,Pass,
,,,,,,,,,,,,,,,,0.899565,,,,,,,,,,,,,,,8012013d-4245-4d8e-83d5-1e486652d9e2,60,,"[87.5, 73.7]",3829501,0,,,,,-1.2120256,,Right Foot,,,,"[94.1, 56.1]",,Ground Pass,,18.796808,,,,Stephan El Shaarawy,6979.0,,,,,,1,Regular Play,Fábio Henrique Tavares,3247.0,Right Back,4,AS Monaco,129,['f2876633-f346-49ae-ae03-de67c6d6bd37'],52,,,,,,,,,,,,,,,,AS Monaco,129,00:00:52.651,Pass,
,,,,,,,,,,,,,,,,4.30075,,,,,,,,,,,,,,,6e5f82d0-949f-4ee9-8b38-93746a74f107,68,,"[7.0, 36.1]",3829501,2,,,,,0.29590735,,Right Foot,,,,"[66.7, 54.3]",,High Pass,,62.41258,,,,Benjamin André,2990.0,,,,,Goal Kick,1,From Goal Kick,Abdoulaye Diallo,2994.0,Goalkeeper,6,Rennes,134,['3bf2c461-e421-4149-afb2-25f2867f4aad'],26,,,,,,,,,,,,,,,,Rennes,134,00:02:26.159,Pass,
,,,,,,,,,,,,,,,,1.499567,,,,,,,,,,,,,,,880c711e-9823-4f2f-ad5c-630849bbdca8,71,,"[66.7, 54.3]",3829501,2,,,,True,0.7628939,,,,,,"[82.6, 69.5]",,Low Pass,,21.996592,,Incomplete,,Pedro Henrique Konzen Medina da Silva,16503.0,,,,,,1,From Goal Kick,Benjamin André,2990.0,Right Defensive Midfield,6,Rennes,134,"['a98bae11-a8b1-42fd-93ec-51e08cd79323', 'b547c709-b8c4-4170-8c5f-bd8cdf83b768', 'c23fc54b-89d7-49ef-93ee-2dd40c460613']",30,,,,,,,,,,,,,,,,Rennes,134,00:02:30.459,Pass,True
,,,,,,,,,,,,,,,,1.92551,,,,,,,,,,,,,,,c23fc54b-89d7-49ef-93ee-2dd40c460613,74,,"[37.5, 10.6]",3829501,2,,,,,-0.641883,,Left Foot,,,,"[47.4, 3.2]",,High Pass,,12.360016,,,,Thomas Lemar,3245.0,,,,,Recovery,1,From Goal Kick,Fábio Alexandre da Silva Coentrão,19047.0,Left Back,6,Rennes,134,"['880c711e-9823-4f2f-ad5c-630849bbdca8', 'bae9dbda-d595-4f32-8deb-7c99784ea5ec']",31,,,,,,,,,,,,,,,,AS Monaco,129,00:02:31.959,Pass,
,,,,,,,,,,,,,,,,0.05614,,,,,,,,,,,,,,,ae8d6164-36e9-4a96-81d6-75194ef575d0,79,,"[44.7, 3.4]",3829501,2,,,,,-3.0727363,,Left Foot,,,,"[41.8, 3.2]",,Ground Pass,,2.9068885,,Incomplete,,Fábio Alexandre da Silva Coentrão,19047.0,,,,,,1,From Goal Kick,Thomas Lemar,3245.0,Left Wing,6,Rennes,134,"['06f0ad18-ab30-4d63-b123-d57242e68f98', '8aa6b6d3-565f-4106-bb33-abcfaba73e02']",34,,,,,,,,,,,,,,,,AS Monaco,129,00:02:34.859,Pass,
,,,,,,,,,,,,,,,,1.097112,,,,,,,,,,,,,,,65978552-6877-409f-a841-487af66498a2,83,,"[81.9, 80.0]",3829501,2,,,,,-2.0289495,,,,,,"[78.3, 72.7]",,Low Pass,,8.13941,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,Throw-in,1,From Throw In,Steven Moreira,7197.0,Right Back,7,Rennes,134,['f5b5c246-0971-4a1c-a941-c4c5e2c6307c'],47,,,,,,,,,,,,,,,,Rennes,134,00:02:47.422,Pass,
,,,,,,,,,,,,,,,,1.82585,,,,,,,,,,,,,,,f1224b8e-a275-4c4a-a532-4459a4989117,89,,"[74.4, 77.2]",3829501,2,,,,,-2.8434863,,Right Foot,,,,"[56.5, 71.7]",,High Pass,,18.725918,,,,Fallou Diagne,3022.0,,,,,Recovery,1,From Throw In,Steven Moreira,7197.0,Right Back,7,Rennes,134,['b72ec350-e845-4060-939b-6d998cbd8a6e'],51,,,,,,,,,,,,,,,,Rennes,134,00:02:51.161,Pass,
,,,,,,,,,,,,,,,,3.965454,,,,,,,,,,,,,,,764d430e-1a7f-4033-9489-12f34d4e49a0,92,,"[49.3, 70.3]",3829501,2,,,,,-2.5453935,,Right Foot,,,,"[18.5, 49.4]",,Ground Pass,,37.221634,,,,Abdoulaye Diallo,2994.0,,,,,,1,From Throw In,Fallou Diagne,3022.0,Right Center Back,7,Rennes,134,['c6d9ebc8-ccb2-41ef-9df5-be16cba2e299'],53,,,,,,,,,,,,,,,,Rennes,134,00:02:53.709,Pass,
,,,,,,,,,,,,,,,,3.642085,,,,,,,,,,,,,,,2ae3b8cc-9c14-4d4b-9df2-b83c337eab98,94,,"[18.5, 49.4]",3829501,2,,,,,0.33217892,,Right Foot,,,,"[70.1, 67.2]",,High Pass,,54.58388,,,,Benjamin André,2990.0,,,,,,1,From Throw In,Abdoulaye Diallo,2994.0,Goalkeeper,7,Rennes,134,['6704aefb-49dc-418b-b5db-f8fe5e5b25bf'],57,,,,,,,,,,,,,,,,Rennes,134,00:02:57.674,Pass,
,,,,,,,,,,,,,,,,1.843451,,,,,,,,,,,,,,,5b08e783-6aff-4992-bfaf-d9f65903efcd,97,,"[70.1, 67.2]",3829501,3,,,,True,1.3184783,,,,,,"[73.4, 80.0]",,High Pass,,13.218548,,Out,,,,,,,,,1,From Throw In,Benjamin André,2990.0,Right Defensive Midfield,7,Rennes,134,['4632940b-9289-4766-ad39-c9c38787ff26'],1,,,,,,,,,,,,,,,,Rennes,134,00:03:01.316,Pass,True
