50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bb169b00-225d-4d75-8464-9af30a0060a9,1,,,3829516,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 12}, {'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0af4c8ed-c692-4d23-9bdc-ba4ab62af985,2,,,3829516,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 2}, {'player': {'id': 5692, 'name': 'Juan Fernando Quintero Paniagua'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,62cb93c0-071c-4422-a55c-a6cb163a325d,3,,,3829516,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['293fca7c-80ad-4d01-a31f-9874cf5f0003'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,293fca7c-80ad-4d01-a31f-9874cf5f0003,4,,,3829516,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['62cb93c0-071c-4422-a55c-a6cb163a325d'],0,,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4dcbd5ce-cea5-4b32-b42f-33a8a7be28d7,2094,,,3829516,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,97,Lorient,165,['08043e54-ec3b-41da-9ab2-ce2382baa189'],0,,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,08043e54-ec3b-41da-9ab2-ce2382baa189,2095,,,3829516,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,97,Lorient,165,['4dcbd5ce-cea5-4b32-b42f-33a8a7be28d7'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.72556,,,,,,,,,,,,,ccd399b2-0c34-4183-9cfc-26b2b0590caf,5,,"[60.0, 40.0]",3829516,0,,,,,2.2974386,,Right Foot,,,"[58.4, 41.8]",,Ground Pass,,2.408319,,,Abdul Majeed Waris,7615.0,,,,,Kick Off,1,From Kick Off,Benjamin Moukandjo Bilé,33178.0,Right Center Forward,2,Lorient,165,['1e77da5e-9e60-45f0-b59b-4ef96e14f41c'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.730,Pass,
,,,,,,,,,,,,,,,,,1.633864,,,,,,,,,,,,,3fcec890-0fa5-4b10-8cb7-302e8d95315b,8,,"[58.1, 42.0]",3829516,0,,,,,-3.125721,,Right Foot,,,"[45.5, 41.8]",,Ground Pass,,12.601587,,,François Bellugou,3140.0,,,,,,1,From Kick Off,Abdul Majeed Waris,7615.0,Left Center Forward,2,Lorient,165,['386530d5-213b-48b8-ab35-f4619f3db4db'],1,,,,,,,,,,,,,,,,,,Lorient,165,00:00:01.528,Pass,
,,,,,,,,,,,,,,,,,3.563907,,,,,,,,,,,,,de3a5a3b-6fc8-43bb-9ca5-b6819faf72ff,11,,"[45.5, 41.8]",3829516,0,,,,,-0.8739389,,Right Foot,,,"[80.4, 0.1]",,High Pass,,54.377384,Out,,Raphaël Adelino José Guerreiro,5209.0,,True,,,,1,From Kick Off,François Bellugou,3140.0,Left Defensive Midfield,2,Lorient,165,['3caf7dcd-b962-4d01-9b6e-6f15c9adeb04'],3,,,,,,,,,,,,,,,,,,Lorient,165,00:00:03.202,Pass,
,,,,,,,,,,,,,,,,,1.219071,,,,,,,,,,,,,06aa5327-54b7-48c8-a7df-9a012752c3c1,13,,"[40.0, 80.0]",3829516,0,,,,,-0.46706057,,,,,"[51.7, 74.1]",,Low Pass,,13.103435,,,Juan Fernando Quintero Paniagua,5692.0,,,,,Throw-in,1,From Throw In,Steven Moreira,7197.0,Right Back,3,Rennes,134,['f21ead45-e626-4b38-a475-ac651935922a'],16,,,,,,,,,,,,,,,,,,Rennes,134,00:00:16.622,Pass,
