50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,02ddc573-22c4-4e62-9474-6641282a10fe,1,,,,3900632,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7308, 'name': 'Laurent Dos Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 3121, 'name': 'Moustapha Elhadji Diallo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 3363, 'name': 'Marcus Coco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,514c07b4-8633-43bb-96a6-a82bab0efd36,2,,,,3900632,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4428, 'name': 'Mathieu Debuchy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3dc4db6f-0a66-4f69-bc9a-660e16465957,3,,,,3900632,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['d6bc7726-071c-4878-8541-a3966d5ad93c'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d6bc7726-071c-4878-8541-a3966d5ad93c,4,,,,3900632,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['3dc4db6f-0a66-4f69-bc9a-660e16465957'],0,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,160ecf36-dc44-44c0-b843-d940b4bd0d23,1578,,,,3900632,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Bordeaux,146,['bc155194-4d0b-47c2-b386-1f17c277daea'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bc155194-4d0b-47c2-b386-1f17c277daea,1579,,,,3900632,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Bordeaux,146,['160ecf36-dc44-44c0-b843-d940b4bd0d23'],0,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.265402,,,,,,,,,,,,,27ce7b92-b18e-4e7e-9beb-38da3d0c5198,5,,,"[60.0, 40.0]",3900632,0,True,,,-1.5957911,,Left Foot,,,"[59.9, 36.0]",,Ground Pass,,4.00125,,,,Jimmy Briand,3213.0,,,,,Kick Off,1,From Kick Off,Mevlüt Erdinç,20027.0,Left Center Forward,2,Guingamp,142,['d0d67c21-c84c-4b00-9a9a-531bae5f259c'],0,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.963,Pass,
,,,,,,,,,,,,,,,,,0.451344,,,,,,,,,,,,,6442e91e-a9e9-4717-aa1d-ace3e51404bf,7,,,"[59.9, 36.6]",3900632,0,True,,,2.9937432,,Right Foot,,,"[45.8, 38.7]",,Ground Pass,,14.255526,,,,Thibault Giresse,4434.0,,,,,,1,From Kick Off,Jimmy Briand,3213.0,Right Center Forward,2,Guingamp,142,['b4cef868-7631-44f2-adaa-a5c53977bb24'],1,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:01.688,Pass,
,,,,,,,,,,,,,,,,,2.081967,,,,,,,,,,,,,93eb9557-de4a-466c-99c1-3c4ae7f8f026,9,,,"[44.5, 37.8]",3900632,0,,,,-1.522447,,Left Foot,,,"[46.0, 6.8]",,Ground Pass,,31.036268,,,,Laurent Dos Santos,7308.0,,,,,,1,From Kick Off,Thibault Giresse,4434.0,Left Defensive Midfield,2,Guingamp,142,['8f1380db-e0be-4224-8234-93542d8db556'],3,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:03.097,Pass,
,,,,,,,,,,,,,,,,,1.348255,,,,,,,,,,,,,07cfb4df-959d-463f-b9e1-a7a360fc8d10,12,,,"[46.0, 6.8]",3900632,0,,,,2.507112,,Right Foot,,,"[33.5, 16.0]",,Ground Pass,,15.520632,,,,Jérémy Sorbon,3124.0,,,,,,1,From Kick Off,Laurent Dos Santos,7308.0,Left Back,2,Guingamp,142,['60db2934-3560-4d30-bf4f-a11b9a908af2'],6,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:06.174,Pass,
