ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4aa0348b-51cc-4e4a-b0ca-a8c60ec05f5d,1,,,3900537,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 31625, 'name': 'Johan Martial'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 35}, {'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,df36d6a9-d1c2-4a9c-a3ed-e88ded5926f6,2,,,3900537,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 44065, 'name': 'William Matheus da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 2961, 'name': 'Yann Bodiger'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e3d9b044-7baa-47f0-868c-dc26cdd498eb,3,,,3900537,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,['e098fb21-99dd-4a59-b5fb-1fed0af4a5da'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e098fb21-99dd-4a59-b5fb-1fed0af4a5da,4,,,3900537,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,['e3d9b044-7baa-47f0-868c-dc26cdd498eb'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5ebf9059-fba7-4df5-bc99-cbad4b588da2,1851,,,3900537,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,113,Troyes,133,['5d5bc978-013f-482a-91fb-34c54acac5a7'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5d5bc978-013f-482a-91fb-34c54acac5a7,1852,,,3900537,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,113,Troyes,133,['5ebf9059-fba7-4df5-bc99-cbad4b588da2'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.270333,,,,,,,,,,,,,,789984ad-f943-4323-9a65-edba4d8a0e25,5,,"[60.0, 40.0]",3900537,0,,,,,-2.5022068,,Right Foot,,,"[56.1, 37.1]",,Ground Pass,,4.860041,,,,Wissam Ben Yedder,6723.0,,,,,,Kick Off,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Right Center Forward,2,Toulouse,130,['7ee03856-4dfa-4dd5-b719-5b7acc8331ad'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.502,Pass,
,,,,,,,,,,,,,,,,1.219981,,,,,,,,,,,,,,80e834ff-aef0-4ccf-8b17-74eeff0231ca,8,,"[52.3, 39.8]",3900537,0,,,,,1.4159759,,Right Foot,,,"[55.0, 57.1]",,Ground Pass,,17.509426,,,,Yann Bodiger,2961.0,,,,,,,1,From Kick Off,Wissam Ben Yedder,6723.0,Left Center Forward,2,Toulouse,130,['5a75873f-f3be-4617-8ed8-c70e8e246751'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.904,Pass,
,,,,,,,,,,,,,,,,2.10251,,,,,,,,,,,,,,96604009-16b6-4b04-9adf-368b8e25d379,11,,"[56.4, 61.3]",3900537,0,,,,,-2.643224,,Left Foot,,,"[34.9, 49.6]",,Ground Pass,,24.477337,,,,William Matheus da Silva,44065.0,,,,,,,1,From Kick Off,Yann Bodiger,2961.0,Center Defensive Midfield,2,Toulouse,130,['929908d8-0920-4ab0-9491-f7ff02e2486c'],2,,,,,,,,,,,,,,,,,Toulouse,130,00:00:02.782,Pass,
,,,,,,,,,,,,,,,,1.497135,,,,,,,,,,,,,,e0ff6792-906b-4f1d-b237-fd434e90523e,14,,"[34.6, 45.2]",3900537,0,,,,,-1.1005043,,Left Foot,,,"[46.8, 21.2]",,Ground Pass,,26.922853,,,,Marcel Tisserand,8677.0,,,,,,,1,From Kick Off,William Matheus da Silva,44065.0,Left Back,2,Toulouse,130,['1db1bf89-a21a-4d1d-8cba-52e67b8001d0'],8,,,,,,,,,,,,,,,,,Toulouse,130,00:00:08.435,Pass,
