50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cc802a18-164b-433b-a6bb-688d16c438a6,1,,,,3829504,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 31711, 'name': 'Abdoulaye Sadio Diallo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 2}, {'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fd58b9b4-1aab-4477-bd95-f8b4186654f5,2,,,,3829504,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7469, 'name': 'Salvatore Sirigu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 4370, 'name': 'Javier Matías Pastore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,41402430-b238-4b87-bcf8-be839ca51abd,3,,,,3829504,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['b744440c-36ac-4665-8e22-87c930377e35'],0,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b744440c-36ac-4665-8e22-87c930377e35,4,,,,3829504,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['41402430-b238-4b87-bcf8-be839ca51abd'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d32f778a-e811-4683-ae0c-273b142e01e7,1929,,,,3829504,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,Paris Saint-Germain,131,['f9ff7bff-7213-407a-b21d-6da6b88ff93b'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f9ff7bff-7213-407a-b21d-6da6b88ff93b,1930,,,,3829504,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,Paris Saint-Germain,131,['d32f778a-e811-4683-ae0c-273b142e01e7'],0,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.068422,,,,,,,,,,,,,5986a2c9-b839-4fcb-917d-f9efb40d5a85,5,,,"[61.0, 40.1]",3829504,0,,,,,2.7776136,,Right Foot,,,,"[58.9, 40.9]",,Ground Pass,,2.2472205,,,,Abdoulaye Sadio Diallo,31711.0,,,,,,Kick Off,1,From Kick Off,Floyd Ayité,15689.0,Left Center Forward,2,Bastia,2736,['52c833c0-0d2f-4a16-951e-e372cc7a7096'],0,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.157,Pass,
,,,,,,,,,,,,,,,4.36212,,,,,,,,,,,,,4ef02ad1-fd27-418d-8e4c-abd74375a3b7,8,,,"[58.3, 40.0]",3829504,0,,,,,0.87360406,,Right Foot,,,,"[91.8, 80.0]",,High Pass,,52.175186,,Out,,,,,,True,,,,1,From Kick Off,Abdoulaye Sadio Diallo,31711.0,Right Center Forward,2,Bastia,2736,,2,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:02.229,Pass,
,,,,,,,,,,,,,,,0.973865,,,,,,,,,,,,,bc7e3356-7d53-4a18-bee8-736867b14e83,9,,,"[27.2, 0.1]",3829504,0,,,,,0.9151007,,,,,,"[29.2, 2.7]",,Low Pass,,3.2802439,,,,Adrien Rabiot,3026.0,,,,,,Throw-in,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,3,Paris Saint-Germain,131,['af055155-056b-4555-9b43-9e26ad25a3d4'],11,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.215,Pass,
,,,,,,,,,,,,,,,0.890215,,,,,,,,,,,,,854a4527-7ecc-470f-990e-9a07a36821b2,12,,,"[29.2, 2.7]",3829504,0,,,,,-2.9402754,,Right Foot,,,,"[24.3, 1.7]",,Ground Pass,,5.001,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Throw In,Adrien Rabiot,3026.0,Left Center Midfield,3,Paris Saint-Germain,131,['d463d876-99aa-46b2-b184-9c5a6fdd2a7d'],12,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.269,Pass,
,,,,,,,,,,,,,,,3.035374,,,,,,,,,,,,,df66f4d3-d936-41d8-8532-0329f96aef5f,17,,,"[24.3, 1.7]",3829504,0,,,,,0.9351846,,Left Foot,,,,"[54.4, 42.5]",,High Pass,,50.701576,,,,Lucas Rodrigues Moura da Silva,3745.0,,,True,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,3,Paris Saint-Germain,131,"['77622607-37dd-4a91-89fa-81ffadf8d8ae', '7ce4c04e-5ae2-45f7-94f4-2950a3770f95']",13,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:13.280,Pass,True
