ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,27705c32-9df6-479c-bca4-55410422eb51,1,,,,3900630,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4475, 'name': 'Romain Danzé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 45685, 'name': 'Sébastien Antoine Luc Salles Lamonge'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 34}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,266c7844-194e-4855-8f57-b3d12160e0ab,2,,,,3900630,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 401482, 'name': 'Gaël Angoula'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 401484, 'name': 'Charles Diers'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 4441, 'name': 'Billy Ketkeophomphone'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 7337, 'name': 'Mohamed Lamine Yattara'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5a8f8e97-1ab8-4a34-906b-2f2b3f85b199,3,,,,3900630,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['25ea7b79-d35a-45a2-a4d6-cfa5ea13f72a'],0,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,25ea7b79-d35a-45a2-a4d6-cfa5ea13f72a,4,,,,3900630,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['5a8f8e97-1ab8-4a34-906b-2f2b3f85b199'],0,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a550c288-743d-4877-bf01-f8f3f4403360,1860,,,,3900630,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Rennes,134,['ab81fe80-04c9-4399-8fe6-4769b5b653fb'],0,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ab81fe80-04c9-4399-8fe6-4769b5b653fb,1861,,,,3900630,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Rennes,134,['a550c288-743d-4877-bf01-f8f3f4403360'],0,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.367486,,,,,,,,,,,,,a12792cb-f560-4628-a4ab-5d054781b781,5,,,"[61.0, 40.1]",3900630,0,,True,,,2.5517752,,Right Foot,,,"[48.3, 48.6]",Ground Pass,,15.282016,,,,,Cheikh N''Doye,5676.0,,,,,Kick Off,1,From Kick Off,Mohamed Lamine Yattara,7337.0,Center Forward,2,Angers,145,['459fac10-6ac0-43c0-8b21-9ecbf869c118'],0,,,,,,,,,,,,,,,,Angers,145,00:00:00.651,Pass,
,,,,,,,,,,,,,,,,,1.746054,,,,,,,,,,,,,2b0d99ec-90f7-4e10-a668-a205c96284a1,8,,,"[50.6, 49.3]",3900630,0,,,,,-1.1885319,,Right Foot,,,"[70.3, 0.3]",High Pass,,52.811836,,,Out,,Billy Ketkeophomphone,4441.0,,True,,,,1,From Kick Off,Cheikh N''Doye,5676.0,Right Center Midfield,2,Angers,145,"['08b7942d-8689-4ebe-b8f9-d2093c911c70', 'fdedf796-e7dd-4280-80ce-7fa297946c37']",3,,,,,,,,,,,,,,,,Angers,145,00:00:03.165,Pass,True
,,,,,,,,,,,,,,,,,1.420249,,,,,,,,,,,,,3ce2f246-fb3a-4f24-bde0-eeb973ee2f53,10,,,"[43.5, 80.0]",3900630,0,,True,,,-2.804567,,,,,"[18.1, 71.1]",Low Pass,,26.914124,,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,Throw-in,1,From Throw In,Romain Danzé,4475.0,Right Back,3,Rennes,134,['9003df89-72a3-42d6-a576-0e842d8f7b3f'],11,,,,,,,,,,,,,,,,Rennes,134,00:00:11.169,Pass,
,,,,,,,,,,,,,,,,,1.878778,,,,,,,,,,,,,b101889d-3db4-4c04-82b2-2341760667e6,12,,,"[17.9, 70.4]",3900630,0,,,,,-1.6348796,,Right Foot,,,"[15.5, 33.0]",Ground Pass,,37.476925,,,,,Sylvain Armand,40699.0,,,,,,1,From Throw In,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,3,Rennes,134,['ef234a0f-191b-43ed-a925-fa40d1a2791a'],13,,,,,,,,,,,,,,,,Rennes,134,00:00:13.847,Pass,
,,,,,,,,,,,,,,,,,2.139473,,,,,,,,,,,,,20e3d727-7a60-4215-b2ab-b022cc8cee20,15,,,"[19.0, 29.1]",3900630,0,,,,,1.1676217,,Left Foot,,,"[28.0, 50.2]",Ground Pass,,22.939268,,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,1,From Throw In,Sylvain Armand,40699.0,Left Center Back,3,Rennes,134,['554fc12a-1688-4994-9ceb-7efbedf1f247'],18,,,,,,,,,,,,,,,,Rennes,134,00:00:18.046,Pass,
