bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4c5113cc-7dfc-4bcd-a48c-9d3454a182ef,1,,,3901263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 4475, 'name': 'Romain Danzé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 4602, 'name': 'Yoann Gourcuff'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d308b1f7-311f-459f-b27f-ac91bc97ce17,2,,,3901263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3433, 'name': 'Lassana Coulibaly'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 33}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6347dab1-63c8-4893-9628-ddea55efd04b,3,,,3901263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['3d860289-d538-4149-94cd-4163bbf6785f'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3d860289-d538-4149-94cd-4163bbf6785f,4,,,3901263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['6347dab1-63c8-4893-9628-ddea55efd04b'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,079fc36b-ebc6-4e8c-82ee-5493b249e3e1,1729,,,3901263,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Rennes,134,['3cd0f9d8-0b82-41b6-8950-8e76a0f2aeb6'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3cd0f9d8-0b82-41b6-8950-8e76a0f2aeb6,1730,,,3901263,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Rennes,134,['079fc36b-ebc6-4e8c-82ee-5493b249e3e1'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.559744,,,,,,,,,,,,9170cad5-f117-4ab0-a38b-7e9e963229a2,5,,"[61.0, 40.1]",3901263,0,,True,,,2.2455373,,Right Foot,,,,"[59.8, 41.6]",,Ground Pass,,1.9209373,,,,,Floyd Ayité,15689.0,,,,,Kick Off,1,From Kick Off,Seko Fofana,7791.0,Left Center Midfield,2,Bastia,2736,['664d932c-b441-4c5b-a4b7-8563bf265142'],1,,,,,,,,,,,,,,,,,Bastia,2736,00:00:01.312,Pass,
,,,,,,,,,,,,,,,,,2.178911,,,,,,,,,,,,9bc3b973-6459-404d-ada9-ae1fba30a1ba,7,,"[59.9, 42.6]",3901263,0,,,,,-2.8219125,,Right Foot,,,,"[45.4, 37.8]",,Ground Pass,,15.273834,,,,,Mehdi Mostefa Sbaa,10522.0,,,,,,1,From Kick Off,Floyd Ayité,15689.0,Center Forward,2,Bastia,2736,['f0715e2b-329a-4d6b-a567-453515d91efb'],1,,,,,,,,,,,,,,,,,Bastia,2736,00:00:01.872,Pass,
,,,,,,,,,,,,,,,,,1.767701,,,,,,,,,,,,97dc8e0d-0359-4bbc-b4ee-8af57287ac98,10,,"[43.7, 40.2]",3901263,0,,,,,1.4429705,,Right Foot,,,,"[47.8, 72.1]",,Ground Pass,,32.1624,,,,,Alexander Djiku,2989.0,,,,,,1,From Kick Off,Mehdi Mostefa Sbaa,10522.0,Center Defensive Midfield,2,Bastia,2736,['dc5d6589-acc6-413d-9351-67bd3a08507c'],5,,,,,,,,,,,,,,,,,Bastia,2736,00:00:05.686,Pass,
,,,,,,,,,,,,,,,,,3.324929,,,,,,,,,,,,0e025ace-97e2-40bd-8219-23750c0cfb72,13,,"[48.8, 74.9]",3901263,0,,,,,0.13958225,,Right Foot,,,,"[85.1, 80.0]",,Ground Pass,,36.656513,,,Out,,François Kamano,3405.0,,,,,,1,From Kick Off,Alexander Djiku,2989.0,Right Back,2,Bastia,2736,['c751f023-f47b-4bec-87f5-e67846fea71e'],8,,,,,,,,,,,,,,,,,Bastia,2736,00:00:08.399,Pass,
