50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,3d505b83-e4c8-4e94-a4ae-c42ed4651a33,1,,,3829491,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 401476, 'name': 'Paolo De Ceglie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3141, 'name': 'André-Frank Zambo Anguissa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 29}, {'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 4351, 'name': 'Bouna Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,7168a1e9-e149-4f3a-ac40-040e8df5aafa,2,,,3829491,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 7207, 'name': 'Férébory Doré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4906, 'name': 'Arnold Bouka Moutou'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 3}, {'player': {'id': 4441, 'name': 'Billy Ketkeophomphone'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,a2996540-eab5-42df-9966-93efaee6f11c,3,,,3829491,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,['597c2c5c-bafc-442e-8eaa-65d4b8be001c'],0,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,597c2c5c-bafc-442e-8eaa-65d4b8be001c,4,,,3829491,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Marseille,147,['a2996540-eab5-42df-9966-93efaee6f11c'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,55c1a28d-a610-4cee-9799-f908e6747e73,1783,,,3829491,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,78,Marseille,147,['123fac3c-2b3a-40a3-93c3-479521d6626c'],0,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,123fac3c-2b3a-40a3-93c3-479521d6626c,1784,,,3829491,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,78,Marseille,147,['55c1a28d-a610-4cee-9799-f908e6747e73'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.874379,,,,,,,,,,,,,,,,26aac076-f15b-448f-98cc-1fab88e7835e,5,,"[60.0, 40.0]",3829491,0,,,,,-1.8736812,,Right Foot,,,"[59.5, 38.4]",,Ground Pass,,1.6763054,,,Thomas Mangani,3185.0,,,,,Kick Off,1,From Kick Off,Billy Ketkeophomphone,4441.0,Center Forward,2,Angers,145,['b95866f0-44c8-4f8e-bc86-202bc5bb6172'],0,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.474,Pass,
,,,,,,,,,,,,,,,,0.930246,,,,,,,,,,,,,,,,3894c6b9-530f-443e-9a14-25df26ca0fcc,8,,"[57.8, 37.6]",3829491,0,,,,,-2.7478945,,Left Foot,,,"[44.8, 32.2]",,Ground Pass,,14.076932,,,Romain Saïss,5219.0,,,,,,1,From Kick Off,Thomas Mangani,3185.0,Left Center Midfield,2,Angers,145,['cdf17701-dbb8-4cc1-a1e8-f314d6a2d2ac'],1,,,,,,,,,,,,,,,,,,Angers,145,00:00:01.477,Pass,
,,,,,,,,,,,,,,,,1.438292,,,,,,,,,,,,,,,,907b2f1e-3514-4283-9117-fde85b42d80a,10,,"[44.8, 32.2]",3829491,0,,,,,2.5229483,,Left Foot,,,"[33.0, 40.6]",,Ground Pass,,14.484474,,,Ismaël Traoré,3045.0,,,,,,1,From Kick Off,Romain Saïss,5219.0,Center Defensive Midfield,2,Angers,145,['98aeb5b8-774b-4309-b15d-2d3192e4b2e4'],2,,,,,,,,,,,,,,,,,,Angers,145,00:00:02.407,Pass,
,,,,,,,,,,,,,,,,2.054573,,,,,,,,,,,,,,,,b11e3ee9-16c2-45e8-ba92-76be2fe5c8d4,13,,"[33.0, 40.6]",3829491,0,,,,,-1.6326222,,Right Foot,,,"[31.7, 19.6]",,Ground Pass,,21.0402,,,Romain Thomas,3549.0,,,,,,1,From Kick Off,Ismaël Traoré,3045.0,Right Center Back,2,Angers,145,['3ddb8c49-0037-41d8-a808-94507bce73ad'],3,,,,,,,,,,,,,,,,,,Angers,145,00:00:03.926,Pass,
,,,,,,,,,,,,,,,,1.595797,,,,,,,,,,,,,,,,b465a969-2017-4ba1-a006-89f986a3f1a2,16,,"[32.1, 18.5]",3829491,0,,,,,-1.205155,,Right Foot,,,"[38.8, 1.0]",,Ground Pass,,18.73873,,,Yoann Andreu,3203.0,,,,,,1,From Kick Off,Romain Thomas,3549.0,Left Center Back,2,Angers,145,['8f8b8b74-0279-4b09-87e5-b69b91fbbe80'],6,,,,,,,,,,,,,,,,,,Angers,145,00:00:06.789,Pass,
,,,,,,,,,,,,,,,,0.759526,,,,,,,,,,,,,,,,770489a7-5e77-4f35-a9c0-e6699525fd01,20,,"[39.0, 1.6]",3829491,0,,,,,1.1821069,,Right Foot,,,"[43.3, 12.1]",,Ground Pass,,11.346365,,,Romain Saïss,5219.0,,,,,,1,From Kick Off,Yoann Andreu,3203.0,Left Back,2,Angers,145,"['37a9b9f2-a498-465d-87ba-6aca3aeb30e5', '7f89f869-f672-4fe9-aeca-d9dc4a5182cd']",9,,,,,,,,,,,,,,,,,,Angers,145,00:00:09.371,Pass,True
,,,,,,,,,,,,,,,,1.048383,,,,,,,,,,,,,,,,e8bb6809-1ea1-4bf9-a6f0-c9c1e9888feb,22,,"[43.3, 12.1]",3829491,0,,,,,-0.7131835,,Left Foot,,,"[55.9, 1.2]",,Ground Pass,,16.660433,,,Arnold Bouka Moutou,4906.0,,,,,,1,From Kick Off,Romain Saïss,5219.0,Center Defensive Midfield,2,Angers,145,['ef3b9a6d-b8b8-49c5-a7d1-aeeead936a62'],10,,,,,,,,,,,,,,,,,,Angers,145,00:00:10.130,Pass,
,,,,,,,,,,,,,,,,1.383114,,,,,,,,,,,,,,,,65a652a4-88e8-4557-9d96-53d0a3877ad0,29,,"[70.0, 68.0]",3829491,0,,,,,-2.3167412,,Right Foot,,,"[62.7, 60.1]",,Ground Pass,,10.756393,Incomplete,,Lassana Diarra,3181.0,,,,,Recovery,1,From Kick Off,Abdelaziz Barrada,23933.0,Left Center Midfield,2,Angers,145,"['7141f877-7f9d-4052-945f-7f9785ad8794', '91c1950c-fd7f-4abb-a8a0-f9e6fb3dc6d4', 'd76259d6-11e3-4dcb-9363-9466a190d24a']",13,,,,,,,,,,,,,,,,,,Marseille,147,00:00:13.424,Pass,True
,,,,,,,,,,,,,,,,1.204682,,,,,,,,,,,,,,,,644f584d-bddf-4f12-a63f-261027884bda,34,,"[55.2, 20.0]",3829491,0,,,,,-2.3356214,,Right Foot,,,"[43.3, 7.6]",,Ground Pass,,17.186333,,,Yoann Andreu,3203.0,,,,,,1,From Kick Off,Billy Ketkeophomphone,4441.0,Center Forward,2,Angers,145,"['9a64a0fa-a565-4e0c-b0ff-8b3b67b0776c', 'd0bec002-5869-4f2a-b0d3-87a434cdc026']",15,,,,,,,,,,,,,,,,,,Angers,145,00:00:15.593,Pass,True
