50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,88f96cbc-1c25-463f-9fec-ea6c6c858b50,1,,,,3829489,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7814626c-5653-47cb-b189-ab7235199a71,2,,,,3829489,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 24646, 'name': 'Rafidine Abdullah'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 12}, {'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,93da5411-938c-441c-850e-c44da1a882ea,3,,,,3829489,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['edacaf85-efc5-4217-bba9-655dd163c6e3'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,edacaf85-efc5-4217-bba9-655dd163c6e3,4,,,,3829489,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['93da5411-938c-441c-850e-c44da1a882ea'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,01899263-06e2-4a4e-afe8-5653340fa16b,1540,,,,3829489,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,105,Lorient,165,['e0ce2a9f-9abf-434a-9d68-1bb03679097d'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e0ce2a9f-9abf-434a-9d68-1bb03679097d,1541,,,,3829489,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,105,Lorient,165,['01899263-06e2-4a4e-afe8-5653340fa16b'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.340726,,,,,,,,,,,,,bc0a77a5-411f-479c-8627-d33535d685ca,5,,,"[61.0, 40.1]",3829489,0,,,,,1.6332152,,Right Foot,,,"[60.9, 41.7]",,Ground Pass,,1.603122,,,,Benjamin Moukandjo Bilé,33178.0,,,,,Kick Off,1,From Kick Off,Abdul Majeed Waris,7615.0,Left Center Forward,2,Lorient,165,['55085866-01b4-4290-a389-24c26154b229'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.404,Pass,
,,,,,,,,,,,,,,,,,,,1.970906,,,,,,,,,,,,,f7144f73-98c7-4c9f-bf5a-c93626caffa1,8,,,"[58.6, 41.7]",3829489,0,,,,,-2.878598,,Right Foot,,,"[37.8, 36.1]",,Ground Pass,,21.540659,,,,Wesley Lautoa,3769.0,,,,,,1,From Kick Off,Benjamin Moukandjo Bilé,33178.0,Right Center Forward,2,Lorient,165,['95790cb5-9b46-4f60-bbb9-57c739412370'],1,,,,,,,,,,,,,,,,,Lorient,165,00:00:01.628,Pass,
,,,,,,,,,,,,,,,,,,,1.773525,,,,,,,,,,,,,d96d4b78-6487-45d2-a9d9-9ab2df7f78be,11,,,"[37.8, 36.6]",3829489,0,,,,,1.7016237,,Left Foot,,,"[34.3, 63.2]",,Ground Pass,,26.829275,,,,Lamine Gassama,6335.0,,,,,,1,From Kick Off,Wesley Lautoa,3769.0,Left Center Back,2,Lorient,165,['5eecef6e-0281-464b-8864-3e5188e52fa3'],4,,,,,,,,,,,,,,,,,Lorient,165,00:00:04.357,Pass,
,,,,,,,,,,,,,,,,,,,1.754578,,,,,,,,,,,,,d6d69738-a35d-40f9-bee1-9de235b82533,15,,,"[34.3, 46.4]",3829489,0,,,,,-2.941764,,Right Foot,,,"[26.4, 44.8]",,Ground Pass,,8.060397,,,,Lamine Koné,13286.0,,,,,,1,From Kick Off,Lamine Gassama,6335.0,Right Back,2,Lorient,165,"['28c3f4ba-3a25-4ce1-8364-829f091bc294', 'd6b358dd-9f5a-4058-b2f7-099721a38f9d']",9,,,,,,,,,,,,,,,,,Lorient,165,00:00:09.379,Pass,True
