50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,21464b95-2584-42b2-a4d6-ecd430cf373c,1,,,3829503,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3151, 'name': 'Jules Iloki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5dfc477b-a21c-42fd-b4e9-679772b7ab51,2,,,3829503,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 148132, 'name': 'Quentin Othon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 24}, {'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,525f03ce-1e42-4e5f-b5fa-f9683da25077,3,,,3829503,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['35f1f3a1-038f-4cd8-8449-62865c428768'],0,,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,35f1f3a1-038f-4cd8-8449-62865c428768,4,,,3829503,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['525f03ce-1e42-4e5f-b5fa-f9683da25077'],0,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8c0528fb-cee4-4c61-9339-7975e5c3d651,1674,,,3829503,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,101,Nantes,144,['cc1a2c53-570f-4e0e-af53-89fa0325da2a'],0,,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cc1a2c53-570f-4e0e-af53-89fa0325da2a,1675,,,3829503,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,101,Nantes,144,['8c0528fb-cee4-4c61-9339-7975e5c3d651'],0,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.133397,,,,,,,,,,,,,,294d6ae8-2771-428e-8082-e7d851589a29,5,,"[61.0, 40.1]",3829503,0,,,,2.003204,,Right Foot,,,,"[60.4, 41.4]",,Ground Pass,,1.4317821,,,Adrien Thomasson,3375.0,,,,,Kick Off,1,From Kick Off,Emiliano Sala,3114.0,Center Forward,2,Nantes,144,['b246864f-6c61-4044-b882-d99613a537af'],0,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.418,Pass,
,,,,,,,,,,,,,,,,1.320434,,,,,,,,,,,,,,3702a512-8d61-499a-b767-0e8b089fff65,7,,"[61.0, 40.8]",3829503,0,,,,2.7255282,,Left Foot,,,,"[52.4, 44.6]",,Ground Pass,,9.402127,,,Yacine Bammou,3319.0,,,,,,1,From Kick Off,Adrien Thomasson,3375.0,Left Wing,2,Nantes,144,['9b8aaf5d-0153-4839-a4d0-7711ba3fec18'],0,,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.552,Pass,
,,,,,,,,,,,,,,,,2.358685,,,,,,,,,,,,,,0fd1e625-de66-43b9-b5f0-ef8a005f7fea,9,,"[52.4, 44.6]",3829503,0,,,,-1.4587027,,Right Foot,,,,"[56.7, 6.4]",,Low Pass,,38.441254,,,Wilfried Moimbé,4249.0,,,,,,1,From Kick Off,Yacine Bammou,3319.0,Center Attacking Midfield,2,Nantes,144,['63e37098-1abb-4365-a2b6-55be0081e845'],1,,,,,,,,,,,,,,,,,,Nantes,144,00:00:01.872,Pass,
,,,,,,,,,,,,,,,,0.915864,,,,,,,,,,,,,,99cfd92f-b464-4fc6-87ab-4967bbd504eb,12,,"[64.0, 6.6]",3829503,0,,,,0.5245957,,Left Foot,,,,"[83.7, 18.0]",,Ground Pass,,22.760712,,,Emiliano Sala,3114.0,,,,,,1,From Kick Off,Wilfried Moimbé,4249.0,Left Back,2,Nantes,144,['bc5ca422-56a1-4add-a730-4228da33e945'],6,,,,,,,,,,,,,,,,,,Nantes,144,00:00:06.422,Pass,
,,,,,,,,,,,,,,,,0.664504,,,,,,,,,,,,,,ea5eedb8-7e09-41a2-a52b-a19cdd3f75ad,14,,"[83.7, 18.0]",3829503,0,,,,2.8154368,,Right Foot,,,,"[76.9, 20.3]",,Ground Pass,,7.17844,,,Jules Iloki,3151.0,,,,,,1,From Kick Off,Emiliano Sala,3114.0,Center Forward,2,Nantes,144,['7c3ae6be-d08a-4ff5-9d69-c207c8e2ac59'],7,,,,,,,,,,,,,,,,,,Nantes,144,00:00:07.337,Pass,
,,,,,,,,,,,,,,,,0.740201,,,,,,,,,,,,,,bf603993-b614-4afa-a245-b4a7e3b20b34,18,,"[75.9, 18.9]",3829503,0,,,,-1.4106413,,Right Foot,,,,"[78.0, 5.9]",,Ground Pass,,13.168523,,,Wilfried Moimbé,4249.0,,,,,,1,From Kick Off,Jules Iloki,3151.0,Right Wing,2,Nantes,144,['8cf9f3a7-0f5e-42bb-929b-c04b524ff133'],9,,,,,,,,,,,,,,,,,,Nantes,144,00:00:09.786,Pass,
,,,,,,,,,,,,,,,,0.867269,,,,,,,,,,,,,,e37e439d-d52a-4b5c-9a2a-0d8751f34ce8,20,,"[78.0, 5.9]",3829503,0,,,,0.22942121,,Right Foot,,,,"[94.7, 9.8]",,Ground Pass,,17.149343,Incomplete,,Youssouf Sabaly,3404.0,,,,,,1,From Kick Off,Wilfried Moimbé,4249.0,Left Back,2,Nantes,144,"['583a936f-dcd3-4d6c-9997-d55d292f83bf', 'b3d91707-feee-42fb-903c-a734fee82751']",10,,,,,,,,,,,,,,,,,,Nantes,144,00:00:10.526,Pass,
