50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7658d000-7bb1-4496-957d-42510e02d702,1,,,,3901148,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 27}, {'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 12}, {'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f43051f2-b58f-4d2c-9157-26c830c70141,2,,,,3901148,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 40527, 'name': 'Brou Benjamin Angoua'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 91209, 'name': 'Franck Hery'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 401524, 'name': 'Maxime Baca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,64774ee7-40dc-4888-934f-a1cbb23a1fcf,3,,,,3901148,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['1fd871b8-8270-42d4-ab9a-b8bef3607646'],0,,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1fd871b8-8270-42d4-ab9a-b8bef3607646,4,,,,3901148,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['64774ee7-40dc-4888-934f-a1cbb23a1fcf'],0,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b8555837-00b8-42f5-aa68-3b8844ffcce8,1645,,,,3901148,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Guingamp,142,['de8bd252-2d1d-4b79-aa40-9268871cccd4'],0,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,de8bd252-2d1d-4b79-aa40-9268871cccd4,1646,,,,3901148,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Guingamp,142,['b8555837-00b8-42f5-aa68-3b8844ffcce8'],0,,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.333461,,,,,,,,,,,,,69b199c9-2db6-4445-a85a-e493b0d19733,5,,,"[61.0, 40.1]",3901148,0,,,,2.003204,,Right Foot,,,,"[59.8, 42.7]",,Ground Pass,,2.8635643,,,Jimmy Briand,3213.0,,,,,Kick Off,1,From Kick Off,Mevlüt Erdinç,20027.0,Left Center Forward,2,Guingamp,142,['7c4ee0b7-04bf-4c0b-b53a-48c77130d7c5'],0,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.400,Pass,
,,,,,,,,,,,,,,,,,,1.168116,,,,,,,,,,,,,c9df3b3e-4f74-4688-bf4d-778bbeeea7a3,8,,,"[58.8, 43.4]",3901148,0,,,,2.4329665,,Right Foot,,,,"[54.6, 47.0]",,Ground Pass,,5.531727,,,Younousse Sankharé,3348.0,,,,,,1,From Kick Off,Jimmy Briand,3213.0,Right Center Forward,2,Guingamp,142,['c8c1d836-699b-430c-b988-96d9abe40983'],0,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.774,Pass,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,f8bab4be-9211-4c7a-9269-02122d9dc5ae,12,,,"[53.7, 44.2]",3901148,0,,,,-2.6684215,,Left Foot,,,,"[32.8, 33.5]",,Ground Pass,,23.479778,,,Franck Hery,91209.0,,,,,,1,From Kick Off,Younousse Sankharé,3348.0,Right Defensive Midfield,2,Guingamp,142,"['97a66241-952c-40c9-bb6c-4c0f9f204c29', '9e62c6ce-4446-4165-b698-cee3f049bb6c']",2,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:02.802,Pass,True
,,,,,,,,,,,,,,,,,,2.399999,,,,,,,,,,,,,e416a51f-7fa6-462f-8c13-e921a996482c,16,,,"[31.0, 33.8]",3901148,0,,,,2.858497,,Left Foot,,,,"[9.0, 40.2]",,Ground Pass,,22.912006,,,Jonas Lössl,3322.0,,,,,,1,From Kick Off,Franck Hery,91209.0,Left Center Back,2,Guingamp,142,"['55576541-a32e-46a3-80f7-d970f0698ed2', 'ba7c69c7-c37d-4b79-9974-b165827ee724']",5,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:05.338,Pass,True
