ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0a5dd1a3-5996-4b11-bcff-33481582ef29,1,,,3829465,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 401454, 'name': 'Kossi Agassa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 12}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 7367, 'name': 'Grejohn Kyei'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 29}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,010a5ec8-d56c-4d3a-846b-c03189287b24,2,,,3829465,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 20048, 'name': 'Gregory van der Wiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4370, 'name': 'Javier Matías Pastore'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 351521, 'name': 'Ezequiel Iván Lavezzi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8eb01888-b260-49d0-9690-647e139ffbef,3,,,3829465,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['a3ef55d8-ff62-4e82-a9ad-51315142b24e'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a3ef55d8-ff62-4e82-a9ad-51315142b24e,4,,,3829465,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['8eb01888-b260-49d0-9690-647e139ffbef'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ad5b0736-ca6a-4cd2-b764-8ce489afa74b,1988,,,3829465,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,87,Stade de Reims,156,['965c429a-15b1-4a31-8fb6-44c81eed76af'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,965c429a-15b1-4a31-8fb6-44c81eed76af,1989,,,3829465,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,87,Stade de Reims,156,['ad5b0736-ca6a-4cd2-b764-8ce489afa74b'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.146557,,,,,,,,,,,,ccfd6171-6327-4c5d-b39d-68a24657e2c6,5,,"[60.0, 40.0]",3829465,0,,,,,-1.7921108,,Right Foot,,,"[59.1, 36.0]",,Ground Pass,,4.1,,,,,Prince Oniangué,4545.0,,,,,Kick Off,1,From Kick Off,Grejohn Kyei,7367.0,Left Center Forward,2,Stade de Reims,156,['7fd0351b-ab18-466c-958c-cc6ae2b13c13'],1,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:01.539,Pass,
,,,,,,,,,,,,,,1.019532,,,,,,,,,,,,bb5a19ab-9bbf-4000-98d9-90a7692051d9,7,,"[58.3, 37.2]",3829465,0,,,,,-2.8913138,,Right Foot,,,"[45.0, 33.8]",,Ground Pass,,13.727709,,,,,Antoine Devaux,7815.0,,,,,,1,From Kick Off,Prince Oniangué,4545.0,Right Center Forward,2,Stade de Reims,156,['d50c34d6-c49a-4741-bfe7-a264346d42bc'],1,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:01.686,Pass,
,,,,,,,,,,,,,,2.790655,,,,,,,,,,,,768f91a5-98a9-442e-9116-55cfd19b9dd1,10,,"[44.6, 34.9]",3829465,0,,,,,-1.5292866,,Right Foot,,,"[45.9, 3.6]",,Ground Pass,,31.326984,,,,,Franck Signorino,40521.0,,,,,,1,From Kick Off,Antoine Devaux,7815.0,Left Defensive Midfield,2,Stade de Reims,156,['2afa168e-9589-4d34-98d5-366e6f2d6495'],3,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:03.372,Pass,
,,,,,,,,,,,,,,1.404894,,,,,,,,,,,,878b329c-4ad6-40e8-a7c1-5f440e2663ca,13,,"[45.9, 3.6]",3829465,0,,,,,1.5405025,,Left Foot,,,"[46.3, 16.8]",,Ground Pass,,13.206059,,,,,Antoine Devaux,7815.0,,,,,,1,From Kick Off,Franck Signorino,40521.0,Left Back,2,Stade de Reims,156,['1f36e00b-4268-4365-b396-f1226540c341'],6,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:06.962,Pass,
