50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fbf8ca5c-e26a-432e-8591-15e7801885a8,1,,,3829422,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 2948, 'name': 'Nabil Fekir'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6a2a8df9-dd5f-4b85-8488-10155ba6c4e6,2,,,3829422,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 7190, 'name': 'Denis Bouanga'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,284c00a8-de95-4b48-9da7-c369f8d16ce6,3,,,3829422,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['1c3abaef-d9f2-40c8-ad76-0e8973cf2b12'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1c3abaef-d9f2-40c8-ad76-0e8973cf2b12,4,,,3829422,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['284c00a8-de95-4b48-9da7-c369f8d16ce6'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e7070d88-0ed9-4f67-8e0f-3bf17244de00,1821,,,3829422,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Lyon,137,['e7689950-a7ce-4fcd-a829-5c3481d0ed95'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e7689950-a7ce-4fcd-a829-5c3481d0ed95,1822,,,3829422,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Lyon,137,['e7070d88-0ed9-4f67-8e0f-3bf17244de00'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.912861,,,,,,,,,,,,00e63d59-7717-45d3-81d1-fed91d0b1446,5,,"[60.0, 40.0]",3829422,0,,,,-3.0735161,,Right Foot,,,"[51.2, 39.4]",Ground Pass,,8.820431,,,,Nabil Fekir,2948.0,,,,,,Kick Off,1,From Kick Off,Alexandre Lacazette,3451.0,Right Center Forward,2,Lyon,137,['6aee2960-bfeb-469f-b9fb-c6616e10c84e'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.446,Pass,
,,,,,,,,,,,,,,,,,2.130728,,,,,,,,,,,,b891d90f-adf5-4d37-8929-308ced194594,9,,"[52.6, 36.5]",3829422,0,,,,-1.2443947,,Left Foot,,,"[63.5, 4.3]",Low Pass,,33.994854,,,,Henri Bedimo Nsamè,4895.0,,,,,,,1,From Kick Off,Nabil Fekir,2948.0,Center Attacking Midfield,2,Lyon,137,"['ad82282d-a454-4698-9d91-31a7131094c9', 'bb9cdf61-80e9-4057-bc13-e0a044ae5909']",2,,,,,,,,,,,,,,,,,,Lyon,137,00:00:02.147,Pass,True
,,,,,,,,,,,,,,,,,1.023397,,,,,,,,,,,,a53e0173-c68b-4bae-a740-094a4980a508,12,,"[62.1, 3.1]",3829422,0,,,,2.581083,,Left Foot,,,"[52.7, 9.0]",Ground Pass,,11.098198,,,,Jordan Ferri,3118.0,,,,,,,1,From Kick Off,Henri Bedimo Nsamè,4895.0,Left Back,2,Lyon,137,['c96551e7-f311-4322-8f7f-12b36bd3e0b6'],5,,,,,,,,,,,,,,,,,,Lyon,137,00:00:05.271,Pass,
,,,,,,,,,,,,,,,,,0.870616,,,,,,,,,,,,5993c89f-18fb-41d0-8ed3-68f3b2569834,15,,"[48.6, 11.5]",3829422,0,,,,1.6693135,,Right Foot,,,"[46.9, 28.7]",Ground Pass,,17.283808,,,,Corentin Tolisso,5480.0,,,,,,,1,From Kick Off,Jordan Ferri,3118.0,Left Center Midfield,2,Lyon,137,['8183607b-627f-4be1-b070-03b80c2ab58c'],7,,,,,,,,,,,,,,,,,,Lyon,137,00:00:07.431,Pass,
