50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8cf73bde-41af-4ac8-a8a8-c690ca50fe7b,1,,,3900593,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 40697, 'name': 'Mounir Obbadi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 10330, 'name': 'Gadji Celi Carmen Junior Tallo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,df6341c7-d8c1-4b99-a368-44cc93d7cfeb,2,,,3900593,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 31}, {'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4390, 'name': 'Charles Traoré'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 2969, 'name': 'Karim Azamoum'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7a70445a-b22f-4cdc-a308-be082c3a5956,3,,,3900593,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,['66340a88-8a31-49f1-a627-0d9e3606c05f'],0,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,66340a88-8a31-49f1-a627-0d9e3606c05f,4,,,3900593,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,['7a70445a-b22f-4cdc-a308-be082c3a5956'],0,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dbc5db00-4203-4e05-aefa-7735102c6000,1868,,,3900593,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,109,Lille,143,['d0b2d656-ad9e-49ab-99cd-3e95fbda8d10'],0,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d0b2d656-ad9e-49ab-99cd-3e95fbda8d10,1869,,,3900593,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,109,Lille,143,['dbc5db00-4203-4e05-aefa-7735102c6000'],0,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.576527,,,,,,,,,,,,,ac91f67f-a915-4a1a-87c2-71f71b31ae0e,5,,"[61.0, 40.1]",3900593,0,,,,,-2.55359,,Right Foot,,,,"[60.1, 39.5]",,Ground Pass,,1.0816654,,,,Corentin Jean,3010.0,,,,,Kick Off,1,From Kick Off,Fabien Camus,401470.0,Right Center Forward,2,Troyes,133,['83dba1d8-1f74-4670-87c0-7bff2fe2f054'],0,,,,,,,,,,,,,,,,Troyes,133,00:00:00.325,Pass,
,,,,,,,,,,,,,,,,,,2.081085,,,,,,,,,,,,,888b4fa2-0f4a-427a-b777-d4dc61a76bbb,8,,"[57.1, 37.3]",3900593,0,,,,,2.7509856,,Right Foot,,,,"[33.3, 47.1]",,Ground Pass,,25.738688,,,,Calvin Anele Ngcongca,401479.0,,,,,,1,From Kick Off,Corentin Jean,3010.0,Left Center Forward,2,Troyes,133,['bd532689-d4ad-48f3-af94-a86527dab5d9'],2,,,,,,,,,,,,,,,,Troyes,133,00:00:02.891,Pass,
,,,,,,,,,,,,,,,,,,1.645353,,,,,,,,,,,,,33d58fd1-bee4-46c3-94ec-c44a3edcc4e5,11,,"[33.3, 47.1]",3900593,0,,,,,-1.6099223,,Right Foot,,,,"[32.2, 19.0]",,Ground Pass,,28.121523,,,,Matthieu Saunier,13730.0,,,,,,1,From Kick Off,Calvin Anele Ngcongca,401479.0,Right Center Back,2,Troyes,133,['b8ffaa68-aee6-4019-9730-ebd8775960e0'],5,,,,,,,,,,,,,,,,Troyes,133,00:00:05.672,Pass,
,,,,,,,,,,,,,,,,,,1.154385,,,,,,,,,,,,,9d13bad0-3a88-4a65-8f26-36374402a7dd,15,,"[42.4, 11.8]",3900593,0,,,,,-0.104658216,,Left Foot,,,,"[66.2, 9.3]",,High Pass,,23.930943,,,,Fabien Camus,401470.0,,,,,,1,From Kick Off,Matthieu Saunier,13730.0,Left Center Back,2,Troyes,133,['35373842-cea9-47ea-84c9-fac7773927cc'],9,,,,,,,,,,,,,,,,Troyes,133,00:00:09.879,Pass,
