50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.545203,,,,,,,,,,,,896cc6c0-43c0-4602-9a7b-0e330de8fd6f,19,,"[85.3, 80.0]",3829437,0,,,,-0.6710664,,,,,"[108.6, 61.5]",,High Pass,,29.751303,,,Férébory Doré,7207.0,,,,,Throw-in,1,From Throw In,Vincent Manceau,3431.0,Right Back,3,Angers,145,['fa5a4eec-f6e4-4b9a-aab6-9209e308ebc4'],23,,,,,,,,,,,,,,,,,Angers,145,00:00:23.482,Pass,
,,,,,,,,,,,,,,,,,0.721134,,,,,,,,,,,,3322711b-36f1-405b-b7b0-517e18416606,21,,"[108.6, 61.5]",3829437,0,,,,-1.4718835,,Head,True,,"[109.9, 48.4]",,Low Pass,,13.164346,Incomplete,,Gilles Sunu,3111.0,,,,,,1,From Throw In,Férébory Doré,7207.0,Right Midfield,3,Angers,145,"['3d5bdfe5-7386-4f15-864c-993ce754b470', '40e4f16d-aa41-46dc-a739-438adeca9497']",25,,,,,,,,,,,,,,,,,Angers,145,00:00:25.027,Pass,
,,,,,,,,,,,,,,,,,1.982864,,,,,,,,,,,,61e13d33-0a1d-418f-a997-bc529a518118,25,,"[15.0, 5.9]",3829437,0,,,True,0.81241864,,,,,"[27.6, 19.2]",,Low Pass,,18.320753,Incomplete,,Jérôme Le Moigne,401507.0,,,,,Recovery,1,From Throw In,Issiaga Sylla,4352.0,Left Back,3,Angers,145,"['6e10c34c-43ec-4765-9331-26bc21c89651', 'a4b3880a-ec36-480b-9819-7e50bccfa44b', 'ef1dce3a-4ed4-4ad8-a9ec-cc67aaa564ab']",28,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:28.715,Pass,True
,,,,,,,,,,,,,,,,,1.302407,,,,,,,,,,,,ef1dce3a-4ed4-4ad8-a9ec-cc67aaa564ab,28,,"[92.5, 60.9]",3829437,0,,,,1.6831037,,Right Foot,,,"[91.0, 74.2]",,Low Pass,,13.384319,,,Romain Saïss,5219.0,,,,,Recovery,1,From Throw In,Thomas Mangani,3185.0,Left Center Midfield,3,Angers,145,"['61e13d33-0a1d-418f-a997-bc529a518118', '97f05763-cae3-4306-97ca-106ae0fcdcfd', 'd3dc3dfb-b37a-4a28-b83f-5866fe71fc1d']",30,,,,,,,,,,,,,,,,,Angers,145,00:00:30.698,Pass,True
,,,,,,,,,,,,,,,,,2.189773,,,,,,,,,,,,a7d93d6f-ad93-41b8-bd97-f764ea486a92,31,,"[90.1, 73.9]",3829437,0,,,,-1.55622,,Left Foot,,,"[90.6, 39.6]",,High Pass,,34.303642,,,Abdoul Razzagui Camara,3078.0,,,,,,1,From Throw In,Romain Saïss,5219.0,Center Defensive Midfield,3,Angers,145,['a185512c-8d5d-491f-856c-d39c011737bf'],32,,,,,,,,,,,,,,,,,Angers,145,00:00:32.032,Pass,
,,,,,,,,,,,,,,,,,2.61872,,,,,,,,,,,,c7f6232b-a4e9-48c2-99ea-e439651106da,34,,"[90.6, 39.6]",3829437,0,,,True,-0.3171281,,,,,"[110.1, 33.2]",,High Pass,,20.523401,Incomplete,,Gilles Sunu,3111.0,,,,,,1,From Throw In,Abdoul Razzagui Camara,3078.0,Left Midfield,3,Angers,145,"['bf084085-d1f8-4986-a2e2-140fb4a15f79', 'e677bf0d-c91d-4c92-b972-efaee5fd0190', 'f913823b-edd8-48c7-a4bc-8282b772e855']",34,,,,,,,,,,,,,,,,,Angers,145,00:00:34.222,Pass,True
,,,,,,,,,,,,,,,,,2.294033,,,,,,,,,,,,75869606-a900-44ee-a284-0b9026ab3d95,39,,"[42.5, 73.4]",3829437,0,,,True,1.0080591,,,,,"[46.6, 79.9]",,High Pass,,7.6850505,Out,,Jacques Zoua Daogari,401505.0,,,,,Recovery,1,From Throw In,John Tshibumbu,7721.0,Right Wing,3,Angers,145,"['0a943617-e077-40a4-87cb-03aa92a1ab56', '2432209c-95c8-4d34-bc31-34740712658b']",40,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:40.286,Pass,True
,,,,,,,,,,,,,,,,,1.321465,,,,,,,,,,,,7590cf0c-363f-426f-845d-134c6d9b42a6,41,,"[78.7, 0.1]",3829437,0,,,,0.8519663,,,,,"[90.6, 13.7]",,High Pass,,18.071247,,,Gilles Sunu,3111.0,,,,,Throw-in,1,From Throw In,Yoann Andreu,3203.0,Left Back,4,Angers,145,['1be60607-77e9-40aa-8ec3-e6303f94a221'],47,,,,,,,,,,,,,,,,,Angers,145,00:00:47.830,Pass,
,,,,,,,,,,,,,,,,,1.183026,,,,,,,,,,,,71f62471-5247-419a-a23f-257a711e1e71,49,,"[93.9, 10.8]",3829437,1,True,,,0.06965458,,Right Foot,,,"[111.1, 12.0]",,Ground Pass,,17.24181,,,Yoann Andreu,3203.0,,,,,Free Kick,1,From Free Kick,Thomas Mangani,3185.0,Left Center Midfield,5,Angers,145,['e00b3984-555f-4771-a1e6-ec374ee4ae8b'],2,,,,,,,,,,,,,,,,,Angers,145,00:01:02.073,Pass,
,,,,,,,,,,,,,,,,,1.428556,,,,,,,,,,,,cf3c9614-434e-4211-9a54-07e95abcc66c,51,,"[110.3, 12.2]",3829437,1,True,,,1.4637445,9fff7d2c-36b4-428a-aa3b-ef84a59df46c,Left Foot,True,,"[113.9, 45.7]",True,High Pass,,33.69288,,,Cheikh N''Doye,5676.0,,,,,,1,From Free Kick,Yoann Andreu,3203.0,Left Back,5,Angers,145,['e6067181-b6b6-425d-a473-c3fa9f5f95ae'],3,,,,,,,,,,,,,,,,,Angers,145,00:01:03.777,Pass,
,,,,,,,,,,,,,,,,,0.558753,,,,,,,,,,,,45676955-6793-47bc-af23-a984b0d96c8d,55,,"[60.0, 40.0]",3829437,1,,,,1.2490457,,Right Foot,,,"[60.7, 42.1]",,Ground Pass,,2.2135944,,,David Ducourtioux,401509.0,,,,,Kick Off,1,From Kick Off,Jacques Zoua Daogari,401505.0,Center Forward,6,Gazélec Ajaccio,160,['a4a18c6b-1296-44c2-b391-340842192171'],44,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:44.244,Pass,
,,,,,,,,,,,,,,,,,1.784391,,,,,,,,,,,,66c30c8d-34b9-4916-94dd-b9088e34f315,58,,"[60.7, 42.1]",3829437,1,,,,2.9871237,,Right Foot,,,"[31.8, 46.6]",,Ground Pass,,29.248247,,,Roderic Filippi,7808.0,,,,,,1,From Kick Off,David Ducourtioux,401509.0,Right Center Midfield,6,Gazélec Ajaccio,160,['ab36316e-1eb9-46c6-b207-3cb7740fb3de'],44,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:44.953,Pass,
,,,,,,,,,,,,,,,,,1.444691,,,,,,,,,,,,ab2c9d70-fbeb-4ef8-aef5-dc3bb243a6ef,61,,"[30.6, 49.2]",3829437,1,,,,1.3673984,,Right Foot,,,"[33.9, 65.2]",,Ground Pass,,16.33677,,,Alexandre Coeff,7428.0,,,,,,1,From Kick Off,Roderic Filippi,7808.0,Right Center Back,6,Gazélec Ajaccio,160,['6a2c48d8-6562-4c48-8f4b-cd5ee0122784'],46,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:46.920,Pass,
,,,,,,,,,,,,,,,,,2.205593,,,,,,,,,,,,3119a06b-606d-48fe-ab74-6a6130027a9e,64,,"[33.7, 68.5]",3829437,1,,,,-0.24269295,,Right Foot,,,"[74.9, 58.3]",,High Pass,,42.443844,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,1,From Kick Off,Alexandre Coeff,7428.0,Right Back,6,Gazélec Ajaccio,160,"['3eb45974-8ab3-41e1-9209-a36cbb686fc2', '7f7d0b4f-3601-4136-a625-7898d76f0b99']",49,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:49.169,Pass,
,,,,,,,,,,,,,,,,,1.504197,,,,,,,,,,,,3eb45974-8ab3-41e1-9209-a36cbb686fc2,66,,"[45.2, 21.8]",3829437,1,,,,-0.1821683,,Head,,,"[75.6, 16.2]",,High Pass,,30.911486,Incomplete,,Gilles Sunu,3111.0,,,,,Interception,1,From Kick Off,Romain Saïss,5219.0,Center Defensive Midfield,6,Gazélec Ajaccio,160,"['3119a06b-606d-48fe-ab74-6a6130027a9e', '7f07f472-56e7-4f45-8a44-ccba99bf4029', 'ac46a28a-4d9d-4505-8780-08342ed6fc8a']",51,,,,,,,,,,,,,,,,,Angers,145,00:01:51.375,Pass,
,,,,,,,,,,,,,,,,,3.138935,,,,,,,,,,,,ac46a28a-4d9d-4505-8780-08342ed6fc8a,69,,"[44.5, 63.9]",3829437,1,,,True,0.18937005,,,,,"[92.5, 73.1]",,High Pass,,48.873714,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,Recovery,1,From Kick Off,Alexandre Coeff,7428.0,Right Back,6,Gazélec Ajaccio,160,"['18b65170-5080-44bb-8736-1a8bdd2d107d', '3eb45974-8ab3-41e1-9209-a36cbb686fc2', '42dfd8e5-1594-419d-8efe-5bbfc017cbeb', '7da9f5e3-2a3d-441a-b83c-58aae6edb108']",52,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:52.879,Pass,True
,,,,,,,,,,,,,,,,,0.32373,,,,,,,,,,,,05a37d92-a241-4032-bbe9-aa5490eeb3fa,74,,"[22.6, 5.0]",3829437,1,,,,-0.68767124,,Left Foot,,,"[28.2, 0.4]",,High Pass,,7.2470684,Out,,,,,,,,,1,From Kick Off,Yoann Andreu,3203.0,Left Back,6,Gazélec Ajaccio,160,['8fa14f2d-443b-4cde-beff-a70f75bb484e'],58,,,,,,,,,,,,,,,,,Angers,145,00:01:58.038,Pass,True
,,,,,,,,,,,,,,,,,1.210027,,,,,,,,,,,,fed8f71f-1ef8-471b-acf5-1ac327fcb698,75,,"[90.0, 80.0]",3829437,2,True,,,-2.1882021,,,,,"[82.9, 70.0]",,Low Pass,,12.264175,,,David Ducourtioux,401509.0,,,,,Throw-in,1,From Throw In,Alexandre Coeff,7428.0,Right Back,7,Gazélec Ajaccio,160,['30d8c4ac-386a-4542-9fec-9377a842f4e7'],4,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:04.294,Pass,
,,,,,,,,,,,,,,,,,1.14865,,,,,,,,,,,,e8ca5719-c2b8-4c38-bfff-78a40c7b4d95,78,,"[82.6, 74.1]",3829437,2,,,,2.8923404,,Right Foot,,,"[77.1, 75.5]",,Ground Pass,,5.6753855,,,Alexandre Coeff,7428.0,,,,,,1,From Throw In,David Ducourtioux,401509.0,Right Center Midfield,7,Gazélec Ajaccio,160,"['b68d3e5a-252d-4149-a60f-80ee28e89b89', 'c0ec1ae5-3f15-4ee0-b6e0-e1f99c542962']",6,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:06.042,Pass,True
,,,,,,,,,,,,,,,,,0.896455,,,,,,,,,,,,3861bd4b-eaf9-406f-91fe-4361bca1871e,80,,"[77.1, 75.1]",3829437,2,,,,-1.9215243,,Right Foot,,,"[69.6, 54.6]",,Ground Pass,,21.82888,,,Amos Youga,7389.0,,,,,,1,From Throw In,Alexandre Coeff,7428.0,Right Back,7,Gazélec Ajaccio,160,['61b45e49-a24e-4559-80be-061b2de11735'],7,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:07.191,Pass,
,,,,,,,,,,,,,,,,,2.144347,,,,,,,,,,,,36d3fba5-a55a-418d-a074-2ff6fa3ba64a,82,,"[69.6, 54.6]",3829437,2,,,,-1.4724306,,Head,,,"[71.1, 39.4]",,Low Pass,,15.273834,Incomplete,,Jérôme Le Moigne,401507.0,,,,,,1,From Throw In,Amos Youga,7389.0,Left Center Midfield,7,Gazélec Ajaccio,160,"['296fe7e0-1531-424f-bf11-3fc836d5a216', '95ba8109-be90-4bb6-9d82-4e9fcfc72740']",8,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:08.088,Pass,
,,,,,,,,,,,,,,,,,1.420142,,,,,,,,,,,,47772278-b375-480c-a623-d68c5ebc47ca,86,,"[52.4, 40.1]",3829437,2,,,,-0.42379144,,Right Foot,,,"[65.7, 34.1]",,Ground Pass,,14.590751,,,Cheikh N''Doye,5676.0,,,,,,1,Regular Play,Férébory Doré,7207.0,Right Midfield,8,Angers,145,['030ea61c-809d-4556-9989-e0dfae4e20d0'],11,,,,,,,,,,,,,,,,,Angers,145,00:02:11.072,Pass,
,,,,,,,,,,,,,,,,,1.358856,,,,,,,,,,,,16d60ac3-88a2-4f95-ba16-f37ee3b994e0,89,,"[65.7, 34.1]",3829437,2,,,,-1.1407752,,Right Foot,,,"[71.8, 20.8]",,Ground Pass,,14.632156,,,Thomas Mangani,3185.0,,,,,,1,Regular Play,Cheikh N''Doye,5676.0,Right Center Midfield,8,Angers,145,['b8126da0-b28b-4322-99b0-2f2047bfca22'],12,,,,,,,,,,,,,,,,,Angers,145,00:02:12.550,Pass,
,,,,,,,,,,,,,,,,,1.454373,,,,,,,,,,,,c3a287a1-4553-4e10-aefa-dabe4c52c920,93,,"[79.8, 21.4]",3829437,2,,,,-0.543065,,Right Foot,,,"[90.9, 14.7]",,Ground Pass,,12.965339,Incomplete,,Gilles Sunu,3111.0,,,,,,1,Regular Play,Thomas Mangani,3185.0,Left Center Midfield,8,Angers,145,"['5ea0f31b-4830-4812-8de1-0c811980bc9a', 'd3b8648c-0e0c-476f-90a1-caa89ebf7f66']",15,,,,,,,,,,,,,,,,,Angers,145,00:02:15.388,Pass,
,,,,,,,,,,,,,,,,,1.001538,,,,,,,,,,,,d3b8648c-0e0c-476f-90a1-caa89ebf7f66,96,,"[29.2, 65.4]",3829437,2,,,,-0.23342802,,Right Foot,,,"[43.5, 62.0]",,Low Pass,,14.698639,,,John Tshibumbu,7721.0,,,,,Recovery,1,Regular Play,Alexandre Coeff,7428.0,Right Back,9,Gazélec Ajaccio,160,"['0cc8a59e-1a4d-4fe1-a5c1-7711d40b4af8', '4e15a9ed-8d50-4c4f-b604-cc99a23e6035', 'c3a287a1-4553-4e10-aefa-dabe4c52c920']",16,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:16.842,Pass,True
,,,,,,,,,,,,,,,,,1.511066,,,,,,,,,,,,18b20592-0d4f-4b03-baf6-0aec24a7d919,99,,"[43.5, 62.0]",3829437,2,,,,-1.8073541,,Right Foot,,,"[40.8, 50.8]",,Ground Pass,,11.520851,,,Amos Youga,7389.0,,,,,,1,Regular Play,John Tshibumbu,7721.0,Right Wing,9,Gazélec Ajaccio,160,['3cbfb303-a115-405b-ac3f-e8f0129c2af4'],18,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:18.388,Pass,
,,,,,,,,,,,,,,,,,1.268838,,,,,,,,,,,,9b1e1583-3af8-42e8-8617-838a962e59fa,102,,"[40.8, 50.8]",3829437,2,,,,0.5242351,,Right Foot,,,"[61.9, 63.0]",,Ground Pass,,24.37314,,,Jacques Zoua Daogari,401505.0,,,,,,1,Regular Play,Amos Youga,7389.0,Left Center Midfield,9,Gazélec Ajaccio,160,['89a4f88f-ed33-4295-af9a-2ae8ad92371a'],20,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:20.056,Pass,
,,,,,,,,,,,,,,,,,0.151046,,,,,,,,,,,,8efe4da3-b9d3-4158-b178-67b79ad9e867,106,,"[62.4, 62.2]",3829437,2,,,,2.3561945,,Right Foot,,,"[61.1, 63.5]",,Ground Pass,,1.8384776,Incomplete,,John Tshibumbu,7721.0,,,,,,1,Regular Play,Jacques Zoua Daogari,401505.0,Center Forward,9,Gazélec Ajaccio,160,"['85c8edf8-2ecb-4093-92c0-8dc7c7e72f6c', '8cacc6be-6b24-4df0-a885-6bce1297dc41', 'efdb75ae-e31f-44b2-92c1-a9ba1dd379f8']",21,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:21.366,Pass,True
,,,,,,,,,,,,,,,,,1.482817,,,,,,,,,,,,f3e5d763-3137-4eb1-b0cc-b8278f889892,112,,"[53.9, 63.5]",3829437,2,,,,-2.1311562,,Right Foot,,,"[41.1, 43.1]",,Ground Pass,,24.083189,,,Pablo Jean Antoine Martínez,3207.0,,,,,,1,Regular Play,John Tshibumbu,7721.0,Right Wing,9,Gazélec Ajaccio,160,['0d1ab781-23ec-421f-ae81-7aa64d3d74d4'],23,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:23.977,Pass,
,,,,,,,,,,,,,,,,,1.633964,,,,,,,,,,,,e59475b6-a05d-477a-9086-8180f25ad960,115,,"[47.2, 37.9]",3829437,2,,,,-1.3147616,,Right Foot,,,"[52.2, 18.8]",,Ground Pass,,19.743607,Incomplete,,Issiaga Sylla,4352.0,,,,,,1,Regular Play,Pablo Jean Antoine Martínez,3207.0,Left Center Back,9,Gazélec Ajaccio,160,"['1340b592-1fa1-4496-a82e-badf8b6840fa', '7d81ddd0-5ae9-4572-b9c2-9930bb3c8c92']",26,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:26.817,Pass,
,,,,,,,,,,,,,,,,,1.25508,,,,,,,,,,,,b349076f-a0b1-4155-a122-ffb08a95a4da,124,,"[84.7, 79.5]",3829437,2,,,,-1.9427478,,Left Foot,,,"[77.6, 61.3]",,Ground Pass,,19.535864,,,Cheikh N''Doye,5676.0,,,,,,1,Regular Play,Férébory Doré,7207.0,Right Midfield,10,Angers,145,"['36db5b95-2916-4a40-b51d-279de40d01d5', '91232d11-ea5f-4af2-9d17-50bfac4d408a']",33,,,,,,,,,,,,,,,,,Angers,145,00:02:33.455,Pass,True
,,,,,,,,,,,,,,,,,1.374251,,,,,,,,,,,,b5b0db12-3e7f-44a6-a97f-c6fc8037f184,127,,"[77.3, 61.3]",3829437,2,,,,-0.737435,,Right Foot,,,"[90.4, 49.4]",,Ground Pass,,17.698023,,,Abdoul Razzagui Camara,3078.0,,,,,,1,Regular Play,Cheikh N''Doye,5676.0,Right Center Midfield,10,Angers,145,['61957024-2a4c-4c23-aeff-72a0cba19054'],35,,,,,,,,,,,,,,,,,Angers,145,00:02:35.453,Pass,
