bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9ff99dfd-0439-4419-9400-6ad89686d4d8,1,,,,3900606,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 31}, {'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4390, 'name': 'Charles Traoré'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c91c15f7-0412-4207-bd23-f62200c97292,2,,,,3900606,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 401478, 'name': 'Rémi Gomis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4380, 'name': 'Guillaume Gillet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 31687, 'name': 'Adryan Oliveira Tavares'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a6a14308-8d84-4c7a-8aa8-0b790b51370c,3,,,,3900606,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,['7394a104-aba6-4e4a-ae8c-4a4577835701'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7394a104-aba6-4e4a-ae8c-4a4577835701,4,,,,3900606,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,['a6a14308-8d84-4c7a-8aa8-0b790b51370c'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b559ce26-4fe6-47e1-93bc-f184e75ad423,2071,,,,3900606,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Troyes,133,['e8dd66db-fcf1-4322-bff8-9b0c13caa899'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e8dd66db-fcf1-4322-bff8-9b0c13caa899,2072,,,,3900606,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Troyes,133,['b559ce26-4fe6-47e1-93bc-f184e75ad423'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.825379,,,,,,,,,,,,,161e3f51-5793-4a7b-b5cb-669f2d1ae39e,5,,,"[61.0, 40.1]",3900606,0,,True,,,-1.9631364,,Right Foot,,,,"[59.8, 37.2]",,Ground Pass,,3.138471,,,,Benjamin Nivet,3002.0,,,,,Kick Off,1,From Kick Off,Corentin Jean,3010.0,Center Forward,2,Troyes,133,['d0bd36a5-3c6f-4e15-ba5e-77f77d963853'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.385,Pass,
,,,,,,,,,,,,,,,,,,1.271591,,,,,,,,,,,,,27d844c5-c69b-4498-b5a0-639f09f80c9e,7,,,"[60.7, 37.8]",3900606,0,,,,,2.562316,,Left Foot,,,,"[47.4, 46.5]",,Ground Pass,,15.892766,,,,Aloïs Confais,4413.0,,,,,,1,From Kick Off,Benjamin Nivet,3002.0,Center Attacking Midfield,2,Troyes,133,['3cd49f54-531a-440c-9e51-2372e1c37dd9'],1,,,,,,,,,,,,,,,,,Troyes,133,00:00:01.235,Pass,
,,,,,,,,,,,,,,,,,,1.509062,,,,,,,,,,,,,60f48ca7-d309-44ca-a596-ed41fe63517d,10,,,"[46.7, 50.2]",3900606,0,,,,,1.8102092,,Right Foot,,,,"[40.5, 75.6]",,Ground Pass,,26.145746,,,,Lossémy Karaboué,7301.0,,,,,,1,From Kick Off,Aloïs Confais,4413.0,Right Defensive Midfield,2,Troyes,133,['ea1f0461-17f1-4cf6-8c72-f5892348feb0'],3,,,,,,,,,,,,,,,,,Troyes,133,00:00:03.066,Pass,
,,,,,,,,,,,,,,,,,,2.011624,,,,,,,,,,,,,4742ce0c-ea88-4fc2-9ec0-482dcaf1bc83,13,,,"[40.1, 68.5]",3900606,0,,,,,-2.5519667,,Right Foot,,,,"[25.9, 59.0]",,Ground Pass,,17.08479,,,,Calvin Anele Ngcongca,401479.0,,,,,,1,From Kick Off,Lossémy Karaboué,7301.0,Right Back,2,Troyes,133,['a54f3184-3f7e-4747-a85a-6181d3ade3ab'],6,,,,,,,,,,,,,,,,,Troyes,133,00:00:06.306,Pass,
