50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6ecd7c2f-a447-4bea-aa25-381f3f3e06c5,1,,,3829488,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 40527, 'name': 'Brou Benjamin Angoua'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7308, 'name': 'Laurent Dos Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3363, 'name': 'Marcus Coco'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 24}, {'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 4799, 'name': 'Sloan Privat'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9955e7ae-9aef-4b35-a107-a564223986ce,2,,,3829488,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3204, 'name': 'Almamy Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 38}, {'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 27}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 22}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,956e1f1d-89ae-47f9-b572-3751e44b9f24,3,,,3829488,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['4b6342a5-932a-4a62-8bac-7309c2af8f2e'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4b6342a5-932a-4a62-8bac-7309c2af8f2e,4,,,3829488,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['956e1f1d-89ae-47f9-b572-3751e44b9f24'],0,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c4e0c327-2db7-466c-b3af-5e6df89886b0,1347,,,3829488,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,AS Monaco,129,['d440753b-3849-4cff-9845-b197c4775488'],0,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d440753b-3849-4cff-9845-b197c4775488,1348,,,3829488,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,AS Monaco,129,['c4e0c327-2db7-466c-b3af-5e6df89886b0'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.58426,,,,,,,,,,,,,c97222de-7cc7-4ece-ba74-31e9ca5ee82f,5,,"[60.0, 40.0]",3829488,0,,,,1.849096,,Right Foot,,,"[59.4, 42.1]",,Ground Pass,,2.184033,,,Sloan Privat,4799.0,,,,,Kick Off,1,From Kick Off,Jimmy Briand,3213.0,Right Center Forward,2,Guingamp,142,['0eb86865-ef0e-439c-b57c-62fa4e2058ff'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.907,Pass,
,,,,,,,,,,,,,,,,,,1.146253,,,,,,,,,,,,,0c3f941c-bac7-49f3-a02a-c52c831d8cf5,7,,"[59.4, 42.1]",3829488,0,,,,-2.7779818,,Left Foot,,,"[48.1, 37.8]",,Ground Pass,,12.090492,,,Younousse Sankharé,3348.0,,,,,,1,From Kick Off,Sloan Privat,4799.0,Left Center Forward,2,Guingamp,142,['8c244a78-37f1-4cee-87eb-cc20d24033f9'],1,,,,,,,,,,,,,,,,,Guingamp,142,00:00:01.491,Pass,
,,,,,,,,,,,,,,,,,,3.115196,,,,,,,,,,,,,951d8f0a-8c0f-410a-b47e-8760d50d42b3,10,,"[52.2, 40.3]",3829488,0,,,,0.47043702,,Left Foot,,,"[93.3, 61.2]",,High Pass,,46.108784,Incomplete,,Nicolas Benezet,3301.0,,,,,,1,From Kick Off,Younousse Sankharé,3348.0,Left Defensive Midfield,2,Guingamp,142,"['60d449ab-f055-4eec-a687-4521b6a0625d', 'bfc3f94b-a1d8-42b3-8734-40d18d909bcb']",3,,,,,,,,,,,,,,,,,Guingamp,142,00:00:03.357,Pass,
,,,,,,,,,,,,True,,,,,,1.651848,,,,,,,,,,,,,bfc3f94b-a1d8-42b3-8734-40d18d909bcb,13,,"[26.8, 18.9]",3829488,0,,,True,0.4636476,,,,,"[51.0, 31.0]",,High Pass,,27.056423,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,Interception,1,Regular Play,Andrea Raggi,3374.0,Left Back,3,AS Monaco,129,"['01cf7c5d-46c8-492f-9559-ead4d1f738c2', '8b0b8103-4a6e-428e-bc12-e6fcb98da4a7', '951d8f0a-8c0f-410a-b47e-8760d50d42b3']",6,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:06.472,Pass,True
