50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,99ab2b53-3568-4443-9278-ec3f27feeba3,1,,,3900541,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 16271, 'name': 'Florian Raspentino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6701ebc2-2107-4444-82c1-59bbd5aefa71,2,,,3900541,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3204, 'name': 'Almamy Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 38}, {'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 4465, 'name': 'Gabriel Boschilia'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 29}, {'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 4}, {'player': {'id': 3553, 'name': 'Lacina Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,808d658b-42b8-4ffe-a9d6-f3393b4e879f,3,,,3900541,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['3733f06f-5fc5-41f8-b0c2-e5fdd7961039'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3733f06f-5fc5-41f8-b0c2-e5fdd7961039,4,,,3900541,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['808d658b-42b8-4ffe-a9d6-f3393b4e879f'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,eafcddff-8aa1-4818-89ca-b50b2657decf,1511,,,3900541,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,103,Bastia,2736,['7c3dde83-a4f0-440e-a990-1d0bd7830fe3'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7c3dde83-a4f0-440e-a990-1d0bd7830fe3,1512,,,3900541,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,103,Bastia,2736,['eafcddff-8aa1-4818-89ca-b50b2657decf'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.869666,,,,,,,,,,,,,,13baffed-3341-408c-94e8-c550199b9ca9,5,,"[60.0, 40.0]",3900541,0,,,,,1.1071488,,Right Foot,,"[60.8, 41.6]",,Ground Pass,1.7888544,,,,Nabil Dirar,5727.0,,,,,,Kick Off,1,From Kick Off,Lacina Traoré,3553.0,Center Forward,2,AS Monaco,129,['49d310fc-f56e-4f4e-9a30-ef45fefac30c'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.197,Pass,
,,,,,,,,,,,,,,,,,,2.056532,,,,,,,,,,,,,,df8a5eaf-c22a-48d3-9f41-c5a2ddca2d63,8,,"[61.2, 42.3]",3900541,0,,,,,-2.6576777,,Left Foot,,"[31.9, 26.9]",,Ground Pass,33.100605,,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,,1,From Kick Off,Nabil Dirar,5727.0,Right Wing,2,AS Monaco,129,['2e76de7f-a0dc-4477-a726-56079bf9794c'],1,,,,,,,,,,,,,,,,AS Monaco,129,00:00:01.735,Pass,
,,,,,,,,,,,,,,,,,,1.526141,,,,,,,,,,,,,,1b3dcb49-a32d-4c96-8a78-2d2713bfbaf6,11,,"[31.5, 24.7]",3900541,0,,,,,-1.3918792,,Right Foot,,"[34.9, 5.9]",,Ground Pass,19.104973,,,,Elderson Uwa Echiejile,27558.0,,,,,,,1,From Kick Off,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,2,AS Monaco,129,['8607a242-fbc6-4b97-acc6-9ef32d9b6028'],4,,,,,,,,,,,,,,,,AS Monaco,129,00:00:04.028,Pass,
,,,,,,,,,,,,,,,,,,2.330736,,,,,,,,,,,,,,0576bb19-2b18-45b6-ae3c-340515d7dc6e,14,,"[36.0, 6.8]",3900541,0,,,,,2.2535264,,Left Foot,,"[21.2, 25.0]",,Ground Pass,23.458048,,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,,1,From Kick Off,Elderson Uwa Echiejile,27558.0,Left Back,2,AS Monaco,129,['faa17541-b040-4068-86bf-b2e9e0ba0612'],6,,,,,,,,,,,,,,,,AS Monaco,129,00:00:06.179,Pass,
