50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6d9900d6-b6ea-4f2c-b8d2-43d0e1d3eb50,1,,,3900614,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 40697, 'name': 'Mounir Obbadi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3218, 'name': 'Marcos Paulo Mesquita Lopes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 32}, {'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,54fa3c46-2058-4aff-9968-2a7f8ead69e3,2,,,3900614,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 4539, 'name': 'Michaël Jordan Nkololo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,11d06674-5f79-40cd-a2d3-00171c749137,3,,,3900614,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,['3c3d981b-a23b-4365-86ce-b7971af308b2'],0,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3c3d981b-a23b-4365-86ce-b7971af308b2,4,,,3900614,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,['11d06674-5f79-40cd-a2d3-00171c749137'],0,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,36d60032-a231-4973-8a5d-e723f2a7c60e,1954,,,3900614,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,Caen,140,['c1f9b4c5-ac74-45cb-9a48-6e2b44627c77'],0,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c1f9b4c5-ac74-45cb-9a48-6e2b44627c77,1955,,,3900614,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,Caen,140,['36d60032-a231-4973-8a5d-e723f2a7c60e'],0,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.922239,,,,,,,,,,,,,ce9c81cd-b966-4fef-970c-fe5734960d87,5,,"[60.0, 40.0]",3900614,0,,,,-3.127308,,Left Foot,,,,"[53.0, 39.9]",,Ground Pass,,7.0007143,,,,Florent Balmont,3211.0,,,,,Kick Off,1,From Kick Off,Yassine Benzia,3673.0,Center Forward,2,Lille,143,['35ffe39f-20e1-4225-8436-fe49d251082d'],0,,,,,,,,,,,,,,,,Lille,143,00:00:00.811,Pass,
,,,,,,,,,,,,,,,,2.750506,,,,,,,,,,,,,4e29aa06-7c31-4601-abb6-6e0f0613450e,8,,"[56.9, 38.8]",3900614,0,,,,-0.57264453,,Right Foot,,,,"[99.4, 11.4]",,High Pass,,50.566887,,Incomplete,,Éric Bauthéac,40486.0,,,,,,1,From Kick Off,Florent Balmont,3211.0,Right Center Midfield,2,Lille,143,"['129dfb3e-76f3-40ca-8b1d-f9b9b9ef534d', '46922fd0-522d-4f86-8375-22d0aa757c7d']",3,,,,,,,,,,,,,,,,Lille,143,00:00:03.028,Pass,
,,,,,,,,,,,,,,,,1.44176,,,,,,,,,,,,,17497b87-4058-4698-b00e-a329a06f8375,12,,"[20.5, 70.8]",3900614,0,,,,-0.4395236,,Right Foot,,,,"[50.7, 56.6]",,High Pass,,33.371845,,Incomplete,,Ronny Rodelin,2955.0,,,,,,1,From Kick Off,Dennis Appiah,22111.0,Right Back,2,Lille,143,"['7393ce0c-6237-4d48-a94a-758ceca97efe', 'ea0991ce-4a0b-4724-a16d-29bf38aef01d']",6,,,,,,,,,,,,,,,,Caen,140,00:00:06.945,Pass,
,,,,,,,,,,,,,,,,1.036168,,,,,,,,,,,,,ea0991ce-4a0b-4724-a16d-29bf38aef01d,14,,"[69.4, 23.5]",3900614,0,,,,-0.35399744,,Right Foot,,,,"[78.6, 20.1]",,High Pass,,9.80816,,,,Mounir Obbadi,40697.0,,,,,Recovery,1,From Kick Off,Florent Balmont,3211.0,Right Center Midfield,2,Lille,143,"['17497b87-4058-4698-b00e-a329a06f8375', 'c8e46e8c-f915-4eb3-9205-dbd0a8d3064e']",8,,,,,,,,,,,,,,,,Lille,143,00:00:08.387,Pass,
,,,,,,,,,,,,,,,,1.011954,,,,,,,,,,,,,fbfbe769-5dc5-44bf-885c-4501c44d9d6e,20,,"[45.3, 60.2]",3900614,0,,,,1.5182133,,Right Foot,,,,"[46.0, 73.5]",,Low Pass,,13.318408,,,,Michaël Jordan Nkololo,4539.0,,,,,Recovery,1,Regular Play,Ronny Rodelin,2955.0,Center Forward,3,Caen,140,"['18302f8f-f2e6-48de-8dd1-68360d6f2c37', '9d09ca9b-35b7-40af-b8ec-5a70e062f900']",10,,,,,,,,,,,,,,,,Caen,140,00:00:10.493,Pass,True
,,,,,,,,,,,,,,,,0.980137,,,,,,,,,,,,,cfb74da0-c4bd-4d67-9992-e5f31638dd5d,24,,"[47.3, 72.5]",3900614,0,,,,2.9746225,,Right Foot,,,,"[38.4, 74.0]",,Ground Pass,,9.025519,,,,Dennis Appiah,22111.0,,,,,,1,Regular Play,Michaël Jordan Nkololo,4539.0,Right Midfield,3,Caen,140,['374f6a69-cdae-4277-ab68-abe09f63ff4f'],13,,,,,,,,,,,,,,,,Caen,140,00:00:13.186,Pass,
,,,,,,,,,,,,,,,,1.11186,,,,,,,,,,,,,e83f3ead-3ace-40d9-89dc-bcdb87896349,26,,"[38.4, 74.0]",3900614,0,,,,0.17014506,,Right Foot,,,,"[61.1, 77.9]",,High Pass,,23.032585,,,,Ronny Rodelin,2955.0,,,,,,1,Regular Play,Dennis Appiah,22111.0,Right Back,3,Caen,140,['6ca604a7-2654-4bf8-88b5-1ae9802a6ece'],14,,,,,,,,,,,,,,,,Caen,140,00:00:14.166,Pass,
,,,,,,,,,,,,,,,,2.815948,,,,,,,,,,,,,082aec2c-d9ab-42ee-b08b-79f92c44af6c,28,,"[61.1, 77.9]",3900614,0,,,,-0.4613593,,Head,,,,"[78.6, 69.2]",,High Pass,,19.543285,,Incomplete,,Michaël Jordan Nkololo,4539.0,,,,,,1,Regular Play,Ronny Rodelin,2955.0,Center Forward,3,Caen,140,"['a00d503b-da5a-4c4c-8091-0446ec88cfe0', 'd783e1e7-5b40-49f7-87a8-15a068be822c']",15,,,,,,,,,,,,,,,,Caen,140,00:00:15.278,Pass,
,,,,,,,,,,,,,,,,2.652541,,,,,,,,,,,,,a00d503b-da5a-4c4c-8091-0446ec88cfe0,31,,"[41.5, 10.9]",3900614,0,,,,2.4508824,,Right Foot,,,,"[12.1, 35.2]",,Low Pass,,38.142494,,,,Vincent Enyeama,40484.0,,,,,Recovery,1,Regular Play,Bakary Adama Soumaoro,3677.0,Left Center Back,4,Lille,143,"['082aec2c-d9ab-42ee-b08b-79f92c44af6c', '5212a291-d781-4453-a5bc-6d891a830a34', 'bce98e59-8774-476b-ad93-d717e2fb2aaa']",18,,,,,,,,,,,,,,,,Lille,143,00:00:18.094,Pass,True
,,,,,,,,,,,,,,,,1.653013,,,,,,,,,,,,,1b9ab0cf-ac4c-416d-b8d6-aa11128392c3,34,,"[14.6, 37.4]",3900614,0,,,,0.7099859,,Left Foot,,,,"[26.7, 47.8]",,Ground Pass,,15.95525,,,,Renato Civelli,29057.0,,,,,,1,Regular Play,Vincent Enyeama,40484.0,Goalkeeper,4,Lille,143,['a3b486d6-3f2f-4ab4-9130-05076589c4c0'],22,,,,,,,,,,,,,,,,Lille,143,00:00:22.630,Pass,
,,,,,,,,,,,,,,,,0.950912,,,,,,,,,,,,,f9808f67-46b5-4ef5-a874-caf365b1fc65,36,,"[26.1, 48.8]",3900614,0,,,,-1.0014831,,Right Foot,,,,"[34.1, 36.3]",,Ground Pass,,14.840822,,,,Ibrahim Amadou,11332.0,,,,,,1,Regular Play,Renato Civelli,29057.0,Right Center Back,4,Lille,143,['73c607f2-9366-4c37-883e-dfd12203caa4'],24,,,,,,,,,,,,,,,,Lille,143,00:00:24.283,Pass,
