50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7c73f5c0-abaa-422d-8549-0344a2c46c96,1,,,3901207,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 7641, 'name': 'Johann Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 131849, 'name': 'Antoine Conte'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 27}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 12}, {'player': {'id': 26775, 'name': 'Thievy Guivane Bifouma Koulossa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c4a9ea98-c4d1-43ab-88e2-aabe4ec7d4e5,2,,,3901207,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4377, 'name': 'Maxime Dupé'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 4380, 'name': 'Guillaume Gillet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,107b0846-40cf-4d91-a16b-2f13ca7d325b,3,,,3901207,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['1eaac8e7-292b-4207-a9ce-67c247ffc25c'],0,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1eaac8e7-292b-4207-a9ce-67c247ffc25c,4,,,3901207,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['107b0846-40cf-4d91-a16b-2f13ca7d325b'],0,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,693b4725-c307-4e3f-a5d4-f6713022688f,1709,,,3901207,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Stade de Reims,156,['0c79dee5-0004-47ab-a63a-9a443a33c8aa'],0,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0c79dee5-0004-47ab-a63a-9a443a33c8aa,1710,,,3901207,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Stade de Reims,156,['693b4725-c307-4e3f-a5d4-f6713022688f'],0,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.737197,,,,,,,,,,,,,9bc956c2-7c65-41aa-a2be-66c83688524c,5,,"[61.0, 40.1]",3901207,0,,,,,2.0344439,,Right Foot,,,,"[58.8, 44.5]",,Ground Pass,,4.9193497,,,,Yacine Bammou,3319.0,,,,,Kick Off,1,From Kick Off,Kolbeinn Sigþórsson,6284.0,Center Forward,2,Nantes,144,['9620b499-03cc-4671-bde0-62ecd8993560'],0,,,,,,,,,,,,,,,,Nantes,144,00:00:00.199,Pass,
,,,,,,,,,,,,,,,,,1.496281,,,,,,,,,,,,,845491c1-8e6c-4ee8-a2ef-b788a1b5ab9e,8,,"[58.6, 44.5]",3901207,0,,,,,2.753274,,Right Foot,,,,"[43.2, 50.8]",,Ground Pass,,16.63881,,,,Birama Touré,7350.0,,,,,,1,From Kick Off,Yacine Bammou,3319.0,Center Attacking Midfield,2,Nantes,144,['150dd057-f7bc-446d-955c-b441f8df2fee'],1,,,,,,,,,,,,,,,,Nantes,144,00:00:01.288,Pass,
,,,,,,,,,,,,,,,,,3.997768,,,,,,,,,,,,,6bd82559-d805-472b-b028-a47c2e8d5aba,11,,"[43.7, 50.4]",3901207,0,,,,,-0.5776881,,Right Foot,,,,"[86.5, 22.5]",,High Pass,,51.090607,,Incomplete,,Johan Audel,401477.0,,,,,,1,From Kick Off,Birama Touré,7350.0,Right Defensive Midfield,2,Nantes,144,"['56684b35-a833-4bb4-860b-21c527a736b1', '7df1d08c-b62a-40e3-b1e9-c4cd0adf9320']",2,,,,,,,,,,,,,,,,Nantes,144,00:00:02.832,Pass,
,,,,,,,,,,,,,,,,,1.710825,,,,,,,,,,,,,7df1d08c-b62a-40e3-b1e9-c4cd0adf9320,14,,"[33.6, 57.6]",3901207,0,,,,True,-1.091277,,,,,,"[40.1, 45.1]",,High Pass,,14.089003,,,,Jaba Kankava,46801.0,,,,,Recovery,1,From Kick Off,Antoine Conte,131849.0,Right Back,2,Nantes,144,"['6bd82559-d805-472b-b028-a47c2e8d5aba', '974ec51c-2356-4c87-96f1-0364edc1402e', 'e4f58eed-1df6-414c-b397-8442541d0d42']",6,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:06.829,Pass,True
