50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.122138,,,,,,,,,,,,b280eab8-96a0-4416-8ca1-d605500c3ee2,20,,,"[38.3, 15.8]",3901260,0,,,,,2.8053968,,Left Foot,,,,"[19.7, 22.3]",,Ground Pass,,19.703045,,,Wesley Lautoa,3769.0,,,,,,1,Regular Play,Jimmy Cabot,7336.0,Left Midfield,3,Lorient,165,"['85ed0149-1157-485c-9c13-7a4893696ec9', '91add2ff-d91a-40df-816c-340a347b32a1']",19,,,,,,,,,,,,,,,,,,,Lorient,165,00:00:19.857,Pass,True
,,,,,,,,,,,,,,,,,1.775068,,,,,,,,,,,,87503958-c4a5-41c4-a8ef-0175ca7156df,24,,,"[20.1, 16.4]",3901260,0,,,,,-0.35470566,,Left Foot,,,,"[52.5, 4.4]",,High Pass,,34.55083,,,Benjamin Moukandjo Bilé,33178.0,,,,,,1,Regular Play,Wesley Lautoa,3769.0,Left Center Back,3,Lorient,165,"['37d5ee7f-d5f1-40f4-bff9-64d404d2a9d5', '70580f21-e663-4c68-933b-e603a052acbd']",21,,,,,,,,,,,,,,,,,,,Lorient,165,00:00:21.910,Pass,True
,,,,,,,,,,,,,,,,,1.766827,,,,,,,,,,,,48473744-ac6a-4c04-82aa-f17dcc87c959,29,,,"[56.2, 1.0]",3901260,0,,,,,0.1267061,,Right Foot,,,,"[71.9, 3.0]",,Ground Pass,,15.826876,Incomplete,,Jimmy Cabot,7336.0,,,,,,1,Regular Play,Benjamin Moukandjo Bilé,33178.0,Right Center Forward,3,Lorient,165,"['285e87c5-db71-4e8a-96d8-84bd1bd80feb', '2e5d592d-0494-4835-9843-015df4d91304']",26,,,,,,,,,,,,,,,,,,,Lorient,165,00:00:26.806,Pass,
,,,,,,,,,,,,,,,,,1.189958,,,,,,,,,,,,d538eb9a-b6c2-4054-b6c3-77f8a4878120,34,,,"[67.7, 80.0]",3901260,0,,,,,-1.7329952,,,,,,"[65.9, 69.0]",,Low Pass,,11.146299,,,David Ducourtioux,401509.0,,,,,Throw-in,1,From Throw In,Alassane Touré,90746.0,Right Back,4,Gazélec Ajaccio,160,['6b4a0e11-654a-4043-896f-309b0b2fb0f3'],52,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:52.266,Pass,
,,,,,,,,,,,,,,,,,1.657673,,,,,,,,,,,,fd63e47b-eaf2-499b-aaa5-5d2f87dac855,38,,,"[67.7, 72.6]",3901260,0,,,,,-0.21082759,,Right Foot,,,,"[93.4, 67.1]",,High Pass,,26.281933,,,John Tshibumbu,7721.0,,,,,,1,From Throw In,David Ducourtioux,401509.0,Center Defensive Midfield,4,Gazélec Ajaccio,160,"['5b8f1219-72c1-43d1-91dd-6f5ab625e783', '8a038072-7b36-486c-8a69-3b36be2abf71']",54,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:54.615,Pass,True
,,,,,,,,,,,,,,,,,1.064293,,,,,,,,,,,,7954c628-4c96-4e71-9cb4-89aef09b4b30,40,,,"[93.4, 65.7]",3901260,0,,,,,-1.1491088,,Head,,,,"[98.2, 55.0]",,High Pass,,11.727319,Incomplete,,Khalid Boutaïb,5726.0,,,,,,1,From Throw In,John Tshibumbu,7721.0,Right Wing,4,Gazélec Ajaccio,160,"['2b7422eb-ea89-47d4-82e7-29a8e11e3a8a', '2b856205-c282-406f-bf1f-3589a6ee9d8f']",56,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:56.273,Pass,
,,,,,,,,,,,,,,,,,1.482946,,,,,,,,,,,,bdaa3b1f-2d84-4f3c-811d-b1f858e93b4b,43,,,"[92.7, 45.8]",3901260,0,,,,,-0.946386,,Head,,,,"[107.4, 25.4]",,Low Pass,,25.144583,,,Kévin Mayi,7430.0,,,,,Recovery,1,From Throw In,Damjan Đoković,31911.0,Left Center Midfield,4,Gazélec Ajaccio,160,['1e41af13-03d3-48ab-bda2-f6b92d15f82f'],59,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:59.089,Pass,
,,,,,,,,,,,,,,,,,1.58495,,,,,,,,,,,,21fa2128-eda1-47f5-9c51-e8e84c12bba4,47,,,"[118.8, 28.3]",3901260,1,,,,,2.0518713,,Left Foot,True,True,,"[109.3, 46.5]",,Low Pass,,20.530222,Incomplete,,John Tshibumbu,7721.0,,,,,,1,From Throw In,Kévin Mayi,7430.0,Left Wing,4,Gazélec Ajaccio,160,"['0113cc19-d4ad-4fd2-be90-b264ae0deb82', '35204fda-9bad-45cc-86bb-ee7ac0075403']",1,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:01.830,Pass,
,,,,,,,,,,,,,,,,,0.825146,,,,,,,,,,,,2977264d-7e9e-4d75-99a9-2c51f2801724,52,,,"[18.8, 70.4]",3901260,1,,,,True,-0.38204485,,,,,,"[30.0, 65.9]",,Low Pass,,12.070211,Incomplete,,,,,,,,Recovery,1,From Throw In,Yann Jouffre,3102.0,Right Midfield,4,Gazélec Ajaccio,160,"['4f157626-7ec3-47b5-98d9-56c7c4fbfe61', 'f45dafaf-b39f-420b-9a78-86468421974e']",7,,,,,,,,,,,,,,,,,,,Lorient,165,00:01:07.268,Pass,True
,,,,,,,,,,,,,,,,,0.594354,,,,,,,,,,,,fca21ad4-c4cc-4367-aa01-ff9296798953,56,,,"[56.1, 23.2]",3901260,1,,,,,3.1071236,,Left Foot,,,,"[47.4, 23.5]",,Ground Pass,,8.705171,,,Pablo Jean Antoine Martínez,3207.0,,,,,,1,From Throw In,Issiaga Sylla,4352.0,Left Back,4,Gazélec Ajaccio,160,['df47aeb2-d6cb-4545-a340-be9aa9bbd1e4'],16,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:16.495,Pass,
,,,,,,,,,,,,,,,,,1.244281,,,,,,,,,,,,87b92ba3-4274-42eb-ba37-0514b4efcc09,58,,,"[46.0, 21.3]",3901260,1,,,,,-0.3458936,,Right Foot,,,,"[87.9, 6.2]",,High Pass,,44.53785,,,Damjan Đoković,31911.0,,,,,,1,From Throw In,Pablo Jean Antoine Martínez,3207.0,Left Center Back,4,Gazélec Ajaccio,160,['5a8be103-c733-4260-8dc8-dd9200102a77'],17,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:17.089,Pass,
,,,,,,,,,,,,,,,,,1.72063,,,,,,,,,,,,73f9188d-50a4-4069-8e99-accf64ebea48,61,,,"[87.9, 6.2]",3901260,1,,,,,1.2171326,,Left Foot,,,,"[100.6, 40.6]",,High Pass,,36.669468,,,Khalid Boutaïb,5726.0,,,,,,1,From Throw In,Damjan Đoković,31911.0,Left Center Midfield,4,Gazélec Ajaccio,160,['951bb4e4-6da9-4595-9818-85fd26078464'],20,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:20.338,Pass,
,,,,,,,,,,,,,,,,,0.701504,,,,,,,,,,,,6ccf9b0a-46ac-4c23-86f6-0e66445038ab,69,,,"[27.0, 36.3]",3901260,1,,,,,1.2882414,,Right Foot,,,,"[29.7, 45.6]",,Ground Pass,,9.684008,,,Didier Ndong Ibrahim,22587.0,,,,,,1,Regular Play,François Bellugou,3140.0,Left Defensive Midfield,5,Lorient,165,"['23d4da51-1e34-4ada-836d-a3c506f0672f', '7e2e6589-5ec1-491e-819e-679ca82c17d0']",26,,,,,,,,,,,,,,,,,,,Lorient,165,00:01:26.261,Pass,True
,,,,,,,,,,,,,,,,,0.981904,,,,,,,,,,,,cdebf945-1ce2-48ad-82d7-17e8ac20a24c,71,,,"[29.7, 45.6]",3901260,1,,,,,2.8568623,,Right Foot,,,,"[25.6, 46.8]",,Ground Pass,,4.2720017,,,Lindsay Rose,7346.0,,,,,,1,Regular Play,Didier Ndong Ibrahim,22587.0,Right Defensive Midfield,5,Lorient,165,['188168f8-498d-43bc-b1a8-5b7b67935628'],26,,,,,,,,,,,,,,,,,,,Lorient,165,00:01:26.962,Pass,
,,,,,,,,,,,,,,,,,1.356126,,,,,,,,,,,,b59a1813-11c2-45ba-b756-d98c9fafde1c,74,,,"[23.0, 52.9]",3901260,1,,,,,0.7701322,,Right Foot,,,,"[36.3, 65.8]",,Ground Pass,,18.528357,,,Yann Jouffre,3102.0,,,,,,1,Regular Play,Lindsay Rose,7346.0,Right Center Back,5,Lorient,165,['d0080357-de6f-4ca8-9702-7e5a8c9d617b'],28,,,,,,,,,,,,,,,,,,,Lorient,165,00:01:28.125,Pass,
,,,,,,,,,,,,,,,,,1.588433,,,,,,,,,,,,9e8334bf-fa74-4a2e-a920-8d45d21d18ca,78,,,"[37.6, 67.7]",3901260,1,,,,,2.9784973,,Left Foot,,,,"[29.7, 69.0]",,Ground Pass,,8.0062475,,,Erwin Koffi,40531.0,,,,,,1,Regular Play,Yann Jouffre,3102.0,Right Midfield,5,Lorient,165,['90af093d-a01e-4cba-9467-350bafd31c50'],30,,,,,,,,,,,,,,,,,,,Lorient,165,00:01:30.981,Pass,
,,,,,,,,,,,,,,,,,2.391553,,,,,,,,,,,,224af32b-40ff-4aa4-8321-835646590279,81,,,"[28.1, 73.7]",3901260,1,,,,,-2.1532843,,Right Foot,,,,"[11.5, 48.5]",,Ground Pass,,30.17615,,,Benjamin Lecomte,3008.0,,,,,,1,Regular Play,Erwin Koffi,40531.0,Right Back,5,Lorient,165,['a33b0bd9-6a88-4b32-a4fe-10d567df9e72'],33,,,,,,,,,,,,,,,,,,,Lorient,165,00:01:33.892,Pass,
,,,,,,,,,,,,,,,,,2.21121,,,,,,,,,,,,0d6829c8-3574-46ff-b084-3df63fcc2c3e,84,,,"[11.5, 42.3]",3901260,1,,,,,-0.84863824,,Left Foot,,,,"[47.0, 2.0]",,High Pass,,53.70605,,,Jimmy Cabot,7336.0,,True,,,,1,Regular Play,Benjamin Lecomte,3008.0,Goalkeeper,5,Lorient,165,['51dcb3b3-0aac-4a18-8baa-c62f87dc7474'],38,,,,,,,,,,,,,,,,,,,Lorient,165,00:01:38.100,Pass,
,,,,,,,,,,,,,,,,,3.049582,,,,,,,,,,,,73ca7cef-dc61-4d7b-9bea-ee303562029f,88,,,"[46.8, 2.8]",3901260,1,,,,,0.08843865,,Right Foot,,,,"[87.4, 6.4]",,Low Pass,,40.759293,Incomplete,,Benjamin Jeannot,3552.0,,,,,,1,Regular Play,Jimmy Cabot,7336.0,Left Midfield,5,Lorient,165,"['65c2ab5d-e663-4587-8384-586304ec0fa7', '8b4dd5c8-e956-42dd-826e-b7f40ce17f06', 'b46980a2-a5fd-4c5c-b99a-5f343c7e5e91']",40,,,,,,,,,,,,,,,,,,,Lorient,165,00:01:40.402,Pass,True
,,,,,,,,,,,,,,,,,2.486696,,,,,,,,,,,,65c2ab5d-e663-4587-8384-586304ec0fa7,90,,,"[32.7, 73.7]",3901260,1,,,,,-2.4205446,,Left Foot,,,,"[10.4, 54.1]",,Ground Pass,,29.689224,,,Clément Maury,401508.0,,,,,Recovery,1,Regular Play,Roderic Filippi,7808.0,Right Center Back,5,Lorient,165,"['73ca7cef-dc61-4d7b-9bea-ee303562029f', '92606b17-5242-4bec-9bca-2311f4677540']",43,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:43.452,Pass,
,,,,,,,,,,,,,,,,,3.421003,,,,,,,,,,,,e9a64d94-681d-4e1e-8ef8-4c21a56810ab,93,,,"[29.9, 48.4]",3901260,1,,,,,0.26905563,,Left Foot,,,,"[87.2, 64.2]",,High Pass,,59.438454,Incomplete,,John Tshibumbu,7721.0,,,,,,1,Regular Play,Clément Maury,401508.0,Goalkeeper,5,Lorient,165,"['5b7504ba-942f-4ea4-88c2-eb82a227eb4c', 'd276eaf3-9306-46bf-bc59-8c889548f7d8']",53,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:53.275,Pass,
,,,,,,,,,,,,,,,,,1.45736,,,,,,,,,,,,d276eaf3-9306-46bf-bc59-8c889548f7d8,95,,,"[32.9, 15.9]",3901260,1,,,,True,-0.5926974,,,,,,"[42.7, 9.3]",,High Pass,,11.815245,Incomplete,,Jimmy Cabot,7336.0,,,,,Recovery,1,Regular Play,Wesley Lautoa,3769.0,Left Center Back,5,Lorient,165,"['852a3471-d4ff-4871-b325-d61f4369176b', 'ae0f2e16-825c-4d16-a694-0f4c8446176a', 'cb785ad3-d607-4b59-8a42-00b157416a93', 'e9a64d94-681d-4e1e-8ef8-4c21a56810ab']",56,,,,,,,,,,,,,,,,,,,Lorient,165,00:01:56.696,Pass,True
,,,,,,,,,,,,,,,,,1.102401,,,,,,,,,,,,6ff65f53-1b03-4e91-82e0-10c0e26bd4ff,105,,,"[84.3, 0.1]",3901260,2,,,,,2.9840846,,,,,,"[67.3, 2.8]",,Low Pass,,17.213076,,,Jimmy Cabot,7336.0,,,,,Throw-in,1,From Throw In,Benjamin Moukandjo Bilé,33178.0,Right Center Forward,6,Lorient,165,['952e2169-721e-41da-a1e5-b5a3f936d3d3'],6,,,,,,,,,,,,,,,,,,,Lorient,165,00:02:06.171,Pass,
,,,,,,,,,,,,,,,,,1.09603,,,,,,,,,,,,5b17ccac-aa90-4648-9cb1-ce313007417b,108,,,"[67.3, 2.8]",3901260,2,,,,,1.706324,,Right Foot,,,,"[65.2, 18.2]",,Ground Pass,,15.542522,,,Didier Ndong Ibrahim,22587.0,,,,,,1,From Throw In,Jimmy Cabot,7336.0,Left Midfield,6,Lorient,165,['045e4dab-58a5-4113-915b-3186e0ea6815'],10,,,,,,,,,,,,,,,,,,,Lorient,165,00:02:10.041,Pass,
,,,,,,,,,,,,,,,,,0.488161,,,,,,,,,,,,71a261b6-0a0d-4648-9011-a033debb5e4b,111,,,"[64.1, 27.0]",3901260,2,,,,,-1.1071488,,Right Foot,,,,"[68.8, 17.6]",,Ground Pass,,10.50952,,,François Bellugou,3140.0,,,,,,1,From Throw In,Didier Ndong Ibrahim,22587.0,Right Defensive Midfield,6,Lorient,165,['98ca2706-be87-4a79-82ae-e58c47a8a2d9'],12,,,,,,,,,,,,,,,,,,,Lorient,165,00:02:12.506,Pass,
,,,,,,,,,,,,,,,,,1.191788,,,,,,,,,,,,fc881bf1-6c9c-497a-ab3a-5ac62b6e71f5,115,,,"[65.8, 25.3]",3901260,2,,,,,3.1415927,,Right Foot,,,,"[48.3, 25.3]",,Ground Pass,,17.5,,,Wesley Lautoa,3769.0,,,,,,1,From Throw In,François Bellugou,3140.0,Left Defensive Midfield,6,Lorient,165,['27e7dd5b-7a07-4eb9-afc4-4bfe9bd4bbaf'],13,,,,,,,,,,,,,,,,,,,Lorient,165,00:02:13.733,Pass,
,,,,,,,,,,,,,,,,,1.571181,,,,,,,,,,,,d9e33c9f-d272-44c8-93d2-2d5248a56d85,118,,,"[40.1, 28.2]",3901260,2,,,,,-1.0255251,,Left Foot,,,,"[56.6, 1.0]",,Ground Pass,,31.813362,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,1,From Throw In,Wesley Lautoa,3769.0,Left Center Back,6,Lorient,165,['cebb516e-b915-4111-b253-4b50e7de1d1d'],18,,,,,,,,,,,,,,,,,,,Lorient,165,00:02:18.364,Pass,
,,,,,,,,,,,,,,,,,1.573888,,,,,,,,,,,,331b2884-bf80-47fe-abfe-88239c76c3fc,122,,,"[47.9, 4.4]",3901260,2,,,,,2.5855656,,Left Foot,,,,"[33.9, 13.1]",,Ground Pass,,16.48302,,,Wesley Lautoa,3769.0,,,,,,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,6,Lorient,165,['1b42730e-feb7-4c76-b4bc-e76523bcc02b'],23,,,,,,,,,,,,,,,,,,,Lorient,165,00:02:23.122,Pass,
,,,,,,,,,,,,,,,,,1.974425,,,,,,,,,,,,457e3f8d-3acd-4455-8a06-130a0d2cc4e9,125,,,"[27.6, 21.9]",3901260,2,,,,,1.3095101,,Left Foot,,,,"[34.9, 49.2]",,Ground Pass,,28.259157,,,Lindsay Rose,7346.0,,,,,,1,From Throw In,Wesley Lautoa,3769.0,Left Center Back,6,Lorient,165,['bd2d5452-f658-4a97-8a0b-b196887b389a'],25,,,,,,,,,,,,,,,,,,,Lorient,165,00:02:25.988,Pass,
,,,,,,,,,,,,,,,,,1.32141,,,,,,,,,,,,f0856839-99b2-471a-96d3-9315731121a8,128,,,"[36.3, 53.9]",3901260,2,,,,,1.0690506,,Left Foot,,,,"[45.9, 71.4]",,Ground Pass,,19.96021,,,Erwin Koffi,40531.0,,,,,,1,From Throw In,Lindsay Rose,7346.0,Right Center Back,6,Lorient,165,['873d37d9-eba7-456b-b8e2-52c475715203'],28,,,,,,,,,,,,,,,,,,,Lorient,165,00:02:28.940,Pass,
,,,,,,,,,,,,,,,,,0.758259,,,,,,,,,,,,e4318e74-c5eb-476e-9f27-e43f6345bb3d,131,,,"[45.9, 71.4]",3901260,2,,,,,-1.7300577,,Right Foot,,,,"[42.8, 52.1]",,Ground Pass,,19.547379,,,Didier Ndong Ibrahim,22587.0,,,,,,1,From Throw In,Erwin Koffi,40531.0,Right Back,6,Lorient,165,['c77aedab-2086-4615-ac97-77013ae5a022'],31,,,,,,,,,,,,,,,,,,,Lorient,165,00:02:31.589,Pass,
,,,,,,,,,,,,,,,,,0.792182,,,,,,,,,,,,080d17cf-1130-41c0-ae27-838eb0264525,134,,,"[42.8, 52.1]",3901260,2,,,,,-1.6980126,,Right Foot,,,,"[41.7, 43.5]",,Ground Pass,,8.670063,,,François Bellugou,3140.0,,,,,,1,From Throw In,Didier Ndong Ibrahim,22587.0,Right Defensive Midfield,6,Lorient,165,['4db4a6b4-ae1a-4f56-a23a-e75552b6ee2c'],33,,,,,,,,,,,,,,,,,,,Lorient,165,00:02:33.967,Pass,
