50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3cfb42a4-9ca0-4f09-bce4-56076de683e1,1,,,3900617,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 23}, {'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 26775, 'name': 'Thievy Guivane Bifouma Koulossa'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ebe2609c-49e0-478a-8ee4-9a8ba70a4ad3,2,,,3900617,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3432, 'name': 'Alexandre Letellier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7230, 'name': 'Grégory Bourillon'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3071, 'name': 'Pierrick Capelle'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 4906, 'name': 'Arnold Bouka Moutou'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 3}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,090a611e-c062-4d4b-8e22-196a369e6ccb,3,,,3900617,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['f928218d-8b1f-499e-b4e5-6215335436c9'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f928218d-8b1f-499e-b4e5-6215335436c9,4,,,3900617,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['090a611e-c062-4d4b-8e22-196a369e6ccb'],0,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,62993ae6-bedd-4dab-bdd0-aa5530c3d306,1795,,,3900617,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Stade de Reims,156,['2f8304b8-a7c3-4670-9f6c-8bb93947e759'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2f8304b8-a7c3-4670-9f6c-8bb93947e759,1796,,,3900617,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Stade de Reims,156,['62993ae6-bedd-4dab-bdd0-aa5530c3d306'],0,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.441138,,,,,,,,,,,,,afa03131-0547-4bfe-a1c6-9826be078f24,5,,"[61.0, 40.1]",3900617,0,,,,,-2.1341126,,Right Foot,,,"[59.8, 38.2]",,Ground Pass,,2.2472205,,,Thomas Mangani,3185.0,,,,,Kick Off,1,From Kick Off,Gilles Sunu,3111.0,Center Forward,2,Angers,145,['9068acd0-5e52-49aa-b92c-08740510f1c2'],0,,,,,,,,,,,,,,,,,Angers,145,00:00:00.842,Pass,
,,,,,,,,,,,,,,,2.050171,,,,,,,,,,,,,911be31a-b437-475f-8a3b-827326eafa51,8,,"[58.5, 38.2]",3900617,0,,,,,2.893735,,Left Foot,,,"[34.0, 44.4]",,Ground Pass,,25.272316,,,Grégory Bourillon,7230.0,,,,,,1,From Kick Off,Thomas Mangani,3185.0,Left Center Midfield,2,Angers,145,['b08f2910-58ad-440e-a107-29b59423684f'],1,,,,,,,,,,,,,,,,,Angers,145,00:00:01.445,Pass,
,,,,,,,,,,,,,,,1.924021,,,,,,,,,,,,,83939745-c497-4803-a275-465cd2fba780,11,,"[31.6, 42.1]",3900617,0,,,,,-1.7845352,,Right Foot,,,"[28.8, 29.2]",,Ground Pass,,13.200378,,,Romain Thomas,3549.0,,,,,,1,From Kick Off,Grégory Bourillon,7230.0,Right Center Back,2,Angers,145,['ede1893c-5c8a-4bde-ba9d-39f705af1455'],3,,,,,,,,,,,,,,,,,Angers,145,00:00:03.615,Pass,
,,,,,,,,,,,,,,,1.130049,,,,,,,,,,,,,69fb6488-cbf5-4cff-8f2b-e4e19b824e12,14,,"[28.5, 26.2]",3900617,0,,,,,-1.1877816,,Left Foot,,,"[36.8, 5.6]",,Ground Pass,,22.209232,,,Yoann Andreu,3203.0,,,,,,1,From Kick Off,Romain Thomas,3549.0,Left Center Back,2,Angers,145,['93599eb8-baad-4693-ab00-9d4b39ea0e0f'],6,,,,,,,,,,,,,,,,,Angers,145,00:00:06.467,Pass,
