50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.821948,,,,,,,,,,,,,d75d0c9a-85ae-48aa-8030-fcfe2fe2fbad,23,,"[97.8, 10.2]",3901238,0,,,,1.3208177,,Head,True,,"[106.2, 43.1]",,High Pass,,33.955414,Incomplete,,,,,,,,Recovery,1,From Free Kick,Julien Cardy,401525.0,Right Defensive Midfield,3,Guingamp,142,['74580dbf-dbb8-4262-8533-3ab84575f70d'],45,,,,,,,,,,,,,,,,,Guingamp,142,00:00:45.613,Pass,
,,,,,,,,,,,,,,,,,1.333611,,,,,,,,,,,,,c6f9226c-048c-4d38-8ff3-bcd60729efbd,28,,"[27.4, 52.5]",3901238,0,,,,0.86270857,,Right Foot,,,"[40.5, 67.8]",,Low Pass,,20.141996,,,Nabil Dirar,5727.0,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,4,AS Monaco,129,"['6409c1e9-dd97-4c5b-a8c2-d3f20c4807a5', 'cd27ca64-12c2-44e1-883a-2b3b00dff587']",49,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:49.787,Pass,True
,,,,,,,,,,,,,,,,,5.56198,,,,,,,,,,,,,53af9496-3d0b-4d09-83f7-7128ddbb8df5,32,,"[100.4, 73.5]",3901238,0,,,,-1.459541,,Right Foot,True,,"[108.6, 0.1]",,High Pass,,73.85662,Out,,Hélder Wander Sousa Azevedo Costa,9931.0,,True,,,,1,Regular Play,Nabil Dirar,5727.0,Right Wing,4,AS Monaco,129,['4d556a3f-c312-4787-9897-c33105db384d'],58,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:58.552,Pass,
,,,,,,,,,,,,,,,,,1.592073,,,,,,,,,,,,,c07d2390-f80b-4ddc-9733-ebd9dd607ebe,36,,"[20.0, 80.0]",3901238,1,,,,0.0,,,,,"[41.6, 80.0]",,High Pass,,21.6,Out,,Mevlüt Erdinç,20027.0,,,,,Throw-in,1,From Throw In,Jonathan Martins-Pereira,3364.0,Right Back,5,Guingamp,142,['15cf6703-01df-49db-91e2-b2631b933bc1'],22,,,,,,,,,,,,,,,,,Guingamp,142,00:01:22.273,Pass,
,,,,,,,,,,,,,,,,,2.049831,,,,,,,,,,,,,7f53d9e8-58c2-4206-a2e9-a86317176c37,38,,"[76.2, 0.1]",3901238,1,,,,0.51532567,,,,,"[98.8, 12.9]",,High Pass,,25.973063,,,Lacina Traoré,3553.0,,,,,Throw-in,1,From Throw In,Andrea Raggi,3374.0,Left Back,6,AS Monaco,129,['9d6c3a04-d0e4-4a6c-a3a7-7d45e68fa95e'],34,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:34.714,Pass,
,,,,,,,,,,,,,,,,,0.863609,,,,,,,,,,,,,3cbc73eb-ca99-4636-a65a-3532d9dcf128,47,,"[37.1, 47.1]",3901238,1,,,,3.1415927,,Right Foot,,,"[30.5, 47.1]",,Ground Pass,,6.6,,,Julien Cardy,401525.0,,,,,,1,Regular Play,Jimmy Briand,3213.0,Right Center Forward,7,Guingamp,142,"['54a013b8-3da6-458e-bc31-0d4623668cbe', '575a96ee-bb8c-41a5-9c8e-96dc7de2bcfd']",40,,,,,,,,,,,,,,,,,Guingamp,142,00:01:40.335,Pass,True
,,,,,,,,,,,,,,,,,1.656205,,,,,,,,,,,,,f8dd42da-cf80-4b79-80c4-1957c61bee7f,50,,"[30.5, 45.7]",3901238,1,,,,-1.5831923,,Right Foot,,,"[30.2, 21.5]",,Ground Pass,,24.201859,,,Lars Christian Jacobsen,20199.0,,,,,,1,Regular Play,Julien Cardy,401525.0,Right Defensive Midfield,7,Guingamp,142,['128c96da-79a5-4ec3-bdcb-dd796d2b29e3'],41,,,,,,,,,,,,,,,,,Guingamp,142,00:01:41.925,Pass,
,,,,,,,,,,,,,,,,,1.229519,,,,,,,,,,,,,816e1151-f0e3-4216-8cf4-2c2ef490011d,53,,"[25.5, 8.9]",3901238,1,,,,1.823872,,Right Foot,,,"[21.0, 26.3]",,Ground Pass,,17.972479,,,Jérémy Sorbon,3124.0,,,,,,1,Regular Play,Lars Christian Jacobsen,20199.0,Left Back,7,Guingamp,142,['2955fcbf-0c07-43c5-a90f-ac5d802b6887'],44,,,,,,,,,,,,,,,,,Guingamp,142,00:01:44.979,Pass,
,,,,,,,,,,,,,,,,,2.247,,,,,,,,,,,,,ea5fb904-be45-4fb8-90aa-b8d91dead363,57,,"[20.7, 18.4]",3901238,1,,,,2.518282,,Right Foot,,,"[2.2, 31.7]",,Ground Pass,,22.784643,,,Jonas Lössl,3322.0,,,,,,1,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,7,Guingamp,142,['9645f7ae-f66b-4b2c-9828-97d2fed1173b'],47,,,,,,,,,,,,,,,,,Guingamp,142,00:01:47.732,Pass,
,,,,,,,,,,,,,,,,,3.450607,,,,,,,,,,,,,f621eaf6-5c6a-45d1-8b61-2da5e30e6bc5,61,,"[7.6, 36.6]",3901238,1,,,,0.4667057,,Right Foot,,,"[72.9, 69.5]",,High Pass,,73.11977,Incomplete,,Yannis Salibur,3122.0,,,,,,1,Regular Play,Jonas Lössl,3322.0,Goalkeeper,7,Guingamp,142,"['33ffc707-2a93-473b-8bd5-8d1d6165f8d0', '3857ff9f-c733-4824-9ac0-b629b46a30ea', 'e4f681e8-9611-4668-95bf-1aacaea9169b']",52,,,,,,,,,,,,,,,,,Guingamp,142,00:01:52.513,Pass,True
,,,,,,,,,,,,,,,,,1.469913,,,,,,,,,,,,,e4f681e8-9611-4668-95bf-1aacaea9169b,63,,"[47.2, 10.6]",3901238,1,,,,-0.16611955,,Head,,,"[63.9, 7.8]",,High Pass,,16.933104,Incomplete,,Hélder Wander Sousa Azevedo Costa,9931.0,,,,,Recovery,1,Regular Play,Andrea Raggi,3374.0,Left Back,7,Guingamp,142,"['08b53736-b26d-412a-986b-8d0143f296da', '8b4d6d91-717a-475d-8442-808d789bfeae', 'f621eaf6-5c6a-45d1-8b61-2da5e30e6bc5']",55,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:55.964,Pass,
,,,,,,,,,,,,,,,,,3.476584,,,,,,,,,,,,,a2b9ff19-c085-4823-8ae5-178770ff0fe0,67,,"[64.0, 0.1]",3901238,2,,,,0.09111755,,,,,"[103.4, 3.7]",,High Pass,,39.564125,Incomplete,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,Throw-in,1,From Throw In,Andrea Raggi,3374.0,Left Back,8,AS Monaco,129,"['3f2f1c55-681b-4dac-9ca9-4312fd16fd84', '4a6da2e0-d941-4faa-b02a-6279041639eb']",4,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:04.769,Pass,
,,,,,,,,,,,,,,,,,1.362935,,,,,,,,,,,,,bde88d76-767f-4a2a-b936-3e412b5baa90,72,,"[5.8, 77.4]",3901238,2,,,,-1.5469913,,Left Foot,,,"[6.0, 69.0]",,Ground Pass,,8.402381,,,Brou Benjamin Angoua,40527.0,,,,,,1,From Throw In,Jérémy Sorbon,3124.0,Left Center Back,8,AS Monaco,129,"['42259714-c2ff-4619-8b36-693c24fa0afa', '67e3c52e-0716-44a4-80fb-ee0194cd478c']",10,,,,,,,,,,,,,,,,,Guingamp,142,00:02:10.216,Pass,True
,,,,,,,,,,,,,,,,,2.214946,,,,,,,,,,,,,0e47c604-2ebb-4371-8ec2-ebeaa5fc3ea4,75,,"[5.6, 68.2]",3901238,2,,,,0.23966427,,Right Foot,,,"[32.2, 74.7]",,Low Pass,,27.382658,Incomplete,,Younousse Sankharé,3348.0,,,,,,1,From Throw In,Brou Benjamin Angoua,40527.0,Right Center Back,8,AS Monaco,129,"['3d0e6b2a-3dae-47d2-a180-e17c912876a9', '64258a75-7c03-4de1-bc85-316d396d21c9']",11,,,,,,,,,,,,,,,,,Guingamp,142,00:02:11.828,Pass,
,,,,,,,,,,,,,,,,,0.815413,,,,,,,,,,,,,ae704804-371f-49d8-a812-db732a09ba7d,80,,"[98.8, 3.9]",3901238,2,,,,-0.12565033,,Right Foot,,,"[108.3, 2.7]",,Ground Pass,,9.57549,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,1,From Throw In,Andrea Raggi,3374.0,Left Back,8,AS Monaco,129,['8bc51159-f04e-4520-b5a5-7196467e0e8d'],17,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:17.347,Pass,
,,,,,,,,,,,,,,,,,1.271833,,,,,,,,,,,,,d2b23e4a-ff07-454f-9422-d71f16ab4f74,86,,"[120.0, 0.1]",3901238,2,,,,1.7650373,69d4e8bf-c466-4e70-88a3-dfef4e8b6c50,Right Foot,,,"[114.0, 30.6]",,High Pass,True,31.084562,,,Tiemoué Bakayoko,3955.0,True,,Inswinging,,Corner,1,From Corner,Nabil Dirar,5727.0,Right Wing,9,AS Monaco,129,['7fc2a3fd-8838-4a91-8247-99916b422870'],46,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:46.560,Pass,
,,,,,,,,,,,,,,,,,1.802626,,,,,,,,,,,,,b3c0e335-e7d0-4c83-9cd2-2bd26d4a0c00,92,,"[13.1, 43.4]",3901238,3,True,,,-0.07967886,,Drop Kick,,,"[65.7, 39.2]",,High Pass,,52.767414,Incomplete,,,,,,,,,1,From Keeper,Jonas Lössl,3322.0,Goalkeeper,10,Guingamp,142,['33846840-f2d2-4450-b599-84e6a38c64b7'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:03:00.535,Pass,
,,,,,,,,,,,,,,,,,0.928072,,,,,,,,,,,,,02a9f16f-cc8b-4faf-bc9c-7a83d70077ab,95,,"[40.7, 32.7]",3901238,3,,,,-0.62548506,,Left Foot,,,"[47.9, 27.5]",,Ground Pass,,8.881441,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,1,Regular Play,Tiemoué Bakayoko,3955.0,Right Defensive Midfield,11,AS Monaco,129,['46c7ec52-5d00-4bce-85ae-455faf716499'],6,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:06.213,Pass,
,,,,,,,,,,,,,,,,,0.726838,,,,,,,,,,,,,8e3d3913-128d-43b2-8c17-1f75169af3d2,97,,"[47.9, 27.5]",3901238,3,,,,-2.827972,,Right Foot,,,"[40.5, 25.1]",,Ground Pass,,7.77946,,,Tiemoué Bakayoko,3955.0,,,,,,1,Regular Play,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,11,AS Monaco,129,['7bdc2653-0ddc-4158-80d7-56dae9afa0dd'],7,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:07.141,Pass,
,,,,,,,,,,,,,,,,,1.264802,,,,,,,,,,,,,7447833d-ab5c-46ba-99ca-e4ff6a0182e5,100,,"[41.3, 19.3]",3901238,3,,,,1.3471851,,Right Foot,,,"[48.6, 51.4]",,Ground Pass,,32.919598,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,1,Regular Play,Tiemoué Bakayoko,3955.0,Right Defensive Midfield,11,AS Monaco,129,['017d1425-f268-4fc1-b86a-4421085594ff'],11,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:11.455,Pass,
,,,,,,,,,,,,,,,,,1.520733,,,,,,,,,,,,,52e058bd-cc2f-42a1-bdcd-fc764688cd32,103,,"[48.5, 52.1]",3901238,3,,,,1.2661719,,Right Foot,,,"[55.7, 75.0]",,Ground Pass,,24.005207,,,Fábio Henrique Tavares,3247.0,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,11,AS Monaco,129,['114889ff-d6ef-4f31-a8fd-b62cfa792fc4'],14,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:14.512,Pass,
,,,,,,,,,,,,,,,,,1.301112,,,,,,,,,,,,,0f810dbd-3a4b-4006-86ab-9e6b69b99af4,107,,"[55.0, 72.7]",3901238,3,,,,-2.2341053,,Left Foot,,,"[40.7, 54.4]",,Ground Pass,,23.224556,,,Wallace Fortuna dos Santos,8277.0,,,,,,1,Regular Play,Fábio Henrique Tavares,3247.0,Right Back,11,AS Monaco,129,['28c52ae0-6b68-49b8-97c9-19742dea9d23'],18,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:18.202,Pass,
,,,,,,,,,,,,,,,,,2.26477,,,,,,,,,,,,,6f274055-a549-4cdc-b9ad-b2613d1eb3a9,110,,"[40.5, 54.1]",3901238,3,,,,-1.5503074,,Right Foot,,,"[41.0, 29.7]",,Ground Pass,,24.405123,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,1,Regular Play,Wallace Fortuna dos Santos,8277.0,Right Center Back,11,AS Monaco,129,['e668a35f-c2d3-48f9-9b2c-a5d8268fda74'],20,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:20.756,Pass,
,,,,,,,,,,,,,,,,,1.252192,,,,,,,,,,,,,8a1be141-ccab-45bd-9551-6409520d0207,113,,"[55.0, 16.6]",3901238,3,,,,-0.912371,,Right Foot,,,"[63.2, 6.0]",,Ground Pass,,13.401492,,,Andrea Raggi,3374.0,,,,,,1,Regular Play,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,11,AS Monaco,129,['bbfeb59b-a33d-4331-9e73-f344f4d410c1'],26,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:26.105,Pass,
,,,,,,,,,,,,,,,,,1.556909,,,,,,,,,,,,,f45c3ce1-c185-4ffe-bf6b-6af95e724465,116,,"[64.0, 4.2]",3901238,3,,,,2.274101,,Right Foot,,,"[49.5, 21.3]",,Ground Pass,,22.42008,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,1,Regular Play,Andrea Raggi,3374.0,Left Back,11,AS Monaco,129,['60dff041-da9b-43ea-8956-1e4d63ae44ec'],28,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:28.880,Pass,
,,,,,,,,,,,,,,,,,2.135939,,,,,,,,,,,,,507bcede-6a98-42db-bb0f-1a465001cedc,119,,"[54.1, 35.3]",3901238,3,,,,1.4194208,,Left Foot,,,"[57.7, 58.9]",,Ground Pass,,23.872997,,,Wallace Fortuna dos Santos,8277.0,,,,,,1,Regular Play,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,11,AS Monaco,129,['0e33167e-ad40-4090-9551-5ace76219363'],34,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:34.382,Pass,
,,,,,,,,,,,,,,,,,1.28262,,,,,,,,,,,,,226423e0-4313-4d8e-8ae8-b7542dbcce7a,122,,"[68.6, 67.1]",3901238,3,,,,0.6842948,,Right Foot,,,"[80.0, 76.4]",,Ground Pass,,14.71224,,,Fábio Henrique Tavares,3247.0,,,,,,1,Regular Play,Wallace Fortuna dos Santos,8277.0,Right Center Back,11,AS Monaco,129,['bf75116c-4183-4c0b-a053-7c24cb980387'],38,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:38.372,Pass,
,,,,,,,,,,,,,,,,,1.053899,,,,,,,,,,,,,585b22e7-56f8-4862-9532-b7b96f8dbe0d,125,,"[80.0, 76.4]",3901238,3,,,,-0.07088694,,Right Foot,,,"[96.9, 75.2]",,Ground Pass,,16.94255,,,Nabil Dirar,5727.0,,,,,,1,Regular Play,Fábio Henrique Tavares,3247.0,Right Back,11,AS Monaco,129,['c1c0c78b-9677-4979-aa1b-976522f28edd'],40,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:40.379,Pass,
,,,,,,,,,,,,,,,,,1.086707,,,,,,,,,,,,,67482d2d-ab5b-4a8e-9cd5-8b42e7f6a979,129,,"[111.3, 71.9]",3901238,3,,,,-1.4348326,,Right Foot,True,,"[115.5, 41.2]",,High Pass,,30.985964,Incomplete,,Lacina Traoré,3553.0,,,,,,1,Regular Play,Nabil Dirar,5727.0,Right Wing,11,AS Monaco,129,"['6afc2942-9811-4ebf-8968-cf9a9bcb294e', 'dedf0521-6c6f-4fef-92d1-d5ec63289075']",43,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:43.612,Pass,
