50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2bc0a6d5-800b-4b53-9ac6-1a51971bc133,1,,,3901244,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3036, 'name': 'Alexis Blin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7d9bfd5a-4749-443d-b26c-20d56d3ad20b,2,,,3901244,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 31625, 'name': 'Johan Martial'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4390, 'name': 'Charles Traoré'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 2969, 'name': 'Karim Azamoum'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,be24d715-0656-4064-b2fc-b2ac9236f1dc,3,,,3901244,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['0a5f1b0e-3e2b-40bd-a0e9-819f844bcbad'],0,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0a5f1b0e-3e2b-40bd-a0e9-819f844bcbad,4,,,3901244,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['be24d715-0656-4064-b2fc-b2ac9236f1dc'],0,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0831e595-006d-493d-81ce-a2c63a04893b,1666,,,3901244,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,121,Toulouse,130,['ac7c4180-bbee-4a39-a6fe-2595b34b0118'],0,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ac7c4180-bbee-4a39-a6fe-2595b34b0118,1667,,,3901244,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,121,Toulouse,130,['0831e595-006d-493d-81ce-a2c63a04893b'],0,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.819063,,,,,,,,,,,,,,19148e69-d381-416d-98d0-8c70fb20d652,5,,"[60.0, 40.0]",3901244,0,,,,,1.815775,,Right Foot,,,,"[59.7, 41.2]",,Ground Pass,,1.2369317,,,Wissam Ben Yedder,6723.0,,,,,,Kick Off,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Left Center Forward,2,Toulouse,130,['25699afe-822e-4f5b-9988-957f3d3073ae'],0,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.359,Pass,
,,,,,,,,,,,,,,,,1.117039,,,,,,,,,,,,,,90474e20-daaa-4d07-96fa-4b3dd529d10b,7,,"[59.3, 41.6]",3901244,0,,,,,3.071938,,Right Foot,,,,"[55.0, 41.9]",,Ground Pass,,4.3104525,,,Étienne Didot,3189.0,,,,,,,1,From Kick Off,Wissam Ben Yedder,6723.0,Right Center Forward,2,Toulouse,130,['bc58730b-e2bf-4c57-875d-6da477b60039'],1,,,,,,,,,,,,,,,,Toulouse,130,00:00:01.134,Pass,
,,,,,,,,,,,,,,,,3.210268,,,,,,,,,,,,,,4e527387-4dc2-4b94-88e4-ed87905ea285,10,,"[55.7, 41.9]",3901244,0,,,,,-0.52755183,,Right Foot,,,,"[91.4, 21.1]",,High Pass,,41.31743,Incomplete,,Wergiton do Rosário Calmon,3030.0,,,,,,,1,From Kick Off,Étienne Didot,3189.0,Right Defensive Midfield,2,Toulouse,130,"['462ab549-f1a9-4582-b39b-5d6e3ea7c233', '9b4549c9-d70c-4940-bc5b-9a50caac349d']",2,,,,,,,,,,,,,,,,Toulouse,130,00:00:02.295,Pass,
,,,,,,,,,,,,,,,,0.744971,,,,,,,,,,,,,,e642223a-c33f-4aae-927f-cadab9ae497d,18,,"[83.5, 15.1]",3901244,0,,,,,-1.9779005,,Right Foot,,,,"[78.8, 4.2]",,Ground Pass,,11.870131,,,Jacques François Moubandje,3024.0,,,,,,,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Left Center Forward,2,Toulouse,130,"['21dbd1c6-5f55-4e93-be0e-b826258a3c95', '750c6172-4860-48f3-a207-4a5c4d9f61b6']",8,,,,,,,,,,,,,,,,Toulouse,130,00:00:08.808,Pass,True
