50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.042766,,,,,,,,,,,,,0883ce2e-f69b-435e-ae16-18ccbe3545f7,17,,"[39.3, 6.1]",3900544,0,,,,0.69363207,,Left Foot,,,"[48.2, 13.5]",,Ground Pass,,11.574541,,,,Zinédine Machach,3032.0,,,,,,1,From Kick Off,William Matheus da Silva,44065.0,Left Back,2,Toulouse,130,['0449b1d8-7979-4954-b803-ef23b2442593'],7,,,,,,,,,,,,,,,,,Toulouse,130,00:00:07.482,Pass,
,,,,,,,,,,,,,,,,,,1.009691,,,,,,,,,,,,,43483207-0ccc-4b34-ac8b-ad4e622c2457,20,,"[45.9, 14.5]",3900544,0,,,,1.9890207,,Right Foot,,,"[38.7, 30.7]",,Ground Pass,,17.727943,,,,Yann Bodiger,2961.0,,,,,,1,From Kick Off,Zinédine Machach,3032.0,Left Midfield,2,Toulouse,130,['a5e50096-3a16-49f8-8fe7-f9ce1d508257'],9,,,,,,,,,,,,,,,,,Toulouse,130,00:00:09.488,Pass,
,,,,,,,,,,,,,,,,,,1.047648,,,,,,,,,,,,,2dcc8791-e6b9-4f9a-87da-9a30f9090ef0,23,,"[46.2, 26.9]",3900544,0,,,,-1.3680148,,Left Foot,,,"[48.4, 16.2]",,Ground Pass,,10.923827,,,,Zinédine Machach,3032.0,,,,,,1,From Kick Off,Yann Bodiger,2961.0,Center Defensive Midfield,2,Toulouse,130,['112437ae-a397-4d57-b9bb-b0f656e4e079'],13,,,,,,,,,,,,,,,,,Toulouse,130,00:00:13.685,Pass,
,,,,,,,,,,,,,,,,,,1.593433,,,,,,,,,,,,,14155b07-bbad-4e07-95a4-263234e6cff4,26,,"[48.2, 16.3]",3900544,0,,,,2.2477112,,Left Foot,,,"[34.7, 33.1]",,Ground Pass,,21.55203,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,From Kick Off,Zinédine Machach,3032.0,Left Midfield,2,Toulouse,130,['b1fa26fb-4678-4288-9cb1-d9e65a8c8d0a'],14,,,,,,,,,,,,,,,,,Toulouse,130,00:00:14.874,Pass,
,,,,,,,,,,,,,,,,,,1.7606,,,,,,,,,,,,,2ccdadfd-dcab-4dcd-9ebe-0c26c4f72359,29,,"[34.7, 33.1]",3900544,0,,,,1.5226408,,Right Foot,,,"[36.3, 66.3]",,Ground Pass,,33.238533,,,,Issa Diop,4349.0,,,,,,1,From Kick Off,Jean-Armel Kana-Biyik,30447.0,Left Center Back,2,Toulouse,130,['de701e43-a4f7-4796-b46d-ce02093aa9b6'],17,,,,,,,,,,,,,,,,,Toulouse,130,00:00:17.903,Pass,
,,,,,,,,,,,,,,,,,,1.800514,,,,,,,,,,,,,36015016-3831-4a30-ac9e-0fddc408d766,32,,"[44.8, 66.6]",3900544,0,,,,-1.8884873,,Right Foot,,,"[37.5, 44.4]",,Ground Pass,,23.369425,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,From Kick Off,Issa Diop,4349.0,Right Center Back,2,Toulouse,130,['7d774d58-25aa-4768-b99e-8ef6f7a75b4a'],21,,,,,,,,,,,,,,,,,Toulouse,130,00:00:21.280,Pass,
,,,,,,,,,,,,,,,,,,2.066842,,,,,,,,,,,,,b3bdaef6-d59d-4211-8adb-af36c00fcc11,35,,"[37.5, 44.4]",3900544,0,,,,-1.3713189,,Right Foot,,,"[43.1, 16.7]",,Ground Pass,,28.260397,,,,Zinédine Machach,3032.0,,,,,,1,From Kick Off,Jean-Armel Kana-Biyik,30447.0,Left Center Back,2,Toulouse,130,['2c99f811-57ec-4389-b6fa-5cc09c2a962e'],24,,,,,,,,,,,,,,,,,Toulouse,130,00:00:24.126,Pass,
,,,,,,,,,,,,,,,,,,1.64341,,,,,,,,,,,,,fad1a2c7-4da3-4117-a998-da29eef6f12a,39,,"[55.6, 15.1]",3900544,0,,,,2.4068973,,Left Foot,,,"[38.0, 31.0]",,Ground Pass,,23.718557,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,From Kick Off,Zinédine Machach,3032.0,Left Midfield,2,Toulouse,130,['62ab6765-e555-4ac7-86cd-2698aed60d3c'],31,,,,,,,,,,,,,,,,,Toulouse,130,00:00:31.599,Pass,
,,,,,,,,,,,,,,,,,,1.819827,,,,,,,,,,,,,0c15c931-3dfb-41d6-8b6c-e11600d63f21,42,,"[38.0, 31.0]",3900544,0,,,,1.5222411,,Right Foot,,,"[39.9, 70.1]",,Ground Pass,,39.146137,,,,Issa Diop,4349.0,,,,,,1,From Kick Off,Jean-Armel Kana-Biyik,30447.0,Left Center Back,2,Toulouse,130,['98b5615b-84e1-4703-8673-943d986a0024'],34,,,,,,,,,,,,,,,,,Toulouse,130,00:00:34.721,Pass,
,,,,,,,,,,,,,,,,,,0.77186,,,,,,,,,,,,,109557a6-67ef-48b9-94a1-e6404b62d784,45,,"[56.8, 72.6]",3900544,0,,,,-0.6153395,,Right Foot,,,"[68.4, 64.4]",,Ground Pass,,14.205632,,,,Wissam Ben Yedder,6723.0,,,,,,1,From Kick Off,Issa Diop,4349.0,Right Center Back,2,Toulouse,130,['28fde62c-ea46-4fed-b011-488e94163b5c'],38,,,,,,,,,,,,,,,,,Toulouse,130,00:00:38.633,Pass,
,,,,,,,,,,,,,,,,,,0.971732,,,,,,,,,,,,,62392b08-3d06-484e-a0ad-f7b440b5fc54,49,,"[64.2, 66.6]",3900544,0,,,,2.473927,,Right Foot,,,"[53.8, 74.8]",,Ground Pass,,13.243867,,,,Issa Diop,4349.0,,,,,,1,From Kick Off,Wissam Ben Yedder,6723.0,Right Midfield,2,Toulouse,130,"['0a3c0070-c0fa-4753-9705-67f03a130701', '3ebe42ed-9700-4e17-8f5a-8867d28b6966']",41,,,,,,,,,,,,,,,,,Toulouse,130,00:00:41.068,Pass,True
,,,,,,,,,,,,,,,,,,2.782868,,,,,,,,,,,,,bb0dc2aa-9cc5-4096-bb83-42d93095c74f,52,,"[41.5, 62.8]",3900544,0,,,,-1.8091671,,Left Foot,,,"[36.3, 41.4]",,Ground Pass,,22.022715,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,From Kick Off,Issa Diop,4349.0,Right Center Back,2,Toulouse,130,['0c9137a8-d184-40be-ae7f-36d452068878'],44,,,,,,,,,,,,,,,,,Toulouse,130,00:00:44.587,Pass,
,,,,,,,,,,,,,,,,,,1.71083,,,,,,,,,,,,,e9bc9386-81d9-49f6-bf55-b925b3529f11,55,,"[36.9, 44.1]",3900544,0,,,,1.3247435,,Right Foot,,,"[42.4, 66.0]",,Ground Pass,,22.58008,,,,Issa Diop,4349.0,,,,,,1,From Kick Off,Jean-Armel Kana-Biyik,30447.0,Left Center Back,2,Toulouse,130,['5cb22691-1ec6-4427-9622-40f34f6e23af'],50,,,,,,,,,,,,,,,,,Toulouse,130,00:00:50.733,Pass,
,,,,,,,,,,,,,,,,,,2.565767,,,,,,,,,,,,,2ffe6a3d-06a2-4d97-a7f5-54f406f5ad85,58,,"[52.0, 67.4]",3900544,0,,,,0.024825599,,Left Foot,,,"[96.3, 68.5]",,High Pass,,44.313656,,Incomplete,,Wissam Ben Yedder,6723.0,,,,,,1,From Kick Off,Issa Diop,4349.0,Right Center Back,2,Toulouse,130,"['19112a6f-b94b-43e0-a334-36990f897a5c', '461a0219-604f-47aa-979d-1103639abf9c']",54,,,,,,,,,,,,,,,,,Toulouse,130,00:00:54.391,Pass,
,,,,,,,,,,,,,,,,,,1.621086,,,,,,,,,,,,,461a0219-604f-47aa-979d-1103639abf9c,60,,"[23.8, 11.6]",3900544,0,,,,0.4636476,,Head,,,"[29.8, 14.6]",,High Pass,,6.708204,,,,François Bellugou,3140.0,,,,,Recovery,1,From Kick Off,Zargo Touré,7211.0,Left Center Back,2,Toulouse,130,"['2ffe6a3d-06a2-4d97-a7f5-54f406f5ad85', '79385691-7de3-4c9f-8c31-d60d19aa9db2']",56,,,,,,,,,,,,,,,,,Lorient,165,00:00:56.957,Pass,
,,,,,,,,,,,,,,,,,,0.181759,,,,,,,,,,,,,f6d095ce-7b30-4e5f-88e7-173c6726588a,63,,"[29.8, 14.6]",3900544,0,,,,0.24497867,,Right Foot,,,"[31.0, 14.9]",,Low Pass,,1.2369317,,Incomplete,,Didier Ndong Ibrahim,22587.0,,,,,,1,From Kick Off,François Bellugou,3140.0,Left Defensive Midfield,2,Toulouse,130,"['12b1fc18-56b5-4afe-81b7-a4ca63158f53', '48eb8072-9c13-44cd-8ca9-8f6e6abcfb74', 'e68da515-de61-4332-a274-d48eee789fb9']",58,,,,,,,,,,,,,,,,,Lorient,165,00:00:58.578,Pass,True
,,,,,,,,,,,,,,,,,,1.166927,,,,,,,,,,,,,83a4e377-1864-437d-a005-effc0b4947ec,71,,"[77.4, 80.0]",3900544,1,,,,-1.610775,,,,,"[76.9, 67.5]",,Low Pass,,12.509996,,,,Óscar Guido Trejo,11540.0,,,,,Throw-in,1,From Throw In,Wergiton do Rosário Calmon,3030.0,Right Back,3,Toulouse,130,['59ea2a04-dcf5-445d-9ac7-9677a97fcc93'],13,,,,,,,,,,,,,,,,,Toulouse,130,00:01:13.298,Pass,
,,,,,,,,,,,,,,,,,,1.302083,,,,,,,,,,,,,47d5e7d6-0290-4673-93ca-9424058d18e7,78,,"[80.1, 72.1]",3900544,1,,,,1.8417432,,Right Foot,,,"[79.1, 75.7]",,Ground Pass,,3.7363083,,,,Wergiton do Rosário Calmon,3030.0,,,,,Recovery,1,From Throw In,Óscar Guido Trejo,11540.0,Left Center Midfield,3,Toulouse,130,['b6cd5a5e-0c46-4b84-a45f-171af66c8166'],16,,,,,,,,,,,,,,,,,Toulouse,130,00:01:16.541,Pass,
,,,,,,,,,,,,,,,,,,1.005244,,,,,,,,,,,,,556ba0df-46cc-4f64-a0fd-7ea767b97377,81,,"[79.3, 76.7]",3900544,1,,,,-1.7535677,,Left Foot,,,"[75.4, 55.6]",,Ground Pass,,21.4574,,,,Zinédine Machach,3032.0,,,,,,1,From Throw In,Wergiton do Rosário Calmon,3030.0,Right Back,3,Toulouse,130,['a25c4751-8b5b-424f-a247-39a627ca1ded'],19,,,,,,,,,,,,,,,,,Toulouse,130,00:01:19.849,Pass,
,,,,,,,,,,,,,,,,,,2.015988,,,,,,,,,,,,,d1d93a2c-c1b3-4c0a-9aca-b711fd26a9eb,84,,"[69.8, 55.6]",3900544,1,,,,-2.225367,,Left Foot,,,"[56.6, 38.4]",,Ground Pass,,21.681328,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,From Throw In,Zinédine Machach,3032.0,Left Midfield,3,Toulouse,130,['989d8620-7998-4afe-985e-2e884e989384'],22,,,,,,,,,,,,,,,,,Toulouse,130,00:01:22.383,Pass,
,,,,,,,,,,,,,,,,,,1.243086,,,,,,,,,,,,,05e988f9-a8ac-4ee1-9f5e-7ac95c581c86,87,,"[66.8, 26.1]",3900544,1,,,,-1.0612041,,Right Foot,,,"[76.3, 9.1]",,Ground Pass,,19.474342,,,,William Matheus da Silva,44065.0,,,,,,1,From Throw In,Jean-Armel Kana-Biyik,30447.0,Left Center Back,3,Toulouse,130,['e6766645-235f-4c3e-9da4-e9c4adb76bc6'],25,,,,,,,,,,,,,,,,,Toulouse,130,00:01:25.976,Pass,
,,,,,,,,,,,,,,,,,,1.399472,,,,,,,,,,,,,15240928-bf03-4bec-abe4-4918feabef52,90,,"[78.8, 5.3]",3900544,1,,,,2.85613,,Left Foot,,,"[60.4, 10.7]",,Ground Pass,,19.176027,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,From Throw In,William Matheus da Silva,44065.0,Left Back,3,Toulouse,130,['07fecae7-76e1-42df-8566-19d24025c8dd'],29,,,,,,,,,,,,,,,,,Toulouse,130,00:01:29.282,Pass,
,,,,,,,,,,,,,,,,,,1.559925,,,,,,,,,,,,,b4c52da0-4639-4ece-a872-5c4299bbd17b,93,,"[55.0, 11.8]",3900544,1,,,,1.8165413,,Right Foot,,,"[47.3, 42.5]",,Ground Pass,,31.650908,,,,Issa Diop,4349.0,,,,,,1,From Throw In,Jean-Armel Kana-Biyik,30447.0,Left Center Back,3,Toulouse,130,['8beb04f8-89a0-4e92-93c9-937bf9c954c2'],32,,,,,,,,,,,,,,,,,Toulouse,130,00:01:32.512,Pass,
,,,,,,,,,,,,,,,,,,1.670452,,,,,,,,,,,,,2986569d-7c2e-4a3e-94fa-4fc205060073,96,,"[51.2, 54.8]",3900544,1,,,,-1.6315908,,Right Foot,,,"[49.8, 31.8]",,Ground Pass,,23.04257,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,From Throw In,Issa Diop,4349.0,Right Center Back,3,Toulouse,130,['60b81b8c-93b0-403c-9a15-e6c9e7d92ccc'],38,,,,,,,,,,,,,,,,,Toulouse,130,00:01:38.729,Pass,
,,,,,,,,,,,,,,,,,,2.09017,,,,,,,,,,,,,359f3e05-9aef-4dcc-8065-87a492a2ae0c,100,,"[43.1, 29.4]",3900544,1,,,,2.8798792,,Right Foot,,,"[20.7, 35.4]",,Ground Pass,,23.189653,,,,Alban Lafont,2981.0,,,,,,1,From Throw In,Jean-Armel Kana-Biyik,30447.0,Left Center Back,3,Toulouse,130,['5a0d5253-3354-4568-a798-163aca0a0e49'],42,,,,,,,,,,,,,,,,,Toulouse,130,00:01:42.619,Pass,
,,,,,,,,,,,,,,,,,,1.142386,,,,,,,,,,,,,daca0721-e774-4c8e-9fea-796c2b3ece9d,103,,"[24.8, 36.7]",3900544,1,,,,1.148097,,Right Foot,,,"[36.9, 63.6]",,Ground Pass,,29.496101,,,,Issa Diop,4349.0,,,,,,1,From Throw In,Alban Lafont,2981.0,Goalkeeper,3,Toulouse,130,['de350318-8bec-4682-a45d-fa48c37bf1ca'],45,,,,,,,,,,,,,,,,,Toulouse,130,00:01:45.762,Pass,
,,,,,,,,,,,,,,,,,,1.482047,,,,,,,,,,,,,7def51ac-94bc-49d4-824a-a38f22312f78,106,,"[45.3, 65.5]",3900544,1,,,,-2.070143,,Right Foot,,,"[39.9, 55.6]",,Ground Pass,,11.276968,,,,Yann Bodiger,2961.0,,,,,,1,From Throw In,Issa Diop,4349.0,Right Center Back,3,Toulouse,130,['24e24b09-c0c9-4b50-8650-bf814982cab8'],50,,,,,,,,,,,,,,,,,Toulouse,130,00:01:50.731,Pass,
,,,,,,,,,,,,,,,,,,2.513582,,,,,,,,,,,,,be23d42b-f89e-4df5-a267-3848b38219ba,109,,"[43.7, 42.5]",3900544,1,,,,0.12859675,,Left Foot,,,"[90.1, 48.5]",,High Pass,,46.786324,,Incomplete,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Throw In,Yann Bodiger,2961.0,Center Defensive Midfield,3,Toulouse,130,"['1e5baa64-c3f9-42a5-94c4-aa6ae8965df5', '6c6a9112-4ea9-4ada-b7b4-1ae832fa4455']",54,,,,,,,,,,,,,,,,,Toulouse,130,00:01:54.594,Pass,
,,,,,,,,,,,,,,,,,,1.782468,,,,,,,,,,,,,b56e5f12-83a2-4f1f-81b3-8ce5352e05cb,114,,"[12.6, 19.9]",3900544,1,,,,0.04453877,,Left Foot,,,"[48.5, 21.5]",,High Pass,,35.93564,,Incomplete,,Benjamin Jeannot,3552.0,,,,,Recovery,1,From Throw In,Vincent Le Goff,7199.0,Left Back,3,Toulouse,130,"['61133516-f095-4c88-8656-2016e1735e4b', 'b3f9ebf3-9b64-463b-b54e-acac558e65c5', 'c8a4e2aa-f799-4b31-b181-e4c69c679196']",59,,,,,,,,,,,,,,,,,Lorient,165,00:01:59.736,Pass,True
,,,,,,,,,,,,,,,,,,3.680018,,,,,,,,,,,,,c8a4e2aa-f799-4b31-b181-e4c69c679196,116,,"[71.6, 58.6]",3900544,2,,,,-0.6706398,,Head,,,"[89.5, 44.4]",,High Pass,,22.848413,,Incomplete,,Jean-Daniel Akpa Akpro,31174.0,,,,,Recovery,1,From Throw In,Yann Bodiger,2961.0,Center Defensive Midfield,3,Toulouse,130,"['4f0c4306-cc63-432b-8ac0-be11df2b66c7', '8775efa8-298a-4698-baf4-7880f52394da', 'b56e5f12-83a2-4f1f-81b3-8ce5352e05cb']",1,,,,,,,,,,,,,,,,,Toulouse,130,00:02:01.519,Pass,
,,,,,,,,,,,,,,,,,,2.903663,,,,,,,,,,,,,8775efa8-298a-4698-baf4-7880f52394da,119,,"[30.6, 35.7]",3900544,2,,,,0.8694389,,Right Foot,,,"[64.3, 75.6]",,High Pass,,52.227386,,Incomplete,,Romain Philippoteaux,7338.0,,,,,Recovery,1,From Throw In,Lamine Koné,13286.0,Right Center Back,3,Toulouse,130,"['140dac7e-a697-4c58-8af4-e0c9f0f485d4', 'c8a4e2aa-f799-4b31-b181-e4c69c679196', 'dbff1203-5a01-4835-8bb8-2516938ad0a5', 'dfbbdd30-d4ee-4614-a2ad-9e7140b59869']",5,,,,,,,,,,,,,,,,,Lorient,165,00:02:05.199,Pass,True
,,,,,,,,,,,,,,,,,,4.065886,,,,,,,,,,,,,140dac7e-a697-4c58-8af4-e0c9f0f485d4,121,,"[55.8, 4.5]",3900544,2,,,,0.7140907,,Head,,,"[79.8, 25.3]",,High Pass,,31.759092,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,Recovery,1,From Throw In,William Matheus da Silva,44065.0,Left Back,3,Toulouse,130,"['4c75d5a0-3179-4040-84b0-e336bfaa9090', '8775efa8-298a-4698-baf4-7880f52394da']",8,,,,,,,,,,,,,,,,,Toulouse,130,00:02:08.102,Pass,
