50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0aaa3c4e-7c53-472f-abec-57577460ef3a,1,,,3900610,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2658ac10-94fa-41ae-b003-37827d75163b,2,,,3900610,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 7857, 'name': 'Brice Dja Djédjé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 10036, 'name': 'Jacques-Alaixys Romao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 18874, 'name': 'Mauricio Aníbal Isla Isla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 4351, 'name': 'Bouna Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 13}, {'player': {'id': 3639, 'name': 'Georges-Kévin Nkoudou Mbida'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 8981, 'name': 'Antoine Rabillard'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 28}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,404d8682-fae2-49b6-a9df-f89dd34c9136,3,,,3900610,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['7a7dd855-22e8-4dba-a137-ea961810e645'],0,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7a7dd855-22e8-4dba-a137-ea961810e645,4,,,3900610,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['404d8682-fae2-49b6-a9df-f89dd34c9136'],0,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8d60984a-2565-4d8e-be82-8c33fcaba2d5,1823,,,3900610,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Montpellier,139,['5b25f85d-37a2-46ce-a1b1-451be28805ad'],0,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5b25f85d-37a2-46ce-a1b1-451be28805ad,1824,,,3900610,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Montpellier,139,['8d60984a-2565-4d8e-be82-8c33fcaba2d5'],0,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.721635,,,,,,,,,,,,,,3b089011-a707-4a27-8ade-6c1572eb5fa6,5,,"[61.0, 40.1]",3900610,0,,,,1.8329161,,Right Foot,,,"[59.9, 44.2]",Ground Pass,,4.244997,,,,Rémy Cabella,3420.0,,,,,Kick Off,1,From Kick Off,Antoine Rabillard,8981.0,Center Forward,2,Marseille,147,['47c237bc-50b5-49c6-8941-3e4ee3bb1a9a'],1,,,,,,,,,,,,,,,,Marseille,147,00:00:01.723,Pass,
,,,,,,,,,,,,,,,,,,0.958697,,,,,,,,,,,,,,e43af53e-20a0-4eb0-a45e-9edc66ca9f1c,8,,"[58.2, 43.2]",3900610,0,,,,-2.6369233,,Right Foot,,,"[47.7, 37.4]",Ground Pass,,11.995416,,,,Jacques-Alaixys Romao,10036.0,,,,,,1,From Kick Off,Rémy Cabella,3420.0,Center Attacking Midfield,2,Marseille,147,['a26cbd84-6377-405c-8a63-9fc965930c75'],3,,,,,,,,,,,,,,,,Marseille,147,00:00:03.418,Pass,
,,,,,,,,,,,,,,,,,,1.057315,,,,,,,,,,,,,,30e7a759-39a7-40c9-aeec-87fd98994927,11,,"[47.1, 37.4]",3900610,0,,,,-0.013157136,,Right Foot,,,"[62.3, 37.2]",Ground Pass,,15.201316,,,,Rémy Cabella,3420.0,,,,,,1,From Kick Off,Jacques-Alaixys Romao,10036.0,Right Defensive Midfield,2,Marseille,147,['be2b0037-b5c1-482e-b8ef-a7a43f9935ed'],4,,,,,,,,,,,,,,,,Marseille,147,00:00:04.977,Pass,
,,,,,,,,,,,,,,,,,,1.060766,,,,,,,,,,,,,,d4432eda-fd94-44d2-896d-db80b24dfab0,16,,"[65.3, 25.0]",3900610,0,,,,-1.9964875,,Right Foot,,,"[58.0, 8.9]",Ground Pass,,17.67767,,,,Javier Manquillo Gaitán,3075.0,,,,,,1,From Kick Off,Rémy Cabella,3420.0,Center Attacking Midfield,2,Marseille,147,"['58b23f7d-00c4-438e-880d-73c085b63ddf', 'e5dc8f1c-f996-4e10-bec5-f0865653ef40']",9,,,,,,,,,,,,,,,,Marseille,147,00:00:09.055,Pass,True
