50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,10d405d9-2cc5-483e-a1c2-820968416454,1,,,,3900533,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3204, 'name': 'Almamy Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 38}, {'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dc1fe3c4-eafa-4f11-8bcd-810962dc8a85,2,,,,3900533,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5d25b1d6-c0ad-4278-9793-b1a7f943947b,3,,,,3900533,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['5e1bffe6-35cc-49f8-9b0a-10c90ccc9cb1'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5e1bffe6-35cc-49f8-9b0a-10c90ccc9cb1,4,,,,3900533,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['5d25b1d6-c0ad-4278-9793-b1a7f943947b'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8e12b934-df77-4603-af97-5bfba55dd374,1809,,,,3900533,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,108,Caen,140,['02ccedec-40f0-44ff-9ec1-4232f5f190c7'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,02ccedec-40f0-44ff-9ec1-4232f5f190c7,1810,,,,3900533,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,108,Caen,140,['8e12b934-df77-4603-af97-5bfba55dd374'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.422479,,,,,,,,,,,,,fdaeca30-ddd8-4c6f-a6d5-f26b48a1ecee,5,,,"[60.0, 40.0]",3900533,0,,,,1.5253731,,Right Foot,,,"[60.1, 42.2]",,Ground Pass,,2.2022715,,,,,Andy Delort,3038.0,,,,Kick Off,1,From Kick Off,Julien Féret,2959.0,Left Center Midfield,2,Caen,140,['df1e9d6c-fb7d-44bb-aea5-edaa1086f164'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.536,Pass,
,,,,,,,,,,,,,,,,,1.342432,,,,,,,,,,,,,c25dca59-a200-4259-9601-31e70baa1f37,7,,,"[59.7, 41.7]",3900533,0,,,,-2.534148,,Right Foot,,,"[51.5, 36.0]",,Ground Pass,,9.986491,,,,,Nicolas Seube,40698.0,,,,,1,From Kick Off,Andy Delort,3038.0,Center Forward,2,Caen,140,['f305d899-3ef6-43c5-94bd-973abdd492b3'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.958,Pass,
,,,,,,,,,,,,,,,,,5.211525,,,,,,,,,,,,,0ac0ce64-370c-4a91-ba91-2566977fd563,10,,,"[52.5, 37.5]",3900533,0,,,,0.26981828,,Right Foot,,,"[116.5, 55.2]",,High Pass,,66.40248,,,Incomplete,,Ronny Rodelin,2955.0,,,,,1,From Kick Off,Nicolas Seube,40698.0,Center Defensive Midfield,2,Caen,140,"['1dba28f6-fb67-4326-bda3-3a483dd9c545', '48ae3eec-da09-43f2-881b-ab53f9729334']",2,,,,,,,,,,,,,,,,,,Caen,140,00:00:02.836,Pass,
,,,,,,,,,,,,,,,,,2.030699,,,,,,,,,,,,,0d704b5b-a456-4949-87ed-d04fcf2f0de1,14,,,"[12.8, 32.0]",3900533,0,,,,1.2305782,,Keeper Arm,,,"[20.8, 54.6]",,Low Pass,,23.974154,,,,,Wallace Fortuna dos Santos,8277.0,,,,,1,Regular Play,Danijel Subašić,3444.0,Goalkeeper,3,AS Monaco,129,['21969f6c-6ba1-4788-8c6c-ec36ebf864f5'],10,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:10.888,Pass,
