50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4c246c70-955f-46ac-b322-22aeac218c15,1,,,3829462,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f6323682-1c68-4450-af2f-791f2b540ce1,2,,,3829462,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3204, 'name': 'Almamy Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 38}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 4464, 'name': 'Adama Traoré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 18243, 'name': 'Ivan Ricardo Neves Abreu Cavaleiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,db87485b-33ab-4e2c-949a-a0228183e13b,3,,,3829462,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['4aeb048a-4ece-4656-b6b5-7bf7b61a6000'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4aeb048a-4ece-4656-b6b5-7bf7b61a6000,4,,,3829462,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['db87485b-33ab-4e2c-949a-a0228183e13b'],0,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0a64b3e3-b720-4910-8779-4cd36328cb75,1319,,,3829462,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,111,AS Monaco,129,['2fbe74b5-8907-4e5d-b1f3-e9e1d27eeed5'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2fbe74b5-8907-4e5d-b1f3-e9e1d27eeed5,1320,,,3829462,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,111,AS Monaco,129,['0a64b3e3-b720-4910-8779-4cd36328cb75'],0,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.471054,,,,,,,,,,,,,6e551841-b8a7-46d5-9f65-11cac8757a1c,5,,"[61.0, 40.1]",3829462,0,,,,,1.8045396,,Left Foot,,,"[60.0, 44.3]",Ground Pass,,4.3174067,,,,Guido Marcelo Carrillo,3246.0,,,,,Kick Off,1,From Kick Off,Mario Pašalić,11603.0,Right Center Midfield,2,AS Monaco,129,['41b7749e-10cd-4700-bffb-12dd8476117e'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.356,Pass,
,,,,,,,,,,,,,,,,1.455662,,,,,,,,,,,,,ddc50497-6fef-4a82-85ce-7d499610c247,8,,"[60.8, 43.8]",3829462,0,,,,,2.9652817,,Right Foot,,,"[43.4, 46.9]",Ground Pass,,17.673992,,,,Andrea Raggi,3374.0,,,,,,1,From Kick Off,Guido Marcelo Carrillo,3246.0,Center Forward,2,AS Monaco,129,['09dcd28f-2483-4089-8cbe-035d5644c5a4'],1,,,,,,,,,,,,,,,,AS Monaco,129,00:00:01.186,Pass,
,,,,,,,,,,,,,,,,3.510343,,,,,,,,,,,,,55ef6e45-fae5-4bc2-8f9c-e2e77707b63e,11,,"[45.2, 45.6]",3829462,0,,,,,-0.4594577,,Right Foot,,,"[102.6, 17.2]",High Pass,,64.04155,,,,Ivan Ricardo Neves Abreu Cavaleiro,18243.0,,,,,,1,From Kick Off,Andrea Raggi,3374.0,Right Center Back,2,AS Monaco,129,['9cbccb91-b121-412a-b0c8-bc3b64024547'],3,,,,,,,,,,,,,,,,AS Monaco,129,00:00:03.793,Pass,
,,,,,,,,,,,,,,,,0.431653,,,,,,,,,,,,,94c637fe-602b-4e7e-8a1c-b07bec5c3621,16,,"[20.1, 74.4]",3829462,0,,,,,0.25168997,,Left Foot,,,"[27.1, 76.2]",Ground Pass,,7.2277246,,Incomplete,,,,,,,,,1,From Kick Off,Issiaga Sylla,4352.0,Right Back,2,AS Monaco,129,['a84fac1d-5766-495f-95d8-62a04c9bc6b8'],11,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:11.158,Pass,
