50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,644402d0-5a6a-4e9f-8278-cc83192b882e,1,,,,3901147,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 16430, 'name': 'Uroš Spajić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3036, 'name': 'Alexis Blin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 13}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3bfc2d7e-6a37-46a5-bbc3-66ac784dbc10,2,,,,3901147,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 7430, 'name': 'Kévin Mayi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 403155, 'name': 'Mohamed Amine Chermiti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,591adbdc-006d-43ad-9cd6-915fa0f24b18,3,,,,3901147,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['7405d5df-fc88-4f68-8b5e-b231ce53b3fa'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7405d5df-fc88-4f68-8b5e-b231ce53b3fa,4,,,,3901147,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['591adbdc-006d-43ad-9cd6-915fa0f24b18'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f02c72a3-f0b6-41b2-adb1-2b604bbd9557,1839,,,,3901147,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Gazélec Ajaccio,160,['9c76982c-c5b0-403c-8217-af7d7f40fffd'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9c76982c-c5b0-403c-8217-af7d7f40fffd,1840,,,,3901147,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Gazélec Ajaccio,160,['f02c72a3-f0b6-41b2-adb1-2b604bbd9557'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.361696,,,,,,,,,,,,,c8fa5e22-29e9-4ece-92b7-c52ad2bff125,5,,,"[61.0, 40.1]",3901147,0,,,,-1.5946014,,Right Foot,,,"[60.9, 35.9]",Ground Pass,,4.2011905,,,,Martin Braithwaite Christensen,4447.0,,,,,Kick Off,1,From Kick Off,Wissam Ben Yedder,6723.0,Right Center Forward,2,Toulouse,130,['95467b6e-4b15-40e8-9607-8e3df1a68bba'],1,,,,,,,,,,,,,,,,,Toulouse,130,00:00:01.159,Pass,
,,,,,,,,,,,,,,,,,,,,1.264783,,,,,,,,,,,,,ad07e284-9fa9-425a-8740-74660063080a,7,,,"[59.0, 40.3]",3901147,0,,,,2.5995934,,Left Foot,,,"[49.7, 45.9]",Ground Pass,,10.855874,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Left Center Forward,2,Toulouse,130,['098bfc2b-391e-41f8-97f4-254d2e310b51'],1,,,,,,,,,,,,,,,,,Toulouse,130,00:00:01.521,Pass,
,,,,,,,,,,,,,,,,,,,,5.075504,,,,,,,,,,,,,b5f1b637-0eb8-4d8c-901d-a6c6270166dc,10,,,"[51.8, 46.2]",3901147,0,,,,-0.5070985,,Right Foot,,,"[106.7, 15.7]",High Pass,,62.803345,,Incomplete,,Zinédine Machach,3032.0,,,,,,1,From Kick Off,Jean-Daniel Akpa Akpro,31174.0,Right Defensive Midfield,2,Toulouse,130,"['9d2c34ad-5289-4011-a678-606e6f7f9c85', 'f45ecc81-66bf-4241-8c87-72bca87bc67b']",2,,,,,,,,,,,,,,,,,Toulouse,130,00:00:02.792,Pass,
,,,,,,,,,,,,,,,,,,,,0.091322,,,,,,,,,,,,,0828249c-343c-4e00-b13d-6167dbb8ed98,15,,,"[3.1, 69.8]",3901147,0,,,,0.12832323,,Right Foot,,,"[6.2, 70.2]",Low Pass,,3.1257,,Incomplete,,,,,,,,,1,Regular Play,Alassane Touré,90746.0,Right Back,3,Gazélec Ajaccio,160,['aaf034ba-da96-4d76-828d-b402c21a0b56'],11,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:11.948,Pass,
