50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,40da06da-eb57-4335-ae13-66c7023efba3,1,,,,3829498,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 12}, {'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,27dbba0e-de9a-4660-8ab4-dc500ce78982,2,,,,3829498,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5615, 'name': 'Isaac Kiese Thelin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,53bd6480-94a6-415e-acc4-a7d891a5c068,3,,,,3829498,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['e8707e9a-63b1-432b-b7da-580ba0dad067'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e8707e9a-63b1-432b-b7da-580ba0dad067,4,,,,3829498,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['53bd6480-94a6-415e-acc4-a7d891a5c068'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a5ca96f1-c129-4006-bd22-6233e796ab0d,2023,,,,3829498,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,109,Lorient,165,['8608f086-c15f-4e0d-bea8-53484db7068c'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8608f086-c15f-4e0d-bea8-53484db7068c,2024,,,,3829498,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,109,Lorient,165,['a5ca96f1-c129-4006-bd22-6233e796ab0d'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.509588,,,,,,,,,,,,,2aca9ecb-1b0b-406f-bcea-a70486cb73ea,5,,,"[61.0, 40.1]",3829498,0,,,,,2.55359,,Right Foot,,,,"[58.9, 41.5]",,Ground Pass,,2.523886,,,Jaroslav Plašil,3150.0,,,,,,Kick Off,1,From Kick Off,Isaac Kiese Thelin,5615.0,Center Forward,2,Bordeaux,146,['49bd8934-e718-43ff-8527-0e105a2bea68'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.807,Pass,
,,,,,,,,,,,,,,,,,,1.723541,,,,,,,,,,,,,033a3330-e58c-4e34-8dae-071f91bb626d,8,,,"[62.9, 46.8]",3829498,0,,,,,2.0963802,,Left Foot,,,,"[48.4, 71.8]",,Ground Pass,,28.900692,,,Milan Gajić,4823.0,,,,,,,1,From Kick Off,Jaroslav Plašil,3150.0,Center Attacking Midfield,2,Bordeaux,146,['f8983c23-1e97-483b-b748-ccb8adb3b7ca'],2,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:02.186,Pass,
,,,,,,,,,,,,,,,,,,1.527952,,,,,,,,,,,,,49c2ae84-7758-483f-ac20-81c659007b68,11,,,"[50.9, 74.0]",3829498,0,,,,,-2.4128714,,Right Foot,,,,"[36.0, 60.7]",,Ground Pass,,19.97248,,,Pablo Nascimento Castro,4542.0,,,,,,,1,From Kick Off,Milan Gajić,4823.0,Right Back,2,Bordeaux,146,['4f121d53-6196-4ef4-ab80-442e36dcab15'],5,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:05.817,Pass,
,,,,,,,,,,,,,,,,,,1.19086,,,,,,,,,,,,,e14b97df-464f-4f25-ac26-118d15a66cac,14,,,"[37.3, 56.0]",3829498,0,,,,,-1.5867524,,Right Foot,,,,"[37.0, 37.2]",,Ground Pass,,18.802393,,,Nicolas Pallois,3256.0,,,,,,,1,From Kick Off,Pablo Nascimento Castro,4542.0,Right Center Back,2,Bordeaux,146,['4a74126a-a4c2-4e63-a833-bb68ba647419'],8,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:08.879,Pass,
