50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,08cdfd16-1fd9-4e8c-bff5-585e6f2896e0,183,,"[78.2, 39.4]",3829485,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Stéphane Darbion,2993.0,Right Wing,14,Troyes,133,['7a0d13d0-813b-448f-848d-93621a587cd7'],40,,,,,,,,,,,,,,,,,Troyes,133,00:03:40.807,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,03c739c2-b42a-48d0-a983-bac0cc69597b,186,,"[35.4, 39.9]",3829485,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sylvain Armand,40699.0,Left Center Back,15,Rennes,134,['036827e6-ff78-44b5-854d-4def5ac7de3c'],41,,,,,,,,,,,,,,,,,Rennes,134,00:03:41.569,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f5a6c54-abce-448d-8ae3-d853ab95efc2,188,,"[34.9, 53.2]",3829485,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fallou Diagne,3022.0,Right Center Back,15,Rennes,134,['be6c821d-9e0f-4586-baf0-1884df3d7d66'],42,,,,,,,,,,,,,,,,,Rennes,134,00:03:42.763,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce42ec01-3e97-4643-834a-f4f9029f7a53,191,,"[47.6, 58.9]",3829485,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Benjamin André,2990.0,Right Defensive Midfield,15,Rennes,134,['9b0173a2-eeee-4ced-9cf6-870a7f1e9796'],45,,,,,,,,,,,,,,,,,Rennes,134,00:03:45.114,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8a5b0f7-e9cc-48a6-9a55-1f3da0a3e2b6,194,,"[48.4, 14.2]",3829485,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ludovic Baal,2985.0,Left Wing Back,15,Rennes,134,['1f8633f6-609c-4fd4-9a69-9418077ac708'],49,,,,,,,,,,,,,,,,,Rennes,134,00:03:49.739,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d222210d-aa4a-4c5b-b4ce-20a408ae2e98,197,,"[55.6, 10.0]",3829485,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yacouba Sylla,29714.0,Left Defensive Midfield,15,Rennes,134,['99152f90-2535-4b8f-bd22-5e63bd454b6d'],52,,,,,,,,,,,,,,,,,Rennes,134,00:03:52.810,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1953b76-1f7c-44c6-af72-8ea1bc552a07,200,,"[44.6, 34.3]",3829485,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edson André Sitoe,3250.0,Center Back,15,Rennes,134,['8c4ae1a0-00bd-4dd2-a49c-2e6e0c8ed138'],57,,,,,,,,,,,,,,,,,Rennes,134,00:03:57.176,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30d56a2e-e5a0-4bc0-93be-9e45ca5084fc,203,,"[52.6, 73.6]",3829485,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fallou Diagne,3022.0,Right Center Back,15,Rennes,134,['a7863a4b-6565-4891-87ff-915b6c7b90bd'],59,,,,,,,,,,,,,,,,,Rennes,134,00:03:59.491,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,90b82e1e-aa81-42e2-9c30-a6db6bfddae9,206,,"[82.0, 2.3]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ludovic Baal,2985.0,Left Wing Back,15,Rennes,134,['d0c2c2d8-061a-4417-a7ba-f848937605a3'],5,,,,,,,,,,,,,,,,,Rennes,134,00:04:05.208,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ea6d9e2-e7d0-4705-bb50-45616436fd0b,208,,"[71.0, 9.2]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paul-Georges Ntep de Madiba,4900.0,Left Wing,15,Rennes,134,['f7e05583-f8b0-4045-8ace-9b70f6a6f5f2'],6,,,,,,,,,,,,,,,,,Rennes,134,00:04:06.541,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6741f166-988e-451f-9e9a-8743c19646d1,211,,"[87.6, 2.0]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ludovic Baal,2985.0,Left Wing Back,15,Rennes,134,['30448196-938a-4c3b-b701-818277dbed78'],9,,,,,,,,,,,,,,,,,Rennes,134,00:04:09.659,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b3d96f6-9605-4d8a-9fd0-d0e925e2289e,215,,"[111.3, 14.2]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paul-Georges Ntep de Madiba,4900.0,Left Wing,15,Rennes,134,"['f4c6097f-941c-4b08-bd1c-f94c681ed495', 'ffa5d5b5-ca4a-4632-9213-f74ef92e6e30']",13,,,,,,,,,,,,,,,,,Rennes,134,00:04:13.492,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,1f1a1d33-ca2e-40a4-a3f6-546a9142089d,218,,"[101.6, 9.4]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ludovic Baal,2985.0,Left Wing Back,15,Rennes,134,['af4bd098-82e3-461c-b4d1-3f4ca30d4893'],14,,,,,,,,,,,,,,,,,Rennes,134,00:04:14.687,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32407b23-4150-4505-9a8b-238aa4cdd4fd,220,,"[26.0, 68.4]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stéphane Darbion,2993.0,Right Wing,16,Troyes,133,['9c17aca7-96b5-4317-b4fe-f80ce75b1487'],15,,,,,,,,,,,,,,,,,Troyes,133,00:04:15.673,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,94d35a6b-592e-4fb5-951f-bbdc761850a0,224,,"[29.3, 61.3]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Benjamin Nivet,3002.0,Center Attacking Midfield,16,Troyes,133,"['5c6e6152-9d5e-4f99-9bfc-fb866d959192', 'a95e2e7b-8372-4034-b07f-cc7c47f7d71d']",17,,,,,,,,,,,,,,,,,Troyes,133,00:04:17.631,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e3017e5-f6aa-4e64-9819-817202777484,226,,"[47.6, 59.7]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Brayan Andrés Perea Vargas,29133.0,Center Forward,16,Troyes,133,['3478539a-9e4b-4326-b502-dc60a2f4fecd'],19,,,,,,,,,,,,,,,,,Troyes,133,00:04:19.153,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5658274d-846e-4aa6-8582-d2f5288e8273,231,,"[78.6, 18.0]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sylvain Armand,40699.0,Left Center Back,17,Rennes,134,['a7650d51-76a7-4dcd-afc8-dd90d7875325'],21,,,,,,,,,,,,,,,,,Rennes,134,00:04:21.226,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,74486f3f-9963-451e-9619-71fb4bca73c0,236,,"[78.4, 7.0]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ludovic Baal,2985.0,Left Wing Back,17,Rennes,134,"['84104377-933e-4f06-a1f5-29f3931790de', 'a16aa2a8-4e79-4d2e-953c-3cc347f66ddc']",23,,,,,,,,,,,,,,,,,Rennes,134,00:04:23.029,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,da67dd86-d69b-4d24-8ddc-3f0a07a455b0,239,,"[108.0, 41.6]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovanni-Guy Yann Sio,3018.0,Center Forward,17,Rennes,134,['a82217ad-eb7b-4519-a6ff-0034b3b75655'],27,,,,,,,,,,,,,,,,,Rennes,134,00:04:27.050,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e9b4411-37c8-4d29-8718-9dd57f683330,246,,"[30.1, 16.6]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Fabien Camus,401470.0,Left Wing,18,Troyes,133,"['178456cf-93e7-4b92-a6b5-e975e1af3979', '3f021693-9ba2-44a9-8e02-048d9ebe3960']",32,,,,,,,,,,,,,,,,,Troyes,133,00:04:32.400,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ac1fc2c-8746-492f-b9b2-e25385b240b6,250,,"[65.2, 4.0]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Chris Mavinga,18162.0,Left Back,18,Troyes,133,['17b26da6-24f3-412e-80af-a4bf7f30fb19'],38,,,,,,,,,,,,,,,,,Troyes,133,00:04:38.397,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,b504e672-19b5-47b9-bfdc-63f342accfe2,257,,"[100.2, 18.0]",3829485,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Brayan Andrés Perea Vargas,29133.0,Center Forward,18,Troyes,133,['88b74810-1025-47c6-82f7-4b7a55c2f08c'],46,,,,,,,,,,,,,,,,,Troyes,133,00:04:46.331,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,64d29652-8950-434d-9288-eaa90c9d3d3e,259,,"[50.2, 26.4]",3829485,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Yacouba Sylla,29714.0,Left Defensive Midfield,19,Rennes,134,['e29e28f5-dbc1-48f1-ba96-b861164c86fb'],7,,,,,,,,,,,,,,,,,Rennes,134,00:05:07.149,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9b286c2-6174-4fe9-bc7d-181af36a25e1,261,,"[41.8, 46.6]",3829485,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Edson André Sitoe,3250.0,Center Back,19,Rennes,134,['cc4273ee-af0c-4e0e-b309-e6bd72fbc2b0'],10,,,,,,,,,,,,,,,,,Rennes,134,00:05:10.608,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4c3af6e-20c0-4b86-a46d-d2d63572a90c,264,,"[49.1, 67.0]",3829485,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Fallou Diagne,3022.0,Right Center Back,19,Rennes,134,['c7b59d62-9480-419a-8fbd-d1ec2b420339'],12,,,,,,,,,,,,,,,,,Rennes,134,00:05:12.942,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b44dc26-475b-4e8b-8877-b2577334df6a,267,,"[53.4, 55.1]",3829485,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Benjamin André,2990.0,Right Defensive Midfield,19,Rennes,134,['ecdf05ce-e164-4b81-bbf0-e8fc7d9ceb32'],16,,,,,,,,,,,,,,,,,Rennes,134,00:05:16.576,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,312cfaa4-2795-465e-83aa-03a3affe04d1,270,,"[42.8, 55.8]",3829485,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Edson André Sitoe,3250.0,Center Back,19,Rennes,134,['594e9d1e-8dde-4f4b-a464-91392388cbcf'],17,,,,,,,,,,,,,,,,,Rennes,134,00:05:17.979,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd7c8c45-ba7e-4138-b730-7cdde849353c,273,,"[42.9, 27.7]",3829485,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sylvain Armand,40699.0,Left Center Back,19,Rennes,134,['58c530d0-dc5b-48ca-adc9-619ce3431104'],19,,,,,,,,,,,,,,,,,Rennes,134,00:05:19.191,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,84470b48-caee-41bf-9f84-f461a718178a,276,,"[103.7, 39.3]",3829485,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kamil Grosicki,5667.0,Right Wing,19,Rennes,134,['bbc77537-9a9f-4798-ba70-3aea756793d6'],25,,,,,,,,,,,,,,,,,Rennes,134,00:05:25.550,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a27af994-304d-48bd-be19-c29125b1f355,281,,"[110.7, 39.9]",3829485,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Edson André Sitoe,3250.0,Center Back,20,Rennes,134,['9c0172ed-98b5-4f1a-b7b5-77d335a79103'],8,,,,,,,,,,,,,,,,,Rennes,134,00:06:08.844,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,755674ab-0507-4c2c-977e-b83fe542f53b,285,,"[65.4, 54.8]",3829485,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jessy Pi,7415.0,Left Defensive Midfield,21,Troyes,133,['107fb29d-15ad-4b02-98ac-746e7a5cccef'],39,,,,,,,,,,,,,,,,,Troyes,133,00:06:39.891,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,30ee55eb-6429-48a9-a4a4-6b1ebf863020,288,,"[68.5, 20.1]",3829485,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Paul-Georges Ntep de Madiba,4900.0,Left Wing,21,Troyes,133,['e066e908-e49d-40ff-81cb-3588e23b74bb'],43,,,,,,,,,,,,,,,,,Rennes,134,00:06:43.351,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,135e97e8-1429-4bb1-b73b-7b729276b390,290,,"[44.7, 72.4]",3829485,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Benjamin Nivet,3002.0,Center Attacking Midfield,22,Troyes,133,['c24baef0-42e5-420e-9328-3ff09f9b3827'],50,,,,,,,,,,,,,,,,,Troyes,133,00:06:50.660,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30672702-e4ca-4b7b-b85a-63c971d886c0,293,,"[40.5, 78.0]",3829485,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lossémy Karaboué,7301.0,Right Back,22,Troyes,133,['2b11d9d3-16a3-4982-8cd2-15eadbb588c9'],52,,,,,,,,,,,,,,,,,Troyes,133,00:06:52.784,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7c15196-a4c4-47cd-9fa4-e8688f1bbb99,296,,"[17.3, 72.4]",3829485,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dušan Veškovac,42422.0,Right Center Back,22,Troyes,133,['c6312745-709d-4769-b2c7-f11eaec68fce'],55,,,,,,,,,,,,,,,,,Troyes,133,00:06:55.436,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0994509-1412-4f9a-bb66-3f8437168c26,299,,"[6.7, 44.3]",3829485,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Denis Petrić,34953.0,Goalkeeper,22,Troyes,133,['0af4b7ed-b6dc-4cc2-9c3e-5677b7492047'],58,,,,,,,,,,,,,,,,,Troyes,133,00:06:58.155,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c75f5ccb-ffe2-4d5a-9556-403efade1b52,302,,"[23.3, 37.4]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jessy Pi,7415.0,Left Defensive Midfield,22,Troyes,133,['620fb6fc-123a-49bf-a300-ab7ee6f8599d'],2,,,,,,,,,,,,,,,,,Troyes,133,00:07:02.608,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d4948ba-8248-4738-8edc-5fe736589342,305,,"[111.0, 12.2]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Stéphane Darbion,2993.0,Right Wing,22,Troyes,133,['1b90a6ef-6c9e-4839-9866-e515d40bbefe'],10,,,,,,,,,,,,,,,,,Troyes,133,00:07:10.315,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,7f493bdc-7779-4094-badf-6507fe31467a,307,,"[107.5, 36.1]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Brayan Andrés Perea Vargas,29133.0,Center Forward,22,Troyes,133,['2c891771-ff6a-4c1f-b01f-60ec6d46a1f2'],10,,,,,,,,,,,,,,,,,Troyes,133,00:07:10.416,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc46277a-1e86-46d9-8ca3-5ff47fd75593,310,,"[109.0, 3.4]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Fabien Camus,401470.0,Left Wing,23,Troyes,133,['3dc15ce2-d8d3-4ac7-bad5-54178bbb6c10'],19,,,,,,,,,,,,,,,,,Troyes,133,00:07:19.521,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bba89748-e930-4366-98aa-a6a848ee6ef2,313,,"[105.1, 12.5]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Benjamin Nivet,3002.0,Center Attacking Midfield,23,Troyes,133,['a7ebabe3-aee2-47b5-8529-ceb3f7d07875'],21,,,,,,,,,,,,,,,,,Troyes,133,00:07:21.814,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bdd6557-89bb-46e3-9275-17f83e7e6c91,315,,"[109.9, 14.6]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Stéphane Darbion,2993.0,Right Wing,23,Troyes,133,['8a911c6f-6c2e-4f85-885e-a903fe5010ca'],22,,,,,,,,,,,,,,,,,Troyes,133,00:07:22.697,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,33d74b49-3048-4403-8f4c-33536a7dfe3d,317,,"[104.3, 12.7]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Benjamin Nivet,3002.0,Center Attacking Midfield,23,Troyes,133,['c7418af9-68e3-40ea-800f-00915fb677f8'],23,,,,,,,,,,,,,,,,,Troyes,133,00:07:23.270,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,53bc526f-37e5-4570-bea2-c462cb56a546,321,,"[37.8, 54.8]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Kamil Grosicki,5667.0,Right Wing,23,Troyes,133,['eddc53ee-f2d5-4725-be14-9c0febd17b66'],27,,,,,,,,,,,,,,,,,Rennes,134,00:07:27.388,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,af469ce3-b6b0-4db4-8cd7-e6cbcd813886,325,,"[45.1, 73.8]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Giovanni-Guy Yann Sio,3018.0,Center Forward,23,Troyes,133,['489a352f-8064-4421-84b5-4ff679ae7345'],30,,,,,,,,,,,,,,,,,Rennes,134,00:07:30.396,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20b6a586-81b8-4658-af37-0ffa88c99a1b,329,,"[67.1, 6.9]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Benjamin Nivet,3002.0,Center Attacking Midfield,23,Troyes,133,['78adc0ab-e4be-44ba-98e9-aed98c738a7b'],35,,,,,,,,,,,,,,,,,Troyes,133,00:07:35.580,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d800ec6-0e0a-43aa-89ca-889ce2db3f1b,331,,"[66.6, 22.1]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jessy Pi,7415.0,Left Defensive Midfield,23,Troyes,133,['e092345f-89e6-41b5-b5c1-a3bb6b374a1b'],36,,,,,,,,,,,,,,,,,Troyes,133,00:07:36.289,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32334eee-dcf3-4feb-9f23-8cd80ec230f0,335,,"[64.7, 72.4]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lossémy Karaboué,7301.0,Right Back,23,Troyes,133,['e2a7647b-1dab-40c6-9fdb-8d3288d6c47f'],40,,,,,,,,,,,,,,,,,Troyes,133,00:07:40.681,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48737bd7-3236-4bd4-af3b-05eade9a2e22,339,,"[80.4, 55.7]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Thomas Ayasse,7488.0,Right Defensive Midfield,23,Troyes,133,['54a9d648-bf7f-4cfa-8339-27136d3e44e5'],46,,,,,,,,,,,,,,,,,Troyes,133,00:07:46.807,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5096dcaf-43e8-437d-9702-0b3e0aef08c6,347,,"[49.3, 8.5]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Paul-Georges Ntep de Madiba,4900.0,Left Wing,23,Troyes,133,['ec07329f-ceec-4ee7-bf5a-6af4770af39c'],54,,,,,,,,,,,,,,,,,Rennes,134,00:07:54.326,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fa67a5d-762e-456c-8fad-1640ea5c5f6a,353,,"[68.6, 74.6]",3829485,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lossémy Karaboué,7301.0,Right Back,23,Troyes,133,['34cae22a-7938-4a2d-bd98-94e8f21eba4f'],58,,,,,,,,,,,,,,,,,Troyes,133,00:07:58.029,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,59da7c7a-9df4-4b71-88d8-9959db26dd60,356,,"[73.8, 54.3]",3829485,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Stéphane Darbion,2993.0,Right Wing,23,Troyes,133,['9f6726ea-ad12-4a5b-bd0e-51b0651bac6a'],2,,,,,,,,,,,,,,,,,Troyes,133,00:08:02.196,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243de13-999a-4e4a-b013-4d29422d8589,359,,"[91.4, 9.9]",3829485,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Chris Mavinga,18162.0,Left Back,23,Troyes,133,['e757e04b-f605-4339-82a1-9c61495973b8'],6,,,,,,,,,,,,,,,,,Troyes,133,00:08:06.267,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6913c42-a434-4516-94a2-63d2122adb6c,363,,"[108.6, 11.2]",3829485,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Fabien Camus,401470.0,Left Wing,23,Troyes,133,"['1f993026-2aa1-4246-8860-ca3b34c2e447', 'b835e08e-f422-452c-b3d2-92eed878b477']",9,,,,,,,,,,,,,,,,,Troyes,133,00:08:09.364,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5a7d3d1-aa71-487f-bbc1-607eee89b2b5,365,,"[103.6, 4.9]",3829485,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Chris Mavinga,18162.0,Left Back,23,Troyes,133,['30587873-e786-47d1-a6b7-ec7e93cf0da3'],10,,,,,,,,,,,,,,,,,Troyes,133,00:08:10.497,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,dbd43124-a2e8-4cf1-8d6d-01c65e748a12,367,,"[108.1, 36.6]",3829485,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Brayan Andrés Perea Vargas,29133.0,Center Forward,23,Troyes,133,['851ac3e7-0af6-421e-be5f-d750c00623db'],13,,,,,,,,,,,,,,,,,Troyes,133,00:08:13.257,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12318e7e-1342-4289-8d98-c3d543e43e2c,371,,"[33.5, 4.4]",3829485,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paul-Georges Ntep de Madiba,4900.0,Left Wing,24,Rennes,134,['192c51d1-4c3f-48ad-86b4-107af1e22310'],19,,,,,,,,,,,,,,,,,Rennes,134,00:08:19.158,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,582c96ba-26c4-481f-a198-b3a18f18b43c,374,,"[62.8, 28.3]",3829485,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovanni-Guy Yann Sio,3018.0,Center Forward,24,Rennes,134,['b7d15066-d5fe-4207-b284-81b9f52281e7'],24,,,,,,,,,,,,,,,,,Rennes,134,00:08:24.066,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,af181f26-b0f4-4c41-9cb5-dcb9bca161e4,377,,"[56.9, 37.1]",3829485,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paul-Georges Ntep de Madiba,4900.0,Left Wing,24,Rennes,134,"['0db75429-b6f0-4e15-b479-48f279e6b5da', 'f110f7c2-378e-42bd-813a-54243a2a0137']",25,,,,,,,,,,,,,,,,,Rennes,134,00:08:25.572,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,747f7786-fd7a-46df-8e3c-a9561e02aa7c,381,,"[45.9, 38.9]",3829485,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Benjamin André,2990.0,Right Defensive Midfield,24,Rennes,134,"['3eab05d9-7a6c-4237-89ff-15c17aff3a88', '6cac64dd-a7e6-4545-9835-033a6867f195']",26,,,,,,,,,,,,,,,,,Rennes,134,00:08:26.987,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,216aa3d6-98ea-433c-baad-fa2f876a86b9,384,,"[36.3, 21.7]",3829485,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sylvain Armand,40699.0,Left Center Back,24,Rennes,134,['404fe284-0046-4136-b83e-4fbc8da1a68f'],28,,,,,,,,,,,,,,,,,Rennes,134,00:08:28.346,Ball Receipt*,
