50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.864872,,,,,,,,,,,,65442365-f0ba-42b0-8b34-c66e4716a0f6,16,,"[51.8, 6.6]",3829451,0,,,,,2.527495,,Left Foot,,,,"[37.9, 16.4]",,Ground Pass,,17.00735,,,,Florentin Pogba,4802.0,,,,,,,1,From Kick Off,Benoît Assou-Ekotto,3047.0,Left Back,2,Saint-Étienne,135,"['592897e9-c371-4828-90cc-c98a3a042acc', 'd1b55d76-bb68-4381-b1f9-3a66008a6f81']",6,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:06.567,Pass,True
,,,,,,,,,,,,,,,,,1.960115,,,,,,,,,,,,34ea0db7-1864-499a-8b11-2b01410fd584,19,,"[36.9, 17.0]",3829451,0,,,,,1.6265525,,Left Foot,,,,"[34.5, 60.0]",,Ground Pass,,43.066925,,,,Loïc Perrin,4263.0,,,True,,,,1,From Kick Off,Florentin Pogba,4802.0,Left Center Back,2,Saint-Étienne,135,['dd82ec0e-5a33-4572-95f0-eec59f7fb646'],9,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:09.343,Pass,
,,,,,,,,,,,,,,,,,0.99722,,,,,,,,,,,,d0fbc26e-b22b-4e0c-a444-b766f593d949,22,,"[34.5, 60.0]",3829451,0,,,,,-0.23032174,,Right Foot,,,,"[49.0, 56.6]",,Ground Pass,,14.893287,,,,Fabien Lemoine,7200.0,,,,,,,1,From Kick Off,Loïc Perrin,4263.0,Right Center Back,2,Saint-Étienne,135,['b246a62f-b249-4e7a-9b66-915d62976e17'],12,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:12.346,Pass,
,,,,,,,,,,,,,,,,,1.141144,,,,,,,,,,,,db26a36a-54f9-4697-83d7-06cc9a6a831e,25,,"[51.6, 58.1]",3829451,0,,,,,0.9583733,,Right Foot,,,,"[62.7, 73.9]",,Ground Pass,,19.309324,,,,Kévin Théophile-Catherine,3413.0,,,,,,,1,From Kick Off,Fabien Lemoine,7200.0,Right Defensive Midfield,2,Saint-Étienne,135,['8dc60904-272a-496f-9a6a-f8d17be0af48'],15,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:15.137,Pass,
,,,,,,,,,,,,,,,,,1.434799,,,,,,,,,,,,ea0d74ee-7f5d-4412-989f-a7e6ba8e15c3,28,,"[62.7, 73.9]",3829451,0,,,,,-2.8759162,,Right Foot,,,,"[48.0, 69.9]",,Ground Pass,,15.2345,,,,Loïc Perrin,4263.0,,,,,,,1,From Kick Off,Kévin Théophile-Catherine,3413.0,Right Back,2,Saint-Étienne,135,['263babcc-94ef-488d-b7b4-4bc858fbf05a'],17,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:17.010,Pass,
,,,,,,,,,,,,,,,,,2.456373,,,,,,,,,,,,4b46844b-aa72-42fd-9fd5-40baaffca12a,31,,"[48.0, 69.9]",3829451,0,,,,,0.059928156,,Right Foot,,,,"[98.0, 72.9]",,High Pass,,50.08992,,Incomplete,,Fabien Lemoine,7200.0,,,,,,,1,From Kick Off,Loïc Perrin,4263.0,Right Center Back,2,Saint-Étienne,135,"['976e3022-f652-4cba-b2cd-731094dd175d', 'dfaa7e07-180f-44a9-9532-62abf5d00b32']",23,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:23.325,Pass,
,,,,,,,,,,,,,,,,,1.456564,,,,,,,,,,,,976e3022-f652-4cba-b2cd-731094dd175d,33,,"[22.1, 7.2]",3829451,0,,,,,-0.15991312,,Head,,,,"[28.3, 6.2]",,High Pass,,6.2801275,,Incomplete,,Seko Fofana,7791.0,,,,,,Recovery,1,From Kick Off,Gaël Danic,7349.0,Left Midfield,2,Saint-Étienne,135,"['4b46844b-aa72-42fd-9fd5-40baaffca12a', '6dff6dc9-3e2f-438d-98bf-4c1e1d055484', '71b6957d-1a9b-4cca-9613-344eaaef4704']",25,,,,,,,,,,,,,,,,,Bastia,2736,00:00:25.782,Pass,
,,,,,,,,,,,,,,,,,1.244647,,,,,,,,,,,,63a4dc38-fa3f-4ef9-9786-8c347c1f8ece,39,,"[92.3, 73.5]",3829451,0,,,,,3.1415927,,Right Foot,,,,"[84.6, 73.5]",,Ground Pass,,7.7,,,,Kévin Théophile-Catherine,3413.0,,,,,,,1,From Kick Off,Romain Hamouma,4260.0,Right Wing,2,Saint-Étienne,135,"['8e87464f-a867-4bf3-a79f-896fa4f736d5', '8ed41ea0-62ca-4059-b9d9-fe753c273bf1']",29,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:29.722,Pass,True
,,,,,,,,,,,,,,,,,0.895003,,,,,,,,,,,,d0a8a200-5148-42c3-b219-056c605833b7,42,,"[84.6, 73.5]",3829451,0,,,,,-1.012197,,Right Foot,,,,"[96.1, 55.1]",,Low Pass,,21.698156,,Incomplete,,Nolan Roux,3179.0,,,,,,,1,From Kick Off,Kévin Théophile-Catherine,3413.0,Right Back,2,Saint-Étienne,135,"['2006bd06-45a4-433d-8edb-24e775566017', '6c6fea72-5191-4ecc-a880-faac2dd1b8cc']",31,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:31.049,Pass,
,,,,,,,,,,,,,,,,,1.753882,,,,,,,,,,,,0a927a74-4ad2-4a30-b47e-f07ac781e180,45,,"[20.4, 50.4]",3829451,0,,,,,0.39633372,,Head,,,,"[38.8, 58.1]",,High Pass,,19.946178,,,,François Kamano,3405.0,,,,,,Recovery,1,From Kick Off,Alexander Djiku,2989.0,Right Back,2,Saint-Étienne,135,['62609889-d988-469f-969d-5742b068d5a0'],33,,,,,,,,,,,,,,,,,Bastia,2736,00:00:33.722,Pass,
,,,,,,,,,,,,,,,,,0.589418,,,,,,,,,,,,f6609b1d-ba6f-4408-80bc-126e995fbba2,53,,"[78.6, 17.7]",3829451,0,,,,,-1.1324598,,Left Foot,,,,"[81.6, 11.3]",,Ground Pass,,7.0682387,,,,Jean-Christophe Bahebeck,8469.0,,,,,,,1,From Kick Off,Jérémy Clément,7442.0,Left Defensive Midfield,2,Saint-Étienne,135,['5fea5711-ac6b-4e78-bfe3-c7264542e16f'],38,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:38.605,Pass,
,,,,,,,,,,,,,,,,,0.853422,,,,,,,,,,,,7fd188fa-0e06-45b2-8cab-a28d49981d96,62,,"[53.7, 69.7]",3829451,0,,,,,-0.20963985,,Right Foot,,,,"[67.8, 66.7]",,Ground Pass,,14.415617,,Incomplete,,Floyd Ayité,15689.0,,,,,,,1,From Kick Off,François Kamano,3405.0,Right Midfield,2,Saint-Étienne,135,"['468efb56-37d0-4694-aecf-0b2fa5d32c1a', '78bcff6e-d58c-4959-bf9f-80df41660e86']",42,,,,,,,,,,,,,,,,,Bastia,2736,00:00:42.944,Pass,
,,,,,,,,,,,True,,,,,,1.381145,,,,,,,,,,,,468efb56-37d0-4694-aecf-0b2fa5d32c1a,64,,"[52.3, 13.4]",3829451,0,,,,,-0.2828092,,Right Foot,,,,"[64.0, 10.0]",,Ground Pass,,12.184006,,,,Jean-Christophe Bahebeck,8469.0,,,,,,Interception,1,From Kick Off,Florentin Pogba,4802.0,Left Center Back,2,Saint-Étienne,135,"['1432bc38-65ef-463d-9bca-c73b82870901', '7fd188fa-0e06-45b2-8cab-a28d49981d96']",43,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:43.798,Pass,
,,,,,,,,,,,,,,,,,0.84972,,,,,,,,,,,,49a9d635-e572-4a6b-a04e-fe5001cf1e9a,68,,"[64.0, 10.0]",3829451,0,,,,,-2.9367158,,Right Foot,,,,"[48.6, 6.8]",,Ground Pass,,15.728954,,,,Benoît Assou-Ekotto,3047.0,,,,,,,1,From Kick Off,Jean-Christophe Bahebeck,8469.0,Left Wing,2,Saint-Étienne,135,['29ff75dd-093c-4f38-9553-fcbe2fb8c999'],46,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:46.195,Pass,
,,,,,,,,,,,,,,,,,2.225865,,,,,,,,,,,,f005911b-0c4b-4f66-a7a1-8c8aebb4a36a,71,,"[48.8, 6.8]",3829451,0,,,,,1.8102671,,Left Foot,,,,"[39.4, 45.3]",,Ground Pass,,39.63092,,,,Loïc Perrin,4263.0,,,,,,,1,From Kick Off,Benoît Assou-Ekotto,3047.0,Left Back,2,Saint-Étienne,135,['19299f42-f0de-4c89-8219-b1cb6de0b16e'],48,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:48.195,Pass,
,,,,,,,,,,,,,,,,,0.999557,,,,,,,,,,,,06d830aa-a5ba-44a5-94c7-4f5af17a4918,74,,"[44.6, 62.0]",3829451,0,,,,,-1.0854719,,Right Foot,,,,"[52.3, 47.4]",,Ground Pass,,16.50606,,,,Fabien Lemoine,7200.0,,,,,,,1,From Kick Off,Loïc Perrin,4263.0,Right Center Back,2,Saint-Étienne,135,['03a166ad-c0a7-4b05-8bef-2f408c1e867b'],53,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:53.349,Pass,
,,,,,,,,,,,,,,,,,0.640945,,,,,,,,,,,,5ad31696-4a49-4eaa-ab40-44863df99465,77,,"[65.1, 45.3]",3829451,0,,,,,-1.8464258,,Right Foot,,,,"[62.3, 35.4]",,Ground Pass,,10.288342,,,,Jérémy Clément,7442.0,,,,,,,1,From Kick Off,Fabien Lemoine,7200.0,Right Defensive Midfield,2,Saint-Étienne,135,['aefdba4c-15cd-46a5-8a84-af318a8a33cd'],56,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:56.887,Pass,
,,,,,,,,,,,,,,,,,1.251024,,,,,,,,,,,,b3caf719-bdc4-4be3-8fcb-a9ef1b7f358b,79,,"[61.2, 35.4]",3829451,0,,,,,1.8451556,,Left Foot,,,,"[52.7, 65.6]",,Low Pass,,31.373396,,,,Loïc Perrin,4263.0,,,,,,,1,From Kick Off,Jérémy Clément,7442.0,Left Defensive Midfield,2,Saint-Étienne,135,['24698987-7ac1-4ca5-a65f-b5316af24f4f'],57,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:57.527,Pass,
,,,,,,,,,,,,,,,,,0.747059,,,,,,,,,,,,f94de7dc-608e-465a-8bc1-728a59a7d2e0,82,,"[61.4, 65.6]",3829451,1,,,,,-0.2680049,,Right Foot,,,,"[80.7, 60.3]",,Ground Pass,,20.014494,,,,Romain Hamouma,4260.0,,,,,,,1,From Kick Off,Loïc Perrin,4263.0,Right Center Back,2,Saint-Étienne,135,['7cd4f354-36ea-421a-ab56-aa43a4e8c35a'],1,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:01.199,Pass,
,,,,,,,,,,,,,,,,,1.535061,,,,,,,,,,,,253dc40f-c6fb-46a9-ae91-d94189fb453c,85,,"[80.7, 60.3]",3829451,1,,,,,1.132233,,Right Foot,,,,"[86.0, 71.6]",,Ground Pass,,12.481186,,,,Kévin Théophile-Catherine,3413.0,,,,,,,1,From Kick Off,Romain Hamouma,4260.0,Right Wing,2,Saint-Étienne,135,['c82862ba-aefd-462e-84dc-d60a30a0af1b'],2,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:02.050,Pass,
,,,,,,,,,,,,,,,,,1.264118,,,,,,,,,,,,f749bfd5-b5b9-40dc-97ec-e8e2045bec68,89,,"[98.5, 72.4]",3829451,1,,,,,3.0955725,,Left Foot,,,,"[83.3, 73.1]",,Ground Pass,,15.21611,,,,Fabien Lemoine,7200.0,,,,,,,1,From Kick Off,Kévin Théophile-Catherine,3413.0,Right Back,2,Saint-Étienne,135,['7225aff4-6960-454a-8e94-3ed23f2d7ac8'],7,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:07.516,Pass,
,,,,,,,,,,,,,,,,,1.379098,,,,,,,,,,,,a6cbaad5-bf2d-4e53-817c-2d8b8a17c314,92,,"[76.2, 71.2]",3829451,1,,,,,-1.996726,,Right Foot,,,,"[66.4, 49.6]",,Ground Pass,,23.71919,,,,Jérémy Clément,7442.0,,,,,,,1,From Kick Off,Fabien Lemoine,7200.0,Right Defensive Midfield,2,Saint-Étienne,135,['48a58e64-e257-488a-850f-eb2cd3a2312a'],9,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:09.850,Pass,
,,,,,,,,,,,,,,,,,1.424756,,,,,,,,,,,,f8888566-5092-41f4-a351-d7687e30730e,95,,"[70.2, 39.7]",3829451,1,,,,,-1.5219222,,Left Foot,,,,"[71.1, 21.3]",,Ground Pass,,18.421997,,,,Benoît Assou-Ekotto,3047.0,,,,,,,1,From Kick Off,Jérémy Clément,7442.0,Left Defensive Midfield,2,Saint-Étienne,135,['b5980df9-04bd-4da8-aa08-e1b321ea807c'],13,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:13.876,Pass,
,,,,,,,,,,,,,,,,,1.024303,,,,,,,,,,,,b2744764-450f-41c1-8511-a5be312e5bec,98,,"[69.6, 16.6]",3829451,1,,,,,-1.062307,,Left Foot,,,,"[76.4, 4.4]",,Ground Pass,,13.967104,,,,Jean-Christophe Bahebeck,8469.0,,,,,,,1,From Kick Off,Benoît Assou-Ekotto,3047.0,Left Back,2,Saint-Étienne,135,['b00cdeed-b359-4644-9005-4a76e2b52f13'],16,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:16.928,Pass,
,,,,,,,,,,,,,,,,,0.216101,,,,,,,,,,,,d5443cdf-6ca3-413b-b109-28002c32a11b,101,,"[76.6, 3.6]",3829451,1,,,,,0.32175055,,Right Foot,,,,"[84.1, 6.1]",,Ground Pass,,7.905694,,Incomplete,,Valentin Eysseric,4254.0,,,,,,,1,From Kick Off,Jean-Christophe Bahebeck,8469.0,Left Wing,2,Saint-Étienne,135,"['31716d22-713c-4234-b3d5-c63570921eec', '6e767c67-5077-4e80-9a67-b59e1c2eee96']",18,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:18.045,Pass,
,,,,,,,,,,,,,,,,,0.69768,,,,,,,,,,,,6e836ff6-f818-4b5b-b13f-9becb06d68f0,109,,"[32.8, 26.7]",3829451,1,,,,,0.13845275,,Left Foot,,,,"[45.0, 28.4]",,Ground Pass,,12.317873,,,,Jérémy Clément,7442.0,,,,,,Recovery,1,From Kick Off,Florentin Pogba,4802.0,Left Center Back,2,Saint-Étienne,135,['e7ef2083-26f4-4779-bdac-0490a9a38c69'],26,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:26.971,Pass,
,,,,,,,,,,,,,,,,,0.438428,,,,,,,,,,,,c562be86-d504-4d1b-aceb-3e99127d2e79,113,,"[44.3, 29.5]",3829451,1,,,,,-3.0932434,,Right Foot,,,,"[38.1, 29.2]",,Low Pass,,6.207254,,,,Florentin Pogba,4802.0,,,,,,,1,From Kick Off,Jérémy Clément,7442.0,Left Defensive Midfield,2,Saint-Étienne,135,['19263242-26a7-4fd8-942e-2791c670d83b'],28,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:28.148,Pass,
,,,,,,,,,,,,,,,,,0.54239,,,,,,,,,,,,f777a700-39c9-4d79-b5f4-7724ec59e408,121,,"[24.0, 55.1]",3829451,1,,,,,0.81986725,,Right Foot,,,,"[36.6, 68.6]",,High Pass,,18.466455,,Incomplete,,Romain Hamouma,4260.0,,,,,,,1,From Kick Off,Florentin Pogba,4802.0,Left Center Back,2,Saint-Étienne,135,"['6181f41f-0b7f-445a-b66e-1045b83ef0f7', '6c16b80b-d9d3-4e35-b0ae-aab45c9986db', 'e2c30fb4-839f-4fd6-918b-0008613316aa']",34,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:34.900,Pass,True
,,,,,,,,,,,,,,,,,1.815899,,,,,,,,,,,,e2c30fb4-839f-4fd6-918b-0008613316aa,123,,"[83.5, 11.5]",3829451,1,,,,,1.8292513,,Head,,,,"[76.6, 37.6]",,High Pass,,26.996666,,Incomplete,,Seko Fofana,7791.0,,,,,,Recovery,1,From Kick Off,Gaël Danic,7349.0,Left Midfield,2,Saint-Étienne,135,"['68afa2ae-cfd9-48ea-b06f-4719b65fc2db', 'bfe2ef87-94f9-416f-8c9d-7ca09af61d39', 'f777a700-39c9-4d79-b5f4-7724ec59e408']",35,,,,,,,,,,,,,,,,,Bastia,2736,00:01:35.443,Pass,
,,,,,,,,,,,,,,,,,1.041192,,,,,,,,,,,,1c34f7b1-c2b3-4921-bc00-99924ee84f98,127,,"[46.0, 45.7]",3829451,1,,,,,-1.6192433,,Right Foot,,,,"[45.2, 29.2]",,Ground Pass,,16.519382,,,,Jérémy Clément,7442.0,,,,,,,1,From Kick Off,Fabien Lemoine,7200.0,Right Defensive Midfield,2,Saint-Étienne,135,['50e25abe-7baf-407a-9a3b-1dce3d88c815'],42,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:42.118,Pass,
,,,,,,,,,,,,,,,,,0.410215,,,,,,,,,,,,70cc1ae8-6cd6-44c2-8720-79759fcfff5b,130,,"[50.5, 23.7]",3829451,1,,,,,-0.45451546,,Left Foot,,,,"[59.3, 19.4]",,Ground Pass,,9.794386,,Incomplete,,Valentin Eysseric,4254.0,,,,,,,1,From Kick Off,Jérémy Clément,7442.0,Left Defensive Midfield,2,Saint-Étienne,135,"['166900f0-b09e-414b-b803-145eb5140995', '349b63bd-b788-4e9b-a1ba-0bef0e29b316']",44,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:44.326,Pass,
,,,,,,,,,,,,,,,,,0.596709,,,,,,,,,,,,87cfbc4f-df79-4d52-b01c-8a9805230480,133,,"[53.7, 56.4]",3829451,1,,,,,-0.43662715,,Head,,,,"[58.2, 54.3]",,Low Pass,,4.9658837,,,,Lassana Coulibaly,3433.0,,,,,,Recovery,1,From Kick Off,Yannick Cahuzac,4350.0,Right Center Midfield,2,Saint-Étienne,135,['6f6193bf-05ae-44f4-900e-d012228befcf'],45,,,,,,,,,,,,,,,,,Bastia,2736,00:01:45.637,Pass,
