50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3efec17e-8f98-4c30-86b0-eb6bbe2b2a0a,1,,,3900523,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 401454, 'name': 'Kossi Agassa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 401453, 'name': 'David N""Gog'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,77070553-8e67-46e5-8251-e2cddae37b15,2,,,3900523,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,006d5ef4-d4a1-4c47-8d57-afc5b9ee880e,3,,,3900523,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['56fe1e4b-955c-47d3-a7bd-f4073f1cc1e2'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,56fe1e4b-955c-47d3-a7bd-f4073f1cc1e2,4,,,3900523,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['006d5ef4-d4a1-4c47-8d57-afc5b9ee880e'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d1e30033-7701-46a9-9d76-f5967a4263d3,1873,,,3900523,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,103,Stade de Reims,156,['34be4911-e29b-49fa-8b0a-e4551511540d'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,34be4911-e29b-49fa-8b0a-e4551511540d,1874,,,3900523,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,103,Stade de Reims,156,['d1e30033-7701-46a9-9d76-f5967a4263d3'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.193845,,,,,,,,,,,,ed1e6743-39f5-440a-84d9-ee0a673dba4b,5,,"[60.0, 40.0]",3900523,0,,,,,1.8925469,,Right Foot,,,,"[59.3, 42.1]",,Ground Pass,,2.2135944,,"David N""Gog",401453.0,,,,Kick Off,1,From Kick Off,Prince Oniangué,4545.0,Center Attacking Midfield,2,Stade de Reims,156,['c54da7de-c93a-4c30-b453-331a768ee65a'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.317,Pass,
,,,,,,,,,,,,,,,,,0.9509,,,,,,,,,,,,7612c797-3180-405f-9216-1826e159bdbb,8,,"[59.7, 42.9]",3900523,0,,,,,2.9425817,,Right Foot,,,,"[47.8, 45.3]",,Ground Pass,,12.139605,,Antoine Devaux,7815.0,,,,,1,From Kick Off,"David N""Gog",401453.0,Center Forward,2,Stade de Reims,156,['4a2d7471-89ee-4bf7-a75f-ffd997cb8bac'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.774,Pass,
,,,,,,,,,,,,,,,,,1.720031,,,,,,,,,,,,ec297160-a734-4832-84de-63294f733aae,11,,"[43.9, 39.1]",3900523,0,,,,,-2.0868304,,Right Foot,,,,"[32.1, 18.3]",,Ground Pass,,23.914013,,Anthony Weber,7435.0,,,,,1,From Kick Off,Antoine Devaux,7815.0,Right Defensive Midfield,2,Stade de Reims,156,['bd88c04f-7a89-4aa4-a544-76e1b78f9d9c'],3,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:03.092,Pass,
,,,,,,,,,,,,,,,,,0.884684,,,,,,,,,,,,fa6dc615-c26f-4d31-a1c0-e65b6ce130b4,14,,"[30.6, 16.2]",3900523,0,,,,,0.40187064,,Right Foot,,,,"[42.6, 21.3]",,Ground Pass,,13.038788,,Antoine Devaux,7815.0,,,,,1,From Kick Off,Anthony Weber,7435.0,Left Center Back,2,Stade de Reims,156,['5bad7fa7-9d74-4a80-965e-dbf25ca987e7'],5,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:05.949,Pass,
