50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,158201d9-b57e-431b-8721-1de7bd117c20,1,,,,3829494,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 40536, 'name': 'Issiar Dia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,91d7a20a-f78b-4e8a-8a1d-9763dcbad279,2,,,,3829494,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 41385, 'name': 'Ali Nadhoim Ahamada'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 40431, 'name': 'Aleksandar Pešić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dd8736b8-5e22-4cfe-a0fa-606425a5dda8,3,,,,3829494,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['8fb90ccc-5cc7-4515-9ef1-5051a46a6eeb'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8fb90ccc-5cc7-4515-9ef1-5051a46a6eeb,4,,,,3829494,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['dd8736b8-5e22-4cfe-a0fa-606425a5dda8'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6ca89adf-1a30-4ec3-a148-f1c55a2cf8e2,1662,,,,3829494,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Gazélec Ajaccio,160,['a45d4e8b-efba-4228-986a-49e9fc3c6361'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a45d4e8b-efba-4228-986a-49e9fc3c6361,1663,,,,3829494,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Gazélec Ajaccio,160,['6ca89adf-1a30-4ec3-a148-f1c55a2cf8e2'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.338303,,,,,,,,,,,,,5232f43e-67a4-43fb-a067-f27660ef706a,5,,,"[60.0, 40.0]",3829494,0,,,,,-1.4920124,,Right Foot,,,,"[60.3, 36.2]",,Ground Pass,,3.8118236,,,,,Aleksandar Pešić,40431.0,,,,,,Kick Off,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Center Forward,2,Toulouse,130,['e7a8f96e-ca98-478a-86f9-45d0290d207e'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.304,Pass,
,,,,,,,,,,,,,,,,,,0.958396,,,,,,,,,,,,,77c7f0dd-768a-49e7-9f97-ed41b0cdf8a1,8,,,"[60.3, 35.2]",3829494,0,,,,,2.891614,,Right Foot,,,,"[41.5, 40.0]",,Ground Pass,,19.403093,,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,,1,From Kick Off,Aleksandar Pešić,40431.0,Right Wing,2,Toulouse,130,['7f949650-d9ae-4534-ae15-684ffdb73e0c'],1,,,,,,,,,,,,,,,,,Toulouse,130,00:00:01.297,Pass,
,,,,,,,,,,,,,,,,,,2.807238,,,,,,,,,,,,,f4b28ae4-1d03-4067-9b83-ae506a40ef6e,11,,,"[41.5, 40.0]",3829494,0,,,,,-0.59272945,,Right Foot,,,,"[85.3, 10.5]",,High Pass,,52.80805,,,,,Tongo Hamed Doumbia,16522.0,,,,,,,1,From Kick Off,Jean-Armel Kana-Biyik,30447.0,Right Center Back,2,Toulouse,130,['e41e4a4c-0234-42af-9394-c0dde99083a7'],3,,,,,,,,,,,,,,,,,Toulouse,130,00:00:03.278,Pass,
,,,,,,,,,,,,,,,,,,3.005159,,,,,,,,,,,,,66d4bd89-5fab-4d76-a1fb-ec5e818557e0,14,,,"[85.7, 9.6]",3829494,0,,,,True,-0.30883878,,,,,,"[106.7, 2.9]",,Low Pass,,22.042913,,,,,Adrien Regattin,16418.0,,,,,,,1,From Kick Off,Tongo Hamed Doumbia,16522.0,Left Center Midfield,2,Toulouse,130,"['47a7e87e-3858-45f9-ab08-4233ac93604b', 'f5fd5baa-5086-40ec-b34e-4f8cc9ffec26']",6,,,,,,,,,,,,,,,,,Toulouse,130,00:00:06.124,Pass,True
