50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.275562,,,,,,,,,,,,,40d7f156-c20c-45ae-a54c-12efcf151f8c,27,,"[51.4, 21.8]",3900628,0,,,,,1.7016237,,Left Foot,,,"[50.9, 25.6]",,Ground Pass,,3.8327537,,,Incomplete,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,,1,From Kick Off,Ousmane Dembélé,5477.0,Left Wing,2,Rennes,134,"['1e53dc2e-93e0-4738-bf93-6cba2c72af67', 'ec88bcf7-4828-4054-8d52-a9958db96136']",16,,,,,,,,,,,,,,,,,Rennes,134,00:00:16.134,Pass,
,,,,,,,,,,,,,,,,1.333875,,,,,,,,,,,,,c7f49209-f38d-4800-98ac-9b1a96f65bf3,30,,"[71.3, 61.1]",3900628,0,,,,,2.616349,,Right Foot,,,"[62.5, 66.2]",,Ground Pass,,10.171038,,,,,Sébastien Corchia,6716.0,,,,,,Recovery,1,Regular Play,Sofiane Boufal,3625.0,Right Wing,3,Lille,143,['13c8bcd9-94c6-4e1b-a39f-bebc4fc55775'],18,,,,,,,,,,,,,,,,,Lille,143,00:00:18.349,Pass,
,,,,,,,,,,,,,,,,0.857665,,,,,,,,,,,,,791f16d8-28ba-46e6-ad15-d0307182b155,33,,"[76.9, 66.7]",3900628,0,,,,,-0.35096303,,Right Foot,,,"[95.2, 60.0]",,Ground Pass,,19.487946,,,,,Éderzito António Macedo Lopes,15996.0,,,,,,,1,Regular Play,Sébastien Corchia,6716.0,Right Back,3,Lille,143,['1e304b92-9dd0-4b5a-9f11-272ca6f12146'],22,,,,,,,,,,,,,,,,,Lille,143,00:00:22.520,Pass,
,,,,,,,,,,,,,,,,0.847147,,,,,,,,,,,,,57ff4106-9e7d-480e-a243-d7025015ca41,38,,"[96.3, 66.5]",3900628,0,,,,,2.1283374,,Right Foot,,,"[91.0, 75.0]",,Ground Pass,,10.016986,,,,,Sofiane Boufal,3625.0,,,,,,,1,Regular Play,Éderzito António Macedo Lopes,15996.0,Center Forward,3,Lille,143,"['0dc25e93-4295-4476-a93b-ddb3f2764b01', 'e8725fb5-5b99-4524-bf47-5d2fb1eae450']",24,,,,,,,,,,,,,,,,,Lille,143,00:00:24.053,Pass,True
,,,,,,,,,,,,,,,,1.144666,,,,,,,,,,,,,2317c19b-d51f-40fb-bb7f-1bc77c190652,42,,"[111.7, 72.4]",3900628,0,,,,,-1.5039945,,Right Foot,True,,"[113.6, 44.0]",,Low Pass,,28.463486,,,Incomplete,,Éderzito António Macedo Lopes,15996.0,,,,,,,1,Regular Play,Sofiane Boufal,3625.0,Right Wing,3,Lille,143,"['c2e06b8c-c141-4362-a4fd-ed80b3b94532', 'e8b8265b-e97c-41c2-bdda-0cbfe6cc71f6']",28,,,,,,,,,,,,,,,,,Lille,143,00:00:28.019,Pass,
,,,,,,,,,,,,,,,,1.514131,,,,,,,,,,,,,e8b8265b-e97c-41c2-bdda-0cbfe6cc71f6,44,,"[6.5, 36.1]",3900628,0,,,,,-1.6472428,,Left Foot,,,"[4.7, 12.6]",,Ground Pass,,23.568836,,,,,Cheikh M''Bengue,3424.0,,,,,,Recovery,1,Regular Play,Edson André Sitoe,3250.0,Right Center Back,4,Rennes,134,"['2317c19b-d51f-40fb-bb7f-1bc77c190652', 'e4994748-10ba-486c-87fe-1a57909b6bb6']",29,,,,,,,,,,,,,,,,,Rennes,134,00:00:29.164,Pass,
,,,,,,,,,,,,,,,,1.169853,,,,,,,,,,,,,524473b1-2377-467b-9685-9c9e10c52c2e,47,,"[6.0, 12.6]",3900628,0,,,,,-0.44849727,,Left Foot,,,"[19.3, 6.2]",,Ground Pass,,14.759743,,,,,Benjamin André,2990.0,,,,,,,1,Regular Play,Cheikh M''Bengue,3424.0,Left Back,4,Rennes,134,['8cc60a27-0118-45a8-9475-d16c02f7ee0a'],31,,,,,,,,,,,,,,,,,Rennes,134,00:00:31.580,Pass,
,,,,,,,,,,,,,,,,1.016419,,,,,,,,,,,,,0afb18b6-121b-4af4-b73b-83a3afe19763,51,,"[21.2, 5.9]",3900628,0,,,,,1.5182133,,Right Foot,,,"[21.9, 19.2]",,Ground Pass,,13.318408,,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,,1,Regular Play,Benjamin André,2990.0,Left Center Midfield,4,Rennes,134,['73d51ff6-f97e-4513-9c99-262be29b7998'],33,,,,,,,,,,,,,,,,,Rennes,134,00:00:33.699,Pass,
,,,,,,,,,,,,,,,,1.165116,,,,,,,,,,,,,66d234c5-773c-4b7b-884e-6d50ab84c38b,55,,"[25.9, 26.0]",3900628,0,,,,,0.047583103,,Right Foot,,,"[49.0, 27.1]",,Ground Pass,,23.126175,,,,,Paul-Georges Ntep de Madiba,4900.0,,,,,,,1,Regular Play,Pedro Filipe Teodósio Mendes,3753.0,Center Defensive Midfield,4,Rennes,134,"['03832851-907b-4cd8-8f4e-79fb7db9bc82', '9abfb723-6818-480a-ace8-5d12f1819c72']",35,,,,,,,,,,,,,,,,,Rennes,134,00:00:35.853,Pass,True
,,,,,,,,,,,,,,,,0.298906,,,,,,,,,,,,,4c331ece-d4de-49c1-833e-80f6292d1298,62,,"[58.9, 56.4]",3900628,0,,,,,2.9669204,,Left Foot,,,"[55.5, 57.0]",,Ground Pass,,3.4525354,,,,,Renato Civelli,29057.0,,,,,,,1,Regular Play,Bakary Adama Soumaoro,3677.0,Left Center Back,5,Lille,143,"['36790436-46da-449d-ac77-25a785777954', 'de625a5b-e55b-4ffa-9d6f-efe08c9319a4']",39,,,,,,,,,,,,,,,,,Lille,143,00:00:39.230,Pass,True
,,,,,,,,,,,,,,,,0.591905,,,,,,,,,,,,,6c7df1a9-8ca4-4961-bbb7-dce6511de1da,64,,"[52.0, 54.9]",3900628,0,,,,,-2.4592762,,Left Foot,,,"[48.8, 52.3]",,Ground Pass,,4.1231055,,,,,Bakary Adama Soumaoro,3677.0,,,,,,,1,Regular Play,Renato Civelli,29057.0,Right Center Back,5,Lille,143,['64a86185-10a7-4072-a668-a7a36fd1f74c'],39,,,,,,,,,,,,,,,,,Lille,143,00:00:39.529,Pass,
,,,,,,,,,,,,,,,,2.345717,,,,,,,,,,,,,fe112373-1aa6-4f8f-8733-d6cc2e422145,67,,"[46.7, 55.5]",3900628,0,,,,,-2.7579267,,Left Foot,,,"[14.0, 42.3]",,Ground Pass,,35.26372,,,,,Vincent Enyeama,40484.0,,,,,,,1,Regular Play,Bakary Adama Soumaoro,3677.0,Left Center Back,5,Lille,143,['fa5206bf-c76b-4b1d-baef-8176b95ee47f'],41,,,,,,,,,,,,,,,,,Lille,143,00:00:41.435,Pass,
,,,,,,,,,,,,,,,,2.331094,,,,,,,,,,,,,432e306d-924a-4cbf-801c-dff8aa89fbcd,70,,"[12.0, 37.8]",3900628,0,,,,,-0.1340232,,Right Foot,,,"[29.8, 35.4]",,Ground Pass,,17.96107,,,,,Bakary Adama Soumaoro,3677.0,,,,,,,1,Regular Play,Vincent Enyeama,40484.0,Goalkeeper,5,Lille,143,['3e302c8f-2c41-4961-b615-fcb4222e4f37'],45,,,,,,,,,,,,,,,,,Lille,143,00:00:45.800,Pass,
,,,,,,,,,,,,,,,,1.32687,,,,,,,,,,,,,837b2f79-5ef5-41bd-9a32-fe57ef2f6724,73,,"[26.8, 38.2]",3900628,0,,,,,-0.4290294,,Right Foot,,,"[36.2, 33.9]",,Ground Pass,,10.336827,,,,,Ibrahim Amadou,11332.0,,,,,,,1,Regular Play,Bakary Adama Soumaoro,3677.0,Left Center Back,5,Lille,143,['d2247cda-8b18-4cd5-bcac-d3379b361af7'],48,,,,,,,,,,,,,,,,,Lille,143,00:00:48.370,Pass,
,,,,,,,,,,,,,,,,1.722682,,,,,,,,,,,,,4f257119-d772-4c51-a5c2-9890f3540559,76,,"[44.6, 35.9]",3900628,0,,,,,-1.104004,,Right Foot,,,"[51.0, 23.2]",,Ground Pass,,14.221462,,,,,Djibril Sidibé,3446.0,,,,,,,1,Regular Play,Ibrahim Amadou,11332.0,Center Defensive Midfield,5,Lille,143,['dc7441df-600c-4b19-83d4-f63723e5d6af'],51,,,,,,,,,,,,,,,,,Lille,143,00:00:51.707,Pass,
,,,,,,,,,,,,,,,,0.732717,,,,,,,,,,,,,3fbb5df3-9c28-4b62-a432-e21497f1ce0f,79,,"[44.1, 7.8]",3900628,0,,,,,1.6731769,,Left Foot,,,"[42.6, 22.4]",,Ground Pass,,14.676852,,,,,Ibrahim Amadou,11332.0,,,,,,,1,Regular Play,Djibril Sidibé,3446.0,Left Back,5,Lille,143,['a66991ac-a11c-4efd-b4db-874c33774dbd'],55,,,,,,,,,,,,,,,,,Lille,143,00:00:55.458,Pass,
,,,,,,,,,,,,,,,,0.974352,,,,,,,,,,,,,892919f3-3e6d-4c16-9c90-3bf974b5c063,82,,"[56.5, 23.7]",3900628,1,,,,,-0.47584212,,Right Foot,,,"[72.8, 15.3]",,Ground Pass,,18.33712,,,,,Mounir Obbadi,40697.0,,,,,,,1,Regular Play,Ibrahim Amadou,11332.0,Center Defensive Midfield,5,Lille,143,['42f66a7f-8e36-46ea-9781-4d6a132ad7c8'],0,,,,,,,,,,,,,,,,,Lille,143,00:01:00.608,Pass,
,,,,,,,,,,,,,,,,1.033325,,,,,,,,,,,,,05ce7bae-e77c-40cf-918f-b0166b1057bd,85,,"[73.6, 13.2]",3900628,1,,,,,-1.7661879,,Right Foot,,,"[71.7, 3.6]",,Ground Pass,,9.786215,,,,,Éric Bauthéac,40486.0,,,,,,,1,Regular Play,Mounir Obbadi,40697.0,Left Center Midfield,5,Lille,143,['704fffab-87bc-4038-a04e-6ed1591f9cd1'],2,,,,,,,,,,,,,,,,,Lille,143,00:01:02.859,Pass,
,,,,,,,,,,,,,,,,1.781614,,,,,,,,,,,,,c9f35135-60a5-4395-8e27-195d7eab0598,88,,"[71.7, 3.6]",3900628,1,,,,,-3.1276076,,Left Foot,,,"[57.4, 3.4]",,Ground Pass,,14.301398,,,,,Djibril Sidibé,3446.0,,,,,,,1,Regular Play,Éric Bauthéac,40486.0,Left Wing,5,Lille,143,['3841b05b-2451-4762-befb-6a53eba4e8de'],3,,,,,,,,,,,,,,,,,Lille,143,00:01:03.894,Pass,
,,,,,,,,,,,,,,,,1.099832,,,,,,,,,,,,,4b0d3ce9-e87c-4add-8991-60be45ca1efe,91,,"[57.4, 3.6]",3900628,1,,,,,1.6465133,,Left Foot,,,"[56.3, 18.1]",,Ground Pass,,14.541664,,,,,Ibrahim Amadou,11332.0,,,,,,,1,Regular Play,Djibril Sidibé,3446.0,Left Back,5,Lille,143,['8a5a8f1c-7d0a-43f5-9d12-be6c3561e74b'],6,,,,,,,,,,,,,,,,,Lille,143,00:01:06.089,Pass,
,,,,,,,,,,,,,,,,1.309785,,,,,,,,,,,,,3c8a94c7-872c-4d27-ba3f-160b12d896a9,94,,"[72.8, 19.4]",3900628,1,,,,,-1.5830656,,Right Foot,,,"[72.6, 3.1]",,Ground Pass,,16.301228,,,,,Djibril Sidibé,3446.0,,,,,,,1,Regular Play,Ibrahim Amadou,11332.0,Center Defensive Midfield,5,Lille,143,['d3876ef9-d82c-4ecc-83d5-dab8296fc1c9'],11,,,,,,,,,,,,,,,,,Lille,143,00:01:11.768,Pass,
,,,,,,,,,,,,,,,,1.256752,,,,,,,,,,,,,60073907-a228-47a4-84cd-d0f3e722a5c6,97,,"[72.6, 3.1]",3900628,1,,,,,0.4803475,,Right Foot,,,"[91.6, 13.0]",,Ground Pass,,21.424519,,,,,Éric Bauthéac,40486.0,,,,,,,1,Regular Play,Djibril Sidibé,3446.0,Left Back,5,Lille,143,['039b1000-29e2-4ba7-91dc-e39c59bbea27'],13,,,,,,,,,,,,,,,,,Lille,143,00:01:13.121,Pass,
,,,,,,,,,,,,,,,,0.577437,,,,,,,,,,,,,5245234d-7f0c-45f0-a755-ff77d32d7b4a,100,,"[91.8, 11.5]",3900628,1,,,,,-2.2396085,,Right Foot,,,"[86.9, 5.3]",,Ground Pass,,7.902531,,,,,Mounir Obbadi,40697.0,,,,,,,1,Regular Play,Éric Bauthéac,40486.0,Left Wing,5,Lille,143,['57000674-9842-4afa-b4cc-b5afd049b54f'],15,,,,,,,,,,,,,,,,,Lille,143,00:01:15.331,Pass,
,,,,,,,,,,,,,,,,2.224278,,,,,,,,,,,,,567d73c4-214c-4f25-92a1-f70a3a371a4e,104,,"[37.3, 80.0]",3900628,1,,,,,-0.43436727,,,,,"[56.7, 71.0]",,High Pass,,21.385977,,,Incomplete,,Paul-Georges Ntep de Madiba,4900.0,,,,,,Throw-in,1,From Throw In,Romain Danzé,4475.0,Right Back,6,Rennes,134,"['2029b531-e3d9-4edc-b41c-33eea0fc4c02', 'dc4ad198-4ed4-4234-a2c6-4bda0417920e']",31,,,,,,,,,,,,,,,,,Rennes,134,00:01:31.578,Pass,
,,,,,,,,,,,,,,,,0.998144,,,,,,,,,,,,,dc4ad198-4ed4-4234-a2c6-4bda0417920e,107,,"[63.4, 9.1]",3900628,1,,,,,-0.40710416,,Right Foot,,,"[74.3, 4.4]",,Ground Pass,,11.870131,,,,,Éric Bauthéac,40486.0,,,,,,Recovery,1,From Throw In,Mounir Obbadi,40697.0,Left Center Midfield,6,Rennes,134,"['567d73c4-214c-4f25-92a1-f70a3a371a4e', 'b18800d1-6d2c-4e19-b548-f4b85306fc3d']",33,,,,,,,,,,,,,,,,,Lille,143,00:01:33.803,Pass,
,,,,,,,,,,,,,,,,0.278,,,,,,,,,,,,,3cc5da59-c61c-4a62-9bf4-8ecf3930fe0c,111,,"[74.5, 5.9]",3900628,1,,,,,0.9025069,,Left Foot,,,"[76.0, 7.8]",,Ground Pass,,2.4207437,,,Incomplete,,Mounir Obbadi,40697.0,,,,,,,1,From Throw In,Éric Bauthéac,40486.0,Left Wing,6,Rennes,134,"['24fae3b9-c184-4936-846d-47c55928e04b', '4bad7cf0-add7-41e0-88c2-b1f93483726f', '62a3860a-829c-4d53-b636-454ff20c59ee']",35,,,,,,,,,,,,,,,,,Lille,143,00:01:35.715,Pass,True
,,,,,,,,,,,,,,,,1.272505,,,,,,,,,,,,,9f32cb1b-7463-4de5-ad31-eae4dd025c51,114,,"[44.3, 70.1]",3900628,1,,,,,-1.5991576,,Right Foot,,,"[43.9, 56.0]",,High Pass,,14.105673,,,,,Benjamin André,2990.0,,,,,,Recovery,1,From Throw In,Gélson da Conceição Tavares Fernandes,8672.0,Right Center Midfield,6,Rennes,134,['cb0362a9-b52e-47da-a63a-eaf254ff1caa'],37,,,,,,,,,,,,,,,,,Rennes,134,00:01:37.431,Pass,
,,,,,,,,,,,,,,,,1.369707,,,,,,,,,,,,,ab09940e-56bf-46fc-812f-c50d3239b0ab,117,,"[43.9, 56.0]",3900628,1,,,,,3.0255518,,Right Foot,,,"[27.6, 57.9]",,Ground Pass,,16.410362,,,,,Edson André Sitoe,3250.0,,,,,,,1,From Throw In,Benjamin André,2990.0,Left Center Midfield,6,Rennes,134,['ebf6c094-1752-4511-aef4-9f8e5255a15b'],39,,,,,,,,,,,,,,,,,Rennes,134,00:01:39.276,Pass,
,,,,,,,,,,,,,,,,2.218819,,,,,,,,,,,,,1850af92-9a6b-4a4c-9d27-c5ed2694b14b,120,,"[30.2, 58.8]",3900628,1,,,,,-2.2142975,,Right Foot,,,"[16.7, 40.8]",,Ground Pass,,22.5,,,,,Sylvain Armand,40699.0,,,,,,,1,From Throw In,Edson André Sitoe,3250.0,Right Center Back,6,Rennes,134,['5362dc9b-32ef-44a2-b0ce-a89c68ea73d8'],43,,,,,,,,,,,,,,,,,Rennes,134,00:01:43.148,Pass,
,,,,,,,,,,,,,,,,1.408049,,,,,,,,,,,,,ebd9466c-3407-411e-baeb-1e08fc06f46e,123,,"[23.1, 35.0]",3900628,1,,,,,-0.47243217,,Left Foot,,,"[50.3, 21.1]",,Ground Pass,,30.545868,,,Incomplete,,,,,,,,,,1,From Throw In,Sylvain Armand,40699.0,Left Center Back,6,Rennes,134,['7d6f131e-2874-4545-aae0-aeefdb114b06'],47,,,,,,,,,,,,,,,,,Rennes,134,00:01:47.116,Pass,
,,,,,,,,,,,,,,,,1.127704,,,,,,,,,,,,,37f87c6b-d9c2-4eb0-bf33-2d25ade3be89,127,,"[33.0, 17.5]",3900628,1,,,,,1.0573972,,Left Foot,,,"[38.3, 26.9]",,Ground Pass,,10.7912,,,,,Pedro Filipe Teodósio Mendes,3753.0,,,,,,,1,From Throw In,Cheikh M''Bengue,3424.0,Left Back,6,Rennes,134,['0c39034f-4f98-444f-a187-d217b8d467a4'],50,,,,,,,,,,,,,,,,,Rennes,134,00:01:50.866,Pass,
