50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.365211,,,,,,,,,,,,,446042e6-45f3-4807-a726-452fa6044ac0,3809,,,"[55.4, 33.3]",3900637,88,,,,1.2055949,,Left Foot,,,"[60.6, 46.9]",,Ground Pass,,14.56022,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,Free Kick,2,From Free Kick,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,198,Marseille,147,['6ea9d4ec-781c-4618-a5b7-260d35e8d7a2'],11,,,,,,,,,,,,,,,,Marseille,147,00:43:11.422,Pass,
,,,,,,,,,,,,,,,,,,1.935698,,,,,,,,,,,,,e7f8992c-670b-429a-b77e-3cb21646f7fb,3812,,,"[63.2, 47.6]",3900637,88,,,,-0.1734655,,Right Foot,,,"[96.3, 41.8]",,High Pass,,33.604317,,Incomplete,,Steven Fletcher,9554.0,,,,,,2,From Free Kick,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,198,Marseille,147,"['2f35e114-6bc5-4126-af39-1fb9d8aa4bef', '3fb4f107-c825-41b7-a011-de8165f59f5a']",14,,,,,,,,,,,,,,,,Marseille,147,00:43:14.285,Pass,
,,,,,,,,,,,,,,,,,,2.662944,,,,,,,,,,,,,2f35e114-6bc5-4126-af39-1fb9d8aa4bef,3814,,,"[23.8, 38.3]",3900637,88,,,,0.15381415,,Head,,,"[36.7, 40.3]",,High Pass,,13.054118,,,,Rémi Walter,3136.0,,,,,Recovery,2,Regular Play,Paul Baysse,4443.0,Right Center Back,199,OGC Nice,136,"['a317bf4c-6da6-4a60-82de-8a58c7139dbb', 'e7f8992c-670b-429a-b77e-3cb21646f7fb']",16,,,,,,,,,,,,,,,,OGC Nice,136,00:43:16.220,Pass,
,,,,,,,,,,,,,,,,,,0.846416,,,,,,,,,,,,,12cdd2e8-eff7-4d95-9338-d4732e7ea657,3816,,,"[41.8, 43.4]",3900637,88,,,,-1.2955239,,Head,,,"[45.5, 30.3]",,High Pass,,13.612494,,,,Jean Michaël Seri,3359.0,,,,,,2,Regular Play,Rémi Walter,3136.0,Left Center Midfield,199,OGC Nice,136,['7d87b41f-9e50-479a-a16d-d1adde18e29a'],19,,,,,,,,,,,,,,,,OGC Nice,136,00:43:19.127,Pass,
,,,,,,,,,,,,,,,,,,1.899898,,,,,,,,,,,,,f9a469c5-dff9-4481-8341-f7941f46c79f,3819,,,"[44.2, 31.7]",3900637,88,,,,-0.99719065,,Right Foot,,,"[55.7, 13.9]",,Ground Pass,,21.191744,,,,Niklas Hult,16056.0,,,,,,2,Regular Play,Jean Michaël Seri,3359.0,Center Attacking Midfield,199,OGC Nice,136,['e5a673e8-cfda-4725-9408-4fba8d3a97c9'],21,,,,,,,,,,,,,,,,OGC Nice,136,00:43:21.596,Pass,
,,,,,,,,,,,,,,,,,,0.619534,,,,,,,,,,,,,e944e59c-aea5-4887-96c3-acb517908fc5,3822,,,"[89.8, 7.8]",3900637,88,,,,1.5904016,,Left Foot,,,"[89.6, 18.0]",,Ground Pass,,10.201961,,Incomplete,,Rémi Walter,3136.0,,,,,,2,Regular Play,Niklas Hult,16056.0,Right Center Midfield,199,OGC Nice,136,"['3dbd3d5b-6c4b-481a-afcd-1807a7a3138c', 'e588cf9b-95d4-4c0e-9fa4-6efd341ab8e6']",28,,,,,,,,,,,,,,,,OGC Nice,136,00:43:28.591,Pass,
,,,,,,,,,,,,,,,,,,1.408348,,,,,,,,,,,,,e588cf9b-95d4-4c0e-9fa4-6efd341ab8e6,3824,,,"[30.5, 62.1]",3900637,88,,,,-1.9100889,,Right Foot,,,"[29.9, 60.4]",,Ground Pass,,1.8027756,,Incomplete,,Florian Thauvin,3254.0,,,,,Interception,2,Regular Play,Jacques-Alaixys Romao,10036.0,Right Defensive Midfield,199,OGC Nice,136,"['4394134e-469e-42fe-8e51-c3ee7394c6b6', 'a8be79db-9c5b-42f0-ab18-b621ded15685', 'e944e59c-aea5-4887-96c3-acb517908fc5']",29,,,,,,,,,,,,,,,,Marseille,147,00:43:29.211,Pass,
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,4394134e-469e-42fe-8e51-c3ee7394c6b6,3826,,,"[90.2, 19.7]",3900637,88,,,,2.75571,,Left Foot,,,"[80.6, 23.6]",,Ground Pass,,10.36195,,,,Jean Michaël Seri,3359.0,,,,,Recovery,2,Regular Play,Rémi Walter,3136.0,Left Center Midfield,199,OGC Nice,136,"['183475f7-e145-4442-8448-1a156ed08654', 'e588cf9b-95d4-4c0e-9fa4-6efd341ab8e6']",30,,,,,,,,,,,,,,,,OGC Nice,136,00:43:30.619,Pass,
,,,,,,,,,,,,,,,,,,0.112869,,,,,,,,,,,,,b4fceeaf-30aa-4537-99c0-e60904fb5b3e,3830,,,"[81.4, 29.5]",3900637,88,,,,0.07393904,,Right Foot,,,"[84.1, 29.7]",,Ground Pass,,2.7073972,,Incomplete,,Alexandre Mendy,3403.0,,,,,,2,Regular Play,Jean Michaël Seri,3359.0,Center Attacking Midfield,199,OGC Nice,136,"['d223e6e9-ce89-4dab-8b77-4ffedb20c41a', 'e217c5f6-87ac-4c04-ac62-4302b2dd0a2f']",33,,,,,,,,,,,,,,,,OGC Nice,136,00:43:33.730,Pass,
,,,,,,,,,,,,,,,,,,3.021098,,,,,,,,,,,,,253fff76-a0ee-4282-b0cb-7f76462a0f6b,3835,,,"[46.5, 43.1]",3900637,88,,,,-0.88312507,,Right Foot,,,"[62.6, 23.5]",,Ground Pass,,25.364738,,,,Rémy Cabella,3420.0,,,,,,2,From Counter,Lassana Diarra,3181.0,Left Defensive Midfield,200,Marseille,147,['10bfb523-f540-415f-8823-143fa4cb2e7c'],36,,,,,,,,,,,,,,,,Marseille,147,00:43:36.258,Pass,
,,,,,,,,,,,,,,,,,,0.516035,,,,,,,,,,,,,dad92672-f4fc-437d-814a-78a84d391239,3838,,,"[87.3, 20.4]",3900637,88,,,,0.844154,,Right Foot,,,"[95.3, 29.4]",,Ground Pass,,12.0415945,,,,Steven Fletcher,9554.0,,,,,,2,From Counter,Rémy Cabella,3420.0,Center Attacking Midfield,200,Marseille,147,['10f6ef6c-e64b-4cc2-aa26-d33a92993281'],43,,,,,,,,,,,,,,,,Marseille,147,00:43:43.051,Pass,
,,,,,,,,,,,,,,,,,,2.004216,,,,,,,,,,,,,1c1837cd-924e-464a-abef-80b1a6879e94,3842,,,"[95.3, 29.6]",3900637,88,,,,-0.5172874,,Left Foot,,,"[106.9, 23.0]",,Ground Pass,,13.346161,,Incomplete,,Rémy Cabella,3420.0,,,,,,2,From Counter,Steven Fletcher,9554.0,Center Forward,200,Marseille,147,"['c556068a-09f3-4e51-a157-85901c5f4fb0', 'ccd3c617-638c-4e2c-aeed-c0e42ae4ba13', 'f812d9aa-eb61-40a2-8203-94e470f769cc']",43,,,,,,,,,,,,,,,,Marseille,147,00:43:43.647,Pass,True
,,,,,,,,,,,,True,,,,,,1.411178,,,,,,,,,,,,,c556068a-09f3-4e51-a157-85901c5f4fb0,3844,,,"[13.2, 57.1]",3900637,88,,,,-2.4410963,,Left Foot,,,"[3.0, 48.5]",,Ground Pass,,13.341664,,,,Yoan Cardinale,4257.0,,,,,Interception,2,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,201,OGC Nice,136,"['1c1837cd-924e-464a-abef-80b1a6879e94', '364b7baa-55df-402d-8bd9-33cdfa57de04']",45,,,,,,,,,,,,,,,,OGC Nice,136,00:43:45.652,Pass,
,,,,,,,,,,,,,,,,,,3.201383,,,,,,,,,,,,,908eb393-a6a8-4f0e-bfb4-eb8190ac9113,3848,,,"[3.6, 48.5]",3900637,88,,,,0.14077388,,Right Foot,,,"[41.0, 53.8]",,High Pass,,37.773666,,Incomplete,,Alexandre Mendy,3403.0,,,,,,2,Regular Play,Yoan Cardinale,4257.0,Goalkeeper,201,OGC Nice,136,"['359ea8e1-ce76-4d44-bcbc-d06ec68c6057', '7e8129d8-2a58-47bf-94e6-28d00d5f01d2', 'd42424b5-e1a2-4286-aab9-654564edf6de']",47,,,,,,,,,,,,,,,,OGC Nice,136,00:43:47.183,Pass,True
,,,,,,,,,,,,,,,,,,1.158057,,,,,,,,,,,,,2c4c2324-03a8-431e-97f7-215fd46e0516,3852,,,"[41.4, 52.8]",3900637,88,,,True,-2.690523,,,,,"[35.0, 49.7]",,Low Pass,,7.1112585,,,,Rémi Walter,3136.0,,,,,Recovery,2,Regular Play,Alexandre Mendy,3403.0,Left Center Forward,201,OGC Nice,136,"['e3edc178-a046-4071-b996-a7c2ed93a30b', 'febe0025-cd0c-401a-a476-8a835be91a0a']",51,,,,,,,,,,,,,,,,OGC Nice,136,00:43:51.066,Pass,True
,,,,,,,,,,,,,,,,,,1.760238,,,,,,,,,,,,,4304c06c-dbc7-40ea-9099-9df0e48a69b7,3856,,,"[29.9, 49.3]",3900637,88,,,,-2.5878568,,Left Foot,,,"[5.8, 34.4]",,Ground Pass,,28.334078,,,,Yoan Cardinale,4257.0,,,,,,2,Regular Play,Rémi Walter,3136.0,Left Center Midfield,201,OGC Nice,136,['1b8b703e-8bde-4b85-a3b2-8fcad01ef8a1'],54,,,,,,,,,,,,,,,,OGC Nice,136,00:43:54.096,Pass,
,,,,,,,,,,,,,,,,,,2.634636,,,,,,,,,,,,,6ae9ab34-e5e6-4bd0-9a2a-ea29ea8ccaa8,3860,,,"[8.1, 34.6]",3900637,88,,,,-0.30704573,,Right Foot,,,"[45.0, 22.9]",,High Pass,,38.710464,,,,Niklas Hult,16056.0,,,,,,2,Regular Play,Yoan Cardinale,4257.0,Goalkeeper,201,OGC Nice,136,"['0fa59535-f13c-4e38-aaa7-6d8c116c6ffc', 'a9597fcf-f3e5-4906-b77f-3b8aa3b4aa01']",57,,,,,,,,,,,,,,,,OGC Nice,136,00:43:57.291,Pass,True
,,,,,,,,,,,,,,,,,,1.470539,,,,,,,,,,,,,125f0e2d-4c96-43ff-8ffb-fb654855e26e,3865,,,"[49.3, 26.4]",3900637,89,,,,-2.440109,,Left Foot,,,"[37.7, 16.6]",,Ground Pass,,15.185519,,,,Maxime Le Marchand,3229.0,,,,,,2,Regular Play,Niklas Hult,16056.0,Right Center Midfield,201,OGC Nice,136,['d2f1f403-9072-4c21-9e0b-e9eea1b2dbf8'],3,,,,,,,,,,,,,,,,OGC Nice,136,00:44:03.283,Pass,
,,,,,,,,,,,,,,,,,,0.886748,,,,,,,,,,,,,2b011b6a-3b82-4ba1-b8e0-49f126dde2b2,3868,,,"[37.5, 15.8]",3900637,89,,,,-0.8460524,,Left Foot,,,"[49.1, 2.7]",,Ground Pass,,17.497715,,,,Jérémy Pied,4270.0,,,,,,2,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,201,OGC Nice,136,['e437a484-101d-4355-a6d2-0d00acc32b0d'],5,,,,,,,,,,,,,,,,OGC Nice,136,00:44:05.094,Pass,
,,,,,,,,,,,,,,,,,,1.56553,,,,,,,,,,,,,c69cbc63-5446-42a4-b573-09ef1650887e,3871,,,"[43.4, 2.7]",3900637,89,,,,1.2428347,,Right Foot,,,"[51.6, 26.8]",,Ground Pass,,25.456825,,,,Jean Michaël Seri,3359.0,,,,,,2,Regular Play,Jérémy Pied,4270.0,Left Back,201,OGC Nice,136,['0ef52fc0-4014-4801-a55d-7dd0156e2dbe'],7,,,,,,,,,,,,,,,,OGC Nice,136,00:44:07.796,Pass,
,,,,,,,,,,,,,,,,,,2.022217,,,,,,,,,,,,,4d9c683c-ec39-409e-bb23-7c76a73bf096,3874,,,"[50.8, 28.0]",3900637,89,,,,1.4303391,,Right Foot,,,"[56.3, 66.9]",,Low Pass,,39.286892,,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,2,Regular Play,Jean Michaël Seri,3359.0,Center Attacking Midfield,201,OGC Nice,136,['175ca05f-388b-4466-8891-d818f46593c9'],10,,,,,,,,,,,,,,,,OGC Nice,136,00:44:10.234,Pass,
,,,,,,,,,,,,,,,,,,0.869752,,,,,,,,,,,,,685d8799-865f-491b-9c02-81c24e6f0c8e,3877,,,"[66.5, 75.8]",3900637,89,,,,-2.1826987,,Right Foot,,,"[58.5, 64.4]",,Ground Pass,,13.926952,,,,Rémi Walter,3136.0,,,,,,2,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Right Back,201,OGC Nice,136,['5e6f0553-237f-4558-85ab-19d667325463'],16,,,,,,,,,,,,,,,,OGC Nice,136,00:44:16.078,Pass,
,,,,,,,,,,,,,,,,,,0.994778,,,,,,,,,,,,,3c76e8fb-cf0e-42a2-93a6-5280034f1e5c,3880,,,"[56.3, 62.0]",3900637,89,,,,-1.6074771,,Left Foot,,,"[55.9, 51.1]",,Ground Pass,,10.907337,,,,Nampalys Mendy,4506.0,,,,,,2,Regular Play,Rémi Walter,3136.0,Left Center Midfield,201,OGC Nice,136,['d21b0e35-5a4d-4bcf-ba1a-f3113daa5e4f'],18,,,,,,,,,,,,,,,,OGC Nice,136,00:44:18.327,Pass,
,,,,,,,,,,,,,,,,,,0.327383,,,,,,,,,,,,,64bbc3fd-847c-432b-90bf-8952da535425,3883,,,"[53.0, 63.6]",3900637,89,,,,0.87444776,,Right Foot,,,"[58.1, 69.7]",,Ground Pass,,7.9511003,,,,Rémi Walter,3136.0,,,,,,2,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,201,OGC Nice,136,['484cfeed-a8a4-4112-a1f7-3d1a9908f898'],21,,,,,,,,,,,,,,,,OGC Nice,136,00:44:21.437,Pass,
,,,,,,,,,,,,,,,,,,1.382742,,,,,,,,,,,,,4dcb3da8-5d1f-43fd-9745-4f4b20b86103,3886,,,"[50.2, 66.7]",3900637,89,,,,-2.4034035,,Left Foot,,,"[36.9, 54.6]",,Ground Pass,,17.980545,,,,Paul Baysse,4443.0,,,,,,2,Regular Play,Rémi Walter,3136.0,Left Center Midfield,201,OGC Nice,136,['76045222-18f5-452c-b099-0bcd3a5b5789'],23,,,,,,,,,,,,,,,,OGC Nice,136,00:44:23.314,Pass,
,,,,,,,,,,,,,,,,,,0.79008,,,,,,,,,,,,,86c39d29-c6a7-43ff-8b23-7b890137e425,3889,,,"[36.1, 54.2]",3900637,89,,,,-0.027964735,,Right Foot,,,"[50.4, 53.8]",,Ground Pass,,14.3055935,,,,Nampalys Mendy,4506.0,,,,,,2,Regular Play,Paul Baysse,4443.0,Right Center Back,201,OGC Nice,136,['fc0811a7-cfaa-41a4-be5a-43040d37a30f'],26,,,,,,,,,,,,,,,,OGC Nice,136,00:44:26.167,Pass,
,,,,,,,,,,,,,,,,,,0.714438,,,,,,,,,,,,,8a33e095-ee93-4b84-abc7-723060dcf570,3892,,,"[53.6, 44.2]",3900637,89,,,,-0.30351046,,Right Foot,,,"[71.8, 38.5]",,Ground Pass,,19.071707,,,,Alexandre Mendy,3403.0,,,,,,2,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,201,OGC Nice,136,['f6a48148-a90c-46a1-8bf6-ef8494f0dede'],29,,,,,,,,,,,,,,,,OGC Nice,136,00:44:29.129,Pass,
,,,,,,,,,,,,,,,,,,0.833625,,,,,,,,,,,,,b167e072-9866-48f8-8781-60f5c89c63c9,3896,,,"[71.8, 38.3]",3900637,89,,,,1.7454685,,Right Foot,,,"[69.4, 51.9]",,Low Pass,,13.810142,,Incomplete,,Alassane Pléa,3230.0,,,,,,2,Regular Play,Alexandre Mendy,3403.0,Left Center Forward,201,OGC Nice,136,"['315be37b-0f60-4152-a0f9-34140ed07e31', '59943ee1-7caa-41c8-9bf5-76dc0b7144aa', 'bb300a3e-e16f-48e4-bffe-62e7130f8d39']",30,,,,,,,,,,,,,,,,OGC Nice,136,00:44:30.069,Pass,True
,,,,,,,,,,,,,,,,,,0.824869,,,,,,,,,,,,,78a90375-bd74-43a9-bd93-73441ec8b8da,3900,,,"[52.8, 31.8]",3900637,89,,,,0.865685,,Right Foot,,,"[64.8, 45.9]",,Ground Pass,,18.51513,,,,Steven Fletcher,9554.0,,,,,,2,Regular Play,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,202,Marseille,147,['5d96259d-c50f-4acd-8dd3-a7003e282b7f'],32,,,,,,,,,,,,,,,,Marseille,147,00:44:32.180,Pass,
,,,,,,,,,,,,,,,,,,3.151852,,,,,,,,,,,,,08da01e6-75f8-4c13-94c1-442c2efa64d4,3903,,,"[67.1, 47.4]",3900637,89,,,,0.7963867,,Left Foot,,,"[89.6, 70.4]",,Ground Pass,,32.1753,,,,Florian Thauvin,3254.0,,,,,,2,Regular Play,Steven Fletcher,9554.0,Center Forward,202,Marseille,147,['9fec3add-c96d-4ab3-a77d-7311c9b51c59'],34,,,,,,,,,,,,,,,,Marseille,147,00:44:34.103,Pass,
,,,,,,,,,,,,,,,,,,3.467698,,,,,,,,,,,,,92f93114-f429-472d-8b56-7c72acb756e5,3906,,,"[96.5, 72.1]",3900637,89,,,,-1.5487179,,Left Foot,,,"[97.9, 8.7]",,High Pass,,63.415455,,,,Javier Manquillo Gaitán,3075.0,,True,,,,2,Regular Play,Florian Thauvin,3254.0,Right Wing,202,Marseille,147,['10f43c57-63e7-430f-9e9b-7e45ad46b27d'],43,,,,,,,,,,,,,,,,Marseille,147,00:44:43.549,Pass,
,,,,,,,,,,,,,,,,,,0.975954,,,,,,,,,,,,,687ad3ba-e806-425f-b13f-448909cc8e4b,3909,,,"[99.6, 7.7]",3900637,89,,,,1.9527755,,Right Foot,,,"[94.9, 19.4]",,Ground Pass,,12.608727,,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,2,Regular Play,Javier Manquillo Gaitán,3075.0,Left Back,202,Marseille,147,['99a4adad-98d3-48b2-a29a-c01caaf3ade1'],48,,,,,,,,,,,,,,,,Marseille,147,00:44:48.970,Pass,
,,,,,,,,,,,,,,,,,,0.351617,,,,,,,,,,,,,d663ee34-1059-4950-ad5d-b54aa7495233,3912,,,"[99.2, 14.3]",3900637,89,,,,-1.4157996,,Right Foot,,,"[100.2, 7.9]",,Ground Pass,,6.477654,,,,Rémy Cabella,3420.0,,,,,,2,Regular Play,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,202,Marseille,147,['515cfc1e-7e0a-4cc2-be2f-0409198792fc'],51,,,,,,,,,,,,,,,,Marseille,147,00:44:51.485,Pass,
,,,,,,,,,,,,,,,,,,1.152929,,,,,,,,,,,,,678c576b-e328-4fcd-930f-c23ca4f89e4e,3915,,,"[99.8, 8.1]",3900637,89,,,,2.3561945,,Right Foot,,,"[90.6, 17.3]",,Ground Pass,,13.010765,,,,Lassana Diarra,3181.0,,,,,,2,Regular Play,Rémy Cabella,3420.0,Center Attacking Midfield,202,Marseille,147,['10cb8989-3db1-4afa-ac8e-98e701a1f3d6'],51,,,,,,,,,,,,,,,,Marseille,147,00:44:51.956,Pass,
,,,,,,,,,,,,,,,,,,1.311854,,,,,,,,,,,,,5a89d5ee-bdf4-4481-ac3f-d4fcb21ca562,3918,,,"[91.0, 17.3]",3900637,89,,,,1.5031033,,Right Foot,,,"[93.4, 52.7]",,Low Pass,,35.481262,,,,Florian Thauvin,3254.0,,,,,,2,Regular Play,Lassana Diarra,3181.0,Left Defensive Midfield,202,Marseille,147,['bed8567a-1bc6-4af4-9fd5-ff5e7c1bb2ae'],55,,,,,,,,,,,,,,,,Marseille,147,00:44:55.655,Pass,
,,,,,,,,,,,,,,,,,,1.535209,,,,,,,,,,,,,1ebc2b4b-0340-4706-a464-752c4fd7ce59,3922,,,"[91.4, 56.3]",3900637,89,,,,0.9935204,,Right Foot,,,"[104.1, 75.8]",,Ground Pass,,23.271011,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,2,Regular Play,Florian Thauvin,3254.0,Right Wing,202,Marseille,147,"['5f43a6df-bf34-48c3-8ede-64473280bfcd', '829cda41-d332-40ac-af17-83b193b3db34']",58,,,,,,,,,,,,,,,,Marseille,147,00:44:58.860,Pass,True
,,,,,,,,,,,,,,,,,,0.270725,,,,,,,,,,,,,7e5fef1c-8426-4657-8de8-1488b18d2fb6,3925,,,"[103.9, 76.0]",3900637,90,,,,-1.8449638,,Right Foot,,,"[101.2, 66.4]",,Ground Pass,,9.972462,,Incomplete,,Florian Thauvin,3254.0,,,,,,2,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Back,202,Marseille,147,"['2608d87c-ac14-4860-a986-d34a223f6f56', '876d39cb-9f8e-47fb-880b-25072054d389']",1,,,,,,,,,,,,,,,,Marseille,147,00:45:01.242,Pass,
,,,,,,,,,,,,,,,,,,1.582383,,,,,,,,,,,,,876d39cb-9f8e-47fb-880b-25072054d389,3927,,,"[18.9, 13.7]",3900637,90,,,,-0.7492693,,Left Foot,,,"[23.2, 9.7]",,Ground Pass,,5.872819,,Incomplete,,Jérémy Pied,4270.0,,,,,Interception,2,Regular Play,Niklas Hult,16056.0,Right Center Midfield,202,Marseille,147,"['7e5fef1c-8426-4657-8de8-1488b18d2fb6', '8d8773a5-3f9e-435b-bb6b-8ccdd132029d', 'a6614fec-da4a-4be6-8e56-c0894622afe5']",1,,,,,,,,,,,,,,,,OGC Nice,136,00:45:01.513,Pass,
,,,,,,,,,,,,,,,,,,0.253473,,,,,,,,,,,,,dc8eace6-2338-4142-9195-a67df62495af,3931,,,"[96.5, 62.7]",3900637,90,,,,-0.09275632,,Left Foot,,,"[100.8, 62.3]",,Ground Pass,,4.3185644,,Incomplete,,Florian Thauvin,3254.0,,,,,,2,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Back,202,Marseille,147,"['7db8e9b9-d159-49b8-ac7a-9b19ef10543f', 'c70624a9-e455-44bc-92d3-14d7e0f1c6e0']",4,,,,,,,,,,,,,,,,Marseille,147,00:45:04.200,Pass,
,,,,,,,,,,,,,,,,,,3.459933,,,,,,,,,,,,,d63b2390-80ca-4e6c-8fb7-ef8f3489729e,3934,,,"[19.9, 18.2]",3900637,90,,,,-0.29487064,,Left Foot,,,"[54.8, 7.6]",,High Pass,,36.47424,,Incomplete,,Alexandre Mendy,3403.0,,,,,Recovery,2,Regular Play,Jérémy Pied,4270.0,Left Back,202,Marseille,147,"['5afd8a5c-48b4-4b99-9312-edbb29c07133', '8b65fc8f-6410-499b-809c-a81a2520e822']",5,,,,,,,,,,,,,,,,OGC Nice,136,00:45:05.753,Pass,
,,,,,,,,,,,,,,,,,,2.933946,,,,,,,,,,,,,5afd8a5c-48b4-4b99-9312-edbb29c07133,3937,,,"[65.3, 72.5]",3900637,90,,,True,0.39282802,,,,,"[83.4, 80.0]",,Low Pass,,19.592346,,Out,,Mauricio Aníbal Isla Isla,18874.0,,,,,Recovery,2,Regular Play,Jacques-Alaixys Romao,10036.0,Right Defensive Midfield,202,Marseille,147,"['59699c23-acc4-4f18-8cca-198619117e22', '7821009d-bfef-498f-a2ce-3a0072ce7f5b', 'd63b2390-80ca-4e6c-8fb7-ef8f3489729e']",9,,,,,,,,,,,,,,,,Marseille,147,00:45:09.212,Pass,True
,,,,,,,,,,,,,,,,,,1.337161,,,,,,,,,,,,,bae152ab-c5a8-43e0-b1c6-23e5258c637c,3939,,,"[34.4, 0.1]",3900637,90,,,,2.4713292,,,,,"[26.2, 6.6]",,Low Pass,,10.463747,,,,Maxime Le Marchand,3229.0,,,,,Throw-in,2,From Throw In,Jérémy Pied,4270.0,Left Back,203,OGC Nice,136,['21c34d30-b0d1-4b06-ad54-055eff1d9ea8'],16,,,,,,,,,,,,,,,,OGC Nice,136,00:45:16.052,Pass,
,,,,,,,,,,,,,,,,,,0.978019,,,,,,,,,,,,,8262d29b-37a0-40b6-b7cf-6ae525d83e9e,3942,,,"[26.9, 5.6]",3900637,90,,,,-0.41299972,,Left Foot,,,"[35.8, 1.7]",,Ground Pass,,9.716995,,,,Jérémy Pied,4270.0,,,,,,2,From Throw In,Maxime Le Marchand,3229.0,Left Center Back,203,OGC Nice,136,['a3030fd0-e452-47ef-b32a-f8c69d9de216'],19,,,,,,,,,,,,,,,,OGC Nice,136,00:45:19.604,Pass,
,,,,,,,,,,,,,,,,,,0.335454,,,,,,,,,,,,,0e3cf930-b117-45ca-ba88-6e0d8239d45b,3945,,,"[42.8, 0.9]",3900637,90,,,,1.6614562,,Right Foot,,,"[42.0, 9.7]",,Ground Pass,,8.836288,,,,Nampalys Mendy,4506.0,,,,,,2,From Throw In,Jérémy Pied,4270.0,Left Back,203,OGC Nice,136,['08a956a6-0b0c-487d-b5c1-0201a8a92521'],22,,,,,,,,,,,,,,,,OGC Nice,136,00:45:22.554,Pass,
,,,,,,,,,,,,,,,,,,0.710411,,,,,,,,,,,,,79564903-cc42-41d7-8fda-18d869494191,3949,,,"[42.0, 9.7]",3900637,90,,,,-0.43984258,,Left Foot,,,"[57.3, 2.5]",,Ground Pass,,16.909464,,,,Niklas Hult,16056.0,,,,,,2,From Throw In,Nampalys Mendy,4506.0,Center Defensive Midfield,203,OGC Nice,136,['50bf242b-ac79-442d-9c93-1b65b504d50c'],23,,,,,,,,,,,,,,,,OGC Nice,136,00:45:23.278,Pass,
,,,,,,,,,,,,,,,,,,3.374374,,,,,,,,,,,,,5ca93d3f-92be-47ae-9ce5-a9cae8d9d85b,3952,,,"[62.8, 2.7]",3900637,90,,,,0.7853982,,Left Foot,,,"[79.2, 19.1]",,Ground Pass,,23.193102,,Unknown,,Alexandre Mendy,3403.0,,,,,,2,From Throw In,Niklas Hult,16056.0,Right Center Midfield,203,OGC Nice,136,['53241a69-b959-489d-9190-16e3dbf7debf'],24,,,,,,,,,,,,,,,,OGC Nice,136,00:45:24.290,Pass,
,,,,,,,,,,,,,,,,,,1.482174,,,,,,,,,,,,,0d745b9d-bd60-4d23-89ad-8bd5cf362474,3957,,,"[81.4, 29.1]",3900637,91,,,,0.5784708,,Right Foot,,,"[108.2, 46.6]",,High Pass,,32.007656,,Incomplete,,Paul Baysse,4443.0,,,,,Free Kick,2,From Free Kick,Jean Michaël Seri,3359.0,Center Attacking Midfield,204,OGC Nice,136,"['af7cdc55-0184-4ba8-955e-0294c8e12c6c', 'b9561313-0394-4188-996b-03d417e21fbb']",17,,,,,,,,,,,,,,,,OGC Nice,136,00:46:17.799,Pass,
