50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.133684,,,,,,,,,,,af69cec6-4694-401e-853d-d6997fab4ef8,20,,"[37.3, 4.9]",3901146,0,,,,2.4918869,,Right Foot,,,"[6.5, 28.3]",,Ground Pass,,38.680744,,,,Kevin Trapp,4440.0,,,,,Recovery,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['cd049ca7-d10b-4cf1-8a3b-f06df6e5fc1f'],10,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:10.439,Pass,
,,,,,,,,,,,,,,,,,3.616147,,,,,,,,,,,244b7fc7-66d3-4a8c-97f6-ebf5f0bb8e15,24,,"[7.9, 27.3]",3901146,0,,,,-0.27518925,,Left Foot,,,"[50.4, 15.3]",,High Pass,,44.161636,,Incomplete,,,,,,,,,1,From Kick Off,Kevin Trapp,4440.0,Goalkeeper,2,Paris Saint-Germain,131,"['86e6b803-ac04-4c60-bc7b-bc411cfc4c50', 'e047b787-592b-4b84-a25a-00476cf3cc4b']",12,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.613,Pass,True
,,,,,,,,,,,,,,,,,0.24464,,,,,,,,,,,86e6b803-ac04-4c60-bc7b-bc411cfc4c50,25,,"[69.7, 64.8]",3901146,0,,,,0.23109066,,Right Foot,,,"[71.4, 65.2]",,Low Pass,,1.7464249,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Antoine Devaux,7815.0,Right Defensive Midfield,2,Paris Saint-Germain,131,"['244b7fc7-66d3-4a8c-97f6-ebf5f0bb8e15', 'fd2698fc-13e5-4bcd-ba7d-aa542ac2b5fd']",16,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:16.229,Pass,
,,,,,,,,,,,,,,,,,0.510246,,,,,,,,,,,e57885b4-e029-4c2e-aade-2ad328ac55eb,28,,"[50.1, 15.0]",3901146,0,,,,1.7572832,,Right Foot,,,"[49.1, 20.3]",,Low Pass,,5.3935146,,,,Thiago Motta,4325.0,,,,,Recovery,1,From Kick Off,Edinson Roberto Cavani Gómez,4319.0,Left Wing,2,Paris Saint-Germain,131,"['7cc4f0b5-2473-4c3a-9f79-a8d37f9e65af', 'f9a73660-c86c-4933-9296-1609d66f839b']",17,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:17.450,Pass,True
,,,,,,,,,,,,,,,,,1.879465,,,,,,,,,,,c70379d3-387c-4966-ad9f-162f3fa5ad53,32,,"[49.1, 19.6]",3901146,0,,,,1.1583859,,Left Foot,,,"[56.8, 37.2]",,Low Pass,,19.210674,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['116328da-c3a0-4057-b93a-8b6837e45fd7'],18,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:18.000,Pass,
,,,,,,,,,,,,,,,,,0.898246,,,,,,,,,,,9749500f-d1e9-4dfc-8cee-e7adca420574,35,,"[56.1, 42.2]",3901146,0,,,,1.0379524,,Right Foot,,,"[63.0, 53.9]",,Ground Pass,,13.583077,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Center Midfield,2,Paris Saint-Germain,131,['cbda7001-420c-4313-897b-bc8e5040bcea'],21,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.381,Pass,
,,,,,,,,,,,,,,,,,2.042532,,,,,,,,,,,b732ba32-5528-4da6-b237-d34a0a80704b,44,,"[61.9, 51.0]",3901146,0,,,,-1.5344046,,Left Foot,,,"[63.4, 9.8]",,High Pass,,41.227295,,,,Layvin Kurzawa,4326.0,,True,,,,1,From Kick Off,Ángel Fabián Di María Hernández,2995.0,Right Wing,2,Paris Saint-Germain,131,"['281eb2d8-88d2-4e98-98e3-e59c1448adab', 'b796410e-9001-48a2-a044-492ab8730752']",26,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:26.441,Pass,True
,,,,,,,,,,,,,,,,,1.106983,,,,,,,,,,,847eae8c-f478-4d1a-adf0-9017c1c51d66,47,,"[66.1, 14.3]",3901146,0,,,,1.7969093,,Left Foot,,,"[61.2, 35.6]",,Ground Pass,,21.85635,,,,Thiago Motta,4325.0,,,,,,1,From Kick Off,Layvin Kurzawa,4326.0,Left Back,2,Paris Saint-Germain,131,['c68abe64-29e7-4eed-b8c9-0907ce9562d1'],31,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:31.395,Pass,
,,,,,,,,,,,,,,,,,1.155927,,,,,,,,,,,45074e8f-686b-4845-b389-af6ac6db18e1,51,,"[59.2, 35.2]",3901146,0,,,,1.959115,,Left Foot,,,"[52.9, 50.6]",,Ground Pass,,16.63881,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Paris Saint-Germain,131,"['77937131-b8f8-4d51-b812-356fb3828568', 'ba246723-bd1c-4a1b-bb66-e53464b7c593']",33,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:33.206,Pass,True
,,,,,,,,,,,,,,,,,1.916692,,,,,,,,,,,3d9bc77c-8c9b-4aa3-bcb2-b8de94aff5cc,54,,"[50.9, 54.7]",3901146,0,,,,0.9910808,,Right Foot,,,"[61.9, 71.5]",,Ground Pass,,20.080837,,,,Gregory van der Wiel,20048.0,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['be1c6b62-45fc-4d1b-a69e-d6358305f1ae'],35,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:35.262,Pass,
,,,,,,,,,,,,,,,,,1.353158,,,,,,,,,,,0e23c9d6-efa6-4f95-b3d9-a6e26f1bdb99,57,,"[63.0, 70.8]",3901146,0,,,,-2.4337087,,Right Foot,,,"[51.9, 61.3]",,Ground Pass,,14.6102705,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Kick Off,Gregory van der Wiel,20048.0,Right Back,2,Paris Saint-Germain,131,['6bcad768-68b6-43b0-a571-1261e2d223be'],37,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:37.422,Pass,
,,,,,,,,,,,,,,,,,0.984831,,,,,,,,,,,01259787-f0ac-40e8-971f-f04adcaa1a64,60,,"[54.2, 60.3]",3901146,0,,,,-1.5912017,,Right Foot,,,"[54.0, 50.5]",,Ground Pass,,9.802041,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['d03004d4-56c7-444f-aa14-3eea027226e4'],40,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:40.035,Pass,
,,,,,,,,,,,,,,,,,0.660742,,,,,,,,,,,ce8da1fd-6a33-44da-9415-2609e523a036,63,,"[56.0, 46.8]",3901146,0,,,,-0.8716037,,Right Foot,,,"[63.4, 38.0]",,Ground Pass,,11.497826,,,,Adrien Rabiot,3026.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Center Midfield,2,Paris Saint-Germain,131,['395a3473-5b25-45d1-b5f5-ac93769125cc'],42,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:42.281,Pass,
,,,,,,,,,,,,,,,,,1.128558,,,,,,,,,,,88d571b7-bebc-46e5-ad4d-80425f15437a,66,,"[63.4, 38.0]",3901146,0,,,,2.437979,,Left Foot,,,"[56.8, 43.6]",,Ground Pass,,8.655634,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Adrien Rabiot,3026.0,Left Center Midfield,2,Paris Saint-Germain,131,['5199e486-4430-41b9-b6d2-ec90533fe9b4'],42,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:42.982,Pass,
,,,,,,,,,,,,,,,,,0.931919,,,,,,,,,,,370c356a-f307-4f15-ba2c-14c46c4271b8,70,,"[56.4, 44.6]",3901146,0,,,,0.87255543,,Right Foot,,,"[65.8, 55.8]",,Ground Pass,,14.6219015,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Center Midfield,2,Paris Saint-Germain,131,"['1015e150-0085-4263-9007-2f09d1b8a800', '2cd7a9cf-8188-4d74-836c-66927975d075']",45,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:45.096,Pass,True
,,,,,,,,,,,,,,,,,1.110482,,,,,,,,,,,5bbe5588-5f51-4e0b-8495-255a5545950a,74,,"[69.3, 58.3]",3901146,0,,,,-0.43140072,,Left Foot,,,"[81.9, 52.5]",,Ground Pass,,13.870832,,,,Zlatan Ibrahimović,3672.0,,,,,,1,From Kick Off,Ángel Fabián Di María Hernández,2995.0,Right Wing,2,Paris Saint-Germain,131,"['7dbecf55-773b-4800-ae2c-93fabef2a081', 'd8d786fa-9380-41a4-abe2-f88523898994']",47,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:47.146,Pass,True
,,,,,,,,,,,,,,,,,0.532992,,,,,,,,,,,040793cd-b857-4183-bde8-770856473a1c,78,,"[79.7, 52.5]",3901146,0,,,,-2.782822,,Right Foot,,,"[78.1, 51.9]",,Low Pass,,1.7088008,,,,Thiago Motta,4325.0,,,,,,1,From Kick Off,Zlatan Ibrahimović,3672.0,Center Forward,2,Paris Saint-Germain,131,['b9715132-aeb2-4f64-bab1-d13eabf892a8'],48,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:48.393,Pass,
,,,,,,,,,,,,,,,,,2.301646,,,,,,,,,,,4e464afc-dce4-4b2f-a6d8-ea63399f9633,82,,"[77.6, 51.9]",3901146,0,,,,-0.309093,,Left Foot,,,"[89.5, 48.1]",,High Pass,,12.491998,,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Paris Saint-Germain,131,"['20438dcb-39b8-486f-8709-dd99a4160512', '8ce80d24-a26f-4972-abf7-04c6a7e8b23b', 'c9b1a083-4b95-446e-a645-92730197bbaa']",48,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:48.966,Pass,True
,,,,,,,,,,,,,,,,,0.90401,,,,,,,,,,,c9b1a083-4b95-446e-a645-92730197bbaa,84,,"[30.6, 32.0]",3901146,0,,,,-0.23908772,,Right Foot,,,"[46.6, 28.1]",,High Pass,,16.468454,,Incomplete,,Prince Oniangué,4545.0,,,,,Recovery,1,From Kick Off,Aïssa Mandi,6648.0,Center Back,2,Paris Saint-Germain,131,"['4e464afc-dce4-4b2f-a6d8-ea63399f9633', '67f5db4b-3cfc-4980-8e25-49fa9629bf38', 'faea345e-aea8-43fc-905f-9d26871bba7b']",51,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:51.268,Pass,
,,,,,,,,,,,,,,,,,0.893178,,,,,,,,,,,faea345e-aea8-43fc-905f-9d26871bba7b,86,,"[73.5, 52.0]",3901146,0,,,,0.0,,Right Foot,,,"[87.6, 52.0]",,High Pass,,14.1,,,,Thiago Motta,4325.0,,,,,Recovery,1,From Kick Off,Marco Verratti,3166.0,Right Center Midfield,2,Paris Saint-Germain,131,"['2abed45c-6047-443e-9498-b889789a004f', 'c9b1a083-4b95-446e-a645-92730197bbaa']",52,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:52.172,Pass,
,,,,,,,,,,,,,,,,,0.609063,,,,,,,,,,,14002b43-bd19-49f6-aa3e-d658cd30901b,89,,"[87.6, 52.0]",3901146,0,,,,-2.0344439,,Left Foot,,,"[85.2, 47.2]",,Ground Pass,,5.3665633,,,,Zlatan Ibrahimović,3672.0,,,,,,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['a417930f-5ff5-4143-8fb5-aa4fac958f8b'],53,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:53.188,Pass,
,,,,,,,,,,,,,,,,,2.369883,,,,,,,,,,,4024fddc-223c-488d-9c14-69f003fe9a31,92,,"[85.2, 47.2]",3901146,0,,,,-0.3980143,,Right Foot,,,"[102.8, 39.8]",,Ground Pass,,19.092407,,Incomplete,,Edinson Roberto Cavani Gómez,4319.0,,,,,,1,From Kick Off,Zlatan Ibrahimović,3672.0,Center Forward,2,Paris Saint-Germain,131,"['2f9ca195-914d-4fa0-96a2-315b82487d47', '35c7b379-8cf4-4511-af4e-5fa10aed8427']",53,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:53.917,Pass,
,,,,,,,,,,,,,,,,,1.142482,,,,,,,,,,,2f9ca195-914d-4fa0-96a2-315b82487d47,94,,"[17.3, 40.3]",3901146,0,,,,-1.8507462,,Left Foot,,,"[15.0, 32.3]",,Ground Pass,,8.324061,,,,Aïssa Mandi,6648.0,,,,,Recovery,1,Regular Play,Mickaël Tacalfred,7498.0,Right Center Back,3,Stade de Reims,156,"['3c40ec83-b45d-45a7-ad0f-4e67144f76df', '4024fddc-223c-488d-9c14-69f003fe9a31']",56,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:56.287,Pass,
,,,,,,,,,,,,,,,,,0.984692,,,,,,,,,,,cbab4fd1-6bd1-42bb-9cff-8cbc447cfdf0,97,,"[15.0, 32.3]",3901146,0,,,,2.547843,,Left Foot,,,"[7.0, 37.7]",,Ground Pass,,9.651943,,,,Johann Carrasso,7641.0,,,,,,1,Regular Play,Aïssa Mandi,6648.0,Center Back,3,Stade de Reims,156,['dbc4c401-7376-4460-ac7f-e28ea8660fbf'],57,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:57.469,Pass,
,,,,,,,,,,,,,,,,,2.258539,,,,,,,,,,,e4722f84-dc6f-4d93-9d6a-b5058791ca25,100,,"[7.0, 37.7]",3901146,0,,,,-1.3082895,,Left Foot,,,"[14.9, 8.3]",,Ground Pass,,30.442898,,,,Franck Signorino,40521.0,,,,,,1,Regular Play,Johann Carrasso,7641.0,Goalkeeper,3,Stade de Reims,156,['9c4ee324-595c-4d96-8ef1-06fe67b8a6fa'],58,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:58.635,Pass,
,,,,,,,,,,,,,,,,,0.759209,,,,,,,,,,,18c2d640-191c-40d1-94cd-8d1499af1cc2,103,,"[15.3, 8.1]",3901146,1,,,,2.7170312,,Left Foot,,,"[8.0, 11.4]",,Ground Pass,,8.011242,,,,Abdelhamid El Kaoutari,23329.0,,,,,,1,Regular Play,Franck Signorino,40521.0,Left Wing Back,3,Stade de Reims,156,['26f12e1c-302a-4683-b923-95424b5ed70b'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:00.974,Pass,
,,,,,,,,,,,,,,,,,1.484981,,,,,,,,,,,c2298581-8320-4e56-8f7c-af8cdc2bec92,107,,"[9.0, 2.1]",3901146,1,,,,0.19813795,,Left Foot,,,"[34.9, 7.3]",,Low Pass,,26.416851,,Incomplete,,,,,,,,,1,Regular Play,Abdelhamid El Kaoutari,23329.0,Left Center Back,3,Stade de Reims,156,['b35492c3-c479-4abd-a664-9227bf5d9148'],3,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:03.246,Pass,
,,,,,,,,,,,,,,,,,0.75993,,,,,,,,,,,8b53b4b6-55d0-4c18-bb67-738095e903bf,110,,"[90.6, 77.4]",3901146,1,,,,0.21214375,,Right Foot,,,"[97.1, 78.8]",,Ground Pass,,6.6490602,,,,Thiago Motta,4325.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Right Center Midfield,4,Paris Saint-Germain,131,['4a10db2b-2e45-48ab-b6f3-0128c089a49c'],7,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:07.660,Pass,
,,,,,,,,,,,,,,,,,0.86491,,,,,,,,,,,7f1458f2-4e50-4f7d-8fa3-feece1443cbd,114,,"[97.1, 78.1]",3901146,1,,,,-3.125465,,Left Foot,,,"[90.9, 78.0]",,Ground Pass,,6.2008066,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,4,Paris Saint-Germain,131,"['cab675a4-a4a9-4481-a7d3-eae7772659d9', 'fceca9de-8c14-4df7-b689-ba3a6743c95f']",8,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:08.828,Pass,True
,,,,,,,,,,,,,,,,,0.737518,,,,,,,,,,,588276e8-e908-4a47-9870-260cf4c412e2,118,,"[88.5, 78.1]",3901146,1,,,,-2.2142975,,Right Foot,,,"[84.6, 72.9]",,Ground Pass,,6.5,,,,Adrien Rabiot,3026.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Right Center Midfield,4,Paris Saint-Germain,131,"['1b76e39a-54f8-4fa5-bd9b-395d03620143', '81e0dfa0-2079-4853-8e14-b02739e1c9ec']",10,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:10.545,Pass,True
,,,,,,,,,,,,,,,,,1.54093,,,,,,,,,,,048470ce-b76d-408f-8d77-e747177620a7,121,,"[84.6, 72.9]",3901146,1,,,,-3.0989356,,Left Foot,,,"[68.2, 72.2]",,Ground Pass,,16.414932,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,Regular Play,Adrien Rabiot,3026.0,Left Center Midfield,4,Paris Saint-Germain,131,['ef6c4303-670a-4936-b114-9719498ba42b'],11,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:11.852,Pass,
