50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5f959a79-0241-4cc5-a8c9-d38a08b42259,1,,,,3901176,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3036, 'name': 'Alexis Blin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5459b2a9-4dc7-4cab-8901-1524ad10a803,2,,,,3901176,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 6863, 'name': 'Mauro Wilney Arambarri Rosa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 3109, 'name': 'Malcom Filipe Silva de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a53128d9-8649-42c3-b13b-35fbef53a161,3,,,,3901176,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['48b23480-9457-4473-aba3-101f88f6ee0e'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,48b23480-9457-4473-aba3-101f88f6ee0e,4,,,,3901176,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['a53128d9-8649-42c3-b13b-35fbef53a161'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bb7b5091-e011-45f3-aebb-31cd88ab84cb,1727,,,,3901176,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Bordeaux,146,['fe7f4da8-7add-4349-a4c2-b89dbc8ffcce'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fe7f4da8-7add-4349-a4c2-b89dbc8ffcce,1728,,,,3901176,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Bordeaux,146,['bb7b5091-e011-45f3-aebb-31cd88ab84cb'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.167159,,,,,,,,,,,,,4ae42fe6-e8de-4c3e-b5a3-db1b0330a9ac,5,,,"[60.0, 40.0]",3901176,0,,,,-0.124354996,,Left Foot,,,"[62.4, 39.7]",,Ground Pass,,2.4186773,,,,,Étienne Didot,3189.0,,,,,Kick Off,1,From Kick Off,Wissam Ben Yedder,6723.0,Center Forward,2,Toulouse,130,['39e7811a-a5b8-43b9-b342-855712cf7bce'],1,,,,,,,,,,,,,,,,,Toulouse,130,00:00:01.024,Pass,
,,,,,,,,,,,,,,,,,,2.651663,,,,,,,,,,,,,4d1623d8-9739-4e5b-9756-d97e43fa9c69,8,,,"[64.2, 38.5]",3901176,0,,,,-0.78838325,,Right Foot,,,"[97.6, 4.9]",,High Pass,,47.376366,,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,1,From Kick Off,Étienne Didot,3189.0,Right Defensive Midfield,2,Toulouse,130,"['9a42bff2-e8f3-4ee0-991d-ee050ea365b6', 'c370a5cb-0a30-4a4f-9c6f-e5feb6522f81']",3,,,,,,,,,,,,,,,,,Toulouse,130,00:00:03.308,Pass,
,,,,,,,,,,,,,,,,,,3.05081,,,,,,,,,,,,,c370a5cb-0a30-4a4f-9c6f-e5feb6522f81,10,,,"[22.5, 75.2]",3901176,0,,,,0.18231049,,Head,,,"[40.4, 78.5]",,High Pass,,18.201649,,,Incomplete,,Adam Ounas,10448.0,,,,,Recovery,1,From Kick Off,Frédéric Guilbert,2946.0,Right Back,2,Toulouse,130,"['4d1623d8-9739-4e5b-9756-d97e43fa9c69', 'b1faa6ae-85df-4db8-b116-c4fbe74e5ec9', 'fa0437bd-89ae-460e-88f5-bc013d4486b3']",5,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:05.959,Pass,
,,,,,,,,,,,,,,,,,,1.131816,,,,,,,,,,,,,fa0437bd-89ae-460e-88f5-bc013d4486b3,13,,,"[79.7, 1.6]",3901176,0,,,,2.5230496,,Right Foot,,,"[68.6, 9.5]",,Low Pass,,13.624243,,,,,Alexis Blin,3036.0,,,,,Recovery,1,From Kick Off,Jacques François Moubandje,3024.0,Left Back,2,Toulouse,130,"['7af7261b-d7c4-4363-b864-4c79d31bfb53', 'a471aca0-5e12-4166-8e6a-1ba698ed9871', 'c370a5cb-0a30-4a4f-9c6f-e5feb6522f81']",9,,,,,,,,,,,,,,,,,Toulouse,130,00:00:09.010,Pass,True
