50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.607403,,,,,,,,,,,,,bec99cbf-7936-4c41-a225-3e83f2f9e930,17,,,"[79.0, 77.3]",3901248,0,,,,,-2.7596135,,Head,,,"[67.3, 72.6]",High Pass,,12.608727,Incomplete,,,,,,,,Interception,1,From Throw In,Marcus Coco,3363.0,Right Midfield,3,Lille,143,"['0f38aa7b-36b5-462a-867c-42610dcf88c5', '2080db42-37a4-4a50-a353-c829684728b8']",20,,,,,,,,,,,,,,,,,Guingamp,142,00:00:20.525,Pass,
,,,,,,,,,,,,,,,,,1.1891,,,,,,,,,,,,,25516411-1989-4f93-b79e-870fcdf60c2c,27,,,"[13.8, 57.1]",3901248,0,,,,,-2.284887,,Right Foot,,,"[4.7, 46.6]",Ground Pass,,13.894604,,,Jonas Lössl,3322.0,,,,,,1,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,4,Guingamp,142,"['478fa8fe-7bc5-42fd-a320-5a669826dd8c', 'b2e1200f-cdf2-41c4-a7e8-a861e2f4eabe']",28,,,,,,,,,,,,,,,,,Guingamp,142,00:00:28.753,Pass,True
,,,,,,,,,,,,,,,,,2.1906,,,,,,,,,,,,,152d0870-f3e3-4b58-99f9-5dca583d1ac0,29,,,"[4.0, 47.9]",3901248,0,,,,,0.13737804,,Right Foot,,,"[47.4, 53.9]",High Pass,,43.812782,Unknown,,Jimmy Briand,3213.0,,,,,,1,Regular Play,Jonas Lössl,3322.0,Goalkeeper,4,Guingamp,142,['497c40a2-73bb-4e31-bd33-636d9f1c8545'],29,,,,,,,,,,,,,,,,,Guingamp,142,00:00:29.942,Pass,
,,,,,,,,,,,,,,,,,1.7074,,,,,,,,,,,,,e43c091e-6764-4f8b-8ffe-3a49c50be5d3,34,,,"[43.2, 61.7]",3901248,0,,,,,-1.7606637,,Right Foot,,,"[37.3, 31.0]",Ground Pass,,31.261797,,,Jérémy Sorbon,3124.0,,,,,Free Kick,1,From Free Kick,Christophe Kerbrat,2936.0,Right Center Back,5,Guingamp,142,['3bc13159-b087-4221-9fe5-0e337609cdb5'],45,,,,,,,,,,,,,,,,,Guingamp,142,00:00:45.268,Pass,
,,,,,,,,,,,,,,,,,1.0682,,,,,,,,,,,,,5e3a5638-4a2a-4d64-ba11-b04a7954f196,37,,,"[38.1, 33.4]",3901248,0,,,,,1.2610934,,Right Foot,,,"[42.9, 48.4]",Ground Pass,,15.749286,,,Moustapha Elhadji Diallo,3121.0,,,,,,1,From Free Kick,Jérémy Sorbon,3124.0,Left Center Back,5,Guingamp,142,['6e795325-6dd6-4cd1-b809-74228c6fc6d3'],48,,,,,,,,,,,,,,,,,Guingamp,142,00:00:48.225,Pass,
,,,,,,,,,,,,,,,,,1.1254,,,,,,,,,,,,,81fc36e8-c9a4-4521-8d9d-3c3740e9a546,40,,,"[46.2, 52.7]",3901248,0,,,,,1.4559197,,Right Foot,,,"[48.0, 68.3]",Ground Pass,,15.703503,,,Christophe Kerbrat,2936.0,,,,,,1,From Free Kick,Moustapha Elhadji Diallo,3121.0,Right Defensive Midfield,5,Guingamp,142,['702c8a1e-66e6-4714-af0a-a6392eecb2bd'],52,,,,,,,,,,,,,,,,,Guingamp,142,00:00:52.183,Pass,
,,,,,,,,,,,,,,,,,2.258999,,,,,,,,,,,,,ae13ce31-054b-47fd-bb09-f6f552b0d83a,43,,,"[56.0, 73.7]",3901248,0,,,,,-0.06544041,,Right Foot,,,"[97.2, 71.0]",High Pass,,41.288376,,,Mevlüt Erdinç,20027.0,,,,,,1,From Free Kick,Christophe Kerbrat,2936.0,Right Center Back,5,Guingamp,142,['620f9b75-bc9e-4d03-95aa-ed21bc629424'],57,,,,,,,,,,,,,,,,,Guingamp,142,00:00:57.391,Pass,
,,,,,,,,,,,,,,,,,3.103175,,,,,,,,,,,,,462ad3c1-3c2b-4894-ab11-90c8d88609b7,46,,,"[96.9, 71.0]",3901248,0,,,,True,-0.8413397,,,,,"[108.7, 57.8]",High Pass,,17.705366,Incomplete,,,,,,,,,1,From Free Kick,Mevlüt Erdinç,20027.0,Right Center Forward,5,Guingamp,142,"['2af50123-5a10-40f2-9945-6328edfdaa41', '31a5a80b-5bac-4ddb-a913-c8573a3053be']",59,,,,,,,,,,,,,,,,,Guingamp,142,00:00:59.650,Pass,True
,,,,,,,,,,,,,,,,,1.5496,,,,,,,,,,,,,485f6022-07b0-41c3-800d-96200f46ed3f,50,,,"[12.7, 24.9]",3901248,1,,,,,-0.15824032,,Keeper Arm,,,"[31.5, 21.9]",Ground Pass,,19.037857,,,Mounir Obbadi,40697.0,,,,,,1,From Keeper,Vincent Enyeama,40484.0,Goalkeeper,6,Lille,143,['6a15fa07-ad3b-48f9-9af9-b0e1a4db411e'],4,,,,,,,,,,,,,,,,,Lille,143,00:01:04.288,Pass,
,,,,,,,,,,,,,,,,,1.4318,,,,,,,,,,,,,f17c8450-c515-4cf8-ac6e-89e1db573f28,53,,,"[32.3, 25.2]",3901248,1,,,,,1.361989,,Right Foot,,,"[38.0, 52.1]",Ground Pass,,27.497272,,,Florent Balmont,3211.0,,,,,,1,From Keeper,Mounir Obbadi,40697.0,Left Center Midfield,6,Lille,143,['157f5091-37e7-451d-a704-18a2530d0bef'],7,,,,,,,,,,,,,,,,,Lille,143,00:01:07.584,Pass,
,,,,,,,,,,,,,,,,,0.9828,,,,,,,,,,,,,4ccce8b0-823b-4ef6-803f-b1f4377da4ec,56,,,"[61.9, 60.9]",3901248,1,,,,,-1.0464756,,Right Foot,,,"[66.7, 52.6]",Ground Pass,,9.588014,,,Marcos Paulo Mesquita Lopes,3218.0,,,,,,1,From Keeper,Florent Balmont,3211.0,Right Center Midfield,6,Lille,143,['05f2fc13-cba8-4517-8dcc-b5f0ce700f05'],12,,,,,,,,,,,,,,,,,Lille,143,00:01:12.988,Pass,
,,,,,,,,,,,,,,,,,0.754,,,,,,,,,,,,,64e0effc-3fb2-45af-9674-aa8fde8301ee,60,,,"[71.0, 49.1]",3901248,1,,,,,-0.46102983,,Left Foot,,,"[86.3, 41.5]",Ground Pass,,17.083618,,,Éderzito António Macedo Lopes,15996.0,,,,,,1,From Keeper,Marcos Paulo Mesquita Lopes,3218.0,Right Wing,6,Lille,143,"['156d3aa1-8649-42b8-abb6-950562da355b', 'b2fe320f-5d1a-4b89-8a64-6f882493774c']",15,,,,,,,,,,,,,,,,,Lille,143,00:01:15.302,Pass,True
,,,,,,,,,,,,,,,,,2.1962,,,,,,,,,,,,,80d1d869-a0d5-4e4c-8f72-c7b10b3ed23c,65,,,"[29.0, 45.3]",3901248,1,,,,,-3.0665128,,Right Foot,,,"[6.4, 43.6]",Ground Pass,,22.663847,,,Jonas Lössl,3322.0,,,,,,1,From Keeper,Christophe Kerbrat,2936.0,Right Center Back,6,Lille,143,['4a87f204-dc1d-4cc1-95e2-3a439a0ddab9'],21,,,,,,,,,,,,,,,,,Guingamp,142,00:01:21.638,Pass,
,,,,,,,,,,,,,,,,,3.251867,,,,,,,,,,,,,1610304f-b3db-47be-9119-a80bf56fa264,68,,,"[6.4, 43.6]",3901248,1,,,,,-0.34001336,,Right Foot,,,"[71.7, 20.5]",High Pass,,69.265434,Incomplete,,Jimmy Briand,3213.0,,,,,,1,From Keeper,Jonas Lössl,3322.0,Goalkeeper,6,Lille,143,"['578dbf61-30ec-4f42-a18b-7567a53f8f40', '835a9226-9238-44b2-851e-d3cb79ffefab']",23,,,,,,,,,,,,,,,,,Guingamp,142,00:01:23.915,Pass,
,,,,,,,,,,,,,,,,,1.644698,,,,,,,,,,,,,835a9226-9238-44b2-851e-d3cb79ffefab,70,,,"[48.4, 59.6]",3901248,1,,,,,-0.058755822,,Head,,,"[65.4, 58.6]",High Pass,,17.029387,,,Florent Balmont,3211.0,,,,,Recovery,1,From Keeper,Renato Civelli,29057.0,Right Center Back,6,Lille,143,"['1610304f-b3db-47be-9119-a80bf56fa264', '91519516-55fc-4cc7-8c2d-0a4b173ff22c']",27,,,,,,,,,,,,,,,,,Lille,143,00:01:27.166,Pass,
,,,,,,,,,,,,,,,,,0.809828,,,,,,,,,,,,,e28b26a0-0cf2-4ada-abd0-b6afadd99c1a,72,,,"[65.4, 58.6]",3901248,1,,,,,2.863293,,Right Foot,,,"[58.4, 60.6]",Low Pass,,7.28011,Incomplete,,Sébastien Corchia,6716.0,,,,,,1,From Keeper,Florent Balmont,3211.0,Right Center Midfield,6,Lille,143,"['a9f8a21e-1ee1-480d-ba34-04ec03fc9cfb', 'cd1070e8-5280-43c4-a782-10a5195c08fd']",28,,,,,,,,,,,,,,,,,Lille,143,00:01:28.811,Pass,
,,,,,,,,,,,,,,,,,0.328868,,,,,,,,,,,,,a9f8a21e-1ee1-480d-ba34-04ec03fc9cfb,74,,,"[61.7, 19.5]",3901248,1,,,,,-0.33029735,,Left Foot,,,"[65.2, 18.3]",Low Pass,,3.7,Incomplete,,Jimmy Briand,3213.0,,,,,Interception,1,From Keeper,Thibault Giresse,4434.0,Left Midfield,6,Lille,143,"['d663891d-8b19-4eb8-9420-e975ceb77352', 'e28b26a0-0cf2-4ada-abd0-b6afadd99c1a', 'fcd5da04-0ff3-4d6c-98b1-01092fa5472e']",29,,,,,,,,,,,,,,,,,Guingamp,142,00:01:29.621,Pass,
,,,,,,,,,,,,,,,,,0.513098,,,,,,,,,,,,,358e4bcc-dd0e-4291-b059-c52630ace597,80,,,"[69.2, 64.1]",3901248,1,,,,,1.9051248,,Right Foot,,,"[65.9, 73.6]",Ground Pass,,10.056838,,,Florent Balmont,3211.0,,,,,,1,From Keeper,Sébastien Corchia,6716.0,Right Back,6,Lille,143,"['28670693-064d-4501-b21c-565e821a0211', '66c72b08-03ce-409d-a969-c18dfd1c55db']",31,,,,,,,,,,,,,,,,,Lille,143,00:01:31.936,Pass,True
,,,,,,,,,,,,,,,,,0.9672,,,,,,,,,,,,,99163f61-c664-4146-bd5e-6a18a332ba5d,82,,,"[65.9, 73.6]",3901248,1,,,,,-1.6052654,,Right Foot,,,"[65.4, 59.1]",Ground Pass,,14.508618,,,Marcos Paulo Mesquita Lopes,3218.0,,,,,,1,From Keeper,Florent Balmont,3211.0,Right Center Midfield,6,Lille,143,['4add0a85-6511-4a86-bebd-f596b8399c44'],32,,,,,,,,,,,,,,,,,Lille,143,00:01:32.449,Pass,
,,,,,,,,,,,,,,,,,1.218331,,,,,,,,,,,,,1306eda0-52fe-42a3-8932-22fe44ec6b5b,85,,,"[81.0, 54.4]",3901248,1,,,,,-0.3164782,,Left Foot,,,"[98.1, 48.8]",Ground Pass,,17.99361,Incomplete,,,,,,,,,1,From Keeper,Marcos Paulo Mesquita Lopes,3218.0,Right Wing,6,Lille,143,['de88b8d5-84fb-4c73-9039-846d46cc2e4d'],35,,,,,,,,,,,,,,,,,Lille,143,00:01:35.488,Pass,
,,,,,,,,,,,,,,,,,0.9113,,,,,,,,,,,,,de88b8d5-84fb-4c73-9039-846d46cc2e4d,87,,,"[22.0, 31.3]",3901248,1,,,,,-0.86801225,,Left Foot,,,"[36.4, 14.3]",Low Pass,,22.279139,,,Thibault Giresse,4434.0,,,,,Recovery,1,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,7,Guingamp,142,"['1306eda0-52fe-42a3-8932-22fe44ec6b5b', '6c759991-0b78-4fed-9854-d8c9fa66a2d3', '751e462f-a71c-43af-bacb-6676dae03f46']",36,,,,,,,,,,,,,,,,,Guingamp,142,00:01:36.706,Pass,True
,,,,,,,,,,,,,,,,,1.4075,,,,,,,,,,,,,1ec5cbfb-a989-4046-a2db-05c7fa2de831,90,,,"[36.4, 14.3]",3901248,1,,,,,-0.06697286,,Left Foot,,,"[52.8, 13.2]",Ground Pass,,16.43685,,,Jimmy Briand,3213.0,,,,,,1,Regular Play,Thibault Giresse,4434.0,Left Midfield,7,Guingamp,142,['9ff460f1-060a-499a-8468-2f73718011f9'],38,,,,,,,,,,,,,,,,,Guingamp,142,00:01:38.895,Pass,
,,,,,,,,,,,,,,,,,0.9525,,,,,,,,,,,,,33a41f92-2fe5-4cdb-b26b-39eaad5c8d45,93,,,"[50.9, 13.2]",3901248,1,,,,,1.8356136,,Right Foot,,,"[47.7, 25.0]",Ground Pass,,12.226201,,,Younousse Sankharé,3348.0,,,,,,1,Regular Play,Jimmy Briand,3213.0,Left Center Forward,7,Guingamp,142,['60837925-1e6c-4bfa-a9a8-f255059e5e22'],41,,,,,,,,,,,,,,,,,Guingamp,142,00:01:41.819,Pass,
,,,,,,,,,,,,,,,,,1.8175,,,,,,,,,,,,,667d3cea-cc73-4f79-b286-bc1abdfb3afd,96,,,"[45.9, 30.4]",3901248,1,,,,,1.9890207,,Left Foot,,,"[35.1, 54.7]",Ground Pass,,26.591915,,,Christophe Kerbrat,2936.0,,,,,,1,Regular Play,Younousse Sankharé,3348.0,Left Defensive Midfield,7,Guingamp,142,['ad6327f9-63e2-49e7-aa06-fef38976f255'],48,,,,,,,,,,,,,,,,,Guingamp,142,00:01:48.293,Pass,
,,,,,,,,,,,,,,,,,1.8049,,,,,,,,,,,,,c4e89c52-0a01-4707-9896-a1e14f4d342b,99,,,"[34.9, 67.5]",3901248,1,,,,,0.67651874,,Right Foot,,,"[48.6, 78.5]",Ground Pass,,17.569576,,,Jonathan Martins-Pereira,3364.0,,,,,,1,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,7,Guingamp,142,['70653ab1-0efe-4821-9395-95496e76e19c'],51,,,,,,,,,,,,,,,,,Guingamp,142,00:01:51.802,Pass,
,,,,,,,,,,,,,,,,,1.3434,,,,,,,,,,,,,a5d7f8ef-729a-4376-af4a-a27f16c43229,102,,,"[48.6, 78.5]",3901248,1,,,,,-2.6868734,,Right Foot,,,"[35.1, 71.9]",Ground Pass,,15.026976,,,Christophe Kerbrat,2936.0,,,,,,1,Regular Play,Jonathan Martins-Pereira,3364.0,Right Back,7,Guingamp,142,['50c8aaa3-9af3-40bd-b0b3-7f890acc5d06'],53,,,,,,,,,,,,,,,,,Guingamp,142,00:01:53.738,Pass,
,,,,,,,,,,,,,,,,,1.0006,,,,,,,,,,,,,47acb46c-af2c-43c6-974e-aab9c64cecf6,105,,,"[34.1, 71.5]",3901248,1,,,,,-0.6019182,,Right Foot,,,"[45.6, 63.6]",Ground Pass,,13.952061,,,Moustapha Elhadji Diallo,3121.0,,,,,,1,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,7,Guingamp,142,['24b229f5-caf4-4fbb-890a-329a7762e5c5'],56,,,,,,,,,,,,,,,,,Guingamp,142,00:01:56.040,Pass,
,,,,,,,,,,,,,,,,,1.1085,,,,,,,,,,,,,44ce2e91-2280-41f9-af51-d0c8bcd7f5ae,109,,,"[36.7, 68.4]",3901248,1,,,,,2.6066375,,Right Foot,,,"[25.9, 74.8]",Ground Pass,,12.553884,,,Christophe Kerbrat,2936.0,,,,,,1,Regular Play,Moustapha Elhadji Diallo,3121.0,Right Defensive Midfield,7,Guingamp,142,"['02928161-baba-4134-a69d-5e56791ff146', '0e086bee-7375-46ed-a99d-9dc1e5c59da0']",58,,,,,,,,,,,,,,,,,Guingamp,142,00:01:58.536,Pass,True
,,,,,,,,,,,,,,,,,1.1007,,,,,,,,,,,,,63be3bb3-7da4-49e0-8304-f307e0f4caa0,112,,,"[25.9, 74.8]",3901248,2,,,,,-1.3026075,,Right Foot,,,"[29.5, 61.7]",Ground Pass,,13.585654,,,Moustapha Elhadji Diallo,3121.0,,,,,,1,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,7,Guingamp,142,['8e2cfc45-d352-4bf4-97d7-fdbc99eb289f'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:02:00.623,Pass,
,,,,,,,,,,,,,,,,,1.664099,,,,,,,,,,,,,4c7b5b56-bd1a-4a03-a52c-dd22446d3919,115,,,"[27.6, 61.4]",3901248,2,,,,,-1.5456444,,Right Foot,,,"[28.4, 29.6]",Ground Pass,,31.81006,,,Jérémy Sorbon,3124.0,,,,,,1,Regular Play,Moustapha Elhadji Diallo,3121.0,Right Defensive Midfield,7,Guingamp,142,['fc2a6194-fa94-4de4-82a1-13705151427d'],3,,,,,,,,,,,,,,,,,Guingamp,142,00:02:03.039,Pass,
,,,,,,,,,,,,,,,,,1.627198,,,,,,,,,,,,,f520bdf0-f7c8-4ada-a153-7ef57eb6ec0c,118,,,"[38.1, 28.6]",3901248,2,,,,,-0.8691347,,Right Foot,,,"[57.2, 6.0]",Ground Pass,,29.590033,,,Dorian Lévêque,30182.0,,,,,,1,Regular Play,Jérémy Sorbon,3124.0,Left Center Back,7,Guingamp,142,['41ad8947-f50d-4cc5-8b15-234432755332'],6,,,,,,,,,,,,,,,,,Guingamp,142,00:02:06.187,Pass,
,,,,,,,,,,,,,,,,,1.8218,,,,,,,,,,,,,5b8917c6-66b0-4897-8c6e-b58c13827f35,121,,,"[60.4, 5.7]",3901248,2,,,,,0.46014294,,Left Foot,,,"[94.7, 22.7]",High Pass,,38.28172,,,Jimmy Briand,3213.0,,,,,,1,Regular Play,Dorian Lévêque,30182.0,Left Back,7,Guingamp,142,['1d1c0b27-e08a-4d4e-aa23-6af92b45051a'],8,,,,,,,,,,,,,,,,,Guingamp,142,00:02:08.874,Pass,
,,,,,,,,,,,,,,,,,0.361967,,,,,,,,,,,,,2d6986c4-5372-49df-be4f-c6a4d5bbb509,123,,,"[94.7, 22.7]",3901248,2,,,,,-3.124353,,Head,,,"[88.9, 22.6]",Low Pass,,5.800862,Incomplete,,Thibault Giresse,4434.0,,,,,,1,Regular Play,Jimmy Briand,3213.0,Left Center Forward,7,Guingamp,142,"['109b6ebb-d07f-4847-b013-f8d184b19530', '64f16351-b99a-4079-a5d6-c9496eb02409']",10,,,,,,,,,,,,,,,,,Guingamp,142,00:02:10.696,Pass,
