50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,593a0ce4-8041-440f-9972-8e51ec4188a6,1,,,3901172,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6b190399-d698-449a-adc4-b53787131111,2,,,3901172,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 4380, 'name': 'Guillaume Gillet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 401478, 'name': 'Rémi Gomis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3151, 'name': 'Jules Iloki'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,44ea885d-85a9-4a4a-a91a-7136c8ef428c,3,,,3901172,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['0b899800-5666-4af4-9360-dd8d6bd43d3d'],0,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0b899800-5666-4af4-9360-dd8d6bd43d3d,4,,,3901172,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['44ea885d-85a9-4a4a-a91a-7136c8ef428c'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d388601c-04d1-4164-8fe4-ec72550b4f64,1771,,,3901172,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Nantes,144,['d29f2750-c89f-4b3f-a8ee-c75fce24cc50'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d29f2750-c89f-4b3f-a8ee-c75fce24cc50,1772,,,3901172,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Nantes,144,['d388601c-04d1-4164-8fe4-ec72550b4f64'],0,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.521423,,,,,,,,,,,,,ae19a961-e749-4c70-a17d-cc9197d686ec,5,,"[61.0, 40.1]",3901172,0,,,,,-2.5308666,,Right Foot,,,"[58.0, 38.0]",Ground Pass,,3.6619668,,,Seko Fofana,7791.0,,,,,Kick Off,1,From Kick Off,Axel Ngando,29875.0,Center Attacking Midfield,2,Bastia,2736,['db286201-0f2b-4c5e-9ba7-0202bc3b491a'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.325,Pass,
,,,,,,,,,,,,,,,,,1.380609,,,,,,,,,,,,,f3a53967-9ec8-4056-bfc9-08842e6064c3,8,,"[56.9, 37.8]",3901172,0,,,,,-3.0791738,,Left Foot,,,"[44.1, 37.0]",Ground Pass,,12.824976,,,Mehdi Mostefa Sbaa,10522.0,,,,,,1,From Kick Off,Seko Fofana,7791.0,Left Defensive Midfield,2,Bastia,2736,['c2b6df5e-7578-4762-84fc-61981d50673a'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.978,Pass,
,,,,,,,,,,,,,,,,,3.101006,,,,,,,,,,,,,5c15ff26-24c1-44c7-932c-d6b6ee4b18bf,11,,"[43.7, 38.0]",3901172,0,,,,,0.78183943,,Right Foot,,,"[86.0, 80.0]",High Pass,,59.609478,Out,,François Kamano,3405.0,,,True,,,1,From Kick Off,Mehdi Mostefa Sbaa,10522.0,Right Defensive Midfield,2,Bastia,2736,['c26c9391-2621-499c-9a68-9cf6ea23c17d'],2,,,,,,,,,,,,,,,,Bastia,2736,00:00:02.753,Pass,
,,,,,,,,,,,,,,,,,2.633259,,,,,,,,,,,,,98d0ed3a-9b2a-479b-86b4-4a22e42fc086,14,,"[28.5, 0.1]",3901172,0,,,,,2.3609338,,,,,"[7.3, 21.1]",Low Pass,,29.84024,,,Rémy Riou,25377.0,,,,,Throw-in,1,From Throw In,Léo Dubois,3144.0,Left Back,3,Nantes,144,['a31b5a10-f055-412f-91ad-a2d33f1f084b'],18,,,,,,,,,,,,,,,,Nantes,144,00:00:18.035,Pass,
