50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,182bca19-557a-484f-afd0-47f6e6e86780,1,,,3901177,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fd45cffc-e78a-460d-916c-ecab1f5b301a,2,,,3901177,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40523, 'name': 'Marko Baša'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 40697, 'name': 'Mounir Obbadi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3425, 'name': 'Morgan Amalfitano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 31}, {'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,56ac370e-9461-4862-aa5c-29fcae493058,3,,,3901177,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['fb50b1a9-6a52-4e3a-8746-08cca0aae828'],0,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fb50b1a9-6a52-4e3a-8746-08cca0aae828,4,,,3901177,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['56ac370e-9461-4862-aa5c-29fcae493058'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,34fc3160-4c01-4efe-96af-c8261130b594,1676,,,3901177,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,106,Lille,143,['4b7346e5-2f3a-455c-8bfc-c67ef89a37dd'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4b7346e5-2f3a-455c-8bfc-c67ef89a37dd,1677,,,3901177,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,106,Lille,143,['34fc3160-4c01-4efe-96af-c8261130b594'],0,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.337327,,,,,,,,,,,,,f7d7485f-8e5c-41ef-915d-8d6f5858ac08,5,,"[61.0, 40.1]",3901177,0,,True,,,2.1498706,,Right Foot,,,,"[59.3, 42.7]",,Ground Pass,3.1064448,,,,Mehdi Mostefa Sbaa,10522.0,,,,,Kick Off,1,From Kick Off,Axel Ngando,29875.0,Right Center Forward,2,Bastia,2736,['2e606e92-85f3-4e4a-a958-6809f53deb48'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.867,Pass,
,,,,,,,,,,,,,,,,1.090646,,,,,,,,,,,,,95785940-4991-4fba-8620-5fc95ace462d,7,,"[60.7, 42.3]",3901177,0,,,,,-3.0796564,,Right Foot,,,,"[47.8, 41.5]",,Ground Pass,12.924783,,,,Yannick Cahuzac,4350.0,,,,,,1,From Kick Off,Mehdi Mostefa Sbaa,10522.0,Right Defensive Midfield,2,Bastia,2736,['0fb83bbb-f656-45a5-9ee5-371017da7c15'],1,,,,,,,,,,,,,,,,Bastia,2736,00:00:01.510,Pass,
,,,,,,,,,,,,,,,,3.230278,,,,,,,,,,,,,2e598dc2-e55c-465f-bea5-a06fd49f69b9,10,,"[46.2, 49.1]",3901177,0,,,,,0.64117825,,Right Foot,,,,"[87.6, 80.0]",,High Pass,51.66014,,Out,,François Kamano,3405.0,,,,,,1,From Kick Off,Yannick Cahuzac,4350.0,Left Defensive Midfield,2,Bastia,2736,['b7b3b356-a952-4e84-838b-6eb118283bb9'],4,,,,,,,,,,,,,,,,Bastia,2736,00:00:04.077,Pass,
,,,,,,,,,,,,,,,,2.254593,,,,,,,,,,,,,d541ec9f-6ae8-4db3-b820-8c2eaf0c19c9,12,,"[33.3, 0.1]",3901177,0,,,,,0.17088339,,,,,,"[55.9, 4.0]",,High Pass,22.934036,,,,Éderzito António Macedo Lopes,15996.0,,,,,Throw-in,1,From Throw In,Bakary Adama Soumaoro,3677.0,Left Back,3,Lille,143,['3867bc28-1a8a-4e76-9200-cbacca5de902'],15,,,,,,,,,,,,,,,,Lille,143,00:00:15.497,Pass,
