50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,235cab9b-7fe6-4b53-b34b-74308837e026,1,,,3901179,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6820a9b2-8fc2-403b-b099-2416f7f0991c,2,,,3901179,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 4539, 'name': 'Michaël Jordan Nkololo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 2991, 'name': 'Hervé Bazile'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0cb11a9f-147f-4623-8853-b3d4c789e443,3,,,3901179,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['937c375a-5a1c-49fa-b1a7-8240e955d40d'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,937c375a-5a1c-49fa-b1a7-8240e955d40d,4,,,3901179,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['0cb11a9f-147f-4623-8853-b3d4c789e443'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f3ea95f0-7771-479e-929a-2dba3efa0d7f,1722,,,3901179,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,97,Gazélec Ajaccio,160,['bd76cd74-6329-4473-8cfb-a7a26f4ddaec'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,bd76cd74-6329-4473-8cfb-a7a26f4ddaec,1723,,,3901179,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,97,Gazélec Ajaccio,160,['f3ea95f0-7771-479e-929a-2dba3efa0d7f'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.530488,,,,,,,,,,,64de68fa-57e5-4266-84ac-4edca0621164,5,,"[60.0, 40.0]",3901179,0,,,,,-0.74837804,,Left Foot,,,"[61.4, 38.7]",,Ground Pass,,1.9104973,,,,Jacques Zoua Daogari,401505.0,,,,,Kick Off,1,From Kick Off,Khalid Boutaïb,5726.0,Right Center Forward,2,Gazélec Ajaccio,160,['8bdeb685-6576-4258-85d1-0fc82dfa7622'],1,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:01.599,Pass,
,,,,,,,,,,,,,,,0.72468,,,,,,,,,,,09f251d3-4338-4b87-b584-c434ebe7f7a6,8,,"[58.5, 38.1]",3901179,0,,,,,2.847358,,Left Foot,,,"[51.9, 40.1]",,Ground Pass,,6.8963757,,,,Mohamed Larbi,10616.0,,,,,,1,From Kick Off,Jacques Zoua Daogari,401505.0,Left Center Forward,2,Gazélec Ajaccio,160,['0dcd6501-a56b-40be-830d-d0c4052df409'],2,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:02.165,Pass,
,,,,,,,,,,,,,,,1.539445,,,,,,,,,,,76aa3362-cda5-47bb-81a2-0929afe92f87,12,,"[52.4, 39.5]",3901179,0,,,,,2.6349187,,Right Foot,,,"[32.4, 50.6]",,Ground Pass,,22.873785,,,,Roderic Filippi,7808.0,,,,,,1,From Kick Off,Mohamed Larbi,10616.0,Center Attacking Midfield,2,Gazélec Ajaccio,160,"['4acd3df6-e8b9-4ba7-ada5-46f63f0959a7', '4fb5164b-426d-4f0d-b417-26d4ec07c29e']",4,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:04.387,Pass,True
,,,,,,,,,,,,,,,1.129565,,,,,,,,,,,13734c12-5054-4366-9870-33320909151d,15,,"[37.0, 52.6]",3901179,0,,,,,0.9244442,,Right Foot,,,"[53.9, 75.0]",,Ground Pass,,28.060114,,,,Issiaga Sylla,4352.0,,,,,,1,From Kick Off,Roderic Filippi,7808.0,Right Center Back,2,Gazélec Ajaccio,160,['933afa66-c548-4b49-a78e-536981b19d4d'],7,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:07.901,Pass,
