50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.717887,,,,,,,,,,,,c09b9164-3bfc-4187-8619-d754b8d16883,21,,"[64.4, 26.6]",3900527,0,,,,,1.7234457,,Right Foot,,,,"[62.0, 42.2]",,Ground Pass,,15.783536,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,1,From Kick Off,Rémy Cabella,3420.0,Center Attacking Midfield,2,Marseille,147,['6a89ea23-599d-49ce-a277-a4920049736c'],10,,,,,,,,,,,,,,,,,Marseille,147,00:00:10.527,Pass,
,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,19094a0a-ee67-4da0-abb9-736b2f1fd285,25,,"[56.3, 43.6]",3900527,0,,,,,1.766602,,Right Foot,,,,"[51.5, 67.8]",,Ground Pass,,24.67144,,,,Brice Dja Djédjé,7857.0,,,,,1,From Kick Off,Mauricio Aníbal Isla Isla,18874.0,Right Defensive Midfield,2,Marseille,147,"['79016531-9c92-4e96-88b5-a2e218f634f7', 'a379f550-b1b6-4a12-80ec-71e586bad7a0']",14,,,,,,,,,,,,,,,,,Marseille,147,00:00:14.627,Pass,True
,,,,,,,,,,,,,,,,,3.152761,,,,,,,,,,,,6e5977cd-9b47-4fae-881d-a1c0283f5531,28,,"[51.5, 67.8]",3900527,0,,,,,0.056576725,,Right Foot,,,,"[108.0, 71.0]",,Low Pass,,56.590546,,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,1,From Kick Off,Brice Dja Djédjé,7857.0,Right Back,2,Marseille,147,"['064f0070-67fa-47bf-952f-54249da1d5e5', '5f3d81e7-5f8d-4367-8ffc-93dc6b6fcd39']",17,,,,,,,,,,,,,,,,,Marseille,147,00:00:17.434,Pass,
,,,,,,,,,,,,,,,,,0.975394,,,,,,,,,,,,b2d22fd0-db15-4c31-a5be-4fcf02c423b9,32,,"[106.2, 80.0]",3900527,0,,,,,-1.3278297,,,,,,"[109.1, 68.3]",,Low Pass,,12.054045,,,,Romain Alessandrini,15296.0,,,,Throw-in,1,From Throw In,Brice Dja Djédjé,7857.0,Right Back,3,Marseille,147,['463fdf41-5677-4cfa-8324-8af5580f1b51'],33,,,,,,,,,,,,,,,,,Marseille,147,00:00:33.423,Pass,
,,,,,,,,,,,,,,,,,0.748212,,,,,,,,,,,,8e7c9c30-9689-40b1-94ae-e4584091cb06,36,,"[110.7, 65.9]",3900527,0,,,,,1.8102956,,Left Foot,,,,"[108.6, 74.5]",,Ground Pass,,8.852683,,,,Brice Dja Djédjé,7857.0,,,,,1,From Throw In,Romain Alessandrini,15296.0,Right Wing,3,Marseille,147,"['7e48e35d-7646-4c95-bb12-2186ae1fdc50', 'aca24919-8ba1-4c54-afa6-22d06e26d647']",34,,,,,,,,,,,,,,,,,Marseille,147,00:00:34.508,Pass,True
,,,,,,,,,,,,,,,,,0.970482,,,,,,,,,,,,a5efe211-efae-4815-88a1-977da12a6554,39,,"[108.6, 74.5]",3900527,0,,,,,-1.7448416,,Right Foot,,,,"[107.0, 65.4]",,Low Pass,,9.239589,,,,Romain Alessandrini,15296.0,,,,,1,From Throw In,Brice Dja Djédjé,7857.0,Right Back,3,Marseille,147,['c9e8cef4-101a-461b-960a-f0cf8ff86abc'],37,,,,,,,,,,,,,,,,,Marseille,147,00:00:37.411,Pass,
,,,,,,,,,,,,,,,,,2.023871,,,,,,,,,,,,19dea1d9-51e4-45fb-b620-c7cc580cf335,46,,"[10.7, 0.1]",3900527,1,,,,,0.3175781,,,,,,"[32.3, 7.2]",,High Pass,,22.736975,,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,Throw-in,1,From Throw In,Elderson Uwa Echiejile,27558.0,Left Back,4,AS Monaco,129,"['7d9fa0d0-c4ed-4030-84ca-699e524992b5', 'ebde4b77-1657-46d5-afcc-e8adafc8ff15']",22,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:22.699,Pass,
,,,,,,,,,,,,,,,,,1.353947,,,,,,,,,,,,7d9fa0d0-c4ed-4030-84ca-699e524992b5,48,,"[87.8, 72.9]",3900527,1,,,,,-1.5430257,,Other,,,,"[88.1, 62.1]",,Low Pass,,10.804166,,,,Romain Alessandrini,15296.0,,,,Recovery,1,From Throw In,Mauricio Aníbal Isla Isla,18874.0,Right Defensive Midfield,4,AS Monaco,129,"['19dea1d9-51e4-45fb-b620-c7cc580cf335', 'd9531f3e-213b-4314-b066-d79be6219754']",24,,,,,,,,,,,,,,,,,Marseille,147,00:01:24.722,Pass,
,,,,,,,,,,,,,,,,,1.459209,,,,,,,,,,,,255071fc-7ef2-47c0-955b-8045b104c0c6,52,,"[89.2, 60.0]",3900527,1,,,,,-1.6722982,,Right Foot,,,,"[88.1, 49.2]",,High Pass,,10.855874,,Incomplete,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,1,From Throw In,Romain Alessandrini,15296.0,Right Wing,4,AS Monaco,129,"['351ba488-8b4c-46b0-9a9f-0a90ae7826db', '434f9a25-13f9-40a9-9a3c-b6ed422835ab', '67db826e-29ae-41e3-8f16-f504f4a0debe']",26,,,,,,,,,,,,,,,,,Marseille,147,00:01:26.196,Pass,True
,,,,,,,,,,,True,,,,,,1.639877,,,,,,,,,,,,434f9a25-13f9-40a9-9a3c-b6ed422835ab,54,,"[32.0, 30.9]",3900527,1,,,,,2.0391388,,Right Foot,,,,"[23.4, 47.9]",,High Pass,,19.05151,,,,Almamy Touré,3204.0,,,,Interception,1,From Throw In,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,4,AS Monaco,129,"['255071fc-7ef2-47c0-955b-8045b104c0c6', '68b43343-ab94-49f0-b655-9225d1247200']",27,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:27.656,Pass,
,,,,,,,,,,,,,,,,,0.089337,,,,,,,,,,,,73474775-e73c-4eac-a3ee-d9f183b3285b,58,,"[20.4, 46.0]",3900527,1,,,,,0.50486135,,Right Foot,,,,"[24.2, 48.1]",,Low Pass,,4.3416586,,Incomplete,,,,,,,,1,From Throw In,Almamy Touré,3204.0,Right Back,4,AS Monaco,129,"['8ea8718e-348a-4c58-8c7b-055d00850097', 'da86bd45-abe3-4271-b0bc-182f7d34494e']",30,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:30.906,Pass,True
,,,,,,,,,,,,,,,,,3.744632,,,,,,,,,,,,8551fc5d-d1ae-4b76-bac1-d4b22e79a3a5,60,,"[7.0, 44.1]",3900527,2,,,,,0.12719859,,Right Foot,,,,"[71.9, 52.4]",,High Pass,,65.42859,,,,Guido Marcelo Carrillo,3246.0,,,,Goal Kick,1,From Goal Kick,Danijel Subašić,3444.0,Goalkeeper,5,AS Monaco,129,['54630b55-6c81-47bd-be76-416f9ec3d179'],1,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:01.644,Pass,
,,,,,,,,,,,,,,,,,3.940246,,,,,,,,,,,,8de2fbf9-2eee-42b6-a36d-dd429bda6d39,62,,"[71.9, 52.4]",3900527,2,,,,,0.25070927,,Head,,,,"[104.7, 60.8]",,Low Pass,,33.85853,,Incomplete,,Hélder Wander Sousa Azevedo Costa,9931.0,,,,,1,From Goal Kick,Guido Marcelo Carrillo,3246.0,Center Forward,5,AS Monaco,129,"['277ef5ef-f815-4da9-9eab-ca9f6bcf4124', '83663b68-4218-4b85-81fd-7440d2833a1e']",5,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:05.466,Pass,
,,,,,,,,,,,,,,,,,1.697237,,,,,,,,,,,,926f288e-453f-4e81-8418-3b77e318b0fd,66,,"[15.1, 19.6]",3900527,2,,,,,1.9965473,,Left Foot,,,,"[7.3, 36.8]",,Ground Pass,,18.885973,,,,Steve Mandanda,3543.0,,,,,1,From Goal Kick,Karim Rekik,8572.0,Left Center Back,5,AS Monaco,129,['4852931f-599a-430a-b140-d88441d9f38d'],10,,,,,,,,,,,,,,,,,Marseille,147,00:02:10.494,Pass,
,,,,,,,,,,,,,,,,,3.229587,,,,,,,,,,,,cb1ab7a7-d353-4aff-abba-fc5e6d5a58f2,69,,"[8.4, 39.2]",3900527,2,,,,,0.5126649,,Right Foot,,,,"[60.1, 68.3]",,High Pass,,59.32706,,Incomplete,,Brice Dja Djédjé,7857.0,,,,,1,From Goal Kick,Steve Mandanda,3543.0,Goalkeeper,5,AS Monaco,129,"['157401f2-7e32-4728-9743-75dd22f3b7c6', 'a9a3a570-87c8-4424-8d4e-04b0a7b9e5f1']",13,,,,,,,,,,,,,,,,,Marseille,147,00:02:13.131,Pass,
,,,,,,,,,,,,,,,,,0.776826,,,,,,,,,,,,50f81ae1-b2e3-40e5-b24c-9d8c436b25f6,74,,"[73.7, 15.0]",3900527,2,,,,,0.71819186,,Left Foot,,,,"[84.8, 24.7]",,Ground Pass,,14.741099,,Incomplete,,Fábio Alexandre da Silva Coentrão,19047.0,,,,,1,From Goal Kick,Elderson Uwa Echiejile,27558.0,Left Back,5,AS Monaco,129,"['575f9e38-487b-415f-9073-12deb6ea2b4c', 'e55b77cd-6bb6-4698-aee5-b47d2ba74a5b']",18,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:18.587,Pass,
,,,,,,,,,,,,,,,,,0.455082,,,,,,,,,,,,08c2a7c2-69c8-40c5-b383-81e6627a1d00,78,,"[39.4, 58.4]",3900527,2,,,,,2.0437028,,Right Foot,,,,"[35.0, 67.0]",,Ground Pass,,9.660228,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,1,Regular Play,Lassana Diarra,3181.0,Left Defensive Midfield,6,Marseille,147,['2b82f81f-8744-4073-8064-1ff45324e927'],20,,,,,,,,,,,,,,,,,Marseille,147,00:02:20.518,Pass,
,,,,,,,,,,,,,,,,,0.83738,,,,,,,,,,,,5321f341-b8c8-4796-9c6f-6e6b91b8830d,81,,"[35.3, 67.0]",3900527,2,,,,,-2.040486,,Right Foot,,,,"[28.6, 53.8]",,Ground Pass,,14.8030405,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,1,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Defensive Midfield,6,Marseille,147,['3f69197b-af5d-4bcf-bab2-8f75dcc298f5'],21,,,,,,,,,,,,,,,,,Marseille,147,00:02:21.202,Pass,
,,,,,,,,,,,,,,,,,2.067442,,,,,,,,,,,,9a694e58-07ca-4512-8631-ea7ef6989488,84,,"[25.6, 51.4]",3900527,2,,,,,-2.6403844,,Right Foot,,,,"[6.8, 41.1]",,Ground Pass,,21.436651,,,,Steve Mandanda,3543.0,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,6,Marseille,147,['431865a6-60bd-4364-a1e4-ca33f78665ac'],23,,,,,,,,,,,,,,,,,Marseille,147,00:02:23.239,Pass,
,,,,,,,,,,,,,,,,,1.651902,,,,,,,,,,,,7e75ab78-2b67-4641-bdb3-01816eea6e5e,87,,"[7.0, 40.9]",3900527,2,,,,,1.4288993,,Right Foot,,,,"[10.0, 61.9]",,Ground Pass,,21.213203,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,1,Regular Play,Steve Mandanda,3543.0,Goalkeeper,6,Marseille,147,['ac2af337-7a57-4522-b1a9-d2657a28fd03'],26,,,,,,,,,,,,,,,,,Marseille,147,00:02:26.506,Pass,
,,,,,,,,,,,,,,,,,2.963977,,,,,,,,,,,,6ec6fae8-99ea-482f-bc27-2b78476e7776,90,,"[12.7, 63.8]",3900527,2,,,,,0.097253196,,Right Foot,,,,"[70.1, 69.4]",,High Pass,,57.672523,,Incomplete,,Romain Alessandrini,15296.0,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,6,Marseille,147,"['189184b3-65d3-4f37-86c0-11a1b80ebffe', '5f315d2f-14af-484f-87eb-8b5526bc6eba']",29,,,,,,,,,,,,,,,,,Marseille,147,00:02:29.821,Pass,
,,,,,,,,,,,,,,,,,0.868968,,,,,,,,,,,,fe15672c-e831-4018-8939-13f79e2a3462,94,,"[67.6, 80.0]",3900527,2,,,,,-1.3580645,,,,,,"[70.3, 67.5]",,Low Pass,,12.788276,,,,Rémy Cabella,3420.0,,,,Throw-in,1,From Throw In,Brice Dja Djédjé,7857.0,Right Back,7,Marseille,147,['a09f6e31-a4ba-43fb-a08b-e915d2544a76'],47,,,,,,,,,,,,,,,,,Marseille,147,00:02:47.262,Pass,
,,,,,,,,,,,,,,,,,0.570101,,,,,,,,,,,,99378fcf-87bc-4d7d-9ba5-93fa12c92aaf,97,,"[70.3, 67.5]",3900527,2,,,,,2.3458855,,Right Foot,,,,"[65.5, 72.4]",,Ground Pass,,6.8593,,,,Brice Dja Djédjé,7857.0,,,,,1,From Throw In,Rémy Cabella,3420.0,Center Attacking Midfield,7,Marseille,147,['359ec490-da4d-4912-8771-ef5dd43558a5'],48,,,,,,,,,,,,,,,,,Marseille,147,00:02:48.165,Pass,
,,,,,,,,,,,,,,,,,3.519578,,,,,,,,,,,,174092c9-88ad-4eb7-9b76-e5c6f11490a5,100,,"[53.6, 72.4]",3900527,2,,,,,-2.5102613,,Left Foot,,,,"[13.8, 43.3]",,Low Pass,,49.30365,,,,Steve Mandanda,3543.0,,,,,1,From Throw In,Brice Dja Djédjé,7857.0,Right Back,7,Marseille,147,['91dbef14-0058-4af6-b010-e51cdc5166fd'],51,,,,,,,,,,,,,,,,,Marseille,147,00:02:51.395,Pass,
,,,,,,,,,,,,,,,,,1.367849,,,,,,,,,,,,a339c706-ac43-48a4-bd4f-cec65aa90531,103,,"[15.1, 41.9]",3900527,2,,,,,-0.86576164,,Right Foot,,,,"[28.8, 25.8]",,Ground Pass,,21.140009,,,,Karim Rekik,8572.0,,,,,1,From Throw In,Steve Mandanda,3543.0,Goalkeeper,7,Marseille,147,['b80a088f-b673-47c2-86d9-c316b23c7694'],56,,,,,,,,,,,,,,,,,Marseille,147,00:02:56.340,Pass,
,,,,,,,,,,,,,,,,,1.723888,,,,,,,,,,,,74681f5a-42f7-474a-ad16-07c376a1a3e8,106,,"[31.5, 19.6]",3900527,2,,,,,-0.6803549,,Left Foot,,,,"[48.8, 5.6]",,Ground Pass,,22.255112,,,,Benjamin Mendy,3261.0,,,,,1,From Throw In,Karim Rekik,8572.0,Left Center Back,7,Marseille,147,['2d4880c8-6ab3-46fb-8810-8a700022a60d'],59,,,,,,,,,,,,,,,,,Marseille,147,00:02:59.849,Pass,
,,,,,,,,,,,,,,,,,1.332726,,,,,,,,,,,,5a411090-a9f0-44e5-9190-251a6b7dcb6c,109,,"[48.8, 5.6]",3900527,3,,,,,2.6721647,,Left Foot,,,,"[35.0, 12.6]",,Ground Pass,,15.473849,,,,Karim Rekik,8572.0,,,,,1,From Throw In,Benjamin Mendy,3261.0,Left Back,7,Marseille,147,['d34056a9-83d5-4e7f-ae50-e332f889af99'],2,,,,,,,,,,,,,,,,,Marseille,147,00:03:02.465,Pass,
,,,,,,,,,,,,,,,,,0.888855,,,,,,,,,,,,db93dafd-19bf-468a-869b-a2f94cae8915,112,,"[36.7, 14.2]",3900527,3,,,,,-0.46896672,,Left Foot,,,,"[44.2, 10.4]",,Ground Pass,,8.407735,,,,Rémy Cabella,3420.0,,,,,1,From Throw In,Karim Rekik,8572.0,Left Center Back,7,Marseille,147,['18d34d31-5e39-454f-a18f-99f389819527'],8,,,,,,,,,,,,,,,,,Marseille,147,00:03:08.677,Pass,
,,,,,,,,,,,,,,,,,1.724532,,,,,,,,,,,,f3bb9018-78be-4d0a-9830-d1dd67909576,116,,"[45.0, 7.2]",3900527,3,,,,,2.8375916,,Right Foot,,,,"[34.8, 10.4]",,Ground Pass,,10.690183,,,,Karim Rekik,8572.0,,,,,1,From Throw In,Rémy Cabella,3420.0,Center Attacking Midfield,7,Marseille,147,"['555aef63-6313-4934-b30d-595da29e98ee', '9d68d22f-0b87-4fe8-937c-6f99dcbc9326']",12,,,,,,,,,,,,,,,,,Marseille,147,00:03:12.097,Pass,True
,,,,,,,,,,,,,,,,,1.102054,,,,,,,,,,,,d01eca00-b48f-42ff-b151-72e0b83253f6,119,,"[34.8, 10.4]",3900527,3,,,,,-0.7266424,,Left Foot,,,,"[40.2, 5.6]",,Ground Pass,,7.2249565,,,,Rémy Cabella,3420.0,,,,,1,From Throw In,Karim Rekik,8572.0,Left Center Back,7,Marseille,147,['f62d35cd-4988-41be-a29e-75a644aab2ac'],14,,,,,,,,,,,,,,,,,Marseille,147,00:03:14.408,Pass,
,,,,,,,,,,,,,,,,,0.893076,,,,,,,,,,,,0eeed67b-0684-4dca-bbf8-7d5954986ba0,127,,"[52.8, 29.8]",3900527,3,,,,,1.4345037,,Right Foot,,,,"[55.2, 47.3]",,Ground Pass,,17.663805,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,1,From Throw In,Rémy Cabella,3420.0,Center Attacking Midfield,7,Marseille,147,['a27dcdc6-ee50-4eb9-94bd-5cd6c05ab9cd'],20,,,,,,,,,,,,,,,,,Marseille,147,00:03:20.561,Pass,
