50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.536152,,,,,,,,,,,,,c212a759-fc1d-4da9-beec-760c81bb8a43,17,,"[34.9, 28.4]",3829459,0,,,,,1.4624144,,Left Foot,,,"[37.0, 47.7]",,Ground Pass,,19.413912,,,Nampalys Mendy,4506.0,,,,,,1,From Kick Off,Olivier Boscagli,7323.0,Left Center Back,2,OGC Nice,136,['cc2ba595-6d47-40a6-bb4e-a0db82ee9431'],7,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:07.134,Pass,
,,,,,,,,,,,,,,,,,1.67921,,,,,,,,,,,,,6d71a637-f720-450d-b25a-cd76d560d8ee,21,,"[34.3, 60.7]",3829459,0,,,,,1.6678927,,Right Foot,,,"[32.8, 76.1]",,Ground Pass,,15.472879,,,Paul Baysse,4443.0,,,,,,1,From Kick Off,Nampalys Mendy,4506.0,Center Defensive Midfield,2,OGC Nice,136,"['4bb5a73e-cdf7-4594-aa22-bbb80516943a', '59e2f2a1-acb3-41e3-aff5-4a66249e7ebc']",9,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:09.504,Pass,True
,,,,,,,,,,,,,,,,,1.582983,,,,,,,,,,,,,8c774b62-4e2c-4581-8ce7-6cfb79768285,25,,"[31.7, 75.7]",3829459,0,,,,,-0.4412936,,Right Foot,,,"[51.6, 66.3]",,Low Pass,,22.008408,,,Vincent Koziello,4264.0,,,,,,1,From Kick Off,Paul Baysse,4443.0,Right Center Back,2,OGC Nice,136,"['897404b7-3fb8-4996-9504-b56d782c7b11', '9c6a2010-47ac-4df7-8ed0-78e393d7eed4']",12,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:12.111,Pass,True
,,,,,,,,,,,,,,,,,1.64243,,,,,,,,,,,,,e8406ebe-7410-4826-9066-f988ab97ade5,30,,"[70.8, 75.7]",3829459,0,,,,,3.1215954,,Right Foot,,,"[60.8, 75.9]",,Ground Pass,,10.002,,,Jérémy Pied,4270.0,,,,,,1,From Kick Off,Vincent Koziello,4264.0,Right Center Midfield,2,OGC Nice,136,['4878f2bf-6b44-4414-a1ab-e549c2151e6c'],17,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:17.616,Pass,
,,,,,,,,,,,,,,,,,0.59916,,,,,,,,,,,,,1b21c3ec-ba70-480a-9c99-0b927219789e,33,,"[61.0, 75.9]",3829459,0,,,,,-0.6435011,,Right Foot,,,"[70.2, 69.0]",,Ground Pass,,11.5,,,Hatem Ben Arfa,16462.0,,,,,,1,From Kick Off,Jérémy Pied,4270.0,Right Back,2,OGC Nice,136,['ebb42645-9010-48bf-a939-195556e86df7'],19,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:19.339,Pass,
,,,,,,,,,,,,,,,,,0.280799,,,,,,,,,,,,,246d3d25-2e09-47b9-8476-6a7abfe8d3a9,42,,"[41.3, 20.5]",3829459,0,,,,,0.83598787,,Left Foot,,,"[48.8, 28.8]",,Ground Pass,,11.186599,,,Jimmy Briand,3213.0,,,,,,1,Regular Play,Younousse Sankharé,3348.0,Left Defensive Midfield,3,Guingamp,142,"['81c68c61-e2f0-41f3-9f41-42d06c5a2f96', 'b6c119d3-ae42-4970-9fe8-44963ddd227c']",24,,,,,,,,,,,,,,,,,Guingamp,142,00:00:24.758,Pass,True
,,,,,,,,,,,,,,,,,0.74804,,,,,,,,,,,,,a33defb9-39da-4627-a93f-f98461be10c0,45,,"[48.8, 29.0]",3829459,0,,,,,3.0074818,,Right Foot,,,"[36.2, 30.7]",,Ground Pass,,12.714166,,,Lionel Mathis,401512.0,,,,,,1,Regular Play,Jimmy Briand,3213.0,Right Center Forward,3,Guingamp,142,['fbf8ef59-9d0b-4933-ac42-b85e372b1585'],25,,,,,,,,,,,,,,,,,Guingamp,142,00:00:25.113,Pass,
,,,,,,,,,,,,,,,,,1.974189,,,,,,,,,,,,,01ba25c9-41c5-4427-baa6-9b66a7c48223,49,,"[37.1, 32.4]",3829459,0,,,,,1.3940874,,Right Foot,,,"[43.1, 66.0]",,High Pass,,34.13151,,,Lars Christian Jacobsen,20199.0,,,,,,1,Regular Play,Lionel Mathis,401512.0,Right Defensive Midfield,3,Guingamp,142,"['3a546396-3af0-4dc4-9d16-081798349d8c', 'ce5fb6b2-a073-45cd-910b-5b3fd5dccc5d']",27,,,,,,,,,,,,,,,,,Guingamp,142,00:00:27.194,Pass,True
,,,,,,,,,,,,,,,,,2.47474,,,,,,,,,,,,,5b8f4e8f-46c9-456e-9c35-ffdda98301e2,52,,"[45.8, 68.2]",3829459,0,,,,,-0.04837935,,Right Foot,,,"[99.5, 65.6]",,High Pass,,53.762905,,,Marcus Coco,3363.0,,,,,,1,Regular Play,Lars Christian Jacobsen,20199.0,Right Back,3,Guingamp,142,['9dec3bdd-da45-4ce8-9734-ef25fb998410'],31,,,,,,,,,,,,,,,,,Guingamp,142,00:00:31.462,Pass,
,,,,,,,,,,,,,,,,,1.57027,,,,,,,,,,,,,28b2f293-6bcf-4f97-aa38-e8e15b1e1801,58,,"[102.1, 80.0]",3829459,0,,,,,-0.53581125,,,,,"[114.9, 72.4]",,Low Pass,,14.886235,,,Jimmy Briand,3213.0,,,,,Throw-in,1,From Throw In,Lars Christian Jacobsen,20199.0,Right Back,4,Guingamp,142,['85ce1c74-3765-4cf8-9fe9-341ed688ca41'],49,,,,,,,,,,,,,,,,,Guingamp,142,00:00:49.893,Pass,
,,,,,,,,,,,,,,,,,1.482808,,,,,,,,,,,,,df03e388-72d8-4e08-ad0e-05d8e80304ff,61,,"[116.2, 71.4]",3829459,0,,,,,2.9111903,,Left Foot,,,"[108.1, 73.3]",,Ground Pass,,8.319856,,,Lars Christian Jacobsen,20199.0,,,,,,1,From Throw In,Jimmy Briand,3213.0,Right Center Forward,4,Guingamp,142,['4b856267-78b9-490b-afb1-40bbbfbaab61'],51,,,,,,,,,,,,,,,,,Guingamp,142,00:00:51.820,Pass,
,,,,,,,,,,,,,,,,,1.494919,,,,,,,,,,,,,4c057d05-870c-4ad0-8870-a14e84502d8f,64,,"[109.8, 73.3]",3829459,0,,,,,-1.5256463,,Right Foot,True,,"[111.3, 40.1]",,High Pass,,33.233868,,Incomplete,,,,,,,,1,From Throw In,Lars Christian Jacobsen,20199.0,Right Back,4,Guingamp,142,['98fa4c98-2951-4dd4-b898-2ac1922cedf8'],53,,,,,,,,,,,,,,,,,Guingamp,142,00:00:53.632,Pass,
,,,,,,,,,,,,,,,,,2.477319,,,,,,,,,,,,,31cbc463-f404-454d-b67a-bd21bb0cb55f,67,,"[14.2, 40.0]",3829459,1,,,,,-1.1129966,,Keeper Arm,,,"[31.1, 5.7]",,Low Pass,,38.237415,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,From Keeper,Mouez Hassen,5653.0,Goalkeeper,5,OGC Nice,136,['1f77427b-71e1-47b1-a1c5-3e5ebcff036c'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:00.617,Pass,
,,,,,,,,,,,,,,,,,1.77894,,,,,,,,,,,,,67705350-29d5-4f8f-bd76-b73a614376d8,70,,"[32.8, 8.9]",3829459,1,,,,,2.2989883,,Left Foot,,,"[22.1, 20.9]",,Ground Pass,,16.077623,,,Olivier Boscagli,7323.0,,,,,,1,From Keeper,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,5,OGC Nice,136,['986134fd-583e-4843-8e34-9cbd08b9c978'],4,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:04.695,Pass,
,,,,,,,,,,,,,,,,,2.46447,,,,,,,,,,,,,6a1da4f6-2de1-42ad-b019-f47ca1844747,73,,"[23.1, 27.1]",3829459,1,,,,,1.3704888,,Left Foot,,,"[29.8, 60.1]",,Ground Pass,,33.673283,,,Paul Baysse,4443.0,,,,,,1,From Keeper,Olivier Boscagli,7323.0,Left Center Back,5,OGC Nice,136,['a0007e51-f4b4-4d04-a884-c1408ecccfd4'],7,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:07.199,Pass,
,,,,,,,,,,,,,,,,,1.528051,,,,,,,,,,,,,f43fb5de-8f9a-49f5-8e65-b5de4f68e490,76,,"[34.1, 62.0]",3829459,1,,,,,-0.3327391,,Right Foot,,,"[47.7, 57.3]",,Ground Pass,,14.389232,,,Vincent Koziello,4264.0,,,,,,1,From Keeper,Paul Baysse,4443.0,Right Center Back,5,OGC Nice,136,['dc02e009-58ab-4f7d-8855-96d255c1ba1a'],10,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:10.699,Pass,
,,,,,,,,,,,,,,,,,1.141373,,,,,,,,,,,,,d45545b4-1d33-437f-aacb-36f40dff7a47,79,,"[44.1, 59.0]",3829459,1,,,,,0.9415957,,Right Foot,,,"[54.8, 73.7]",,Ground Pass,,18.18186,,,Jérémy Pied,4270.0,,,,,,1,From Keeper,Vincent Koziello,4264.0,Right Center Midfield,5,OGC Nice,136,['225c4264-2158-4859-b00d-8cbfd535e81e'],13,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:13.630,Pass,
,,,,,,,,,,,,,,,,,0.847363,,,,,,,,,,,,,807a0167-7621-4317-87b3-0b5688bfc541,82,,"[54.8, 73.7]",3829459,1,,,,,-1.5188949,,Right Foot,,,"[55.2, 66.0]",,Ground Pass,,7.7103825,,,Vincent Koziello,4264.0,,,,,,1,From Keeper,Jérémy Pied,4270.0,Right Back,5,OGC Nice,136,['440c8e84-1a1f-4553-ac35-6a8f5c376159'],14,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:14.891,Pass,
,,,,,,,,,,,,,,,,,2.05366,,,,,,,,,,,,,124ff848-1f86-432e-980e-03be1ca9e57f,85,,"[62.9, 66.9]",3829459,1,,,,,-1.9269463,,Right Foot,,,"[52.0, 37.6]",,Ground Pass,,31.261797,,,Olivier Boscagli,7323.0,,,,,,1,From Keeper,Vincent Koziello,4264.0,Right Center Midfield,5,OGC Nice,136,['817bec74-e98b-43b7-b544-fdd4b21fe863'],17,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:17.051,Pass,
,,,,,,,,,,,,,,,,,2.198469,,,,,,,,,,,,,d8c76bdf-e657-4576-9ee8-417dc0477006,88,,"[52.7, 34.4]",3829459,1,,,,,-0.9771863,,Left Foot,,,"[69.3, 9.8]",,Ground Pass,,29.676928,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,From Keeper,Olivier Boscagli,7323.0,Left Center Back,5,OGC Nice,136,['bbb4ad7b-9dd3-45f3-bc55-ca6d9cb85772'],19,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:19.968,Pass,
,,,,,,,,,,,,,,,,,1.380228,,,,,,,,,,,,,eb00d17a-7da2-4d02-b135-f154646de3ce,91,,"[69.3, 9.8]",3829459,1,,,,,2.0424118,,Right Foot,,,"[64.2, 19.8]",,Ground Pass,,11.225417,,,Jean Michaël Seri,3359.0,,,,,,1,From Keeper,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,5,OGC Nice,136,['da6d8508-0327-464f-a41c-4a1687aab702'],22,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:22.246,Pass,
,,,,,,,,,,,,,,,,,1.389355,,,,,,,,,,,,,17e4036c-384e-4538-88de-deae6468308a,94,,"[69.3, 23.3]",3829459,1,,,,,0.84028804,,Right Foot,,,"[77.9, 32.9]",,Ground Pass,,12.888755,,,Valère Germain,3210.0,,,,,,1,From Keeper,Jean Michaël Seri,3359.0,Left Center Midfield,5,OGC Nice,136,['fa4e812d-a200-47fc-a52d-780aec60b00e'],25,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:25.479,Pass,
,,,,,,,,,,,,,,,,,0.850764,,,,,,,,,,,,,92b6c784-acf6-400a-bf27-a7f2aa00e105,97,,"[73.8, 34.8]",3829459,1,,,,,3.0552692,,Right Foot,,,"[63.4, 35.7]",,Ground Pass,,10.438869,,,Nampalys Mendy,4506.0,,,,,,1,From Keeper,Valère Germain,3210.0,Left Center Forward,5,OGC Nice,136,['cf8f922c-2d7d-4f6d-886d-2c5e6d962e8e'],27,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:27.783,Pass,
,,,,,,,,,,,,,,,,,0.862639,,,,,,,,,,,,,5c69696a-decb-4e99-b56a-7c24a1da597e,100,,"[63.4, 35.7]",3829459,1,,,,,-1.152572,,Right Foot,,,"[67.8, 25.8]",,Ground Pass,,10.833744,,,Valère Germain,3210.0,,,,,,1,From Keeper,Nampalys Mendy,4506.0,Center Defensive Midfield,5,OGC Nice,136,['be08dbd3-6c32-473a-acd9-e23e7f983b09'],29,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:29.434,Pass,
,,,,,,,,,,,,,,,,,0.615028,,,,,,,,,,,,,579b00e8-8fe8-4d1d-8c9f-f3600aa60257,103,,"[69.1, 26.5]",3829459,1,,,,,0.34302393,,Right Foot,,,"[80.3, 30.5]",,Ground Pass,,11.892855,,,Alassane Pléa,3230.0,,,,,,1,From Keeper,Valère Germain,3210.0,Left Center Forward,5,OGC Nice,136,['e8c3e8fd-fd94-45c1-97ad-e8fa97321fe6'],30,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:30.818,Pass,
,,,,,,,,,,,,,,,,,0.468176,,,,,,,,,,,,,b9ba118e-ec6f-4bb3-9920-a2ca7a02f446,113,,"[56.5, 48.1]",3829459,1,,,,,-1.5541312,,Left Foot,,,"[56.7, 36.1]",,Ground Pass,,12.001667,,,Jimmy Briand,3213.0,,,,,,1,From Keeper,Younousse Sankharé,3348.0,Left Defensive Midfield,5,OGC Nice,136,"['ab11ee0e-4510-44f7-8617-a5c67718c187', 'd2268906-519f-4ba1-9191-70d49b39d0fc']",34,,,,,,,,,,,,,,,,,Guingamp,142,00:01:34.565,Pass,True
,,,,,,,,,,,,,,,,,0.486739,,,,,,,,,,,,,ab8f88b9-f847-460a-b093-07ccb7c3bc0b,119,,"[63.4, 37.8]",3829459,1,,,,,-1.7529646,,Right Foot,,,"[62.7, 34.0]",,Ground Pass,,3.8639357,,,Vincent Koziello,4264.0,,,,,Recovery,1,From Keeper,Hatem Ben Arfa,16462.0,Center Attacking Midfield,5,OGC Nice,136,['af2d2687-cfb4-415c-8ae4-149c8490455a'],37,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:37.276,Pass,
,,,,,,,,,,,,,,,,,1.006088,,,,,,,,,,,,,50b65d98-6dad-47d3-8fdd-0e3d002d57cd,122,,"[62.7, 34.0]",3829459,1,,,,,-1.9850143,,Right Foot,,,"[57.6, 22.4]",,Ground Pass,,12.671622,,,Jean Michaël Seri,3359.0,,,,,,1,From Keeper,Vincent Koziello,4264.0,Right Center Midfield,5,OGC Nice,136,['e4fe0cfc-0aa7-438f-8fc5-0afe1ab6db08'],38,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:38.044,Pass,
,,,,,,,,,,,,,,,,,0.9942,,,,,,,,,,,,,f5668dcd-0330-4fe8-8fcc-cd797a4d6c29,125,,"[58.9, 19.6]",3829459,1,,,,,-1.0443176,,Right Foot,,,"[65.7, 7.9]",,Ground Pass,,13.532554,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,From Keeper,Jean Michaël Seri,3359.0,Left Center Midfield,5,OGC Nice,136,['4659b60e-c25c-4e7f-bcc9-caec06c0123c'],39,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:39.595,Pass,
,,,,,,,,,,,,,,,,,1.811158,,,,,,,,,,,,,1df1211a-ac29-49be-a212-f39f0cc9364e,128,,"[64.2, 7.7]",3829459,1,,,,,2.6399887,,Right Foot,,,"[45.6, 17.9]",,Ground Pass,,21.213203,,,Olivier Boscagli,7323.0,,,,,,1,From Keeper,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,5,OGC Nice,136,['252da262-e52d-401d-a4a7-9e8a23751291'],41,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:41.728,Pass,
,,,,,,,,,,,,,,,,,0.984959,,,,,,,,,,,,,b924ecb7-57e6-4dce-827e-532445d6525a,131,,"[45.6, 17.9]",3829459,1,,,,,1.1974944,,Left Foot,,,"[50.3, 29.9]",,Ground Pass,,12.887591,,,Nampalys Mendy,4506.0,,,,,,1,From Keeper,Olivier Boscagli,7323.0,Left Center Back,5,OGC Nice,136,['f3c4dc80-020f-4dbb-8cab-4def2eb6c4f3'],43,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:43.909,Pass,
,,,,,,,,,,,,,,,,,0.92367,,,,,,,,,,,,,35bace61-0f25-4f4c-b63e-d81ba4a12dd1,134,,"[50.3, 29.9]",3829459,1,,,,,1.0148194,,Right Foot,,,"[56.7, 40.2]",,Ground Pass,,12.126417,,,Vincent Koziello,4264.0,,,,,,1,From Keeper,Nampalys Mendy,4506.0,Center Defensive Midfield,5,OGC Nice,136,['da0593b6-7232-4d49-ac98-1a9df9c4babd'],45,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:45.609,Pass,
,,,,,,,,,,,,,,,,,1.527287,,,,,,,,,,,,,3a87a6e4-69ea-4dcc-9c38-d1b2b586ca32,137,,"[54.6, 41.5]",3829459,1,,,,,1.6693355,,Right Foot,,,"[52.0, 67.8]",,Ground Pass,,26.428205,,,Paul Baysse,4443.0,,,,,,1,From Keeper,Vincent Koziello,4264.0,Right Center Midfield,5,OGC Nice,136,['afcc7f3c-fd5d-414d-abff-53b57df3c0da'],47,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:47.371,Pass,
,,,,,,,,,,,,,,,,,3.536178,,,,,,,,,,,,,cf55f0b9-a562-4679-916a-ee1150466fc7,140,,"[55.2, 69.3]",3829459,1,,,,,0.26517794,,Right Foot,,,"[94.6, 80.0]",,Ground Pass,,40.827076,,Out,Valère Germain,3210.0,,,,,,1,From Keeper,Paul Baysse,4443.0,Right Center Back,5,OGC Nice,136,['0583e792-6a30-4443-b86c-b895d238638d'],50,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:50.402,Pass,
