50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f22a2c4-4910-4c5a-b27b-4123202e5d6d,1340,,,"[44.4, 6.9]",3901222,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Congré,3011.0,Left Center Back,75,Montpellier,139,['60572846-e0bb-4e08-ac10-386894b91940'],45,,,,,,,,,,,,,,,,,Montpellier,139,00:35:45.992,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5346734-48d3-4217-ad3f-da88d1e68323,1344,,,"[46.9, 45.2]",3901222,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vitorino Hilton da Silva,3674.0,Right Center Back,75,Montpellier,139,"['001ca7eb-443a-473e-a37e-484c5ffcea6c', 'b58d9f94-1937-4822-aefb-d1437407da6b']",49,,,,,,,,,,,,,,,,,Montpellier,139,00:35:49.813,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a69b2f23-e382-4d3d-a1ed-7a066d0985be,1347,,,"[70.4, 50.1]",3901222,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Souleymane Camara,3679.0,Right Center Forward,75,Montpellier,139,['6d6b79f6-8b3c-4d18-a544-213099e1aba1'],51,,,,,,,,,,,,,,,,,Montpellier,139,00:35:51.386,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80fa9297-9d6d-486e-b892-3caa61d91fdb,1349,,,"[67.3, 73.3]",3901222,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,William Jean Rémy,4669.0,Right Back,75,Montpellier,139,['72725bce-ba0c-4bd5-8e30-1d00eb2f2e2e'],53,,,,,,,,,,,,,,,,,Montpellier,139,00:35:53.047,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844e8cc1-99f6-4ed1-846d-72fc0356f231,1352,,,"[107.6, 33.0]",3901222,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigue Casimir Ninga,3020.0,Left Center Forward,75,Montpellier,139,['d1b0e570-51ec-42d5-944a-9e46afde817f'],58,,,,,,,,,,,,,,,,,Montpellier,139,00:35:58.134,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc13e60-ee95-443f-8075-ca78dcf3514c,1356,,,"[67.6, 49.6]",3901222,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Emiliano Sala,3114.0,Center Forward,76,Nantes,144,['7fd8b503-143a-45bc-b2db-7e38aefda7b0'],12,,,,,,,,,,,,,,,,,Nantes,144,00:36:12.471,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d5acf039-8df5-4512-a875-758cfcff46f1,1358,,,"[57.4, 17.9]",3901222,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Jonas Martin,2950.0,Left Center Midfield,76,Nantes,144,['8ddf3bdf-4951-495f-9281-01b94ddd530a'],16,,,,,,,,,,,,,,,,,Montpellier,139,00:36:16.903,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128974ce-f77d-40c8-ab6d-0d18b67a1fad,1361,,,"[76.2, 74.5]",3901222,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Bedoya,12351.0,Right Wing,77,Nantes,144,"['25130181-3d8c-42fe-bf20-8925efeba6a3', 'e12ce6c9-53a5-45b1-8b8f-4027d355727b']",21,,,,,,,,,,,,,,,,,Nantes,144,00:36:21.043,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0282d7c-d9ed-4b0e-ac43-a28c39f6ce1d,1365,,,"[71.2, 69.1]",3901222,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rémi Gomis,401478.0,Right Defensive Midfield,77,Nantes,144,['70d1dfe5-fc8a-4099-a7e3-4a38194bf8e4'],22,,,,,,,,,,,,,,,,,Nantes,144,00:36:22.908,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867aee49-5f4b-4b20-bb2c-431802967499,1369,,,"[77.7, 53.1]",3901222,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Guillaume Gillet,4380.0,Center Attacking Midfield,77,Nantes,144,['29b3ef3a-ce09-4a69-8668-355877adb86c'],24,,,,,,,,,,,,,,,,,Nantes,144,00:36:24.901,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c96b284-5545-4933-a3b8-5015e3373de7,1372,,,"[61.0, 54.8]",3901222,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Bedoya,12351.0,Right Wing,77,Nantes,144,['77998c53-ebf2-45d2-8b5e-d7e7c0b38fb0'],26,,,,,,,,,,,,,,,,,Nantes,144,00:36:26.177,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b0c66bc-693b-44a6-ac93-d86681d5e821,1380,,,"[98.5, 19.4]",3901222,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigue Casimir Ninga,3020.0,Left Center Forward,78,Montpellier,139,['4eeb8f89-1d26-410c-baf6-108864bbe487'],32,,,,,,,,,,,,,,,,,Montpellier,139,00:36:32.805,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e575bdb4-0a55-4bef-a36b-e7d724ea9f3d,1388,,,"[105.1, 53.8]",3901222,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bryan Dabo,3421.0,Right Center Midfield,78,Montpellier,139,['2c5adedf-bd16-4288-9193-1eaab635bce3'],41,,,,,,,,,,,,,,,,,Montpellier,139,00:36:41.986,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19d79e6e-b6d1-445a-83a6-c0e48f360311,1397,,,"[110.3, 29.5]",3901222,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rodrigue Casimir Ninga,3020.0,Left Center Forward,80,Montpellier,139,['de5655ae-214c-44e0-bffb-0d480c738446'],29,,,,,,,,,,,,,,,,,Montpellier,139,00:37:29.925,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ed384776-29d3-430e-87cc-95747287e867,1401,,,"[76.0, 65.4]",3901222,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alejandro Bedoya,12351.0,Right Wing,81,Nantes,144,['258c83c2-1931-4b78-ad85-29c6217b06dc'],48,,,,,,,,,,,,,,,,,Nantes,144,00:37:48.714,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5327f888-ef39-4366-baa6-889e1648ce0e,1403,,,"[54.6, 16.0]",3901222,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ryad Boudebouz,6661.0,Center Attacking Midfield,82,Montpellier,139,['b7bd92c1-8ad2-432f-b6b6-a8553f2e7e7f'],50,,,,,,,,,,,,,,,,,Montpellier,139,00:37:50.477,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987eb8c6-63ca-4eff-8fbc-6eaff8c37c33,1406,,,"[41.5, 4.2]",3901222,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérôme Roussillon,3676.0,Left Back,82,Montpellier,139,['727c5607-f41e-4a91-bf1a-c8677c608a0b'],52,,,,,,,,,,,,,,,,,Montpellier,139,00:37:52.479,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4294dee5-1c51-4636-984a-06b2aa5b7655,1409,,,"[86.0, 4.2]",3901222,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigue Casimir Ninga,3020.0,Left Center Forward,82,Montpellier,139,['27c858bc-44a4-4e73-936d-c0e4aff82d6f'],55,,,,,,,,,,,,,,,,,Montpellier,139,00:37:55.572,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68c0a66c-7ae6-428a-b6ab-52d09b892990,1412,,,"[78.9, 8.1]",3901222,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ryad Boudebouz,6661.0,Center Attacking Midfield,82,Montpellier,139,['45459b31-a837-4867-b647-fe0ba846ce6c'],58,,,,,,,,,,,,,,,,,Montpellier,139,00:37:58.679,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,badf49ab-5818-4339-8c84-8d10122a7360,1416,,,"[87.7, 4.9]",3901222,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigue Casimir Ninga,3020.0,Left Center Forward,82,Montpellier,139,"['46c973fc-5935-4db2-aad8-0d53d1fdb29b', 'd71e9905-b45f-466e-a2a6-e5b1623dd4cc']",59,,,,,,,,,,,,,,,,,Montpellier,139,00:37:59.267,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18dcc2d0-9b84-4c06-b389-b08c1fa21e64,1423,,,"[57.2, 23.9]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ellyes Joris Skhiri,3767.0,Center Defensive Midfield,82,Montpellier,139,['7fcb2cf0-d1eb-4312-b57b-2b5659fb447f'],4,,,,,,,,,,,,,,,,,Montpellier,139,00:38:04.842,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51f5317c-37d1-4504-99da-44aaa2480f31,1427,,,"[66.6, 24.2]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adryan Oliveira Tavares,31687.0,Left Wing,82,Montpellier,139,['9003ebe7-8512-4b2d-91f6-883e249b77fe'],7,,,,,,,,,,,,,,,,,Nantes,144,00:38:07.585,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8cc29dfc-408c-4d1e-85bc-b6ed20ef1434,1429,,,"[25.7, 34.9]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vitorino Hilton da Silva,3674.0,Right Center Back,82,Montpellier,139,['8f9970ec-f761-4da7-b5aa-687c4cd3bb34'],10,,,,,,,,,,,,,,,,,Montpellier,139,00:38:10.265,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acd56b9f-3856-4ea0-b130-3d4887b83fb2,1432,,,"[41.2, 3.6]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérôme Roussillon,3676.0,Left Back,82,Montpellier,139,['ef1fd8f0-9e81-417d-8fce-36ec1980b4ec'],14,,,,,,,,,,,,,,,,,Montpellier,139,00:38:14.656,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08c0e5de-8eb7-47c1-a46c-3b68e3de0899,1435,,,"[47.8, 10.8]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonas Martin,2950.0,Left Center Midfield,82,Montpellier,139,['b81c240d-baeb-4cbe-aa1a-de9bf5b4fc53'],15,,,,,,,,,,,,,,,,,Montpellier,139,00:38:15.967,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d7efc1a-2509-46e3-8adc-a0e6daad5bdb,1438,,,"[51.1, 3.9]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérôme Roussillon,3676.0,Left Back,82,Montpellier,139,['b8c89d9a-6072-47ed-a4aa-eec3090e2631'],17,,,,,,,,,,,,,,,,,Montpellier,139,00:38:17.769,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7f0fcd9-75f9-44b6-a3aa-025f0d3f2c39,1441,,,"[12.6, 35.2]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Geoffrey Jourdren,7509.0,Goalkeeper,82,Montpellier,139,['3895baad-170b-4c2c-bd64-0c8046fcca07'],22,,,,,,,,,,,,,,,,,Montpellier,139,00:38:22.557,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c6fd4f9-7bdc-48d4-aa12-c0159fd5b460,1444,,,"[23.9, 16.5]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Congré,3011.0,Left Center Back,82,Montpellier,139,['7bc5d5de-1019-43c3-b16f-5b22ec456675'],25,,,,,,,,,,,,,,,,,Montpellier,139,00:38:25.309,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd0e31a4-2454-4bc1-bd2c-5dde0099efea,1447,,,"[81.3, 15.2]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigue Casimir Ninga,3020.0,Left Center Forward,82,Montpellier,139,['d6de460d-e411-48f3-806b-73fc98cef40a'],30,,,,,,,,,,,,,,,,,Montpellier,139,00:38:30.924,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860dac43-632f-4834-8c0b-8e25b6615a6e,1451,,,"[47.0, 69.1]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alejandro Bedoya,12351.0,Right Wing,82,Montpellier,139,['36d73c2f-4812-4081-b5e8-728fd0890145'],33,,,,,,,,,,,,,,,,,Nantes,144,00:38:33.743,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312ceb4-06c9-4cd0-9d4b-a9a1e0b43f25,1455,,,"[64.6, 65.8]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Guillaume Gillet,4380.0,Center Attacking Midfield,82,Montpellier,139,['39e03c7a-c09e-4b00-9a4c-bc98680b4722'],35,,,,,,,,,,,,,,,,,Nantes,144,00:38:35.992,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b588da4c-d28c-4be9-82dc-905608084eb0,1459,,,"[66.0, 7.9]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ryad Boudebouz,6661.0,Center Attacking Midfield,83,Montpellier,139,['d0068919-cceb-4af5-b92e-0e5b74ed0cef'],53,,,,,,,,,,,,,,,,,Montpellier,139,00:38:53.691,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58ba9b03-ab26-4a03-bc17-c87e171c923f,1461,,,"[82.2, 1.2]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jérôme Roussillon,3676.0,Left Back,83,Montpellier,139,['a52a9ccd-702f-4eba-9e40-831563c0b43d'],56,,,,,,,,,,,,,,,,,Montpellier,139,00:38:56.422,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b471772b-4963-4990-964b-e3ae78cbc5b4,1465,,,"[71.2, 3.0]",3901222,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonas Martin,2950.0,Left Center Midfield,83,Montpellier,139,"['0c24a02e-4110-4c82-9dba-0a77d65a36f6', '63f29531-04a1-4892-a91c-32855c9eb847']",58,,,,,,,,,,,,,,,,,Montpellier,139,00:38:58.988,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06048093-7dc8-41b0-a5c2-9e508d8969fa,1468,,,"[49.5, 8.3]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Congré,3011.0,Left Center Back,83,Montpellier,139,['40232373-598a-4061-963e-4b7e5024bc98'],1,,,,,,,,,,,,,,,,,Montpellier,139,00:39:01.479,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eca27ab1-cc23-4783-bfb8-80a730c60e68,1471,,,"[62.9, 3.0]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonas Martin,2950.0,Left Center Midfield,83,Montpellier,139,['728abbce-269c-4514-8e7d-9af9b8d0a4ec'],4,,,,,,,,,,,,,,,,,Montpellier,139,00:39:04.588,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb0da921-2c03-4399-9123-7f54d048de33,1474,,,"[103.2, 19.4]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rodrigue Casimir Ninga,3020.0,Left Center Forward,83,Montpellier,139,['7f3e73b2-43e8-4d0b-b812-0abc502e89f0'],10,,,,,,,,,,,,,,,,,Montpellier,139,00:39:10.094,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2ba6d2e-1948-4f3d-b429-b9607f5f63e9,1479,,,"[102.6, 25.8]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ryad Boudebouz,6661.0,Center Attacking Midfield,83,Montpellier,139,['47d18a7b-70de-4903-b4da-5ae87fbaa925'],14,,,,,,,,,,,,,,,,,Montpellier,139,00:39:14.173,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6410769e-3a12-42cb-85e3-cf83d97268da,1481,,,"[25.8, 62.7]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alejandro Bedoya,12351.0,Right Wing,84,Nantes,144,['27bc6196-2d1f-4a6c-a211-ac4a80e7364f'],14,,,,,,,,,,,,,,,,,Nantes,144,00:39:14.911,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aedc6d9a-9a89-4aea-8c31-9989f52776d6,1483,,,"[16.4, 58.0]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lévy Koffi Djidji,3174.0,Right Center Back,84,Nantes,144,['2513d6f0-217a-433c-9227-e022892d73c0'],15,,,,,,,,,,,,,,,,,Nantes,144,00:39:15.899,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7c41d36-05a2-4b0a-83c5-5c9df6ebbdf3,1487,,,"[62.9, 47.0]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emiliano Sala,3114.0,Center Forward,84,Nantes,144,['26f2ff7e-e737-4faf-bc6f-03e87a10b734'],19,,,,,,,,,,,,,,,,,Nantes,144,00:39:19.390,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a0f599a-4a85-46b7-a68a-c98af5df36d5,1490,,,"[70.1, 27.7]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adryan Oliveira Tavares,31687.0,Left Wing,84,Nantes,144,['2e1696c3-e36e-405e-a5ba-e1e2377e8e79'],22,,,,,,,,,,,,,,,,,Nantes,144,00:39:22.070,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b6c1550-9cf5-4458-b789-da2f2ac5dfcb,1492,,,"[13.6, 46.2]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Geoffrey Jourdren,7509.0,Goalkeeper,85,Montpellier,139,['4323b653-c675-4d15-a9d1-3c5656da6b9a'],24,,,,,,,,,,,,,,,,,Montpellier,139,00:39:24.409,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db9f4804-2dcc-4bd2-931b-6869d442cd8f,1496,,,"[53.0, 52.6]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bryan Dabo,3421.0,Right Center Midfield,85,Montpellier,139,"['73ceb262-f7e5-43e3-9ce2-7272fe7f7160', '7d9bf32e-dfee-41d8-b5fc-09bef24a5f11']",28,,,,,,,,,,,,,,,,,Montpellier,139,00:39:28.071,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e427924-2c2a-4490-8294-28ec81241122,1503,,,"[25.5, 69.6]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Souleymane Camara,3679.0,Right Center Forward,85,Montpellier,139,['e27419f5-6343-41d0-b1d2-dab7bafe9e6d'],36,,,,,,,,,,,,,,,,,Montpellier,139,00:39:36.061,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb268ac8-820f-4790-b321-3746fd06e259,1508,,,"[27.7, 73.5]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bryan Dabo,3421.0,Right Center Midfield,85,Montpellier,139,['bfb3fff0-0aa0-45e0-b3fc-9b34568456e9'],37,,,,,,,,,,,,,,,,,Montpellier,139,00:39:37.395,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682dbcfc-2d6b-4b88-ae6c-935b013a6058,1512,,,"[28.8, 73.8]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bryan Dabo,3421.0,Right Center Midfield,85,Montpellier,139,['0f6d132a-5fcd-488b-b28b-c2be1371cf45'],39,,,,,,,,,,,,,,,,,Montpellier,139,00:39:39.493,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdedc939-2ecb-4e2f-8ba7-5e120f156d8c,1516,,,"[29.6, 59.5]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ellyes Joris Skhiri,3767.0,Center Defensive Midfield,85,Montpellier,139,['fcf570eb-cacc-4424-8e80-b6b7575dc0b2'],41,,,,,,,,,,,,,,,,,Montpellier,139,00:39:41.742,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3275a989-f89d-432b-8097-a0bb5f5cf2cd,1519,,,"[29.1, 3.6]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérôme Roussillon,3676.0,Left Back,85,Montpellier,139,['015de172-5afd-4a4a-adca-70ed11b06030'],47,,,,,,,,,,,,,,,,,Montpellier,139,00:39:47.302,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cac7e8a4-0624-45da-ae9f-51b03ee6da53,1523,,,"[48.1, 74.6]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Léo Dubois,3144.0,Right Back,86,Nantes,144,['b2bea5a5-8ca2-4192-853a-2ccb0462413b'],51,,,,,,,,,,,,,,,,,Nantes,144,00:39:51.488,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e84f163-1fcb-4dd1-b050-97d11bd28b17,1527,,,"[48.1, 67.6]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Birama Touré,7350.0,Left Defensive Midfield,86,Nantes,144,['8f990d13-0634-4740-a842-d5ecfdf2371b'],53,,,,,,,,,,,,,,,,,Nantes,144,00:39:53.585,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92497660-07be-4426-a0f8-ae9ea5e10624,1530,,,"[55.8, 77.1]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alejandro Bedoya,12351.0,Right Wing,86,Nantes,144,['e366cab7-7480-4353-a0d2-30800de7162b'],55,,,,,,,,,,,,,,,,,Nantes,144,00:39:55.097,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24fb3073-0d84-49b0-acbe-adb21af605b0,1534,,,"[60.2, 72.4]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Guillaume Gillet,4380.0,Center Attacking Midfield,86,Nantes,144,"['03a76277-f2b5-431b-a81f-534a8843a7da', '1222744c-5752-47ed-a0cf-1537f95f2a07']",57,,,,,,,,,,,,,,,,,Nantes,144,00:39:57.844,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61b58e2c-f0f6-4cd2-a7c0-8bfe4e9054cb,1536,,,"[54.4, 76.5]",3901222,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alejandro Bedoya,12351.0,Right Wing,86,Nantes,144,['34c705c5-6138-47ec-a92c-ff39482364e8'],58,,,,,,,,,,,,,,,,,Nantes,144,00:39:58.613,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f622605-2024-44e3-9216-7303b533efb7,1540,,,"[53.3, 52.3]",3901222,40,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Birama Touré,7350.0,Left Defensive Midfield,86,Nantes,144,['b6312f5c-6675-4fb2-b8e4-d01ea08a0721'],0,,,,,,,,,,,,,,,,,Nantes,144,00:40:00.519,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ee31ffa-47f9-493c-92f4-f10e981d1bec,1543,,,"[92.7, 17.6]",3901222,40,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adryan Oliveira Tavares,31687.0,Left Wing,86,Nantes,144,['ea12de16-c71b-44ba-a0e6-46ebf6956006'],5,,,,,,,,,,,,,,,,,Nantes,144,00:40:05.006,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510a98eb-9bad-4eea-abb4-464aa857b604,1546,,,"[34.6, 52.4]",3901222,40,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bryan Dabo,3421.0,Right Center Midfield,86,Nantes,144,"['98884332-82ff-489f-befd-d56e63cb790a', 'e2a758ea-a3b9-40d9-b182-999412453f35']",6,,,,,,,,,,,,,,,,,Montpellier,139,00:40:06.556,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ca504e6-ee10-4f0a-a30c-4d836f7fd577,1552,,,"[71.7, 70.5]",3901222,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rodrigue Casimir Ninga,3020.0,Left Center Forward,87,Montpellier,139,['533158d4-58bd-4f5f-9f3c-137429dbb384'],31,,,,,,,,,,,,,,,,,Montpellier,139,00:40:31.777,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e4e6855-31cb-4b48-bca2-f54996e63c05,1556,,,"[47.7, 28.0]",3901222,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lévy Koffi Djidji,3174.0,Right Center Back,88,Nantes,144,['80b11c9d-3887-48f3-b9ad-e7c6b6286451'],53,,,,,,,,,,,,,,,,,Nantes,144,00:40:53.310,Ball Receipt*,
