50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d00dacf0-c681-49f1-b4c3-776aff4cd032,1,,,,3829438,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 401474, 'name': 'Kévin Gomis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 7323, 'name': 'Olivier Boscagli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,83f58eda-8460-46d4-9156-79149f305729,2,,,,3829438,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 7303, 'name': 'Lenny Nangis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3b419aa2-4c9f-43fa-a163-9d3c7729df2d,3,,,,3829438,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['ac07d431-a885-4367-b569-5a144d9e2b93'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ac07d431-a885-4367-b569-5a144d9e2b93,4,,,,3829438,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['3b419aa2-4c9f-43fa-a163-9d3c7729df2d'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,386729c4-da06-45db-abd5-e3d1132c6e69,1932,,,,3829438,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,92,OGC Nice,136,['05de49fa-6ad7-467c-8970-997de08931c4'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,05de49fa-6ad7-467c-8970-997de08931c4,1933,,,,3829438,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,92,OGC Nice,136,['386729c4-da06-45db-abd5-e3d1132c6e69'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.37533,,,,,,,,,,,394e2dc8-ed88-4c4b-be8d-5f676179d648,5,,,"[60.0, 40.0]",3829438,0,,,,1.8622531,,Right Foot,,"[59.1, 43.0]",,Ground Pass,,3.132092,,,,Jonathan Delaplace,2979.0,,,,,Kick Off,1,From Kick Off,Andy Delort,3038.0,Center Forward,2,Caen,140,['82f53025-95b7-4ee0-bf34-de0d13db9fba'],1,,,,,,,,,,,,,,,,,Caen,140,00:00:01.242,Pass,
,,,,,,,,,,,,,,,1.043374,,,,,,,,,,,11f9081c-0a97-4037-8fa1-a44bb85e0ebb,7,,,"[59.6, 43.2]",3829438,0,,,,-2.8689828,,Right Foot,,"[50.3, 40.6]",,Ground Pass,,9.656604,,,,Nicolas Seube,40698.0,,,,,,1,From Kick Off,Jonathan Delaplace,2979.0,Right Center Midfield,2,Caen,140,['fbefdd9c-2c28-4368-81b8-c898742d718c'],1,,,,,,,,,,,,,,,,,Caen,140,00:00:01.617,Pass,
,,,,,,,,,,,,,,,2.608698,,,,,,,,,,,6dc03b30-2dcf-4f54-8710-57bece802805,10,,,"[52.3, 42.3]",3829438,0,,,,0.617557,,Right Foot,,"[87.5, 67.3]",,High Pass,,43.17453,,Incomplete,,Lenny Nangis,7303.0,,,,,,1,From Kick Off,Nicolas Seube,40698.0,Center Defensive Midfield,2,Caen,140,"['05aefc17-e5eb-44f3-8ccd-b1bf9e155330', 'f11e1aeb-8c4d-4dd7-9f90-d94fb4894367']",3,,,,,,,,,,,,,,,,,Caen,140,00:00:03.974,Pass,
,,,,,,,,,,,,,,,2.968933,,,,,,,,,,,05aefc17-e5eb-44f3-8ccd-b1bf9e155330,12,,,"[32.6, 12.8]",3829438,0,,,,-0.31531978,,Head,,"[51.3, 6.7]",,Low Pass,,19.669773,,Incomplete,,Jean Michaël Seri,3359.0,,,,,Interception,1,From Kick Off,Olivier Boscagli,7323.0,Left Back,2,Caen,140,"['6dc03b30-2dcf-4f54-8710-57bece802805', 'f361c42f-00ab-4450-850c-186e0803865d', 'fbaae2c7-37b2-40a6-8c02-ab2b6777db19']",6,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:06.583,Pass,
