50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ea511bd4-71c5-4cd2-9067-3fac664bccc7,1,,,3900623,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 27}, {'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 12}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b5c05675-1b3b-4343-988a-cccfe5e7fcf7,2,,,3900623,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 40530, 'name': 'Jamel Saihi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 29}, {'player': {'id': 2980, 'name': 'Kévin Bérigaud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 26}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5845645a-ba84-4618-ab03-f9bc76e22588,3,,,3900623,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['c7532c61-793f-44bd-bd61-62d85515b1fc'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c7532c61-793f-44bd-bd61-62d85515b1fc,4,,,3900623,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['5845645a-ba84-4618-ab03-f9bc76e22588'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c6a5d9ba-1e7c-4d5c-8962-46196788c78a,2054,,,3900623,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,110,Lorient,165,['f15fcb53-4231-42e2-b21a-614eda0ff079'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f15fcb53-4231-42e2-b21a-614eda0ff079,2055,,,3900623,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,110,Lorient,165,['c6a5d9ba-1e7c-4d5c-8962-46196788c78a'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.634727,,,,,,,,,,,,,,0f5ee3f8-1abf-44f4-8e84-c1d9aff2eef1,5,,"[61.0, 40.1]",3900623,0,,,,0.7717004,,Right Foot,,,,"[64.7, 43.7]",,Ground Pass,,5.162364,,,,,Ryad Boudebouz,6661.0,,,,,Kick Off,1,From Kick Off,Jonas Martin,2950.0,Left Center Midfield,2,Montpellier,139,['f418ccc7-3083-4a8e-bfbf-a6ebb3ef1665'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.453,Pass,
,,,,,,,,,,,,,,,,1.833659,,,,,,,,,,,,,,8333dce4-5485-402a-a660-fdd7b49f615f,8,,"[65.1, 44.5]",3900623,0,,,,1.1809493,,Left Foot,,,,"[78.7, 77.6]",,High Pass,,35.785053,,,,,Bryan Dabo,3421.0,,,,,,1,From Kick Off,Ryad Boudebouz,6661.0,Right Center Midfield,2,Montpellier,139,['f3e94183-e6ed-411b-8c98-017d6611651b'],2,,,,,,,,,,,,,,,,,Montpellier,139,00:00:02.713,Pass,
,,,,,,,,,,,,,,,,0.827965,,,,,,,,,,,,,,e0e0658c-a435-43f0-86bc-4374876c1e99,11,,"[79.7, 78.4]",3900623,0,,,,-0.45765966,,Right Foot,,,,"[93.1, 71.8]",,Ground Pass,,14.9372015,,,,,Kévin Bérigaud,2980.0,,,,,,1,From Kick Off,Bryan Dabo,3421.0,Right Midfield,2,Montpellier,139,"['49ff7c8d-ab82-4580-a2ce-9239807bb4f9', '77671ccc-a4e6-416f-a31c-ad0a855fae3f']",4,,,,,,,,,,,,,,,,,Montpellier,139,00:00:04.547,Pass,True
,,,,,,,,,,,,,,,,6.298674,,,,,,,,,,,,,,0623f7a5-825c-4328-87cf-d1922166f367,16,,"[6.0, 44.0]",3900623,0,,,,-0.4654766,,Left Foot,,,,"[93.4, 0.1]",,High Pass,,97.80578,,,Out,,Abdul Majeed Waris,7615.0,,True,,,Goal Kick,1,From Goal Kick,Benjamin Lecomte,3008.0,Goalkeeper,3,Lorient,165,['890e80ce-760e-405f-a647-35bfb8b805be'],28,,,,,,,,,,,,,,,,,Lorient,165,00:00:28.207,Pass,
