ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.64823,,,,,,,,,,,,,631aab32-80c9-4a83-91a6-34f043a3ee59,17,,,"[63.0, 46.1]",3829444,0,,,,1.6452851,,Right Foot,,,"[62.5, 52.8]",,Low Pass,,6.718631,,,Jordan Ferri,3118.0,,,,,,Recovery,1,From Kick Off,Corentin Tolisso,5480.0,Left Center Midfield,2,Lyon,137,"['15da50cf-5867-441c-a42e-f95bb7560820', 'a1333dac-ef07-419d-b988-7c75396603e9']",8,,,,,,,,,,,,,,,,,Lyon,137,00:00:08.026,Pass,
,,,,,,,,,,,,,,,,0.536908,,,,,,,,,,,,,61b76f92-5079-4085-9d2a-0200a2a8c4bb,20,,,"[62.5, 54.1]",3829444,0,,,,-2.3644588,,Right Foot,,,"[56.4, 48.1]",,Ground Pass,,8.556284,,,Maxime Gonalons,6982.0,,,,,,,1,From Kick Off,Jordan Ferri,3118.0,Right Center Midfield,2,Lyon,137,['8bdd6973-e749-4e7a-8803-77a02084dd1e'],8,,,,,,,,,,,,,,,,,Lyon,137,00:00:08.715,Pass,
,,,,,,,,,,,,,,,,2.042099,,,,,,,,,,,,,561a5967-4d9b-4896-ae24-e36bb78932f7,24,,,"[51.1, 53.6]",3829444,0,,,,-1.951925,,Left Foot,,,"[40.0, 25.9]",,Ground Pass,,29.841248,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Kick Off,Maxime Gonalons,6982.0,Center Defensive Midfield,2,Lyon,137,"['014762f3-0ca7-4a94-92a5-ee0333673023', '8d3fa8b7-6a4b-45cb-829d-c1c40676b28a']",10,,,,,,,,,,,,,,,,,Lyon,137,00:00:10.396,Pass,True
,,,,,,,,,,,,,,,,5.32502,,,,,,,,,,,,,23fafb36-ceb1-4dba-87c9-b54e1989933d,27,,,"[52.6, 12.6]",3829444,0,,,,0.19359088,,Left Foot,,,"[113.3, 24.5]",,High Pass,,61.855476,Incomplete,,Nabil Fekir,2948.0,,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Lyon,137,"['c805adf0-9d1b-4780-b540-f6e28ceea9aa', 'e1260e7a-04b0-4c96-8c3e-dabc7f69fa8b']",15,,,,,,,,,,,,,,,,,Lyon,137,00:00:15.753,Pass,
,,,,,,,,,,,,,,,,3.390608,,,,,,,,,,,,,f073edd8-4555-427e-91ce-3cb4ee851f51,31,,,"[20.1, 51.6]",3829444,0,,,,0.13322675,,Right Foot,,,"[88.0, 60.7]",,High Pass,,68.50708,,,Andy Delort,3038.0,,,,,,,1,From Kick Off,Rémy Vercoutre,2963.0,Goalkeeper,2,Lyon,137,['70a8fd8b-149f-487b-b3e3-596537b36243'],33,,,,,,,,,,,,,,,,,Caen,140,00:00:33.453,Pass,
,,,,,,,,,,,,,,,,0.123988,,,,,,,,,,,,,6facd746-a215-46d9-ba6c-463b473c7f7d,33,,,"[87.2, 61.5]",3829444,0,,,True,-3.050933,,,,,"[85.0, 61.3]",,Low Pass,,2.209072,Incomplete,,Jeff Louis,7726.0,,,,,,,1,From Kick Off,Andy Delort,3038.0,Center Forward,2,Lyon,137,"['3946055c-19e2-472d-b0b3-8c8bcfc3cc10', '83971ea8-b376-41f6-80d2-5d416a1d252a', 'e09a1b27-1f70-4f6a-afea-eaf62f887869']",36,,,,,,,,,,,,,,,,,Caen,140,00:00:36.844,Pass,True
,,,,,,,,,,,,,,,,1.355644,,,,,,,,,,,,,7d799d88-885b-43b8-b013-3cbbb77a03c9,39,,,"[39.2, 28.7]",3829444,0,,,,2.0665615,,Left Foot,,,"[23.3, 58.1]",,Ground Pass,,33.42409,,,Rafael Pereira da Silva,3156.0,,,,,,,1,From Kick Off,Maxime Gonalons,6982.0,Center Defensive Midfield,2,Lyon,137,['64a61752-8002-467e-a2b3-0076a32bf7f9'],39,,,,,,,,,,,,,,,,,Lyon,137,00:00:39.085,Pass,
,,,,,,,,,,,,,,,,0.924624,,,,,,,,,,,,,42e193f8-60d9-4413-98e0-0b34f865ce0c,42,,,"[27.4, 72.6]",3829444,0,,,,-0.7731539,,Right Foot,,,"[39.8, 60.5]",,Ground Pass,,17.325415,,,Jordan Ferri,3118.0,,,,,,,1,From Kick Off,Rafael Pereira da Silva,3156.0,Right Back,2,Lyon,137,['c40b8d39-4c24-46c3-a3ed-48974513f7f3'],46,,,,,,,,,,,,,,,,,Lyon,137,00:00:46.143,Pass,
,,,,,,,,,,,,,,,,1.624486,,,,,,,,,,,,,760b528a-2ddf-48e4-b69e-139745948a3f,45,,,"[36.7, 58.5]",3829444,0,,,,-2.2028341,,Right Foot,,,"[23.3, 40.2]",,Ground Pass,,22.68149,,,Mapou Yanga-Mbiwa,4463.0,,,,,,,1,From Kick Off,Jordan Ferri,3118.0,Right Center Midfield,2,Lyon,137,['0d7134f1-636b-4406-bc7e-e4dcfc472d0f'],48,,,,,,,,,,,,,,,,,Lyon,137,00:00:48.040,Pass,
,,,,,,,,,,,,,,,,1.611664,,,,,,,,,,,,,3da04dac-e69a-49da-a397-e56287992664,48,,,"[24.8, 40.0]",3829444,0,,,,-1.257067,,Right Foot,,,"[32.1, 17.5]",,Ground Pass,,23.654598,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Kick Off,Mapou Yanga-Mbiwa,4463.0,Right Center Back,2,Lyon,137,['9f415d58-1c77-4767-a0da-c55625d0592c'],50,,,,,,,,,,,,,,,,,Lyon,137,00:00:50.645,Pass,
,,,,,,,,,,,,,,,,2.498066,,,,,,,,,,,,,0526e665-971e-49f2-9d50-4288851e7ddb,51,,,"[32.3, 15.1]",3829444,0,,,,1.4981544,,Left Foot,,,"[35.4, 57.7]",,Ground Pass,,42.712643,,,Mapou Yanga-Mbiwa,4463.0,,,True,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Lyon,137,['0251c860-f016-4309-ba64-25b345328ff1'],53,,,,,,,,,,,,,,,,,Lyon,137,00:00:53.731,Pass,
,,,,,,,,,,,,,,,,1.429009,,,,,,,,,,,,,ab8c0bba-4cac-4183-b9e6-ba9a7600654b,53,,,"[34.9, 54.6]",3829444,0,,,,0.859498,,Right Foot,,,"[45.5, 66.9]",,Ground Pass,,16.237303,,,Jordan Ferri,3118.0,,,,,,,1,From Kick Off,Mapou Yanga-Mbiwa,4463.0,Right Center Back,2,Lyon,137,['856def22-f096-4f71-9b8a-455b4c12b05f'],56,,,,,,,,,,,,,,,,,Lyon,137,00:00:56.229,Pass,
,,,,,,,,,,,,,,,,1.318942,,,,,,,,,,,,,92541faa-2316-4f10-abdd-771b0800d888,56,,,"[48.0, 68.1]",3829444,0,,,,-0.07677189,,Right Foot,,,"[75.3, 66.0]",,Ground Pass,,27.38065,Incomplete,,Claudio Beauvue,6600.0,,,,,,,1,From Kick Off,Jordan Ferri,3118.0,Right Center Midfield,2,Lyon,137,"['13736a80-69e3-4738-ae91-45fb5bb8fcd5', 'd220acd7-77c0-4a2c-b5b8-3a181abcf7f2']",59,,,,,,,,,,,,,,,,,Lyon,137,00:00:59.265,Pass,
,,,,,,,,,,,,,,,,0.868899,,,,,,,,,,,,,9d5c0ffa-33e0-47bb-a58e-d2fb10dccece,61,,,"[61.1, 8.5]",3829444,1,,,,1.0026916,,Left Foot,,,"[70.1, 22.6]",,Ground Pass,,16.727522,,,Julien Féret,2959.0,,,,,,,1,Regular Play,Chaker Alhadhur,7237.0,Left Back,3,Caen,140,['c59de829-0c04-4545-8919-ac328fb83a21'],2,,,,,,,,,,,,,,,,,Caen,140,00:01:02.596,Pass,
,,,,,,,,,,,,,,,,0.992261,,,,,,,,,,,,,21ae32df-62d9-4126-8ff3-7db2ea9ef646,64,,,"[69.9, 24.2]",3829444,1,,,,-1.6298186,,Right Foot,,,"[68.6, 2.2]",,Ground Pass,,22.038376,,,Chaker Alhadhur,7237.0,,,,,,,1,Regular Play,Julien Féret,2959.0,Left Center Midfield,3,Caen,140,['eff5b6eb-7bc4-4d8d-b0b0-70026d8eaf7a'],3,,,,,,,,,,,,,,,,,Caen,140,00:01:03.465,Pass,
,,,,,,,,,,,,,,,,2.414067,,,,,,,,,,,,,6989ec56-3ae4-4add-ab1f-c16e52b867d6,68,,,"[69.1, 3.5]",3829444,1,,,,-0.043874264,,Right Foot,,,"[89.6, 2.6]",,Ground Pass,,20.519747,,,Vincent Bessat,2992.0,,,,,,,1,Regular Play,Chaker Alhadhur,7237.0,Left Back,3,Caen,140,"['136d0a1b-1705-45d7-bc67-80bd30fae331', '55a520d6-7bed-4c83-be48-1632c9aa3a70']",4,,,,,,,,,,,,,,,,,Caen,140,00:01:04.518,Pass,True
,,,,,,,,,,,,,,,,1.198455,,,,,,,,,,,,,c6f36f91-0953-482d-936f-e40c56c18cc4,71,,,"[106.3, 19.1]",3829444,1,,,,1.305895,,Left Foot,True,,"[111.4, 37.9]",,Low Pass,,19.479477,Incomplete,,Jonathan Delaplace,2979.0,,,,,,,1,Regular Play,Vincent Bessat,2992.0,Left Midfield,3,Caen,140,"['c61d6df2-5af3-439b-9d69-1f1b731be40e', 'd4b42845-e327-40cb-8ee9-bcba22e3bcfc']",9,,,,,,,,,,,,,,,,,Caen,140,00:01:09.146,Pass,
,,,,,,,,,,,,,,,,1.33618,,,,,,,,,,,,,c61d6df2-5af3-439b-9d69-1f1b731be40e,73,,,"[8.7, 42.2]",3829444,1,,,,0.3152147,,Right Foot,,,"[31.7, 49.7]",,Low Pass,,24.19194,Incomplete,,,,,,,,,Recovery,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,3,Caen,140,"['25bc821c-f5b2-4dee-bca4-0ec48f6a9725', 'c6f36f91-0953-482d-936f-e40c56c18cc4']",10,,,,,,,,,,,,,,,,,Lyon,137,00:01:10.344,Pass,
,,,,,,,,,,,,,,,,1.137509,,,,,,,,,,,,,9bd49a3d-75df-415d-b05f-96f330ef4f07,81,,,"[34.9, 14.3]",3829444,1,,,,-3.109084,,Left Foot,,,"[22.6, 13.9]",,Ground Pass,,12.306502,,,Jérémy Morel,2983.0,,,,,,,1,Regular Play,Claudio Beauvue,6600.0,Left Center Forward,4,Lyon,137,"['373268d9-b6c6-4561-9090-0702533d2ada', '922f5147-3348-47cf-8544-394ed282abdd']",17,,,,,,,,,,,,,,,,,Lyon,137,00:01:17.304,Pass,True
,,,,,,,,,,,,,,,,1.215357,,,,,,,,,,,,,50d17cc4-e9f2-45f7-8af0-024c7be1049d,83,,,"[22.6, 13.9]",3829444,1,,,,0.81569195,,Left Foot,,,"[41.8, 34.3]",,Ground Pass,,28.014282,,,Jordan Ferri,3118.0,,,,,,,1,Regular Play,Jérémy Morel,2983.0,Left Back,4,Lyon,137,['e9eebc54-4e7d-493a-8d6d-b83f70a53d9e'],18,,,,,,,,,,,,,,,,,Lyon,137,00:01:18.441,Pass,
,,,,,,,,,,,,,,,,0.9191,,,,,,,,,,,,,4a6c2809-8796-4248-aa6a-f34494f15d1e,86,,,"[41.8, 34.3]",3829444,1,,,,-2.2843184,,Right Foot,,,"[36.0, 27.6]",,Ground Pass,,8.861715,,,Corentin Tolisso,5480.0,,,,,,,1,Regular Play,Jordan Ferri,3118.0,Right Center Midfield,4,Lyon,137,['82b6d5cf-707f-438a-ab82-b74a85334df5'],19,,,,,,,,,,,,,,,,,Lyon,137,00:01:19.767,Pass,
,,,,,,,,,,,,,,,,1.79375,,,,,,,,,,,,,b64c6f02-1807-4e7c-9718-e0470c0d09f2,89,,,"[40.5, 29.0]",3829444,1,,,,1.7994317,,Right Foot,,,"[36.8, 44.9]",,Ground Pass,,16.324827,,,Maxime Gonalons,6982.0,,,,,,,1,Regular Play,Corentin Tolisso,5480.0,Left Center Midfield,4,Lyon,137,['34817eac-a108-45bd-8ea8-285d948163e5'],22,,,,,,,,,,,,,,,,,Lyon,137,00:01:22.217,Pass,
,,,,,,,,,,,,,,,,1.671852,,,,,,,,,,,,,20239ca0-f293-4f25-be80-647d4bed7c20,91,,,"[35.2, 43.5]",3829444,1,,,,1.12356,,Right Foot,,,"[51.7, 77.9]",,Ground Pass,,38.15246,,,Rafael Pereira da Silva,3156.0,,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,4,Lyon,137,['d77f6937-9964-4c72-87ef-8dcab74cb89e'],24,,,,,,,,,,,,,,,,,Lyon,137,00:01:24.010,Pass,
,,,,,,,,,,,,,,,,1.520145,,,,,,,,,,,,,e31cfdcb-6407-4d14-aa6f-4e9c3a9462ff,94,,,"[57.0, 77.5]",3829444,1,,,,-1.7592547,,Right Foot,,,"[53.3, 58.1]",,Ground Pass,,19.749683,,,Maxime Gonalons,6982.0,,,,,,,1,Regular Play,Rafael Pereira da Silva,3156.0,Right Back,4,Lyon,137,['3f8fca30-51d1-4c2f-8722-344b19453491'],28,,,,,,,,,,,,,,,,,Lyon,137,00:01:28.182,Pass,
,,,,,,,,,,,,,,,,0.942778,,,,,,,,,,,,,3e9ba096-8d48-43d2-9a10-9a50b63a9ace,98,,,"[54.1, 60.9]",3829444,1,,,,1.7647555,,Right Foot,,,"[50.8, 77.7]",,Ground Pass,,17.12104,,,Rafael Pereira da Silva,3156.0,,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,4,Lyon,137,"['2ca47096-de2d-4b42-a7c6-664a2f315a3c', 'b9fbbac3-ea34-4a0b-b159-3279f21d9003']",30,,,,,,,,,,,,,,,,,Lyon,137,00:01:30.173,Pass,True
,,,,,,,,,,,,,,,,2.421898,,,,,,,,,,,,,8cae2730-8de4-4bd9-a57e-75d12367554c,101,,,"[50.8, 77.7]",3829444,1,,,,-2.1370444,,Right Foot,,,"[33.7, 50.8]",,Ground Pass,,31.875069,,,Mapou Yanga-Mbiwa,4463.0,,,,,,,1,Regular Play,Rafael Pereira da Silva,3156.0,Right Back,4,Lyon,137,['794470ef-a90a-46ed-9f86-42c1c2e3be1a'],32,,,,,,,,,,,,,,,,,Lyon,137,00:01:32.496,Pass,
,,,,,,,,,,,,,,,,2.060772,,,,,,,,,,,,,ccf0af51-c443-40b4-adec-87c7274597bd,103,,,"[33.1, 48.8]",3829444,1,,,,-1.503646,,Right Foot,,,"[35.4, 14.6]",,Ground Pass,,34.277252,,,Samuel Yves Umtiti,5492.0,,,,,,,1,Regular Play,Mapou Yanga-Mbiwa,4463.0,Right Center Back,4,Lyon,137,['94903cb7-fd39-4d3d-b052-04eb9cc2a610'],34,,,,,,,,,,,,,,,,,Lyon,137,00:01:34.918,Pass,
,,,,,,,,,,,,,,,,1.246592,,,,,,,,,,,,,18602645-263c-4e4b-a275-d9966387f6bd,106,,,"[44.9, 14.6]",3829444,1,,,,-0.3316233,,Left Foot,,,"[66.1, 7.3]",,Ground Pass,,22.42164,,,Jérémy Morel,2983.0,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,4,Lyon,137,['87f84b3a-1364-40ea-a9b6-ae0f7e7c882a'],38,,,,,,,,,,,,,,,,,Lyon,137,00:01:38.511,Pass,
,,,,,,,,,,,,,,,,0.734071,,,,,,,,,,,,,fc1e5db3-baf9-4511-9b2e-f33435fd5f36,110,,,"[83.1, 12.6]",3829444,1,,,,-0.7624137,,Left Foot,,,"[92.0, 4.1]",,Ground Pass,,12.306909,Incomplete,,Claudio Beauvue,6600.0,,,,,,,1,Regular Play,Jérémy Morel,2983.0,Left Back,4,Lyon,137,"['84e45d7a-7d5c-4196-8e82-34e8548494e4', '9a4cfa92-5b19-4c80-9a16-25dec5fbef82']",43,,,,,,,,,,,,,,,,,Lyon,137,00:01:43.010,Pass,
,,,,,,,,,,,,,,,,0.912244,,,,,,,,,,,,,d001ee0a-99ac-413d-8b08-7a47dc309c84,116,,,"[32.6, 67.3]",3829444,1,,,,0.505876,,Right Foot,,,"[46.5, 75.0]",,Ground Pass,,15.890248,,,Dennis Appiah,22111.0,,,,,,,1,Regular Play,Jonathan Delaplace,2979.0,Right Center Midfield,5,Caen,140,['4b9e43a7-ba35-4d61-9a24-83891edcfa76'],45,,,,,,,,,,,,,,,,,Caen,140,00:01:45.985,Pass,
,,,,,,,,,,,,,,,,1.370417,,,,,,,,,,,,,31a4b2de-cbda-4272-b794-882b440463f8,122,,,"[69.0, 80.0]",3829444,2,,,,-0.7142932,,,,,"[87.8, 63.7]",,High Pass,,24.882322,,,Andy Delort,3038.0,,,,,,Throw-in,1,From Throw In,Dennis Appiah,22111.0,Right Back,6,Caen,140,['01ffd44c-8e9b-4e3c-83db-d90e2281cb6d'],2,,,,,,,,,,,,,,,,,Caen,140,00:02:02.155,Pass,
,,,,,,,,,,,,,,,,2.066066,,,,,,,,,,,,,a4994be1-df1e-465a-b0c8-063ea68139c2,124,,,"[87.8, 63.7]",3829444,2,,,,-2.7571063,,Head,,,"[70.5, 56.7]",,Low Pass,,18.662529,,,Jordan Adéoti,7344.0,,,,,,,1,From Throw In,Andy Delort,3038.0,Center Forward,6,Caen,140,['0f529837-f731-49f8-94ea-5054dd7d6304'],3,,,,,,,,,,,,,,,,,Caen,140,00:02:03.529,Pass,
,,,,,,,,,,,,,,,,0.192717,,,,,,,,,,,,,fd7d60a1-b3dc-4b1b-8d60-a67d42e02d5d,129,,,"[76.6, 54.0]",3829444,2,,,,0.0,,Right Foot,,,"[79.6, 54.0]",,Ground Pass,,3.0,Incomplete,,Jeff Louis,7726.0,,,,,,,1,From Throw In,Jordan Adéoti,7344.0,Center Defensive Midfield,6,Caen,140,"['3202233e-11ab-46ee-86bb-f12a4591f3ab', '71647f6c-e8fb-4b7a-8457-dc2e6a69a306', 'd382f6f0-0f31-40f3-9f72-804f3462ae4d']",7,,,,,,,,,,,,,,,,,Caen,140,00:02:07.041,Pass,True
