ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,44985971-8ef1-4788-92eb-be02964c79f3,1,,,3900501,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 20048, 'name': 'Gregory van der Wiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c7b6db0e-76a4-4299-91ee-d4de70aba76a,2,,,3900501,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 41385, 'name': 'Ali Nadhoim Ahamada'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 40641, 'name': 'Pavle Ninkov'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 44065, 'name': 'William Matheus da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,25ddf6f3-c6e5-4a65-a41a-5d56eb1db8e8,3,,,3900501,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['c583d2ce-d463-4c2f-8247-d148534f6cc5'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c583d2ce-d463-4c2f-8247-d148534f6cc5,4,,,3900501,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['25ddf6f3-c6e5-4a65-a41a-5d56eb1db8e8'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c8504b15-f4b9-4ff4-a8f4-a7534bd018ab,2048,,,3900501,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,88,Paris Saint-Germain,131,['112e4a26-7e15-48e5-afbe-4003a4c9207f'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,112e4a26-7e15-48e5-afbe-4003a4c9207f,2049,,,3900501,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,88,Paris Saint-Germain,131,['c8504b15-f4b9-4ff4-a8f4-a7534bd018ab'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,9978591f-1573-4dee-9403-f350482526df,5,,"[60.0, 40.0]",3900501,0,,,,-1.0516502,,Right Foot,,"[61.2, 37.9]",,Ground Pass,,2.4186773,,,,Óscar Guido Trejo,11540.0,,,,,Kick Off,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Center Forward,2,Toulouse,130,['749e3163-2572-4cea-a1cb-67376081c7af'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.646,Pass,
,,,,,,,,,,,,,,,0.959999,,,,,,,,,,,,5d1fa0e0-58c9-42f0-a427-0354a537a90e,7,,"[60.3, 38.8]",3900501,0,,,,-3.116598,,Right Foot,,"[52.3, 38.6]",,Ground Pass,,8.0025,,,,Étienne Didot,3189.0,,,,,,1,From Kick Off,Óscar Guido Trejo,11540.0,Right Center Midfield,2,Toulouse,130,['9f1bc53f-5305-48e0-a44d-c9496f9d8f2b'],1,,,,,,,,,,,,,,,,,Toulouse,130,00:00:01.326,Pass,
,,,,,,,,,,,,,,,3.153107,,,,,,,,,,,,bad5055c-3529-4bd0-bb5c-6b71c52f201d,9,,"[52.7, 38.6]",3900501,0,,,,-0.4413583,,Right Foot,,"[90.8, 20.6]",,High Pass,,42.13799,,Incomplete,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Kick Off,Étienne Didot,3189.0,Center Defensive Midfield,2,Toulouse,130,"['0a934818-84ab-4d08-a3b4-1eba897f1d5b', 'a9a0934d-6cf5-42ad-9333-831867932f77']",2,,,,,,,,,,,,,,,,,Toulouse,130,00:00:02.286,Pass,
,,,,,,,,,,,,,,,1.715467,,,,,,,,,,,,0a934818-84ab-4d08-a3b4-1eba897f1d5b,11,,"[29.3, 59.5]",3900501,0,,,,0.7227189,,Head,,"[42.0, 70.7]",,High Pass,,16.933104,,,,Ángel Fabián Di María Hernández,2995.0,,,,,Recovery,1,Regular Play,Thiago Emiliano da Silva,3295.0,Right Center Back,3,Paris Saint-Germain,131,"['8dc68a76-27a6-4be0-adc0-f8c53f8e472f', 'bad5055c-3529-4bd0-bb5c-6b71c52f201d']",5,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.439,Pass,
,,,,,,,,,,,,,,,3.669117,,,,,,,,,,,,e0e410d8-4484-4a8a-b8ca-9c3c9fc09d98,14,,"[39.4, 75.1]",3900501,0,,,,-1.7574106,,Left Foot,,"[28.6, 17.9]",,High Pass,,58.21065,,,,Layvin Kurzawa,4326.0,,True,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,3,Paris Saint-Germain,131,['fe3d1876-e484-4f8b-87f2-52586d669343'],8,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:08.848,Pass,
,,,,,,,,,,,,,,,1.061656,,,,,,,,,,,,3cc7e128-c95d-4f64-b664-cf7476f19bd5,17,,"[38.3, 14.4]",3900501,0,,,,1.2245108,,Left Foot,,"[41.8, 24.1]",,Ground Pass,,10.312129,,,,Thiago Motta,4325.0,,,,,,1,Regular Play,Layvin Kurzawa,4326.0,Left Back,3,Paris Saint-Germain,131,['f8bab4d5-e8cb-47c4-961f-395950dbb6d2'],16,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:16.107,Pass,
,,,,,,,,,,,,,,,1.315916,,,,,,,,,,,,380fee80-e4f2-4393-950d-348050053fa5,20,,"[44.6, 25.9]",3900501,0,,,,1.4329207,,Left Foot,,"[47.5, 46.8]",,Ground Pass,,21.100237,,,,Adrien Rabiot,3026.0,,,,,,1,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['79307fb9-8945-4d61-937d-d6cf24aed616'],18,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:18.379,Pass,
,,,,,,,,,,,,,,,1.716565,,,,,,,,,,,,8ce245d4-d1ec-4c8d-bcf7-bfaed5f9724b,23,,"[49.6, 53.1]",3900501,0,,,,1.1689256,,Left Foot,,"[59.8, 77.1]",,Ground Pass,,26.077576,,,,Gregory van der Wiel,20048.0,,,,,,1,Regular Play,Adrien Rabiot,3026.0,Right Center Midfield,3,Paris Saint-Germain,131,['f5b49c0e-4469-4975-b9f0-170f6601fe39'],21,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.087,Pass,
,,,,,,,,,,,,,,,1.154294,,,,,,,,,,,,031722e3-587e-49ac-b0d9-cf501539fb96,26,,"[66.7, 77.7]",3900501,0,,,,-2.9441972,,Right Foot,,"[51.7, 74.7]",,Ground Pass,,15.297058,,,,Adrien Rabiot,3026.0,,,,,,1,Regular Play,Gregory van der Wiel,20048.0,Right Back,3,Paris Saint-Germain,131,['46fa0f65-c255-4cc5-b5dc-6733a6ab1da6'],25,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:25.632,Pass,
,,,,,,,,,,,,,,,1.586293,,,,,,,,,,,,0e01a9b1-62da-4120-b4fb-906a2ab50976,29,,"[51.5, 70.9]",3900501,0,,,,-1.5037035,,Left Foot,,"[53.2, 45.6]",,Ground Pass,,25.35705,,,,Thiago Motta,4325.0,,,,,,1,Regular Play,Adrien Rabiot,3026.0,Right Center Midfield,3,Paris Saint-Germain,131,['70230374-4845-4af5-8a25-e14a1480242c'],27,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:27.735,Pass,
,,,,,,,,,,,,,,,2.08955,,,,,,,,,,,,28f961a5-aa98-446b-bb4a-8eec8bb8bc81,32,,"[52.9, 43.7]",3900501,0,,,,-1.1550423,,Left Foot,,"[69.5, 6.1]",,High Pass,,41.101337,,,,Layvin Kurzawa,4326.0,,,,,,1,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['b7a15456-4655-45ae-bc74-694ca07d5dfc'],30,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:30.716,Pass,
,,,,,,,,,,,,,,,1.007023,,,,,,,,,,,,a77792fe-bde4-408b-972d-1e64d97c78bc,35,,"[69.8, 6.1]",3900501,0,,,,2.1213458,,Left Foot,,"[63.6, 16.2]",,Ground Pass,,11.85116,,,,Blaise Matuidi,4375.0,,,,,,1,Regular Play,Layvin Kurzawa,4326.0,Left Back,3,Paris Saint-Germain,131,['f93564ec-51bc-4c90-b383-2463f1fe57a4'],33,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:33.798,Pass,
,,,,,,,,,,,,,,,1.645563,,,,,,,,,,,,b858d60e-cd92-4d19-9831-9236a2674a1d,38,,"[62.9, 19.3]",3900501,0,,,,2.007178,,Left Foot,,"[52.5, 41.6]",,Ground Pass,,24.605894,,,,Adrien Rabiot,3026.0,,,,,,1,Regular Play,Blaise Matuidi,4375.0,Left Center Midfield,3,Paris Saint-Germain,131,['cac3cbfe-f168-4dfe-9e15-ca70ae18d541'],36,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:36.425,Pass,
,,,,,,,,,,,,,,,1.24317,,,,,,,,,,,,46eff9de-3801-41af-88b7-c3286bfeaded,41,,"[53.2, 40.4]",3900501,0,,,,-1.3569729,,Right Foot,,"[57.0, 22.9]",,Ground Pass,,17.90782,,,,Blaise Matuidi,4375.0,,,,,,1,Regular Play,Adrien Rabiot,3026.0,Right Center Midfield,3,Paris Saint-Germain,131,['a2caec11-c068-49d3-ab9b-306e4fa0a1ab'],39,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:39.891,Pass,
,,,,,,,,,,,,,,,1.046733,,,,,,,,,,,,6cf3437a-90ee-40ec-a610-ca5dc3d6dbdc,44,,"[57.0, 22.9]",3900501,0,,,,0.93080807,,Left Foot,,"[67.2, 36.6]",,Ground Pass,,17.080105,,,,Thiago Motta,4325.0,,,,,,1,Regular Play,Blaise Matuidi,4375.0,Left Center Midfield,3,Paris Saint-Germain,131,['57912807-7460-4925-b7db-db0759ef6a20'],41,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:41.874,Pass,
,,,,,,,,,,,,,,,1.011718,,,,,,,,,,,,37d75b5b-3c01-4862-a6df-f125be99aa3a,47,,"[67.1, 37.1]",3900501,0,,,,-2.2513175,,Right Foot,,"[56.9, 24.5]",,Ground Pass,,16.211107,,,,Blaise Matuidi,4375.0,,,,,,1,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,3,Paris Saint-Germain,131,"['0d0ce340-3943-4bad-b29d-5d8f00f15168', 'fac104da-9709-49e4-9d10-d512c1f8004a']",42,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:42.921,Pass,True
,,,,,,,,,,,,,,,1.421835,,,,,,,,,,,,ab722f03-9d20-4d2d-b94f-124e77dfc30a,50,,"[62.7, 21.7]",3900501,0,,,,-0.6272366,,Left Foot,,"[85.6, 5.1]",,Ground Pass,,28.283741,,,,Layvin Kurzawa,4326.0,,,,,,1,Regular Play,Blaise Matuidi,4375.0,Left Center Midfield,3,Paris Saint-Germain,131,['2c761cec-85f3-4e2c-96b4-d8cf91b187c0'],45,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:45.475,Pass,
,,,,,,,,,,,,,,,0.781905,,,,,,,,,,,,9e5c1778-d1d3-4a23-91d2-48d575134a3a,53,,"[86.7, 5.1]",3900501,0,,,,2.936951,,Left Foot,,"[76.1, 7.3]",,Ground Pass,,10.825895,,,,Blaise Matuidi,4375.0,,,,,,1,Regular Play,Layvin Kurzawa,4326.0,Left Back,3,Paris Saint-Germain,131,['4aeb7711-8d3a-423d-a993-02f6ed475e6c'],48,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:48.257,Pass,
,,,,,,,,,,,,,,,1.140405,,,,,,,,,,,,62b9d0d9-4e42-4e70-bc18-b202b98e6422,56,,"[75.6, 7.8]",3900501,0,,,,1.5259546,,Left Foot,,"[76.3, 23.4]",,Ground Pass,,15.615697,,,,Thiago Motta,4325.0,,,,,,1,Regular Play,Blaise Matuidi,4375.0,Left Center Midfield,3,Paris Saint-Germain,131,['e639eaeb-9645-4d04-81ca-881d883cf59a'],49,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:49.841,Pass,
,,,,,,,,,,,,,,,1.508866,,,,,,,,,,,,8ed1e881-a2ac-411a-8883-f19a8a0dc28b,58,,"[76.3, 23.4]",3900501,0,,,,-2.7600844,,Right Foot,,"[59.1, 16.5]",,Ground Pass,,18.532404,,,,David Luiz Moreira Marinho,3956.0,,,,,,1,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['5f1cabfb-9640-46a6-a075-6699fbcbb40a'],50,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:50.982,Pass,
