50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,38b09731-61a0-4973-a6c3-0292042e3579,1,,,,3900500,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 401483, 'name': 'Olivier Auriac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 4441, 'name': 'Billy Ketkeophomphone'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0b40f989-bfc9-41c5-a467-6d0166593a71,2,,,,3900500,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d211d071-c6b6-40f5-bd07-29c666ea31f0,3,,,,3900500,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,['67c6b837-2e0a-42f6-87cc-29087a05a574'],0,,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,67c6b837-2e0a-42f6-87cc-29087a05a574,4,,,,3900500,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,['d211d071-c6b6-40f5-bd07-29c666ea31f0'],0,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8b35e8ae-6496-488b-a763-f32ef3bf2c05,2077,,,,3900500,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Rennes,134,['4740ff4b-3e55-4b7e-8af2-cef00f967f1c'],0,,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4740ff4b-3e55-4b7e-8af2-cef00f967f1c,2078,,,,3900500,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Rennes,134,['8b35e8ae-6496-488b-a763-f32ef3bf2c05'],0,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.252419,,,,,,,,,,,,,,c115a690-e263-4c60-90d2-e6e24d7c79df,5,,,"[60.0, 40.0]",3900500,0,,,,,-1.7577755,,Right Foot,,,"[59.3, 36.3]",,Ground Pass,,3.765634,,,Thomas Mangani,3185.0,,,,Kick Off,1,From Kick Off,Billy Ketkeophomphone,4441.0,Center Forward,2,Angers,145,['be369fb1-f99d-4b66-a0ec-1d1c57b76fb8'],1,,,,,,,,,,,,,,,,,,,Angers,145,00:00:01.404,Pass,
,,,,,,,,,,,,,,,,,,0.901993,,,,,,,,,,,,,,976c4b10-be87-48f3-82b2-5fe29fc291e0,8,,,"[59.3, 36.3]",3900500,0,,,,,2.2455373,,Left Foot,,,"[53.3, 43.8]",,Ground Pass,,9.604687,,,Cheikh N''Doye,5676.0,,,,,1,From Kick Off,Thomas Mangani,3185.0,Left Center Midfield,2,Angers,145,['e67af0a2-53d5-4b74-b0b5-d80f57b2499b'],1,,,,,,,,,,,,,,,,,,,Angers,145,00:00:01.696,Pass,
,,,,,,,,,,,,,,,,,,2.690171,,,,,,,,,,,,,,b00ec4ac-eceb-476c-bfdb-033291ceea19,11,,,"[52.0, 38.4]",3900500,0,,,,,-0.7562519,,Left Foot,,,"[87.3, 5.1]",,High Pass,,48.528137,Incomplete,,Abdoul Razzagui Camara,3078.0,,,,,1,From Kick Off,Cheikh N''Doye,5676.0,Right Center Midfield,2,Angers,145,"['5f221dfc-8efc-4f4b-a64b-2540c3ecb9a6', 'af38a1fe-eef3-4f2f-8b15-45c885ac7c91']",3,,,,,,,,,,,,,,,,,,,Angers,145,00:00:03.878,Pass,
,,,,,,,,,,,,,,,,,,1.893158,,,,,,,,,,,,,,a8265d33-230d-4497-8035-433bea41ee83,16,,,"[40.0, 77.4]",3900500,0,,,,,-0.39530185,,Right Foot,,,"[67.8, 65.8]",,Ground Pass,,30.123081,Incomplete,,Abdoulaye Doucouré,3292.0,,,,,1,From Kick Off,Steven Moreira,7197.0,Right Back,2,Angers,145,"['3f3bd69a-2d4f-483c-b871-e97ba88251ec', '70b7aedf-3ad7-46ca-9228-5995987091f6', 'c54a54a3-7e3a-48e7-a6ca-b176b09dde03']",9,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:09.056,Pass,True
